"","X","phyD_FLT_c1.which.mclass....2...1."
"1317",1317,"AT2G42710"
"296",296,"AT1G21760"
"3222",3222,"AT5G57410"
"1556",1556,"AT3G11070"
"1025",1025,"AT2G19950"
"2112",2112,"AT4G03180"
"316",316,"AT1G23040"
"3124",3124,"AT5G49970"
"1645",1645,"AT3G15430"
"606",606,"AT1G60680"
"2111",2111,"AT4G03120"
"2947",2947,"AT5G27395"
"2402",2402,"AT4G29120"
"1830",1830,"AT3G45040"
"2682",2682,"AT5G07340"
"160",160,"AT1G10530"
"2819",2819,"AT5G16710"
"1245",1245,"AT2G38410"
"2000",2000,"AT3G58670"
"1875",1875,"AT3G49220"
"3041",3041,"AT5G43190"
"3197",3197,"AT5G56220"
"1139",1139,"AT2G28671"
"2232",2232,"AT4G16340"
"2364",2364,"AT4G27180"
"566",566,"AT1G55490"
"2349",2349,"AT4G26010"
"3384",3384,"AT5G67240"
"249",249,"AT1G17620"
"2790",2790,"AT5G14550"
"604",604,"AT1G60440"
"2142",2142,"AT4G08850"
"1241",1241,"AT2G38090"
"237",237,"AT1G16710"
"1516",1516,"AT3G08710"
"899",899,"AT2G02800"
"76",76,"AT1G05270"
"2913",2913,"AT5G24490"
"586",586,"AT1G56720"
"1794",1794,"AT3G27830"
"2437",2437,"AT4G31550"
"1551",1551,"AT3G10720"
"2081",2081,"AT4G01120"
"2831",2831,"AT5G17650"
"2505",2505,"AT4G35300"
"12",12,"AT1G01650"
"1869",1869,"AT3G48710"
"1799",1799,"AT3G28340"
"355",355,"AT1G26940"
"1045",1045,"AT2G21340"
"1404",1404,"AT3G01720"
"2551",2551,"AT4G38240"
"842",842,"AT1G79270"
"445",445,"AT1G34020"
"2753",2753,"AT5G12150"
"1905",1905,"AT3G51460"
"444",444,"AT1G34010"
"2144",2144,"AT4G08960"
"1891",1891,"AT3G50900"
"1315",1315,"AT2G42400"
"1552",1552,"AT3G10800"
"2098",2098,"AT4G02200"
"1026",1026,"AT2G20000"
"90",90,"AT1G05960"
"2358",2358,"AT4G26690"
"3278",3278,"AT5G61220"
"1572",1572,"AT3G11964"
"2389",2389,"AT4G28440"
"322",322,"AT1G23760"
"114",114,"AT1G07840"
"573",573,"AT1G55810"
"1340",1340,"AT2G44380"
"1721",1721,"AT3G21465"
"3367",3367,"AT5G66080"
"878",878,"AT2G01070"
"2504",2504,"AT4G35230"
"2960",2960,"AT5G33300"
"1514",1514,"AT3G08640"
"1883",1883,"AT3G49850"
"2102",2102,"AT4G02600"
"2168",2168,"AT4G10890"
"2610",2610,"AT5G03185"
"621",621,"AT1G62330"
"2428",2428,"AT4G31000"
"2483",2483,"AT4G34030"
"1431",1431,"AT3G03310"
"96",96,"AT1G06470"
"1886",1886,"AT3G50590"
"1610",1610,"AT3G13860"
"3233",3233,"AT5G57950"
"1822",1822,"AT3G44150"
"2670",2670,"AT5G06570"
"356",356,"AT1G26960"
"920",920,"AT2G05260"
"128",128,"AT1G08477"
"1021",1021,"AT2G19680"
"377",377,"AT1G28140"
"419",419,"AT1G31730"
"2877",2877,"AT5G22070"
"3237",3237,"AT5G58100"
"3347",3347,"AT5G65270"
"1186",1186,"AT2G33600"
"3299",3299,"AT5G62740"
"3072",3072,"AT5G46280"
"3322",3322,"AT5G63930"
"1531",1531,"AT3G09810"
"3189",3189,"AT5G55550"
"1897",1897,"AT3G51130"
"1990",1990,"AT3G58130"
"327",327,"AT1G24120"
"940",940,"AT2G14260"
"1878",1878,"AT3G49390"
"1184",1184,"AT2G33400"
"1030",1030,"AT2G20370"
"2378",2378,"AT4G27860"
"2702",2702,"AT5G09300"
"2456",2456,"AT4G32650"
"1982",1982,"AT3G57080"
"2579",2579,"AT4G40050"
"2818",2818,"AT5G16680"
"2555",2555,"AT4G38350"
"349",349,"AT1G26460"
"1914",1914,"AT3G52150"
"1624",1624,"AT3G14720"
"676",676,"AT1G67550"
"1381",1381,"AT2G47620"
"2323",2323,"AT4G24100"
"640",640,"AT1G63900"
"2082",2082,"AT4G01150"
"848",848,"AT1G79810"
"1597",1597,"AT3G13222"
"2655",2655,"AT5G05820"
"3290",3290,"AT5G62180"
"1146",1146,"AT2G29125"
"2403",2403,"AT4G29490"
"3162",3162,"AT5G53290"
"1989",1989,"AT3G58040"
"2315",2315,"AT4G23430"
"2257",2257,"AT4G18140"
"2185",2185,"AT4G13195"
"1691",1691,"AT3G19340"
"221",221,"AT1G15240"
"251",251,"AT1G17745"
"1851",1851,"AT3G47610"
"3273",3273,"AT5G60960"
"3052",3052,"AT5G44090"
"1978",1978,"AT3G56970"
"1399",1399,"AT3G01435"
"1818",1818,"AT3G43240"
"162",162,"AT1G10600"
"2431",2431,"AT4G31410"
"2856",2856,"AT5G19400"
"1175",1175,"AT2G32220"
"1130",1130,"AT2G28080"
"500",500,"AT1G48970"
"1867",1867,"AT3G48430"
"2336",2336,"AT4G24940"
"2119",2119,"AT4G04630"
"1826",1826,"AT3G44340"
"2868",2868,"AT5G20590"
"1504",1504,"AT3G07340"
"879",879,"AT2G01110"
"100",100,"AT1G06640"
"2601",2601,"AT5G02410"
"2894",2894,"AT5G23210"
"1512",1512,"AT3G07890"
"1685",1685,"AT3G18790"
"3234",3234,"AT5G58000"
"2740",2740,"AT5G11850"
"2748",2748,"AT5G11975"
"2876",2876,"AT5G21990"
"1392",1392,"AT3G01150"
"2121",2121,"AT4G04745"
"102",102,"AT1G06790"
"2132",2132,"AT4G06599"
"56",56,"AT1G04537"
"135",135,"AT1G08680"
"1748",1748,"AT3G24200"
"404",404,"AT1G30000"
"2043",2043,"AT3G62270"
"2627",2627,"AT5G04250"
"2198",2198,"AT4G14220"
"2784",2784,"AT5G14250"
"3083",3083,"AT5G47190"
"118",118,"AT1G08125"
"814",814,"AT1G76760"
"2335",2335,"AT4G24760"
"2189",2189,"AT4G13530"
"2588",2588,"AT5G01610"
"2304",2304,"AT4G22305"
"2151",2151,"AT4G09580"
"3076",3076,"AT5G46760"
"1903",1903,"AT3G51430"
"3073",3073,"AT5G46340"
"148",148,"AT1G09870"
"2492",2492,"AT4G34430"
"1507",1507,"AT3G07510"
"159",159,"AT1G10490"
"2825",2825,"AT5G17060"
"3051",3051,"AT5G44070"
"1336",1336,"AT2G44140"
"855",855,"AT1G80260"
"2058",2058,"AT3G63240"
"3378",3378,"AT5G66780"
"2436",2436,"AT4G31530"
"897",897,"AT2G02780"
"248",248,"AT1G17520"
"2113",2113,"AT4G03320"
"2909",2909,"AT5G24270"
"2590",2590,"AT5G01710"
"153",153,"AT1G10155"
"1162",1162,"AT2G31305"
"2857",2857,"AT5G19480"
"2850",2850,"AT5G19150"
"1946",1946,"AT3G54380"
"3035",3035,"AT5G42870"
"247",247,"AT1G17500"
"325",325,"AT1G23850"
"3036",3036,"AT5G42920"
"264",264,"AT1G18980"
"1541",1541,"AT3G10340"
"1169",1169,"AT2G31710"
"2116",2116,"AT4G03490"
"2565",2565,"AT4G39160"
"2500",2500,"AT4G34920"
"2440",2440,"AT4G31600"
"72",72,"AT1G05180"
"179",179,"AT1G12350"
"3304",3304,"AT5G63110"
"276",276,"AT1G20140"
"2384",2384,"AT4G28180"
"2279",2279,"AT4G19710"
"1613",1613,"AT3G13990"
"26",26,"AT1G02690"
"2834",2834,"AT5G17890"
"880",880,"AT2G01170"
"2469",2469,"AT4G33210"
"1009",1009,"AT2G19160"
"808",808,"AT1G76540"
"1121",1121,"AT2G27470"
"101",101,"AT1G06720"
"1644",1644,"AT3G15380"
"376",376,"AT1G28130"
"3267",3267,"AT5G60520"
"3128",3128,"AT5G50430"
"772",772,"AT1G73380"
"778",778,"AT1G73980"
"3280",3280,"AT5G61410"
"2605",2605,"AT5G02810"
"3081",3081,"AT5G47090"
"1730",1730,"AT3G22370"
"231",231,"AT1G16010"
"3141",3141,"AT5G51570"
"625",625,"AT1G62810"
"1934",1934,"AT3G53340"
"649",649,"AT1G65000"
"435",435,"AT1G32990"
"820",820,"AT1G77220"
"3246",3246,"AT5G58800"
"785",785,"AT1G74940"
"1440",1440,"AT3G03740"
"1790",1790,"AT3G27560"
"1539",1539,"AT3G10230"
"1089",1089,"AT2G25480"
"2842",2842,"AT5G18640"
"1602",1602,"AT3G13350"
"2673",2673,"AT5G06780"
"2997",2997,"AT5G39580"
"1084",1084,"AT2G24590"
"1774",1774,"AT3G26512"
"2743",2743,"AT5G11900"
"2352",2352,"AT4G26130"
"1367",1367,"AT2G46520"
"2737",2737,"AT5G11710"
"2387",2387,"AT4G28310"
"2184",2184,"AT4G13050"
"410",410,"AT1G30470"
"2699",2699,"AT5G08630"
"2030",2030,"AT3G60800"
"1569",1569,"AT3G11820"
"1182",1182,"AT2G32900"
"2064",2064,"AT3G66658"
"86",86,"AT1G05710"
"2646",2646,"AT5G05500"
"2625",2625,"AT5G04160"
"1046",1046,"AT2G21410"
"1167",1167,"AT2G31585"
"3007",3007,"AT5G40530"
"2621",2621,"AT5G03760"
"1104",1104,"AT2G26650"
"2513",2513,"AT4G35600"
"793",793,"AT1G75580"
"1945",1945,"AT3G54360"
"683",683,"AT1G68100"
"470",470,"AT1G45170"
"3360",3360,"AT5G65925"
"2382",2382,"AT4G28050"
"1430",1430,"AT3G03220"
"1758",1758,"AT3G25070"
"119",119,"AT1G08130"
"1166",1166,"AT2G31570"
"342",342,"AT1G25500"
"1262",1262,"AT2G39130"
"492",492,"AT1G48510"
"339",339,"AT1G25211"
"245",245,"AT1G17430"
"1298",1298,"AT2G41070"
"2948",2948,"AT5G27490"
"2904",2904,"AT5G23890"
"1893",1893,"AT3G50920"
"2270",2270,"AT4G19030"
"2259",2259,"AT4G18400"
"2487",2487,"AT4G34150"
"704",704,"AT1G69340"
"738",738,"AT1G71695"
"3296",3296,"AT5G62640"
"1309",1309,"AT2G42030"
"542",542,"AT1G53500"
"2156",2156,"AT4G10080"
"3079",3079,"AT5G47010"
"450",450,"AT1G35220"
"773",773,"AT1G73540"
"2392",2392,"AT4G28510"
"1200",1200,"AT2G34720"
"672",672,"AT1G67140"
"731",731,"AT1G71180"
"3370",3370,"AT5G66250"
"999",999,"AT2G18670"
"1725",1725,"AT3G22120"
"2050",2050,"AT3G62810"
"830",830,"AT1G78100"
"1073",1073,"AT2G23420"
"422",422,"AT1G31830"
"2882",2882,"AT5G22320"
"1611",1611,"AT3G13910"
"343",343,"AT1G25510"
"1969",1969,"AT3G55880"
"1252",1252,"AT2G38650"
"1941",1941,"AT3G54200"
"33",33,"AT1G03060"
"884",884,"AT2G01505"
"273",273,"AT1G19770"
"574",574,"AT1G55860"
"1920",1920,"AT3G52430"
"2424",2424,"AT4G30850"
"3216",3216,"AT5G57230"
"1983",1983,"AT3G57170"
"3169",3169,"AT5G53860"
"1055",1055,"AT2G22250"
"3053",3053,"AT5G44100"
"41",41,"AT1G03430"
"1848",1848,"AT3G47490"
"2989",2989,"AT5G38690"
"2780",2780,"AT5G14020"
"3193",3193,"AT5G55990"
"3184",3184,"AT5G55200"
"2567",2567,"AT4G39240"
"2923",2923,"AT5G25080"
"2009",2009,"AT3G59480"
"1734",1734,"AT3G23090"
"2804",2804,"AT5G15440"
"1272",1272,"AT2G39580"
"1997",1997,"AT3G58560"
"1113",1113,"AT2G27010"
"1005",1005,"AT2G18840"
"434",434,"AT1G32750"
"569",569,"AT1G55530"
"1553",1553,"AT3G10810"
"2957",2957,"AT5G30495"
"1382",1382,"AT2G47790"
"1022",1022,"AT2G19800"
"2908",2908,"AT5G24170"
"2559",2559,"AT4G38552"
"2722",2722,"AT5G10625"
"360",360,"AT1G27320"
"1950",1950,"AT3G54826"
"1524",1524,"AT3G09410"
"1836",1836,"AT3G46450"
"2226",2226,"AT4G16140"
"2811",2811,"AT5G16260"
"1155",1155,"AT2G30270"
"1874",1874,"AT3G49120"
"3362",3362,"AT5G65970"
"1397",1397,"AT3G01360"
"2808",2808,"AT5G15680"
"2678",2678,"AT5G06970"
"3139",3139,"AT5G51430"
"3103",3103,"AT5G48440"
"2564",2564,"AT4G39150"
"1273",1273,"AT2G39630"
"2801",2801,"AT5G15150"
"2757",2757,"AT5G12400"
"211",211,"AT1G14690"
"1672",1672,"AT3G17770"
"3328",3328,"AT5G64240"
"2713",2713,"AT5G10130"
"1803",1803,"AT3G28670"
"3342",3342,"AT5G64970"
"2287",2287,"AT4G20325"
"67",67,"AT1G04980"
"1609",1609,"AT3G13710"
"969",969,"AT2G17130"
"2355",2355,"AT4G26470"
"2106",2106,"AT4G02880"
"706",706,"AT1G69420"
"945",945,"AT2G15270"
"1651",1651,"AT3G16060"
"3014",3014,"AT5G40950"
"750",750,"AT1G72090"
"317",317,"AT1G23050"
"1545",1545,"AT3G10500"
"2022",2022,"AT3G60180"
"1604",1604,"AT3G13430"
"2320",2320,"AT4G23910"
"272",272,"AT1G19730"
"393",393,"AT1G29220"
"2008",2008,"AT3G59360"
"2088",2088,"AT4G01700"
"708",708,"AT1G69490"
"786",786,"AT1G74970"
"1472",1472,"AT3G05680"
"1024",1024,"AT2G19940"
"2074",2074,"AT4G00620"
"2176",2176,"AT4G11850"
"2561",2561,"AT4G38640"
"403",403,"AT1G29980"
"2018",2018,"AT3G59980"
"3063",3063,"AT5G45290"
"2775",2775,"AT5G13550"
"1943",1943,"AT3G54320"
"3371",3371,"AT5G66310"
"3235",3235,"AT5G58010"
"274",274,"AT1G19800"
"2251",2251,"AT4G17500"
"2305",2305,"AT4G22320"
"2527",2527,"AT4G36660"
"637",637,"AT1G63700"
"3379",3379,"AT5G66850"
"63",63,"AT1G04910"
"2915",2915,"AT5G24590"
"2490",2490,"AT4G34360"
"1242",1242,"AT2G38270"
"923",923,"AT2G06010"
"3127",3127,"AT5G50370"
"1297",1297,"AT2G41010"
"821",821,"AT1G77300"
"1776",1776,"AT3G26618"
"2772",2772,"AT5G13470"
"49",49,"AT1G04120"
"1550",1550,"AT3G10670"
"776",776,"AT1G73805"
"1880",1880,"AT3G49590"
"1918",1918,"AT3G52290"
"1289",1289,"AT2G40700"
"2434",2434,"AT4G31470"
"849",849,"AT1G79820"
"93",93,"AT1G06190"
"2807",2807,"AT5G15640"
"1133",1133,"AT2G28390"
"1445",1445,"AT3G03940"
"2735",2735,"AT5G11690"
"1694",1694,"AT3G19640"
"1505",1505,"AT3G07390"
"191",191,"AT1G13195"
"1974",1974,"AT3G56750"
"1523",1523,"AT3G09180"
"176",176,"AT1G12010"
"1904",1904,"AT3G51440"
"3338",3338,"AT5G64760"
"1733",1733,"AT3G23050"
"1208",1208,"AT2G35510"
"1256",1256,"AT2G38840"
"817",817,"AT1G76940"
"254",254,"AT1G18160"
"3236",3236,"AT5G58020"
"1642",1642,"AT3G15355"
"2414",2414,"AT4G30330"
"1142",1142,"AT2G28890"
"2583",2583,"AT5G01210"
"930",930,"AT2G07690"
"298",298,"AT1G21980"
"1723",1723,"AT3G21550"
"2864",2864,"AT5G20130"
"2208",2208,"AT4G14950"
"3087",3087,"AT5G47520"
"1500",1500,"AT3G07300"
"1064",1064,"AT2G22630"
"1379",1379,"AT2G47500"
"2585",2585,"AT5G01340"
"1426",1426,"AT3G02950"
"1330",1330,"AT2G43540"
"1358",1358,"AT2G45620"
"846",846,"AT1G79590"
"2078",2078,"AT4G00990"
"1532",1532,"AT3G09850"
"1736",1736,"AT3G23300"
"928",928,"AT2G06990"
"206",206,"AT1G14230"
"3346",3346,"AT5G65250"
"1994",1994,"AT3G58470"
"1059",1059,"AT2G22450"
"1191",1191,"AT2G34260"
"137",137,"AT1G08710"
"2779",2779,"AT5G13890"
"1731",1731,"AT3G22425"
"780",780,"AT1G74090"
"769",769,"AT1G72930"
"631",631,"AT1G63300"
"850",850,"AT1G79850"
"1201",1201,"AT2G34970"
"727",727,"AT1G71040"
"2296",2296,"AT4G21540"
"837",837,"AT1G79000"
"421",421,"AT1G31817"
"1677",1677,"AT3G17900"
"2538",2538,"AT4G37210"
"3243",3243,"AT5G58575"
"2158",2158,"AT4G10140"
"332",332,"AT1G24350"
"88",88,"AT1G05805"
"906",906,"AT2G03470"
"2276",2276,"AT4G19540"
"724",724,"AT1G70730"
"3240",3240,"AT5G58350"
"1885",1885,"AT3G50260"
"2223",2223,"AT4G15800"
"807",807,"AT1G76500"
"1882",1882,"AT3G49845"
"3256",3256,"AT5G59530"
"3077",3077,"AT5G46780"
"3010",3010,"AT5G40830"
"2222",2222,"AT4G15790"
"1930",1930,"AT3G53160"
"982",982,"AT2G17530"
"2023",2023,"AT3G60260"
"979",979,"AT2G17500"
"381",381,"AT1G28280"
"2029",2029,"AT3G60640"
"1963",1963,"AT3G55530"
"2616",2616,"AT5G03440"
"2562",2562,"AT4G38890"
"1328",1328,"AT2G43410"
"1003",1003,"AT2G18735"
"108",108,"AT1G07260"
"3333",3333,"AT5G64430"
"1302",1302,"AT2G41440"
"210",210,"AT1G14453"
"2205",2205,"AT4G14770"
"3221",3221,"AT5G57370"
"2685",2685,"AT5G08080"
"1709",1709,"AT3G20740"
"546",546,"AT1G53710"
"1612",1612,"AT3G13940"
"352",352,"AT1G26830"
"835",835,"AT1G78680"
"1688",1688,"AT3G19010"
"2306",2306,"AT4G22340"
"1716",1716,"AT3G21175"
"2019",2019,"AT3G60030"
"2964",2964,"AT5G35210"
"760",760,"AT1G72440"
"1739",1739,"AT3G23590"
"3249",3249,"AT5G59150"
"1274",1274,"AT2G39700"
"1795",1795,"AT3G27850"
"607",607,"AT1G60740"
"3335",3335,"AT5G64460"
"2524",2524,"AT4G36480"
"2416",2416,"AT4G30420"
"2959",2959,"AT5G32470"
"1621",1621,"AT3G14415"
"2091",2091,"AT4G01860"
"2767",2767,"AT5G13190"
"3182",3182,"AT5G55100"
"3159",3159,"AT5G52882"
"2404",2404,"AT4G29520"
"2147",2147,"AT4G09180"
"243",243,"AT1G17130"
"443",443,"AT1G33980"
"977",977,"AT2G17370"
"2224",2224,"AT4G15920"
"2405",2405,"AT4G29660"
"893",893,"AT2G01910"
"2707",2707,"AT5G09620"
"3312",3312,"AT5G63570"
"279",279,"AT1G20540"
"634",634,"AT1G63470"
"1894",1894,"AT3G51000"
"2179",2179,"AT4G12710"
"2717",2717,"AT5G10270"
"3215",3215,"AT5G57150"
"1288",1288,"AT2G40550"
"770",770,"AT1G73165"
"3289",3289,"AT5G62050"
"380",380,"AT1G28260"
"2418",2418,"AT4G30580"
"2016",2016,"AT3G59910"
"2379",2379,"AT4G27870"
"1374",1374,"AT2G46920"
"1157",1157,"AT2G30600"
"1856",1856,"AT3G47890"
"1689",1689,"AT3G19120"
"730",730,"AT1G71170"
"7",7,"AT1G01448"
"3389",3389,"ATCG00480"
"2693",2693,"AT5G08350"
"790",790,"AT1G75280"
"2459",2459,"AT4G32840"
"1662",1662,"AT3G16920"
"828",828,"AT1G77590"
"2303",2303,"AT4G22285"
"3357",3357,"AT5G65880"
"674",674,"AT1G67325"
"482",482,"AT1G47960"
"751",751,"AT1G72160"
"854",854,"AT1G80160"
"28",28,"AT1G02880"
"1735",1735,"AT3G23100"
"3325",3325,"AT5G64070"
"661",661,"AT1G66070"
"1141",1141,"AT2G28780"
"2553",2553,"AT4G38260"
"2937",2937,"AT5G26180"
"2547",2547,"AT4G37740"
"91",91,"AT1G06040"
"744",744,"AT1G71865"
"1150",1150,"AT2G29560"
"1446",1446,"AT3G04080"
"2045",2045,"AT3G62330"
"765",765,"AT1G72790"
"1957",1957,"AT3G55140"
"3369",3369,"AT5G66210"
"2399",2399,"AT4G28980"
"1007",1007,"AT2G18900"
"157",157,"AT1G10390"
"2470",2470,"AT4G33240"
"1172",1172,"AT2G31800"
"768",768,"AT1G72900"
"2499",2499,"AT4G34910"
"3092",3092,"AT5G47760"
"2708",2708,"AT5G09680"
"2284",2284,"AT4G20280"
"387",387,"AT1G28680"
"34",34,"AT1G03090"
"1484",1484,"AT3G06435"
"543",543,"AT1G53570"
"2017",2017,"AT3G59950"
"51",51,"AT1G04300"
"2638",2638,"AT5G04990"
"2695",2695,"AT5G08390"
"395",395,"AT1G29357"
"266",266,"AT1G19240"
"215",215,"AT1G15002"
"673",673,"AT1G67148"
"3113",3113,"AT5G49280"
"925",925,"AT2G06210"
"1276",1276,"AT2G39760"
"185",185,"AT1G12640"
"1855",1855,"AT3G47850"
"2897",2897,"AT5G23360"
"1925",1925,"AT3G52640"
"829",829,"AT1G77670"
"1767",1767,"AT3G26000"
"1244",1244,"AT2G38380"
"3125",3125,"AT5G50230"
"2063",2063,"AT3G63520"
"2988",2988,"AT5G38560"
"2863",2863,"AT5G20120"
"3292",3292,"AT5G62550"
"946",946,"AT2G15280"
"1608",1608,"AT3G13650"
"1664",1664,"AT3G17000"
"2153",2153,"AT4G09695"
"3210",3210,"AT5G57015"
"2833",2833,"AT5G17840"
"1435",1435,"AT3G03500"
"1932",1932,"AT3G53210"
"1044",1044,"AT2G21300"
"257",257,"AT1G18330"
"1628",1628,"AT3G14860"
"168",168,"AT1G11175"
"974",974,"AT2G17320"
"371",371,"AT1G27770"
"958",958,"AT2G16485"
"988",988,"AT2G17790"
"2715",2715,"AT5G10210"
"2822",2822,"AT5G16800"
"2969",2969,"AT5G35735"
"1573",1573,"AT3G12010"
"1944",1944,"AT3G54350"
"2059",2059,"AT3G63260"
"1239",1239,"AT2G37690"
"2936",2936,"AT5G26030"
"281",281,"AT1G20610"
"3049",3049,"AT5G43850"
"2385",2385,"AT4G28190"
"1308",1308,"AT2G41960"
"32",32,"AT1G03030"
"1873",1873,"AT3G49080"
"3363",3363,"AT5G66050"
"2839",2839,"AT5G18400"
"92",92,"AT1G06060"
"2300",2300,"AT4G22235"
"1068",1068,"AT2G22900"
"825",825,"AT1G77510"
"874",874,"AT1G80940"
"1460",1460,"AT3G05050"
"18",18,"AT1G02145"
"3261",3261,"AT5G59790"
"3062",3062,"AT5G45110"
"2444",2444,"AT4G31910"
"1120",1120,"AT2G27370"
"1409",1409,"AT3G02030"
"227",227,"AT1G15740"
"1513",1513,"AT3G08040"
"3029",3029,"AT5G42320"
"1647",1647,"AT3G15680"
"2552",2552,"AT4G38250"
"379",379,"AT1G28190"
"2781",2781,"AT5G14050"
"3317",3317,"AT5G63840"
"506",506,"AT1G49580"
"112",112,"AT1G07640"
"1292",1292,"AT2G40820"
"777",777,"AT1G73920"
"2220",2220,"AT4G15560"
"2956",2956,"AT5G28900"
"3364",3364,"AT5G66055"
"1923",1923,"AT3G52570"
"1498",1498,"AT3G07215"
"733",733,"AT1G71350"
"2606",2606,"AT5G02820"
"1732",1732,"AT3G22990"
"1",1,"AT1G01070"
"2954",2954,"AT5G28080"
"152",152,"AT1G10130"
"1544",1544,"AT3G10490"
"748",748,"AT1G72060"
"3353",3353,"AT5G65640"
"1391",1391,"AT2G48160"
"1220",1220,"AT2G36420"
"3311",3311,"AT5G63550"
"553",553,"AT1G54150"
"3058",3058,"AT5G44450"
"789",789,"AT1G75170"
"2600",2600,"AT5G02290"
"1705",1705,"AT3G20590"
"431",431,"AT1G32410"
"1702",1702,"AT3G20380"
"2971",2971,"AT5G36210"
"1221",1221,"AT2G36460"
"344",344,"AT1G25520"
"1100",1100,"AT2G26430"
"997",997,"AT2G18510"
"1764",1764,"AT3G25900"
"1040",1040,"AT2G21120"
"1902",1902,"AT3G51390"
"642",642,"AT1G64060"
"1540",1540,"AT3G10330"
"1636",1636,"AT3G15120"
"1401",1401,"AT3G01560"
"3144",3144,"AT5G51690"
"1247",1247,"AT2G38470"
"2057",2057,"AT3G63200"
"1015",1015,"AT2G19470"
"442",442,"AT1G33810"
"1037",1037,"AT2G20840"
"57",57,"AT1G04770"
"2925",2925,"AT5G25170"
"2031",2031,"AT3G60830"
"186",186,"AT1G12680"
"1843",1843,"AT3G46820"
"2840",2840,"AT5G18500"
"3287",3287,"AT5G61970"
"2054",2054,"AT3G62970"
"468",468,"AT1G45015"
"2455",2455,"AT4G32640"
"2787",2787,"AT5G14285"
"3252",3252,"AT5G59410"
"2687",2687,"AT5G08200"
"1953",1953,"AT3G54910"
"623",623,"AT1G62600"
"2999",2999,"AT5G39990"
"2901",2901,"AT5G23550"
"2298",2298,"AT4G22130"
"1211",1211,"AT2G35880"
"2438",2438,"AT4G31570"
"599",599,"AT1G59760"
"267",267,"AT1G19310"
"361",361,"AT1G27385"
"3354",3354,"AT5G65750"
"1495",1495,"AT3G07010"
"3157",3157,"AT5G52810"
"956",956,"AT2G16370"
"1067",1067,"AT2G22870"
"755",755,"AT1G72310"
"485",485,"AT1G48210"
"2986",2986,"AT5G38380"
"13",13,"AT1G01725"
"1756",1756,"AT3G24730"
"138",138,"AT1G08803"
"223",223,"AT1G15470"
"464",464,"AT1G44750"
"1682",1682,"AT3G18480"
"2773",2773,"AT5G13490"
"2467",2467,"AT4G33130"
"2201",2201,"AT4G14510"
"873",873,"AT1G80910"
"3119",3119,"AT5G49665"
"1020",1020,"AT2G19670"
"2135",2135,"AT4G07990"
"2542",2542,"AT4G37450"
"952",952,"AT2G15880"
"651",651,"AT1G65030"
"3044",3044,"AT5G43600"
"2087",2087,"AT4G01590"
"2338",2338,"AT4G25260"
"303",303,"AT1G22510"
"1479",1479,"AT3G06110"
"2290",2290,"AT4G20835"
"330",330,"AT1G24190"
"1887",1887,"AT3G50620"
"42",42,"AT1G03475"
"477",477,"AT1G47530"
"151",151,"AT1G10070"
"2071",2071,"AT4G00420"
"1261",1261,"AT2G39110"
"1586",1586,"AT3G12780"
"2521",2521,"AT4G36360"
"2824",2824,"AT5G17020"
"1163",1163,"AT2G31370"
"354",354,"AT1G26930"
"3069",3069,"AT5G46150"
"912",912,"AT2G04305"
"1070",1070,"AT2G23080"
"2256",2256,"AT4G18060"
"1996",1996,"AT3G58550"
"232",232,"AT1G16040"
"1140",1140,"AT2G28720"
"299",299,"AT1G22065"
"1152",1152,"AT2G30130"
"2231",2231,"AT4G16330"
"3018",3018,"AT5G41280"
"3275",3275,"AT5G61030"
"36",36,"AT1G03250"
"3269",3269,"AT5G60690"
"3017",3017,"AT5G41270"
"357",357,"AT1G27030"
"207",207,"AT1G14330"
"3376",3376,"AT5G66675"
"1238",1238,"AT2G37620"
"2596",2596,"AT5G01980"
"1373",1373,"AT2G46740"
"1649",1649,"AT3G15970"
"809",809,"AT1G76550"
"182",182,"AT1G12520"
"967",967,"AT2G17020"
"630",630,"AT1G63050"
"3326",3326,"AT5G64090"
"2370",2370,"AT4G27650"
"181",181,"AT1G12500"
"3196",3196,"AT5G56190"
"1156",1156,"AT2G30530"
"753",753,"AT1G72200"
"278",278,"AT1G20225"
"2615",2615,"AT5G03430"
"3045",3045,"AT5G43680"
"2451",2451,"AT4G32480"
"832",832,"AT1G78290"
"2015",2015,"AT3G59890"
"3308",3308,"AT5G63220"
"1838",1838,"AT3G46500"
"3091",3091,"AT5G47730"
"529",529,"AT1G52347"
"1109",1109,"AT2G26860"
"1802",1802,"AT3G28480"
"2383",2383,"AT4G28100"
"581",581,"AT1G56230"
"2823",2823,"AT5G16910"
"315",315,"AT1G23030"
"2302",2302,"AT4G22260"
"590",590,"AT1G58070"
"3309",3309,"AT5G63260"
"1347",1347,"AT2G44970"
"1780",1780,"AT3G26900"
"321",321,"AT1G23480"
"2911",2911,"AT5G24450"
"2473",2473,"AT4G33480"
"936",936,"AT2G13540"
"1509",1509,"AT3G07630"
"1465",1465,"AT3G05165"
"458",458,"AT1G42440"
"1213",1213,"AT2G35920"
"802",802,"AT1G76240"
"2127",2127,"AT4G05060"
"2154",2154,"AT4G09890"
"22",22,"AT1G02280"
"2038",2038,"AT3G61980"
"1684",1684,"AT3G18560"
"3320",3320,"AT5G63890"
"959",959,"AT2G16500"
"701",701,"AT1G69070"
"2475",2475,"AT4G33520"
"1834",1834,"AT3G45640"
"2786",2786,"AT5G14270"
"1476",1476,"AT3G05970"
