"","X","WS_FLT_c1.which.mclass....1...1."
"4020",4020,"AT5G46070"
"3095",3095,"AT4G26310"
"958",958,"AT1G71880"
"4004",4004,"AT5G44860"
"665",665,"AT1G49740"
"1914",1914,"AT3G06060"
"841",841,"AT1G64330"
"832",832,"AT1G63470"
"3071",3071,"AT4G25130"
"2634",2634,"AT3G58670"
"1780",1780,"AT2G46090"
"3501",3501,"AT5G08120"
"3200",3200,"AT4G32140"
"227",227,"AT1G11820"
"745",745,"AT1G55080"
"406",406,"AT1G22170"
"2276",2276,"AT3G23660"
"3057",3057,"AT4G24440"
"4381",4381,"AT5G65110"
"1215",1215,"AT2G07695"
"814",814,"AT1G62390"
"3892",3892,"AT5G35940"
"1608",1608,"AT2G36480"
"247",247,"AT1G12830"
"168",168,"AT1G08845"
"310",310,"AT1G16280"
"1398",1398,"AT2G24400"
"288",288,"AT1G15130"
"4442",4442,"ATCG00480"
"3652",3652,"AT5G15270"
"2368",2368,"AT3G29035"
"1289",1289,"AT2G18280"
"1255",1255,"AT2G16595"
"3382",3382,"AT5G01295"
"2133",2133,"AT3G15410"
"2850",2850,"AT4G10110"
"2761",2761,"AT4G01810"
"1580",1580,"AT2G34720"
"3286",3286,"AT4G36210"
"229",229,"AT1G11930"
"1326",1326,"AT2G19940"
"618",618,"AT1G45130"
"4130",4130,"AT5G52670"
"3664",3664,"AT5G16120"
"3621",3621,"AT5G13810"
"827",827,"AT1G63270"
"1310",1310,"AT2G19350"
"3460",3460,"AT5G05820"
"3589",3589,"AT5G12230"
"2318",2318,"AT3G25900"
"2263",2263,"AT3G22930"
"161",161,"AT1G08650"
"2864",2864,"AT4G10890"
"1949",1949,"AT3G07630"
"1842",1842,"AT3G02300"
"3407",3407,"AT5G02640"
"1500",1500,"AT2G29510"
"3391",3391,"AT5G01890"
"2726",2726,"AT3G63500"
"3858",3858,"AT5G27400"
"1507",1507,"AT2G30140"
"2965",2965,"AT4G17486"
"2101",2101,"AT3G14172"
"1172",1172,"AT2G02810"
"1165",1165,"AT2G02560"
"337",337,"AT1G17690"
"637",637,"AT1G47970"
"1252",1252,"AT2G16500"
"860",860,"AT1G66070"
"2072",2072,"AT3G13120"
"4268",4268,"AT5G60190"
"1774",1774,"AT2G45730"
"1323",1323,"AT2G19720"
"1596",1596,"AT2G35860"
"2490",2490,"AT3G51130"
"2225",2225,"AT3G20550"
"1836",1836,"AT3G01850"
"3930",3930,"AT5G40200"
"2645",2645,"AT3G59500"
"4213",4213,"AT5G57580"
"4055",4055,"AT5G48100"
"3828",3828,"AT5G25360"
"3408",3408,"AT5G02750"
"4168",4168,"AT5G55120"
"1709",1709,"AT2G42110"
"3437",3437,"AT5G04510"
"1382",1382,"AT2G23050"
"2998",2998,"AT4G19700"
"3706",3706,"AT5G18150"
"539",539,"AT1G30870"
"1942",1942,"AT3G07330"
"3900",3900,"AT5G37130"
"82",82,"AT1G05270"
"3697",3697,"AT5G17640"
"2686",2686,"AT3G61770"
"3526",3526,"AT5G09390"
"3641",3641,"AT5G14710"
"1455",1455,"AT2G27260"
"1435",1435,"AT2G26600"
"2505",2505,"AT3G52060"
"2425",2425,"AT3G47210"
"3788",3788,"AT5G22850"
"2293",2293,"AT3G24440"
"3191",3191,"AT4G31430"
"2741",2741,"AT4G00630"
"557",557,"AT1G32260"
"2558",2558,"AT3G54650"
"2295",2295,"AT3G24490"
"3256",3256,"AT4G34560"
"3519",3519,"AT5G08920"
"277",277,"AT1G14650"
"4453",4453,"ATMG00560"
"2082",2082,"AT3G13360"
"1460",1460,"AT2G27580"
"3166",3166,"AT4G30310"
"150",150,"AT1G08350"
"997",997,"AT1G74090"
"3597",3597,"AT5G12860"
"4423",4423,"AT5G66850"
"3061",3061,"AT4G24590"
"2817",2817,"AT4G05190"
"403",403,"AT1G21920"
"1241",1241,"AT2G15320"
"3561",3561,"AT5G11040"
"3111",3111,"AT4G27120"
"256",256,"AT1G13270"
"518",518,"AT1G29535"
"3818",3818,"AT5G24840"
"2275",2275,"AT3G23640"
"2472",2472,"AT3G50210"
"501",501,"AT1G28310"
"3434",3434,"AT5G04410"
"3384",3384,"AT5G01470"
"3135",3135,"AT4G28310"
"831",831,"AT1G63430"
"494",494,"AT1G28060"
"2506",2506,"AT3G52120"
"2180",2180,"AT3G18140"
"1149",1149,"AT2G01570"
"2153",2153,"AT3G16500"
"3189",3189,"AT4G31360"
"517",517,"AT1G29330"
"812",812,"AT1G62180"
"3796",3796,"AT5G23360"
"3750",3750,"AT5G20000"
"3499",3499,"AT5G08020"
"3647",3647,"AT5G14880"
"3591",3591,"AT5G12310"
"1604",1604,"AT2G36300"
"1279",1279,"AT2G17630"
"1696",1696,"AT2G41560"
"2863",2863,"AT4G10810"
"4334",4334,"AT5G63195"
"94",94,"AT1G05810"
"1364",1364,"AT2G22300"
"3050",3050,"AT4G23910"
"1029",1029,"AT1G75850"
"1136",1136,"AT2G01070"
"1812",1812,"AT2G47840"
"2401",2401,"AT3G44590"
"4207",4207,"AT5G57270"
"2652",2652,"AT3G59840"
"1598",1598,"AT2G35920"
"4010",4010,"AT5G45350"
"4047",4047,"AT5G47730"
"2802",2802,"AT4G04614"
"472",472,"AT1G26830"
"105",105,"AT1G06070"
"4161",4161,"AT5G54390"
"3502",3502,"AT5G08130"
"1496",1496,"AT2G29200"
"743",743,"AT1G54920"
"718",718,"AT1G53560"
"1142",1142,"AT2G01260"
"389",389,"AT1G20970"
"3746",3746,"AT5G19890"
"196",196,"AT1G10410"
"2201",2201,"AT3G19420"
"4231",4231,"AT5G58130"
"3123",3123,"AT4G27750"
"23",23,"AT1G02280"
"2360",2360,"AT3G28480"
"3510",3510,"AT5G08340"
"133",133,"AT1G07530"
"2288",2288,"AT3G24200"
"2097",2097,"AT3G14067"
"573",573,"AT1G33410"
"2856",2856,"AT4G10430"
"1846",1846,"AT3G02650"
"2825",2825,"AT4G06744"
"412",412,"AT1G22470"
"3603",3603,"AT5G13070"
"2130",2130,"AT3G15351"
"44",44,"AT1G03475"
"1440",1440,"AT2G26760"
"3902",3902,"AT5G37350"
"1052",1052,"AT1G76920"
"4259",4259,"AT5G59550"
"1132",1132,"AT1G80950"
"4196",4196,"AT5G56650"
"1557",1557,"AT2G33435"
"1107",1107,"AT1G80000"
"1367",1367,"AT2G22400"
"1157",1157,"AT2G01850"
"451",451,"AT1G25380"
"3794",3794,"AT5G23300"
"485",485,"AT1G27470"
"1421",1421,"AT2G26070"
"3877",3877,"AT5G30495"
"859",859,"AT1G65840"
"3195",3195,"AT4G31600"
"2914",2914,"AT4G14770"
"1050",1050,"AT1G76890"
"148",148,"AT1G08220"
"4125",4125,"AT5G52210"
"3874",3874,"AT5G28850"
"4206",4206,"AT5G57230"
"796",796,"AT1G60995"
"781",781,"AT1G59760"
"2527",2527,"AT3G52890"
"4420",4420,"AT5G66770"
"1119",1119,"AT1G80490"
"1980",1980,"AT3G09690"
"4146",4146,"AT5G53420"
"1647",1647,"AT2G38730"
"4149",4149,"AT5G53480"
"81",81,"AT1G05220"
"1880",1880,"AT3G04340"
"2018",2018,"AT3G10940"
"4352",4352,"AT5G63840"
"3620",3620,"AT5G13640"
"4342",4342,"AT5G63480"
"1199",1199,"AT2G05590"
"3395",3395,"AT5G01980"
"2355",2355,"AT3G27850"
"1688",1688,"AT2G40950"
"1517",1517,"AT2G30920"
"1649",1649,"AT2G38860"
"939",939,"AT1G71040"
"460",460,"AT1G26300"
"1936",1936,"AT3G07180"
"2169",2169,"AT3G17430"
"3743",3743,"AT5G19680"
"1484",1484,"AT2G28660"
"1169",1169,"AT2G02730"
"3447",3447,"AT5G05000"
"2221",2221,"AT3G20310"
"4063",4063,"AT5G48600"
"3530",3530,"AT5G09450"
"116",116,"AT1G06620"
"368",368,"AT1G19520"
"1084",1084,"AT1G79000"
"3703",3703,"AT5G18120"
"4073",4073,"AT5G49030"
"3170",3170,"AT4G30480"
"2493",2493,"AT3G51310"
"1972",1972,"AT3G09090"
"26",26,"AT1G02410"
"2855",2855,"AT4G10330"
"793",793,"AT1G60900"
"401",401,"AT1G21740"
"2236",2236,"AT3G21140"
"2238",2238,"AT3G21190"
"1988",1988,"AT3G09890"
"3505",3505,"AT5G08200"
"3894",3894,"AT5G36160"
"2743",2743,"AT4G00752"
"1589",1589,"AT2G35190"
"986",986,"AT1G72880"
"3850",3850,"AT5G26860"
"798",798,"AT1G61040"
"4029",4029,"AT5G46800"
"1433",1433,"AT2G26510"
"3199",3199,"AT4G31920"
"2702",2702,"AT3G62560"
"1291",1291,"AT2G18330"
"3410",3410,"AT5G02840"
"2605",2605,"AT3G57090"
"1096",1096,"AT1G79590"
"3546",3546,"AT5G10400"
"271",271,"AT1G14220"
"2731",2731,"AT4G00150"
"1243",1243,"AT2G15620"
"3804",3804,"AT5G23880"
"2152",2152,"AT3G16490"
"1895",1895,"AT3G04930"
"1182",1182,"AT2G03505"
"7",7,"AT1G01360"
"3903",3903,"AT5G37370"
"76",76,"AT1G05150"
"1579",1579,"AT2G34710"
"1868",1868,"AT3G03680"
"1630",1630,"AT2G37760"
"234",234,"AT1G12120"
"1847",1847,"AT3G02700"
"2838",2838,"AT4G08920"
"1385",1385,"AT2G23380"
"2679",2679,"AT3G61180"
"3648",3648,"AT5G15080"
"255",255,"AT1G13260"
"3037",3037,"AT4G22740"
"3085",3085,"AT4G25810"
"1886",1886,"AT3G04600"
"714",714,"AT1G53380"
"3472",3472,"AT5G06240"
"4031",4031,"AT5G46860"
