"","X","WS_FLT_c1.which.mclass....4...1."
"610",610,"AT1G47655"
"3060",3060,"AT5G01095"
"1640",1640,"AT2G40340"
"424",424,"AT1G20520"
"1202",1202,"AT2G05635"
"3857",3857,"AT5G61560"
"1347",1347,"AT2G21400"
"2568",2568,"AT4G03292"
"24",24,"AT1G02380"
"629",629,"AT1G49180"
"364",364,"AT1G16905"
"72",72,"AT1G04540"
"1711",1711,"AT2G44840"
"3918",3918,"AT5G66130"
"2286",2286,"AT3G48390"
"587",587,"AT1G43245"
"3969",3969,"ATCG01070"
"3071",3071,"AT5G01360"
"1122",1122,"AT1G79110"
"3907",3907,"AT5G65160"
"274",274,"AT1G11710"
"2356",2356,"AT3G52530"
"2168",2168,"AT3G27415"
"1398",1398,"AT2G24320"
"2536",2536,"AT4G01440"
"176",176,"AT1G08050"
"3201",3201,"AT5G07720"
"1680",1680,"AT2G42720"
"1135",1135,"AT1G79910"
"3464",3464,"AT5G28400"
"1189",1189,"AT2G04295"
"1310",1310,"AT2G18150"
"544",544,"AT1G31840"
"3682",3682,"AT5G50100"
"2333",2333,"AT3G51060"
"2221",2221,"AT3G44490"
"1887",1887,"AT3G07375"
"2811",2811,"AT4G21745"
"2407",2407,"AT3G56440"
"2782",2782,"AT4G19460"
"3635",3635,"AT5G47110"
"356",356,"AT1G16490"
"750",750,"AT1G58270"
"2204",2204,"AT3G30580"
"2780",2780,"AT4G19220"
"3292",3292,"AT5G14700"
"3874",3874,"AT5G62840"
"2290",2290,"AT3G48460"
"1839",1839,"AT3G04750"
"1265",1265,"AT2G13680"
"1563",1563,"AT2G35760"
"2583",2583,"AT4G04960"
"2972",2972,"AT4G34930"
"271",271,"AT1G11591"
"2704",2704,"AT4G14700"
"3171",3171,"AT5G06165"
"333",333,"AT1G14750"
"2973",2973,"AT4G35070"
"2537",2537,"AT4G01460"
"2380",2380,"AT3G54600"
"2243",2243,"AT3G45840"
"831",831,"AT1G63580"
"2070",2070,"AT3G20040"
"2837",2837,"AT4G23880"
"3224",3224,"AT5G09505"
"1643",1643,"AT2G40520"
"437",437,"AT1G21410"
"540",540,"AT1G31650"
"279",279,"AT1G12030"
"2227",2227,"AT3G44713"
"3632",3632,"AT5G46730"
"3353",3353,"AT5G18370"
"1130",1130,"AT1G79480"
"648",648,"AT1G50590"
"2619",2619,"AT4G09080"
"3053",3053,"AT4G40063"
"2296",2296,"AT3G48830"
"3906",3906,"AT5G65090"
"1243",1243,"AT2G08685"
"501",501,"AT1G28010"
"315",315,"AT1G13800"
"3842",3842,"AT5G60335"
"2640",2640,"AT4G10910"
"874",874,"AT1G66040"
"3117",3117,"AT5G02670"
"2346",2346,"AT3G51642"
"991",991,"AT1G72720"
"2832",2832,"AT4G23020"
"3859",3859,"AT5G61660"
"3988",3988,"ATMG00900"
"138",138,"AT1G06440"
"1463",1463,"AT2G29970"
"779",779,"AT1G61340"
"2478",2478,"AT3G60961"
"1034",1034,"AT1G74470"
"1311",1311,"AT2G18270"
"2515",2515,"AT3G63370"
"2119",2119,"AT3G24190"
"3854",3854,"AT5G61480"
"2869",2869,"AT4G25850"
"1109",1109,"AT1G78510"
"952",952,"AT1G70475"
"1825",1825,"AT3G04060"
"3233",3233,"AT5G09765"
"187",187,"AT1G08380"
"1105",1105,"AT1G78360"
"2293",2293,"AT3G48550"
"3122",3122,"AT5G02830"
"1751",1751,"AT2G47520"
"2636",2636,"AT4G10465"
"1290",1290,"AT2G16630"
"1645",1645,"AT2G40720"
"2324",2324,"AT3G50310"
"2300",2300,"AT3G49142"
"506",506,"AT1G28670"
"2819",2819,"AT4G22460"
"1488",1488,"AT2G31980"
"1071",1071,"AT1G76110"
"909",909,"AT1G68585"
"341",341,"AT1G15415"
"1052",1052,"AT1G75120"
"478",478,"AT1G26210"
"2027",2027,"AT3G16320"
"1564",1564,"AT2G35820"
"2211",2211,"AT3G43110"
"420",420,"AT1G20340"
"374",374,"AT1G17630"
"2510",2510,"AT3G63060"
"2479",2479,"AT3G61030"
"1922",1922,"AT3G09280"
"134",134,"AT1G06320"
"1881",1881,"AT3G06920"
"62",62,"AT1G04240"
"2600",2600,"AT4G06985"
"120",120,"AT1G05843"
"2185",2185,"AT3G28500"
"1594",1594,"AT2G37530"
"3648",3648,"AT5G47530"
"3787",3787,"AT5G56910"
"1698",1698,"AT2G43840"
"3829",3829,"AT5G59650"
"3111",3111,"AT5G02430"
"738",738,"AT1G56500"
"3627",3627,"AT5G46580"
"1816",1816,"AT3G03660"
"3035",3035,"AT4G38830"
"1150",1150,"AT2G01175"
"546",546,"AT1G32220"
"1232",1232,"AT2G07825"
"414",414,"AT1G19890"
"2572",2572,"AT4G03585"
"1968",1968,"AT3G11850"
"3844",3844,"AT5G60510"
"1940",1940,"AT3G09965"
"1329",1329,"AT2G19710"
"1373",1373,"AT2G22850"
"1157",1157,"AT2G01740"
"1574",1574,"AT2G36630"
"2738",2738,"AT4G16400"
"2073",2073,"AT3G20300"
"3942",3942,"AT5G67080"
"2338",2338,"AT3G51325"
"1450",1450,"AT2G28930"
"250",250,"AT1G10550"
"2880",2880,"AT4G26790"
"3148",3148,"AT5G04220"
"1669",1669,"AT2G42290"
"2265",2265,"AT3G47180"
"3923",3923,"AT5G66400"
"1894",1894,"AT3G07795"
"2241",2241,"AT3G45710"
"903",903,"AT1G68350"
"1726",1726,"AT2G46300"
"3603",3603,"AT5G44980"
"2437",2437,"AT3G58200"
"733",733,"AT1G55970"
"19",19,"AT1G02020"
"577",577,"AT1G35330"
"3820",3820,"AT5G59020"
"639",639,"AT1G49650"
"3954",3954,"ATCG00130"
"852",852,"AT1G64610"
"2881",2881,"AT4G26795"
"2392",2392,"AT3G55485"
"1441",1441,"AT2G28270"
"3457",3457,"AT5G27300"
"207",207,"AT1G09327"
"3133",3133,"AT5G03375"
"3739",3739,"AT5G53050"
"1336",1336,"AT2G20260"
"1481",1481,"AT2G31560"
"2181",2181,"AT3G28330"
"2544",2544,"AT4G01680"
"920",920,"AT1G68940"
"3473",3473,"AT5G35790"
"1025",1025,"AT1G74310"
"1616",1616,"AT2G38490"
"3822",3822,"AT5G59260"
"1445",1445,"AT2G28700"
"2225",2225,"AT3G44670"
"3157",3157,"AT5G04780"
"3978",3978,"ATMG00060"
"688",688,"AT1G53110"
"223",223,"AT1G09627"
"3022",3022,"AT4G37900"
"2017",2017,"AT3G15635"
"1356",1356,"AT2G21840"
"3586",3586,"AT5G44190"
"3440",3440,"AT5G25840"
"583",583,"AT1G36622"
"1396",1396,"AT2G24220"
"262",262,"AT1G11270"
"2980",2980,"AT4G35380"
"3324",3324,"AT5G16790"
"1498",1498,"AT2G32550"
"3818",3818,"AT5G58580"
"1507",1507,"AT2G32930"
"3519",3519,"AT5G39865"
"1869",1869,"AT3G06025"
"3463",3463,"AT5G28300"
"3284",3284,"AT5G14090"
"513",513,"AT1G29230"
"1326",1326,"AT2G19330"
"555",555,"AT1G33440"
"299",299,"AT1G13090"
"1233",1233,"AT2G07835"
"3283",3283,"AT5G13990"
"3289",3289,"AT5G14470"
"1286",1286,"AT2G16380"
"1779",1779,"AT3G01760"
"3424",3424,"AT5G24290"
"329",329,"AT1G14660"
"3897",3897,"AT5G64700"
"2239",2239,"AT3G45410"
"1661",1661,"AT2G41505"
"406",406,"AT1G19250"
"1743",1743,"AT2G47015"
"2680",2680,"AT4G13600"
"3468",3468,"AT5G28910"
"713",713,"AT1G54840"
"2506",2506,"AT3G62590"
"443",443,"AT1G21695"
"2065",2065,"AT3G19280"
"1302",1302,"AT2G17787"
"90",90,"AT1G05140"
"3268",3268,"AT5G12340"
"165",165,"AT1G07733"
"3426",3426,"AT5G24352"
"742",742,"AT1G56710"
"462",462,"AT1G23880"
"1581",1581,"AT2G37025"
"3140",3140,"AT5G03640"
"611",611,"AT1G47790"
"1055",1055,"AT1G75290"
"106",106,"AT1G05467"
"1143",1143,"AT1G80320"
"588",588,"AT1G43620"
"1371",1371,"AT2G22790"
"3790",3790,"AT5G56990"
"1224",1224,"AT2G07771"
"3230",3230,"AT5G09660"
"2114",2114,"AT3G23610"
"2851",2851,"AT4G24810"
"3903",3903,"AT5G64940"
"868",868,"AT1G65570"
"1017",1017,"AT1G74000"
"681",681,"AT1G52620"
"2517",2517,"AT3G63440"
"3304",3304,"AT5G15300"
"1342",1342,"AT2G20815"
"3540",3540,"AT5G41320"
"375",375,"AT1G17744"
"2896",2896,"AT4G27970"
"2341",2341,"AT3G51380"
"599",599,"AT1G45191"
"29",29,"AT1G02575"
"3276",3276,"AT5G13700"
"2018",2018,"AT3G15650"
"928",928,"AT1G69310"
"440",440,"AT1G21590"
"3162",3162,"AT5G05365"
"1444",1444,"AT2G28650"
"2047",2047,"AT3G18090"
"731",731,"AT1G55865"
"166",166,"AT1G07737"
"2044",2044,"AT3G18020"
"3186",3186,"AT5G07095"
"103",103,"AT1G05400"
"593",593,"AT1G44350"
"1977",1977,"AT3G12890"
"354",354,"AT1G16445"
"3563",3563,"AT5G42710"
"3685",3685,"AT5G50280"
"821",821,"AT1G63080"
"585",585,"AT1G38065"
"1677",1677,"AT2G42530"
"2019",2019,"AT3G15700"
"574",574,"AT1G35230"
"1133",1133,"AT1G79840"
"2715",2715,"AT4G15165"
"2024",2024,"AT3G16070"
"1765",1765,"AT3G01175"
"3775",3775,"AT5G55840"
"2642",2642,"AT4G11100"
"1845",1845,"AT3G04860"
"2135",2135,"AT3G25590"
"2781",2781,"AT4G19440"
"2755",2755,"AT4G17740"
"2892",2892,"AT4G27660"
"390",390,"AT1G18410"
"3045",3045,"AT4G39530"
"326",326,"AT1G14480"
"295",295,"AT1G12860"
"2641",2641,"AT4G11050"
"3313",3313,"AT5G16010"
"1397",1397,"AT2G24250"
"292",292,"AT1G12550"
"3554",3554,"AT5G42140"
"803",803,"AT1G62370"
"2394",2394,"AT3G55700"
"3503",3503,"AT5G38770"
"3939",3939,"AT5G66816"
"3950",3950,"AT5G67450"
"498",498,"AT1G27640"
"2298",2298,"AT3G48940"
"2747",2747,"AT4G16950"
"130",130,"AT1G06213"
"2010",2010,"AT3G15356"
"321",321,"AT1G14205"
"301",301,"AT1G13140"
"3058",3058,"AT5G01050"
"1502",1502,"AT2G32765"
"3567",3567,"AT5G43050"
"537",537,"AT1G31280"
"684",684,"AT1G52700"
"1339",1339,"AT2G20540"
"3124",3124,"AT5G02890"
"2405",2405,"AT3G56300"
"2949",2949,"AT4G33330"
"1008",1008,"AT1G73410"
"3892",3892,"AT5G64550"
"2697",2697,"AT4G14358"
"3651",3651,"AT5G47810"
"3643",3643,"AT5G47360"
"177",177,"AT1G08070"
"2155",2155,"AT3G26350"
"702",702,"AT1G53635"
"3617",3617,"AT5G46040"
"911",911,"AT1G68620"
"2001",2001,"AT3G14580"
"3893",3893,"AT5G64560"
"3191",3191,"AT5G07330"
"2160",2160,"AT3G26830"
"2497",2497,"AT3G61840"
"3688",3688,"AT5G50520"
"345",345,"AT1G16110"
"3344",3344,"AT5G17590"
"602",602,"AT1G45249"
"1047",1047,"AT1G74930"
"595",595,"AT1G44830"
"344",344,"AT1G15820"
"61",61,"AT1G04233"
"3013",3013,"AT4G37370"
"3188",3188,"AT5G07150"
"527",527,"AT1G30210"
"2944",2944,"AT4G32800"
"1223",1223,"AT2G07749"
"878",878,"AT1G66420"
"2060",2060,"AT3G18900"
"1360",1360,"AT2G22140"
"1100",1100,"AT1G77870"
"2707",2707,"AT4G14850"
"1070",1070,"AT1G76100"
"2149",2149,"AT3G26125"
"3959",3959,"ATCG00360"
"2882",2882,"AT4G26800"
"1028",1028,"AT1G74385"
"96",96,"AT1G05267"
"3715",3715,"AT5G51740"
"2067",2067,"AT3G19320"
"3209",3209,"AT5G08480"
"3729",3729,"AT5G52630"
"3872",3872,"AT5G62470"
"3565",3565,"AT5G42840"
"3339",3339,"AT5G17360"
"1812",1812,"AT3G03505"
"3403",3403,"AT5G23100"
"1415",1415,"AT2G25680"
"2760",2760,"AT4G18170"
"2193",2193,"AT3G29140"
"3543",3543,"AT5G41470"
"1225",1225,"AT2G07776"
"49",49,"AT1G03980"
"2008",2008,"AT3G15340"
"3766",3766,"AT5G55380"
"657",657,"AT1G51220"
"975",975,"AT1G71760"
"683",683,"AT1G52660"
"3174",3174,"AT5G06400"
"2558",2558,"AT4G02482"
"3364",3364,"AT5G18930"
"1953",1953,"AT3G10820"
"3492",3492,"AT5G38050"
"1022",1022,"AT1G74180"
"2508",2508,"AT3G62780"
"3576",3576,"AT5G43630"
"2933",2933,"AT4G31240"
"2069",2069,"AT3G19500"
"224",224,"AT1G09650"
"695",695,"AT1G53340"
"3625",3625,"AT5G46470"
"2278",2278,"AT3G47820"
"337",337,"AT1G15165"
"2255",2255,"AT3G46720"
"839",839,"AT1G64100"
"1587",1587,"AT2G37300"
"2419",2419,"AT3G57160"
"698",698,"AT1G53430"
"21",21,"AT1G02260"
"367",367,"AT1G17230"
"3059",3059,"AT5G01070"
"2518",2518,"AT3G63445"
"80",80,"AT1G04823"
"3470",3470,"AT5G33280"
"1544",1544,"AT2G34940"
"3738",3738,"AT5G53010"
"3358",3358,"AT5G18710"
"494",494,"AT1G27170"
"503",503,"AT1G28230"
"2446",2446,"AT3G58850"
"1963",1963,"AT3G11640"
"2171",2171,"AT3G27540"
"48",48,"AT1G03940"
"1727",1727,"AT2G46400"
"3904",3904,"AT5G65030"
"1102",1102,"AT1G78172"
"2020",2020,"AT3G15750"
"934",934,"AT1G69550"
"1880",1880,"AT3G06830"
"3006",3006,"AT4G36850"
"3707",3707,"AT5G51370"
"788",788,"AT1G61550"
"2581",2581,"AT4G04370"
"3963",3963,"ATCG00640"
"251",251,"AT1G10560"
"1794",1794,"AT3G02380"
"3899",3899,"AT5G64750"
"113",113,"AT1G05640"
"3843",3843,"AT5G60450"
"3104",3104,"AT5G02220"
"1493",1493,"AT2G32390"
"2242",2242,"AT3G45750"
"1456",1456,"AT2G29460"
"489",489,"AT1G26900"
"2263",2263,"AT3G47070"
"792",792,"AT1G61930"
"1913",1913,"AT3G09020"
"436",436,"AT1G21400"
"566",566,"AT1G34317"
"718",718,"AT1G55050"
"3275",3275,"AT5G13270"
"1461",1461,"AT2G29720"
"3974",3974,"ATCG01120"
"2818",2818,"AT4G22410"
"1269",1269,"AT2G14050"
"1519",1519,"AT2G33640"
"2574",2574,"AT4G03940"
"3537",3537,"AT5G41130"
"1728",1728,"AT2G46430"
"520",520,"AT1G29700"
"3744",3744,"AT5G53220"
"2607",2607,"AT4G07960"
"2867",2867,"AT4G25780"
"139",139,"AT1G06473"
"2270",2270,"AT3G47540"
"178",178,"AT1G08087"
"404",404,"AT1G19190"
"945",945,"AT1G70140"
"3190",3190,"AT5G07285"
"405",405,"AT1G19230"
"26",26,"AT1G02450"
"999",999,"AT1G73120"
"2763",2763,"AT4G18335"
"1474",1474,"AT2G31070"
"3445",3445,"AT5G26160"
"854",854,"AT1G64670"
"1140",1140,"AT1G80120"
"2689",2689,"AT4G13990"
"2708",2708,"AT4G14870"
"2845",2845,"AT4G24380"
"320",320,"AT1G14190"
"3009",3009,"AT4G37170"
"1710",1710,"AT2G44800"
"2795",2795,"AT4G20770"
"3446",3446,"AT5G26170"
"3747",3747,"AT5G53710"
"2796",2796,"AT4G20820"
"1877",1877,"AT3G06660"
"1923",1923,"AT3G09290"
"185",185,"AT1G08310"
"2305",2305,"AT3G49620"
"690",690,"AT1G53230"
"2055",2055,"AT3G18670"
"764",764,"AT1G60000"
"94",94,"AT1G05200"
"2316",2316,"AT3G50100"
"1935",1935,"AT3G09790"
"1183",1183,"AT2G04040"
"705",705,"AT1G53887"
"3730",3730,"AT5G52700"
"2390",2390,"AT3G55310"
"1836",1836,"AT3G04550"
"1497",1497,"AT2G32487"
"1746",1746,"AT2G47240"
"363",363,"AT1G16850"
"3816",3816,"AT5G58550"
"3986",3986,"ATMG00820"
"728",728,"AT1G55610"
"1121",1121,"AT1G78960"
"3170",3170,"AT5G05995"
"618",618,"AT1G48580"
"2384",2384,"AT3G54890"
"3983",3983,"ATMG00516"
"1920",1920,"AT3G09270"
"2647",2647,"AT4G11211"
"2498",2498,"AT3G61880"
"1988",1988,"AT3G13784"
"3683",3683,"AT5G50120"
"118",118,"AT1G05820"
"877",877,"AT1G66400"
"3385",3385,"AT5G21222"
"1462",1462,"AT2G29760"
"1578",1578,"AT2G36980"
"215",215,"AT1G09493"
"1178",1178,"AT2G03750"
"1477",1477,"AT2G31230"
"199",199,"AT1G09050"
"857",857,"AT1G64820"
"833",833,"AT1G63670"
"2327",2327,"AT3G50650"
"3155",3155,"AT5G04490"
"3453",3453,"AT5G27100"
"1602",1602,"AT2G37960"
"1258",1258,"AT2G09660"
"282",282,"AT1G12150"
"3040",3040,"AT4G39190"
"796",796,"AT1G62050"
"1874",1874,"AT3G06455"
"807",807,"AT1G62680"
"2161",2161,"AT3G26840"
"247",247,"AT1G10360"
"1797",1797,"AT3G02505"
"3357",3357,"AT5G18705"
"3791",3791,"AT5G57010"
"1803",1803,"AT3G02830"
"3495",3495,"AT5G38140"
"1257",1257,"AT2G09605"
"1355",1355,"AT2G21830"
"3534",3534,"AT5G41050"
"2731",2731,"AT4G15890"
"3208",3208,"AT5G08310"
"2843",2843,"AT4G24250"
"1934",1934,"AT3G09780"
"3436",3436,"AT5G25470"
"1958",1958,"AT3G11150"
"3800",3800,"AT5G57400"
"2297",2297,"AT3G48900"
"2701",2701,"AT4G14590"
"930",930,"AT1G69400"
"3084",3084,"AT5G01730"
"563",563,"AT1G34047"
"556",556,"AT1G33475"
"1295",1295,"AT2G17060"
"1330",1330,"AT2G19780"
"2039",2039,"AT3G17640"
"3520",3520,"AT5G39930"
"2996",2996,"AT4G36260"
"3234",3234,"AT5G09800"
"3093",3093,"AT5G02055"
"3712",3712,"AT5G51490"
"1319",1319,"AT2G18780"
"1457",1457,"AT2G29620"
"558",558,"AT1G33560"
"1465",1465,"AT2G30100"
"486",486,"AT1G26770"
"340",340,"AT1G15190"
"2256",2256,"AT3G46760"
"1299",1299,"AT2G17430"
"2460",2460,"AT3G59570"
"2066",2066,"AT3G19310"
"3770",3770,"AT5G55620"
"2150",2150,"AT3G26130"
"1148",1148,"AT1G80880"
"2756",2756,"AT4G17905"
"2711",2711,"AT4G15070"
"1927",1927,"AT3G09580"
"3539",3539,"AT5G41170"
"2314",2314,"AT3G50030"
"1006",1006,"AT1G73370"
"2245",2245,"AT3G45880"
"319",319,"AT1G14185"
"1304",1304,"AT2G17850"
"3966",3966,"ATCG00890"
"3774",3774,"AT5G55830"
"841",841,"AT1G64170"
"2835",2835,"AT4G23340"
"2736",2736,"AT4G16250"
"3311",3311,"AT5G15910"
"4001",4001,"ATMG01380"
"510",510,"AT1G29179"
"2205",2205,"AT3G30725"
"300",300,"AT1G13100"
"921",921,"AT1G68945"
"2175",2175,"AT3G27870"
"2375",2375,"AT3G53920"
"3229",3229,"AT5G09585"
"314",314,"AT1G13780"
"3038",3038,"AT4G39110"
"773",773,"AT1G60890"
"1752",1752,"AT2G47530"
"3741",3741,"AT5G53150"
"3849",3849,"AT5G61300"
"2087",2087,"AT3G21360"
"1754",1754,"AT2G47895"
"87",87,"AT1G05065"
"1089",1089,"AT1G77170"
"3930",3930,"AT5G66631"
"2359",2359,"AT3G52550"
"2496",2496,"AT3G61810"
"3482",3482,"AT5G37180"
"961",961,"AT1G70880"
"2097",2097,"AT3G22550"
"3945",3945,"AT5G67150"
"241",241,"AT1G10050"
"2577",2577,"AT4G04025"
"906",906,"AT1G68460"
"969",969,"AT1G71380"
"1734",1734,"AT2G46610"
"1505",1505,"AT2G32830"
"2571",2571,"AT4G03470"
"2779",2779,"AT4G19130"
"1275",1275,"AT2G14960"
"3823",3823,"AT5G59360"
"2952",2952,"AT4G33470"
"22",22,"AT1G02290"
"1638",1638,"AT2G40165"
"2895",2895,"AT4G27850"
"2232",2232,"AT3G44820"
"196",196,"AT1G08980"
"2012",2012,"AT3G15440"
"1770",1770,"AT3G01510"
"3363",3363,"AT5G18840"
"1484",1484,"AT2G31870"
"2151",2151,"AT3G26210"
"1846",1846,"AT3G05015"
"2766",2766,"AT4G18490"
"2016",2016,"AT3G15570"
"707",707,"AT1G54020"
"1501",1501,"AT2G32640"
"922",922,"AT1G68980"
"3735",3735,"AT5G52890"
"997",997,"AT1G73090"
"2247",2247,"AT3G46020"
"2591",2591,"AT4G06195"
"2140",2140,"AT3G25830"
"2520",2520,"AT4G00163"
"2189",2189,"AT3G28880"
"2982",2982,"AT4G35520"
"3493",3493,"AT5G38060"
"43",43,"AT1G03540"
"3976",3976,"ATCG01250"
"2373",2373,"AT3G53830"
"3488",3488,"AT5G37890"
"2284",2284,"AT3G48320"
"609",609,"AT1G47620"
"3459",3459,"AT5G27493"
"3404",3404,"AT5G23120"
"3548",3548,"AT5G41850"
"2729",2729,"AT4G15810"
"1279",1279,"AT2G15630"
"2260",2260,"AT3G46980"
"1796",1796,"AT3G02493"
"2887",2887,"AT4G27300"
"3944",3944,"AT5G67110"
"3478",3478,"AT5G36002"
"3607",3607,"AT5G45120"
"2894",2894,"AT4G27790"
"132",132,"AT1G06283"
"355",355,"AT1G16480"
"3690",3690,"AT5G50562"
"3232",3232,"AT5G09735"
"3320",3320,"AT5G16420"
"2244",2244,"AT3G45870"
"3782",3782,"AT5G56620"
"644",644,"AT1G50260"
"1749",1749,"AT2G47370"
"1167",1167,"AT2G02410"
"652",652,"AT1G50950"
"3215",3215,"AT5G08865"
"3758",3758,"AT5G54510"
"1064",1064,"AT1G75720"
"2615",2615,"AT4G08780"
"3437",3437,"AT5G25530"
"1944",1944,"AT3G10440"
"1971",1971,"AT3G12170"
"885",885,"AT1G66650"
"3581",3581,"AT5G43790"
"147",147,"AT1G06923"
"3613",3613,"AT5G45730"
"3250",3250,"AT5G10680"
"1000",1000,"AT1G73130"
"3351",3351,"AT5G18290"
"2226",2226,"AT3G44690"
"1391",1391,"AT2G23945"
"293",293,"AT1G12620"
"3614",3614,"AT5G45740"
"339",339,"AT1G15180"
"2842",2842,"AT4G24110"
"3506",3506,"AT5G39050"
"2534",2534,"AT4G01335"
"2872",2872,"AT4G25910"
"1828",1828,"AT3G04220"
"1681",1681,"AT2G42730"
"2560",2560,"AT4G02650"
"1902",1902,"AT3G08235"
"2621",2621,"AT4G09432"
"3558",3558,"AT5G42450"
"2939",2939,"AT4G32280"
"3675",3675,"AT5G49520"
"172",172,"AT1G07913"
"1850",1850,"AT3G05180"
"3307",3307,"AT5G15790"
"1219",1219,"AT2G07674"
"1888",1888,"AT3G07425"
"1848",1848,"AT3G05080"
"117",117,"AT1G05773"
"772",772,"AT1G60870"
"1354",1354,"AT2G21820"
"3052",3052,"AT4G39970"
"2798",2798,"AT4G21070"
"2336",2336,"AT3G51220"
"2340",2340,"AT3G51350"
"1528",1528,"AT2G34220"
"182",182,"AT1G08287"
"1583",1583,"AT2G37240"
"2855",2855,"AT4G25190"
"1866",1866,"AT3G05820"
"3061",3061,"AT5G01100"
"592",592,"AT1G44020"
"2491",2491,"AT3G61630"
"1161",1161,"AT2G01880"
"1041",1041,"AT1G74650"
"3536",3536,"AT5G41120"
"3080",3080,"AT5G01640"
"1062",1062,"AT1G75700"
"2441",2441,"AT3G58540"
"3531",3531,"AT5G40720"
"3295",3295,"AT5G14770"
"2433",2433,"AT3G57920"
"480",480,"AT1G26290"
"2806",2806,"AT4G21390"
"949",949,"AT1G70360"
"1535",1535,"AT2G34400"
"1509",1509,"AT2G32960"
"2672",2672,"AT4G13110"
"2539",2539,"AT4G01540"
"3805",3805,"AT5G57570"
"1358",1358,"AT2G21860"
"2699",2699,"AT4G14370"
"2121",2121,"AT3G24430"
"169",169,"AT1G07897"
"1952",1952,"AT3G10815"
"899",899,"AT1G67970"
"3608",3608,"AT5G45150"
"240",240,"AT1G09993"
"310",310,"AT1G13540"
"2273",2273,"AT3G47580"
"2112",2112,"AT3G23440"
"3315",3315,"AT5G16030"
"2223",2223,"AT3G44610"
"3342",3342,"AT5G17540"
"3034",3034,"AT4G38730"
"2866",2866,"AT4G25719"
"135",135,"AT1G06330"
"1566",1566,"AT2G35935"
"1906",1906,"AT3G08800"
"2656",2656,"AT4G11960"
"2744",2744,"AT4G16890"
"402",402,"AT1G19100"
"1331",1331,"AT2G19910"
"1553",1553,"AT2G35340"
"448",448,"AT1G22370"
"3054",3054,"AT5G00780"
"3273",3273,"AT5G13220"
"2101",2101,"AT3G22810"
"2533",2533,"AT4G01200"
"3317",3317,"AT5G16200"
"3430",3430,"AT5G24930"
"3998",3998,"ATMG01275"
"3654",3654,"AT5G47980"
"412",412,"AT1G19720"
"1970",1970,"AT3G12145"
"39",39,"AT1G03300"
"4",4,"AT1G01340"
"935",935,"AT1G69570"
"1009",1009,"AT1G73550"
"1772",1772,"AT3G01545"
"362",362,"AT1G16780"
"3828",3828,"AT5G59600"
"3911",3911,"AT5G65350"
"1985",1985,"AT3G13590"
"325",325,"AT1G14470"
"964",964,"AT1G70985"
"3400",3400,"AT5G23020"
"2102",2102,"AT3G22830"
"2283",2283,"AT3G48187"
"3533",3533,"AT5G40860"
"3085",3085,"AT5G01732"
"181",181,"AT1G08283"
"3798",3798,"AT5G57380"
"2080",2080,"AT3G20900"
"1141",1141,"AT1G80165"
"1636",1636,"AT2G40020"
"965",965,"AT1G71015"
"1609",1609,"AT2G38152"
"1690",1690,"AT2G43375"
"2562",2562,"AT4G02710"
"100",100,"AT1G05300"
"1305",1305,"AT2G17880"
"2915",2915,"AT4G29400"
"3336",3336,"AT5G17300"
"2670",2670,"AT4G12870"
"3699",3699,"AT5G50990"
"813",813,"AT1G62870"
"2889",2889,"AT4G27480"
"811",811,"AT1G62780"
"622",622,"AT1G48780"
"1475",1475,"AT2G31141"
"749",749,"AT1G58223"
"531",531,"AT1G30500"
"2192",2192,"AT3G29000"
"2769",2769,"AT4G18630"
"747",747,"AT1G58037"
"2663",2663,"AT4G12240"
"2195",2195,"AT3G29230"
"1004",1004,"AT1G73330"
"966",966,"AT1G71050"
"1088",1088,"AT1G77138"
"2146",2146,"AT3G26085"
"490",490,"AT1G26970"
"2604",2604,"AT4G07130"
"2321",2321,"AT3G50200"
"689",689,"AT1G53130"
"941",941,"AT1G69800"
"2777",2777,"AT4G19090"
"3328",3328,"AT5G16970"
"824",824,"AT1G63240"
"3623",3623,"AT5G46450"
"1036",1036,"AT1G74540"
"1020",1020,"AT1G74080"
"435",435,"AT1G21320"
"1907",1907,"AT3G08820"
"416",416,"AT1G20030"
"3862",3862,"AT5G61920"
"2512",2512,"AT3G63340"
"446",446,"AT1G22220"
"1019",1019,"AT1G74070"
"864",864,"AT1G65200"
"2937",2937,"AT4G32000"
"3258",3258,"AT5G11210"
"701",701,"AT1G53633"
"3256",3256,"AT5G11160"
"318",318,"AT1G14150"
"641",641,"AT1G50000"
"3399",3399,"AT5G22930"
"2542",2542,"AT4G01580"
"1174",1174,"AT2G03260"
"387",387,"AT1G18280"
"3051",3051,"AT4G39952"
"2248",2248,"AT3G46080"
"2786",2786,"AT4G19950"
"2631",2631,"AT4G10000"
"1476",1476,"AT2G31180"
"1471",1471,"AT2G30960"
"619",619,"AT1G48640"
"1930",1930,"AT3G09660"
"3090",3090,"AT5G01935"
"3949",3949,"AT5G67410"
"879",879,"AT1G66440"
"845",845,"AT1G64400"
"781",781,"AT1G61410"
"2412",2412,"AT3G56710"
"1999",1999,"AT3G14470"
"3835",3835,"AT5G59900"
"234",234,"AT1G09890"
"2494",2494,"AT3G61750"
"1099",1099,"AT1G77855"
"1526",1526,"AT2G34180"
"371",371,"AT1G17255"
"2785",2785,"AT4G19830"
"91",91,"AT1G05143"
"1867",1867,"AT3G05930"
"2090",2090,"AT3G21600"
