"","X","WS_FLT_c1.which.mclass....1...1."
"1917",1917,"AT2G39630"
"3148",3148,"AT4G01810"
"2052",2052,"AT2G46090"
"2537",2537,"AT3G19740"
"3832",3832,"AT4G37880"
"720",720,"AT1G45976"
"4624",4624,"AT5G46860"
"3845",3845,"AT4G38460"
"2305",2305,"AT3G10250"
"629",629,"AT1G31020"
"2191",2191,"AT3G05090"
"1371",1371,"AT2G04305"
"4687",4687,"AT5G49710"
"3334",3334,"AT4G15010"
"3564",3564,"AT4G27350"
"377",377,"AT1G17190"
"4965",4965,"AT5G63030"
"2073",2073,"AT2G47130"
"3427",3427,"AT4G19710"
"2065",2065,"AT2G46740"
"4183",4183,"AT5G14910"
"1032",1032,"AT1G68550"
"672",672,"AT1G34010"
"3441",3441,"AT4G21140"
"1601",1601,"AT2G24100"
"4045",4045,"AT5G08560"
"2946",2946,"AT3G55920"
"4918",4918,"AT5G61000"
"1659",1659,"AT2G26860"
"132",132,"AT1G06190"
"9",9,"AT1G01350"
"2301",2301,"AT3G10130"
"760",760,"AT1G49032"
"3226",3226,"AT4G06701"
"3682",3682,"AT4G32570"
"4868",4868,"AT5G58700"
"2352",2352,"AT3G12240"
"224",224,"AT1G09870"
"2183",2183,"AT3G04810"
"4424",4424,"AT5G28080"
"4504",4504,"AT5G40530"
"22",22,"AT1G01990"
"2123",2123,"AT3G02350"
"3654",3654,"AT4G31200"
"1570",1570,"AT2G22475"
"3186",3186,"AT4G03110"
"4704",4704,"AT5G50560"
"4847",4847,"AT5G57950"
"15",15,"AT1G01725"
"2572",2572,"AT3G21400"
"733",733,"AT1G47550"
"4644",4644,"AT5G47780"
"2099",2099,"AT3G01150"
"2398",2398,"AT3G13730"
"3798",3798,"AT4G36808"
"2373",2373,"AT3G12860"
"4157",4157,"AT5G13890"
"4601",4601,"AT5G45470"
"1723",1723,"AT2G29560"
"4866",4866,"AT5G58575"
"1903",1903,"AT2G39210"
"2555",2555,"AT3G20570"
"1325",1325,"AT2G01570"
"1854",1854,"AT2G36680"
"2657",2657,"AT3G25940"
"104",104,"AT1G05360"
"2423",2423,"AT3G14610"
"4288",4288,"AT5G19800"
"4275",4275,"AT5G19320"
"1714",1714,"AT2G29125"
"2310",2310,"AT3G10380"
"985",985,"AT1G65260"
"5075",5075,"AT5G67100"
"2302",2302,"AT3G10190"
"3086",3086,"AT3G62860"
"1255",1255,"AT1G78920"
"3486",3486,"AT4G24160"
"4324",4324,"AT5G22350"
"625",625,"AT1G30890"
"595",595,"AT1G29040"
"801",801,"AT1G51850"
"471",471,"AT1G22200"
"4509",4509,"AT5G40650"
"1092",1092,"AT1G71110"
"150",150,"AT1G06850"
"4108",4108,"AT5G11950"
"1298",1298,"AT1G80620"
"2577",2577,"AT3G21610"
"1585",1585,"AT2G23080"
"3143",3143,"AT4G01630"
"2973",2973,"AT3G57320"
"3601",3601,"AT4G28706"
"2525",2525,"AT3G19340"
"713",713,"AT1G44960"
"156",156,"AT1G07030"
"223",223,"AT1G09830"
"1518",1518,"AT2G19800"
"1937",1937,"AT2G40316"
"3096",3096,"AT3G63200"
"3266",3266,"AT4G10620"
"2754",2754,"AT3G45100"
"4839",4839,"AT5G57660"
"3613",3613,"AT4G29520"
"400",400,"AT1G18480"
"3204",3204,"AT4G04800"
"304",304,"AT1G13580"
"1251",1251,"AT1G78800"
"2111",2111,"AT3G01770"
"3462",3462,"AT4G22360"
"4671",4671,"AT5G48920"
"3985",3985,"AT5G05820"
"1745",1745,"AT2G30880"
"1800",1800,"AT2G33990"
"36",36,"AT1G02680"
"856",856,"AT1G55130"
"504",504,"AT1G23480"
"1939",1939,"AT2G40410"
"1215",1215,"AT1G76878"
"2970",2970,"AT3G57220"
"752",752,"AT1G48635"
"4537",4537,"AT5G42150"
"39",39,"AT1G02920"
"3800",3800,"AT4G36890"
"4502",4502,"AT5G40340"
"4680",4680,"AT5G49480"
"3710",3710,"AT4G33150"
"1170",1170,"AT1G74940"
"2674",2674,"AT3G26690"
"4407",4407,"AT5G27150"
"907",907,"AT1G60140"
"1145",1145,"AT1G73240"
"395",395,"AT1G18160"
"2865",2865,"AT3G52155"
"4907",4907,"AT5G60570"
"3430",3430,"AT4G20020"
"13",13,"AT1G01640"
"4340",4340,"AT5G23250"
"3527",3527,"AT4G25720"
"2849",2849,"AT3G51460"
"943",943,"AT1G62730"
"986",986,"AT1G65280"
"3876",3876,"AT4G39880"
"3660",3660,"AT4G31450"
"1577",1577,"AT2G22660"
"1137",1137,"AT1G72790"
"2289",2289,"AT3G09795"
"3165",3165,"AT4G02440"
"4629",4629,"AT5G47180"
"4216",4216,"AT5G16490"
"3678",3678,"AT4G32285"
"2176",2176,"AT3G04615"
"76",76,"AT1G04537"
"3629",3629,"AT4G30330"
"5",5,"AT1G01170"
"31",31,"AT1G02330"
"1217",1217,"AT1G76890"
"3335",3335,"AT4G15030"
"4055",4055,"AT5G09390"
"723",723,"AT1G46768"
"1856",1856,"AT2G36835"
"3401",3401,"AT4G18340"
"2836",2836,"AT3G51000"
"3993",3993,"AT5G06130"
"1107",1107,"AT1G71790"
"3000",3000,"AT3G58670"
"1360",1360,"AT2G03240"
"3605",3605,"AT4G28860"
"4362",4362,"AT5G24314"
"3538",3538,"AT4G26080"
"4823",4823,"AT5G56900"
"2829",2829,"AT3G50780"
"1277",1277,"AT1G79870"
"2631",2631,"AT3G24440"
"3700",3700,"AT4G32960"
"3847",3847,"AT4G38500"
"1850",1850,"AT2G36380"
"3188",3188,"AT4G03140"
"3972",3972,"AT5G05000"
"1259",1259,"AT1G79090"
"5078",5078,"AT5G67240"
"766",766,"AT1G49540"
"5088",5088,"AT5G67540"
"2112",2112,"AT3G01780"
"4456",4456,"AT5G36890"
"1226",1226,"AT1G77300"
"4439",4439,"AT5G35330"
"861",861,"AT1G55340"
"3606",3606,"AT4G28980"
"5097",5097,"ATCG00740"
"2432",2432,"AT3G14960"
"3585",3585,"AT4G28100"
"1926",1926,"AT2G39810"
"3198",3198,"AT4G03960"
"2363",2363,"AT3G12570"
"316",316,"AT1G14220"
"4652",4652,"AT5G48160"
"2184",2184,"AT3G04820"
"2656",2656,"AT3G25920"
"1084",1084,"AT1G70810"
"4939",4939,"AT5G62000"
"3370",3370,"AT4G16980"
"2127",2127,"AT3G02570"
"1351",1351,"AT2G02740"
"1471",1471,"AT2G17510"
"4817",4817,"AT5G56650"
"1837",1837,"AT2G35860"
"2387",2387,"AT3G13320"
"505",505,"AT1G23760"
"78",78,"AT1G04770"
"1374",1374,"AT2G04755"
"4295",4295,"AT5G20070"
"3103",3103,"AT3G63500"
"1412",1412,"AT2G14100"
"2466",2466,"AT3G16330"
"2041",2041,"AT2G45695"
"1365",1365,"AT2G03760"
"4172",4172,"AT5G14550"
"4625",4625,"AT5G47010"
"161",161,"AT1G07310"
"3525",3525,"AT4G25680"
"735",735,"AT1G47820"
"3380",3380,"AT4G17230"
"1419",1419,"AT2G14750"
"2309",2309,"AT3G10350"
"2514",2514,"AT3G18800"
"100",100,"AT1G05270"
"2356",2356,"AT3G12340"
"2421",2421,"AT3G14560"
"3405",3405,"AT4G18593"
"5008",5008,"AT5G64570"
"3693",3693,"AT4G32860"
"4780",4780,"AT5G54855"
"5004",5004,"AT5G64360"
"1656",1656,"AT2G26680"
"1403",1403,"AT2G08340"
"3519",3519,"AT4G25360"
"4974",4974,"AT5G63280"
"1410",1410,"AT2G13540"
"1104",1104,"AT1G71696"
"320",320,"AT1G14360"
"2802",2802,"AT3G48860"
"86",86,"AT1G04970"
"3008",3008,"AT3G59360"
"4985",4985,"AT5G63640"
"2236",2236,"AT3G07220"
"2294",2294,"AT3G09900"
"1304",1304,"AT1G80790"
"731",731,"AT1G47500"
"2893",2893,"AT3G53180"
"1492",1492,"AT2G18730"
"2541",2541,"AT3G20010"
"4518",4518,"AT5G41020"
"2803",2803,"AT3G48880"
"408",408,"AT1G18890"
"2770",2770,"AT3G46845"
"4880",4880,"AT5G59010"
"1752",1752,"AT2G31240"
"668",668,"AT1G33700"
"1960",1960,"AT2G41490"
"4689",4689,"AT5G49830"
"4141",4141,"AT5G13260"
"4926",4926,"AT5G61340"
"1776",1776,"AT2G32230"
"594",594,"AT1G29030"
"1758",1758,"AT2G31510"
"2605",2605,"AT3G23280"
"4748",4748,"AT5G52990"
"4731",4731,"AT5G51890"
"98",98,"AT1G05220"
"2459",2459,"AT3G16050"
"2149",2149,"AT3G03490"
"4553",4553,"AT5G43010"
"1840",1840,"AT2G35910"
"5041",5041,"AT5G65910"
"3616",3616,"AT4G29680"
"1935",1935,"AT2G40140"
"2975",2975,"AT3G57400"
"4682",4682,"AT5G49555"
"4339",4339,"AT5G23090"
"1469",1469,"AT2G17370"
"1318",1318,"AT2G01220"
"1658",1658,"AT2G26830"
"1416",1416,"AT2G14285"
"2011",2011,"AT2G44490"
"4887",4887,"AT5G59440"
"1096",1096,"AT1G71200"
"4210",4210,"AT5G16360"
"90",90,"AT1G05070"
"4568",4568,"AT5G43760"
"4178",4178,"AT5G14750"
"514",514,"AT1G24280"
"1132",1132,"AT1G72480"
"3889",3889,"AT5G01290"
"3801",3801,"AT4G36940"
"2573",2573,"AT3G21420"
"24",24,"AT1G02100"
"1102",1102,"AT1G71430"
"482",482,"AT1G22710"
"2192",2192,"AT3G05100"
"5027",5027,"AT5G65380"
"4337",4337,"AT5G22940"
"3295",3295,"AT4G12560"
"1244",1244,"AT1G78570"
"2068",2068,"AT2G46930"
"3940",3940,"AT5G03560"
"4358",4358,"AT5G24090"
"2663",2663,"AT3G26360"
"4416",4416,"AT5G27540"
"4819",4819,"AT5G56740"
"3038",3038,"AT3G60800"
"3003",3003,"AT3G58810"
"121",121,"AT1G05910"
"3410",3410,"AT4G18780"
"3684",3684,"AT4G32620"
"813",813,"AT1G52730"
"4434",4434,"AT5G32470"
"3232",3232,"AT4G07950"
"2516",2516,"AT3G18860"
"4910",4910,"AT5G60750"
"2834",2834,"AT3G50920"
"2156",2156,"AT3G03680"
"2133",2133,"AT3G02870"
"4342",4342,"AT5G23340"
"2967",2967,"AT3G57040"
"3954",3954,"AT5G04320"
"4274",4274,"AT5G19300"
"2704",2704,"AT3G28455"
"1133",1133,"AT1G72490"
"4349",4349,"AT5G23590"
"724",724,"AT1G47210"
"4367",4367,"AT5G24630"
"601",601,"AT1G29390"
"1302",1302,"AT1G80720"
"4225",4225,"AT5G16760"
"421",421,"AT1G19600"
"1944",1944,"AT2G40660"
"4531",4531,"AT5G41880"
"1139",1139,"AT1G72830"
"2072",2072,"AT2G47070"
"3794",3794,"AT4G36730"
"3223",3223,"AT4G05590"
"575",575,"AT1G28120"
"1497",1497,"AT2G18876"
"3110",3110,"AT4G00230"
"3792",3792,"AT4G36680"
"242",242,"AT1G10700"
"1721",1721,"AT2G29480"
"473",473,"AT1G22280"
"393",393,"AT1G18100"
"3824",3824,"AT4G37630"
"579",579,"AT1G28200"
"1158",1158,"AT1G74020"
"910",910,"AT1G60640"
"3194",3194,"AT4G03430"
"4559",4559,"AT5G43320"
"2908",2908,"AT3G54250"
"2029",2029,"AT2G45250"
"2195",2195,"AT3G05290"
"3581",3581,"AT4G28025"
"1746",1746,"AT2G30920"
"633",633,"AT1G31300"
"1725",1725,"AT2G30000"
"3820",3820,"AT4G37450"
"3591",3591,"AT4G28280"
"49",49,"AT1G03350"
"4156",4156,"AT5G13870"
"1401",1401,"AT2G07725"
"1009",1009,"AT1G67280"
"2104",2104,"AT3G01310"
"1794",1794,"AT2G33590"
"4645",4645,"AT5G47820"
"576",576,"AT1G28130"
"396",396,"AT1G18260"
"112",112,"AT1G05710"
"3805",3805,"AT4G37010"
"5046",5046,"AT5G65960"
"3650",3650,"AT4G31080"
"4777",4777,"AT5G54670"
"4814",4814,"AT5G56550"
"1529",1529,"AT2G20562"
"1695",1695,"AT2G28330"
"1720",1720,"AT2G29440"
"420",420,"AT1G19580"
"1679",1679,"AT2G27550"
"4051",4051,"AT5G09270"
"2465",2465,"AT3G16270"
"964",964,"AT1G63800"
"51",51,"AT1G03380"
"1031",1031,"AT1G68490"
"4662",4662,"AT5G48540"
"110",110,"AT1G05523"
"1802",1802,"AT2G34070"
"4706",4706,"AT5G50660"
"1515",1515,"AT2G19670"
"1843",1843,"AT2G36080"
"2638",2638,"AT3G24730"
"4176",4176,"AT5G14720"
"1573",1573,"AT2G22540"
"2461",2461,"AT3G16180"
"2668",2668,"AT3G26560"
"4377",4377,"AT5G25090"
"1830",1830,"AT2G35585"
"706",706,"AT1G44180"
"1938",1938,"AT2G40380"
"273",273,"AT1G12160"
"3683",3683,"AT4G32590"
"4900",4900,"AT5G60190"
"4445",4445,"AT5G35690"
"2452",2452,"AT3G15610"
"371",371,"AT1G16916"
"2107",2107,"AT3G01400"
"1669",1669,"AT2G27140"
"540",540,"AT1G26640"
"3505",3505,"AT4G24770"
"4675",4675,"AT5G49160"
"128",128,"AT1G06070"
"835",835,"AT1G53920"
"2277",2277,"AT3G09090"
"4950",4950,"AT5G62530"
"2204",2204,"AT3G05760"
"1889",1889,"AT2G38470"
"2746",2746,"AT3G44430"
"4742",4742,"AT5G52680"
"1657",1657,"AT2G26700"
"1761",1761,"AT2G31725"
"503",503,"AT1G23310"
"2320",2320,"AT3G10720"
"2132",2132,"AT3G02820"
"2084",2084,"AT2G47700"
"1641",1641,"AT2G26210"
"4938",4938,"AT5G61970"
"1231",1231,"AT1G77630"
"1611",1611,"AT2G24590"
"2997",2997,"AT3G58600"
"3307",3307,"AT4G13350"
"1155",1155,"AT1G73840"
"517",517,"AT1G24440"
"4963",4963,"AT5G63000"
"5083",5083,"AT5G67370"
"645",645,"AT1G32260"
"1930",1930,"AT2G40000"
"3579",3579,"AT4G27880"
"4937",4937,"AT5G61960"
"2665",2665,"AT3G26410"
"2512",2512,"AT3G18773"
"1838",1838,"AT2G35880"
"832",832,"AT1G53720"
"2390",2390,"AT3G13360"
"243",243,"AT1G10720"
"814",814,"AT1G52750"
"4545",4545,"AT5G42770"
"1556",1556,"AT2G21470"
"1637",1637,"AT2G26140"
"1026",1026,"AT1G68220"
"4987",4987,"AT5G63680"
"4835",4835,"AT5G57460"
"3577",3577,"AT4G27860"
"4940",4940,"AT5G62050"
"4534",4534,"AT5G42060"
"3971",3971,"AT5G04990"
"1576",1576,"AT2G22640"
"4472",4472,"AT5G37850"
"1878",1878,"AT2G37760"
"1632",1632,"AT2G25880"
"3325",3325,"AT4G14510"
"1130",1130,"AT1G72416"
