"","X","phyD_FLT_c1.which.mclass....6...1."
"1573",1573,"AT2G31070"
"1059",1059,"AT1G71960"
"58",58,"AT1G03770"
"1207",1207,"AT1G79600"
"762",762,"AT1G53950"
"3269",3269,"AT4G29780"
"4516",4516,"ATCG00650"
"1981",1981,"AT3G05410"
"2602",2602,"AT3G54610"
"3900",3900,"AT5G24470"
"1004",1004,"AT1G68910"
"1994",1994,"AT3G06030"
"2559",2559,"AT3G52072"
"1999",1999,"AT3G06325"
"3919",3919,"AT5G25450"
"1960",1960,"AT3G04060"
"884",884,"AT1G62200"
"3629",3629,"AT5G07830"
"514",514,"AT1G28050"
"3908",3908,"AT5G24900"
"2226",2226,"AT3G18690"
"3612",3612,"AT5G07025"
"3301",3301,"AT4G31380"
"425",425,"AT1G21410"
"4471",4471,"AT5G65230"
"1401",1401,"AT2G20440"
"1357",1357,"AT2G17900"
"1274",1274,"AT2G04540"
"3513",3513,"AT5G02630"
"2805",2805,"AT4G01990"
"1687",1687,"AT2G37160"
"3240",3240,"AT4G28210"
"4068",4068,"AT5G42655"
"4267",4267,"AT5G53580"
"2428",2428,"AT3G45070"
"2488",2488,"AT3G48520"
"363",363,"AT1G18200"
"3446",3446,"AT4G39190"
"3974",3974,"AT5G37010"
"1934",1934,"AT3G02660"
"1317",1317,"AT2G13665"
"1187",1187,"AT1G78580"
"3934",3934,"AT5G26790"
"1402",1402,"AT2G20495"
"1621",1621,"AT2G33550"
"1657",1657,"AT2G35430"
"496",496,"AT1G27070"
"4058",4058,"AT5G42140"
"1392",1392,"AT2G20080"
"3617",3617,"AT5G07152"
"4534",4534,"ATMG00640"
"2318",2318,"AT3G24320"
"726",726,"AT1G52080"
"868",868,"AT1G61430"
"1375",1375,"AT2G19260"
"2053",2053,"AT3G09370"
"1714",1714,"AT2G38420"
"3669",3669,"AT5G10170"
"2727",2727,"AT3G61570"
"3334",3334,"AT4G33490"
"2709",2709,"AT3G60520"
"1086",1086,"AT1G73240"
"4255",4255,"AT5G52790"
"434",434,"AT1G22540"
"3416",3416,"AT4G37608"
"4213",4213,"AT5G50710"
"1104",1104,"AT1G73885"
"2855",2855,"AT4G04940"
"3430",3430,"AT4G38180"
"2486",2486,"AT3G48470"
"663",663,"AT1G48370"
"3188",3188,"AT4G25650"
"1223",1223,"AT1G80510"
"354",354,"AT1G17840"
"3108",3108,"AT4G21350"
"3721",3721,"AT5G14100"
"903",903,"AT1G63295"
"1952",1952,"AT3G03640"
"3810",3810,"AT5G19040"
"4024",4024,"AT5G40520"
"1390",1390,"AT2G20010"
"2470",2470,"AT3G47650"
"339",339,"AT1G17220"
"930",930,"AT1G64890"
"3951",3951,"AT5G28442"
"2797",2797,"AT4G01740"
"785",785,"AT1G55180"
"1261",1261,"AT2G03330"
"1812",1812,"AT2G43235"
"4093",4093,"AT5G43870"
"4254",4254,"AT5G52760"
"823",823,"AT1G58340"
"2836",2836,"AT4G03460"
"935",935,"AT1G65320"
"1452",1452,"AT2G23520"
"3651",3651,"AT5G09175"
"455",455,"AT1G23830"
"4232",4232,"AT5G51451"
"261",261,"AT1G13620"
"817",817,"AT1G57790"
"86",86,"AT1G04837"
"4052",4052,"AT5G41750"
"2363",2363,"AT3G27330"
"4037",4037,"AT5G41110"
"918",918,"AT1G64570"
"1529",1529,"AT2G28830"
"1508",1508,"AT2G27150"
"796",796,"AT1G55590"
"2920",2920,"AT4G11670"
"77",77,"AT1G04635"
"1124",1124,"AT1G74780"
"1735",1735,"AT2G39910"
"526",526,"AT1G29290"
"585",585,"AT1G32583"
"3282",3282,"AT4G30400"
"1737",1737,"AT2G40008"
"595",595,"AT1G33170"
"2311",2311,"AT3G24000"
"291",291,"AT1G14790"
"4378",4378,"AT5G59730"
"1069",1069,"AT1G72330"
"1535",1535,"AT2G29180"
"2984",2984,"AT4G14650"
"2686",2686,"AT3G59290"
"3562",3562,"AT5G05130"
"2130",2130,"AT3G13980"
"972",972,"AT1G67530"
"2854",2854,"AT4G04880"
"1628",1628,"AT2G33835"
"2426",2426,"AT3G45020"
"1306",1306,"AT2G07719"
"4116",4116,"AT5G45050"
"3354",3354,"AT4G34680"
"270",270,"AT1G13870"
"4265",4265,"AT5G53320"
"281",281,"AT1G14460"
"647",647,"AT1G45233"
"2994",2994,"AT4G14980"
"527",527,"AT1G29300"
"4386",4386,"AT5G60270"
"4139",4139,"AT5G46090"
"2132",2132,"AT3G14070"
"874",874,"AT1G61760"
"4124",4124,"AT5G45275"
"3644",3644,"AT5G08660"
"1229",1229,"AT1G80850"
"2678",2678,"AT3G58900"
"1160",1160,"AT1G77480"
"3402",3402,"AT4G37200"
"544",544,"AT1G30280"
"855",855,"AT1G61030"
"2934",2934,"AT4G12545"
"3510",3510,"AT5G02560"
"2001",2001,"AT3G06430"
"1925",1925,"AT3G02250"
"1964",1964,"AT3G04260"
"1688",1688,"AT2G37195"
"1347",1347,"AT2G17300"
"3098",3098,"AT4G21060"
"1921",1921,"AT3G02065"
"504",504,"AT1G27420"
"2506",2506,"AT3G49370"
"1436",1436,"AT2G22650"
"3054",3054,"AT4G18280"
"1083",1083,"AT1G73160"
"3570",3570,"AT5G05380"
"4089",4089,"AT5G43730"
"4242",4242,"AT5G51850"
"4325",4325,"AT5G57050"
"3986",3986,"AT5G38050"
"2641",2641,"AT3G56320"
"40",40,"AT1G03000"
"2560",2560,"AT3G52080"
"1130",1130,"AT1G75090"
"2017",2017,"AT3G07190"
"4519",4519,"ATCG01000"
"489",489,"AT1G26520"
"3064",3064,"AT4G19010"
"4002",4002,"AT5G39380"
"783",783,"AT1G55110"
"2219",2219,"AT3G18440"
"4260",4260,"AT5G53050"
"410",410,"AT1G20816"
"2744",2744,"AT3G62260"
"207",207,"AT1G10650"
"389",389,"AT1G19690"
"2305",2305,"AT3G23700"
"3737",3737,"AT5G15510"
"24",24,"AT1G02060"
"3044",3044,"AT4G17615"
"1139",1139,"AT1G76120"
"141",141,"AT1G07650"
"1943",1943,"AT3G03060"
"2944",2944,"AT4G13100"
"3849",3849,"AT5G21900"
"3203",3203,"AT4G26555"
"869",869,"AT1G61450"
"1653",1653,"AT2G35350"
"2687",2687,"AT3G59330"
"3828",3828,"AT5G19970"
"2355",2355,"AT3G26782"
"4185",4185,"AT5G49000"
"3584",3584,"AT5G05970"
"3800",3800,"AT5G18700"
"1917",1917,"AT3G01940"
"73",73,"AT1G04390"
"1869",1869,"AT2G46240"
"473",473,"AT1G25375"
"2877",2877,"AT4G08510"
"1167",1167,"AT1G77640"
"1441",1441,"AT2G22830"
"1220",1220,"AT1G80200"
"2637",2637,"AT3G56140"
"371",371,"AT1G18440"
"3105",3105,"AT4G21270"
"2457",2457,"AT3G46990"
"3346",3346,"AT4G34190"
"4270",4270,"AT5G53890"
"3040",3040,"AT4G17430"
"2540",2540,"AT3G51150"
"3330",3330,"AT4G32970"
"156",156,"AT1G08315"
"4245",4245,"AT5G52220"
"1098",1098,"AT1G73710"
"4257",4257,"AT5G52910"
"840",840,"AT1G60230"
"2869",2869,"AT4G06685"
"2717",2717,"AT3G60870"
"4295",4295,"AT5G54920"
"3912",3912,"AT5G24970"
"2675",2675,"AT3G58720"
"2425",2425,"AT3G45010"
"3063",3063,"AT4G18975"
"2033",2033,"AT3G08020"
"3846",3846,"AT5G20930"
"4080",4080,"AT5G43140"
"2563",2563,"AT3G52370"
"1150",1150,"AT1G76780"
"332",332,"AT1G16830"
"422",422,"AT1G21350"
"3555",3555,"AT5G04840"
"677",677,"AT1G49180"
"718",718,"AT1G51450"
"2800",2800,"AT4G01883"
"1602",1602,"AT2G32410"
"2983",2983,"AT4G14640"
"992",992,"AT1G68185"
"2577",2577,"AT3G53370"
"1407",1407,"AT2G20635"
"1228",1228,"AT1G80840"
"848",848,"AT1G60670"
"1567",1567,"AT2G30720"
"1235",1235,"AT2G01400"
"3101",3101,"AT4G21180"
"2555",2555,"AT3G51930"
"560",560,"AT1G31070"
"3575",3575,"AT5G05590"
"3379",3379,"AT4G35970"
"1890",1890,"AT2G47800"
"2145",2145,"AT3G14590"
"1118",1118,"AT1G74550"
"3412",3412,"AT4G37470"
"2726",2726,"AT3G61520"
"109",109,"AT1G05835"
"4397",4397,"AT5G60870"
"3960",3960,"AT5G35220"
"3691",3691,"AT5G11510"
"1991",1991,"AT3G05935"
"1726",1726,"AT2G39190"
"2321",2321,"AT3G24463"
"1775",1775,"AT2G41835"
"1212",1212,"AT1G79720"
"670",670,"AT1G48690"
"4533",4533,"ATMG00560"
"2020",2020,"AT3G07500"
"1852",1852,"AT2G45530"
"1042",1042,"AT1G70790"
"450",450,"AT1G23340"
"843",843,"AT1G60505"
"1074",1074,"AT1G72720"
"2695",2695,"AT3G59700"
"117",117,"AT1G06380"
"3431",3431,"AT4G38330"
"2323",2323,"AT3G24515"
"1609",1609,"AT2G32760"
"3453",3453,"AT4G39550"
"4418",4418,"AT5G62070"
"1589",1589,"AT2G31650"
"3582",3582,"AT5G05940"
"832",832,"AT1G59740"
"1315",1315,"AT2G13290"
"1905",1905,"AT3G01430"
"3494",3494,"AT5G01920"
"857",857,"AT1G61170"
"1986",1986,"AT3G05750"
"4084",4084,"AT5G43400"
"4252",4252,"AT5G52640"
"80",80,"AT1G04710"
"2342",2342,"AT3G25870"
"2176",2176,"AT3G16090"
"457",457,"AT1G23935"
"2903",2903,"AT4G10570"
"1675",1675,"AT2G36340"
"1656",1656,"AT2G35410"
"1465",1465,"AT2G24120"
"4235",4235,"AT5G51585"
"1543",1543,"AT2G29680"
"1957",1957,"AT3G03970"
"4187",4187,"AT5G49060"
"738",738,"AT1G52630"
"613",613,"AT1G35210"
"4346",4346,"AT5G57840"
"3924",3924,"AT5G25620"
"1990",1990,"AT3G05932"
