"","col_c1.which.mclass....5...1."
"179","AT1G23410"
"180","AT1G23750"
"181","AT1G23860"
"182","AT1G24880"
"183","AT1G24881"
"184","AT1G24996"
"185","AT1G25220"
"186","AT1G25280"
"187","AT1G25490"
"188","AT1G25530"
"189","AT1G25550"
"190","AT1G26270"
"191","AT1G26470"
"192","AT1G26665"
"193","AT1G26670"
"194","AT1G26750"
"195","AT1G27000"
"196","AT1G27090"
"197","AT1G27100"
"198","AT1G27130"
"199","AT1G27300"
"200","AT1G27435"
"201","AT1G28250"
"202","AT1G28400"
"203","AT1G28580"
"204","AT1G29280"
"205","AT1G29310"
"206","AT1G29330"
"207","AT1G29350"
"208","AT1G29370"
"209","AT1G29520"
"210","AT1G29900"
"211","AT1G29950"
"212","AT1G29970"
"213","AT1G29990"
"214","AT1G30110"
"215","AT1G30120"
"216","AT1G30130"
"217","AT1G30270"
"218","AT1G30360"
"219","AT1G30440"
"220","AT1G30510"
"221","AT1G30750"
"222","AT1G30880"
"223","AT1G30970"
"224","AT1G31130"
"225","AT1G31770"
"226","AT1G31850"
"227","AT1G31860"
"228","AT1G31950"
"229","AT1G31970"
"230","AT1G32170"
"231","AT1G32230"
"232","AT1G32400"
"233","AT1G32580"
"234","AT1G32630"
"235","AT1G32640"
"236","AT1G32790"
"237","AT1G33055"
"238","AT1G33790"
"239","AT1G33800"
"240","AT1G34370"
"241","AT1G34418"
"242","AT1G35516"
"243","AT1G36050"
"244","AT1G36060"
"245","AT1G37130"
"246","AT1G43130"
"247","AT1G43190"
"248","AT1G43790"
"249","AT1G43890"
"250","AT1G44770"
"251","AT1G44800"
"252","AT1G45130"
"253","AT1G46264"
"254","AT1G47278"
"255","AT1G47395"
"256","AT1G47400"
"257","AT1G47490"
"258","AT1G47670"
"259","AT1G47740"
"260","AT1G47830"
"261","AT1G48030"
"262","AT1G48160"
"263","AT1G48200"
"264","AT1G48410"
"265","AT1G48440"
"266","AT1G48850"
"267","AT1G49030"
"268","AT1G49300"
"269","AT1G49480"
"270","AT1G49500"
"271","AT1G49860"
"272","AT1G50200"
"273","AT1G50480"
"274","AT1G50640"
"275","AT1G50660"
"276","AT1G50670"
"277","AT1G50740"
"278","AT1G51070"
"279","AT1G51160"
"280","AT1G51420"
"281","AT1G51680"
"282","AT1G51690"
"283","AT1G51730"
"284","AT1G51850"
"285","AT1G52050"
"286","AT1G52060"
"287","AT1G52342"
"288","AT1G52380"
"289","AT1G52600"
"290","AT1G52670"
"291","AT1G52710"
"292","AT1G52910"
"293","AT1G52930"
"294","AT1G52980"
"295","AT1G53000"
"296","AT1G53210"
"297","AT1G53310"
"298","AT1G53320"
"299","AT1G53480"
"300","AT1G53560"
"301","AT1G53580"
"302","AT1G53840"
"303","AT1G53850"
"304","AT1G53910"
"305","AT1G54030"
"306","AT1G54320"
"307","AT1G55160"
"308","AT1G55840"
"309","AT1G55850"
"310","AT1G56200"
"311","AT1G56300"
"312","AT1G56660"
"313","AT1G56680"
"314","AT1G57620"
"315","AT1G57680"
"316","AT1G58235"
"317","AT1G59610"
"318","AT1G59870"
"319","AT1G59900"
"320","AT1G59960"
"321","AT1G60710"
"322","AT1G60730"
"323","AT1G60780"
"324","AT1G60940"
"325","AT1G61100"
"326","AT1G61620"
"327","AT1G61780"
"328","AT1G62180"
"329","AT1G62660"
"330","AT1G62790"
"331","AT1G63000"
"332","AT1G63180"
"333","AT1G63220"
"334","AT1G63660"
"335","AT1G63770"
"336","AT1G63830"
"337","AT1G63940"
"338","AT1G64040"
"339","AT1G64190"
"340","AT1G64550"
"341","AT1G64640"
"342","AT1G64850"
"343","AT1G65010"
"344","AT1G65220"
"345","AT1G65270"
"346","AT1G65510"
"347","AT1G66140"
"348","AT1G66500"
"349","AT1G66680"
"350","AT1G67030"
"351","AT1G67148"
"352","AT1G67480"
"353","AT1G67730"
"354","AT1G68000"
"355","AT1G68140"
"356","AT1G68300"
"357","AT1G68490"
"358","AT1G68560"
"359","AT1G68680"
"360","AT1G68790"
"361","AT1G68840"
"362","AT1G69040"
"363","AT1G69252"
"364","AT1G69295"
"365","AT1G69640"
"366","AT1G69760"
"367","AT1G69850"
"368","AT1G70160"
"369","AT1G70190"
"370","AT1G70290"
"371","AT1G70350"
"372","AT1G70660"
"373","AT1G71010"
"374","AT1G71260"
"375","AT1G71692"
"376","AT1G71780"
"377","AT1G71860"
"378","AT1G71880"
"379","AT1G71950"
"380","AT1G72060"
"381","AT1G72070"
"382","AT1G72170"
"383","AT1G72200"
"384","AT1G72430"
"385","AT1G72510"
"386","AT1G72550"
"387","AT1G72680"
"388","AT1G72710"
"389","AT1G73030"
"390","AT1G73165"
"391","AT1G73500"
"392","AT1G74020"
"393","AT1G74030"
"394","AT1G74100"
"395","AT1G74230"
"396","AT1G74340"
"397","AT1G74500"
"398","AT1G74660"
"399","AT1G74910"
"400","AT1G74930"
"401","AT1G75330"
"402","AT1G75380"
"403","AT1G75560"
"404","AT1G75660"
"405","AT1G75680"
"406","AT1G75840"
"407","AT1G76030"
"408","AT1G76150"
"409","AT1G76300"
"410","AT1G76400"
"411","AT1G76540"
"412","AT1G76690"
"413","AT1G76790"
"414","AT1G76860"
"415","AT1G77180"
"416","AT1G77350"
"417","AT1G77370"
"418","AT1G77440"
"419","AT1G77610"
"420","AT1G77770"
"421","AT1G78570"
"422","AT1G78670"
"423","AT1G78890"
"424","AT1G79210"
"425","AT1G79230"
"426","AT1G79390"
"427","AT1G79660"
"428","AT1G79830"
"429","AT1G79930"
"430","AT1G80040"
"431","AT1G80070"
"432","AT1G80280"
"433","AT1G80360"
"434","AT1G80410"
"435","AT1G80460"
"436","AT1G80500"
"437","AT1G80750"
"438","AT1G80840"
"439","AT1G80860"
"440","AT1G80930"
"441","AT2G01060"
"442","AT2G01100"
"443","AT2G01450"
"444","AT2G01470"
"445","AT2G01540"
"446","AT2G01570"
"447","AT2G01670"
"448","AT2G01970"
"449","AT2G02040"
"450","AT2G02510"
"451","AT2G02710"
"452","AT2G02870"
"453","AT2G02960"
"454","AT2G03440"
"455","AT2G03510"
"456","AT2G03640"
"457","AT2G03760"
"458","AT2G03890"
"459","AT2G04378"
"460","AT2G04410"
"461","AT2G04630"
"462","AT2G04690"
"463","AT2G04700"
"464","AT2G04800"
"465","AT2G05230"
"466","AT2G05440"
"467","AT2G05710"
"468","AT2G05840"
"469","AT2G05920"
"470","AT2G06850"
"471","AT2G07340"
"472","AT2G07671"
"473","AT2G07696"
"474","AT2G07698"
"475","AT2G07708"
"476","AT2G07718"
"477","AT2G11890"
"478","AT2G13360"
"479","AT2G13560"
"480","AT2G14170"
"481","AT2G14210"
"482","AT2G14247"
"483","AT2G14835"
"484","AT2G14900"
"485","AT2G14910"
"486","AT2G15240"
"487","AT2G15480"
"488","AT2G15570"
"489","AT2G15910"
"490","AT2G16365"
"491","AT2G16720"
"492","AT2G16850"
"493","AT2G16860"
"494","AT2G16930"
"495","AT2G16940"
"496","AT2G17080"
"497","AT2G17130"
"498","AT2G17380"
"499","AT2G17450"
"500","AT2G17500"
"501","AT2G17720"
"502","AT2G18030"
"503","AT2G18160"
"504","AT2G18390"
"505","AT2G18400"
"506","AT2G18750"
"507","AT2G18800"
"508","AT2G19520"
"509","AT2G19540"
"510","AT2G19830"
"511","AT2G20060"
"512","AT2G20120"
"513","AT2G20140"
"514","AT2G20230"
"515","AT2G20530"
"516","AT2G20585"
"517","AT2G20630"
"518","AT2G20930"
"519","AT2G21050"
"520","AT2G21190"
"521","AT2G21250"
"522","AT2G21290"
"523","AT2G21390"
"524","AT2G22080"
"525","AT2G22430"
"526","AT2G22540"
"527","AT2G22780"
"528","AT2G22795"
"529","AT2G22870"
"530","AT2G23030"
"531","AT2G23320"
"532","AT2G23780"
"533","AT2G23940"
"534","AT2G24150"
"535","AT2G24200"
"536","AT2G24360"
"537","AT2G24570"
"538","AT2G25060"
"539","AT2G25070"
"540","AT2G25080"
"541","AT2G25110"
"542","AT2G25250"
"543","AT2G25280"
"544","AT2G25430"
"545","AT2G25490"
"546","AT2G25610"
"547","AT2G25910"
"548","AT2G25970"
"549","AT2G25980"
"550","AT2G26080"
"551","AT2G26230"
"552","AT2G26280"
"553","AT2G26355"
"554","AT2G26400"
"555","AT2G26530"
"556","AT2G26670"
"557","AT2G26730"
"558","AT2G26900"
"559","AT2G27080"
"560","AT2G27230"
"561","AT2G27330"
"562","AT2G27450"
"563","AT2G27830"
"564","AT2G27840"
"565","AT2G27960"
"566","AT2G28000"
"567","AT2G28740"
"568","AT2G28760"
"569","AT2G28780"
"570","AT2G29340"
"571","AT2G29390"
"572","AT2G29540"
"573","AT2G29995"
"574","AT2G30200"
"575","AT2G30260"
"576","AT2G30440"
"577","AT2G30500"
"578","AT2G30520"
"579","AT2G30970"
"580","AT2G31083"
"581","AT2G31090"
"582","AT2G31410"
"583","AT2G31570"
"584","AT2G31585"
"585","AT2G31670"
"586","AT2G31810"
"587","AT2G32070"
"588","AT2G32300"
"589","AT2G32380"
"590","AT2G32520"
"591","AT2G32700"
"592","AT2G32720"
"593","AT2G32730"
"594","AT2G32920"
"595","AT2G33410"
"596","AT2G33590"
"597","AT2G33630"
"598","AT2G33730"
"599","AT2G33740"
"600","AT2G33770"
"601","AT2G34160"
"602","AT2G34300"
"603","AT2G34317"
"604","AT2G34470"
"605","AT2G34520"
"606","AT2G34585"
"607","AT2G34590"
"608","AT2G34750"
"609","AT2G34770"
"610","AT2G35050"
"611","AT2G35240"
"612","AT2G35610"
"613","AT2G35635"
"614","AT2G35680"
"615","AT2G35790"
"616","AT2G35795"
"617","AT2G35810"
"618","AT2G35930"
"619","AT2G36060"
"620","AT2G36080"
"621","AT2G36130"
"622","AT2G36410"
"623","AT2G36580"
"624","AT2G36910"
"625","AT2G37050"
"626","AT2G37080"
"627","AT2G37110"
"628","AT2G37180"
"629","AT2G37470"
"630","AT2G37480"
"631","AT2G37870"
"632","AT2G37990"
"633","AT2G38040"
"634","AT2G38080"
"635","AT2G38120"
"636","AT2G38130"
"637","AT2G38290"
"638","AT2G38400"
"639","AT2G38470"
"640","AT2G38670"
"641","AT2G38700"
"642","AT2G38710"
"643","AT2G38800"
"644","AT2G38810"
"645","AT2G39210"
"646","AT2G39518"
"647","AT2G39681"
"648","AT2G39800"
"649","AT2G39870"
"650","AT2G39900"
"651","AT2G39960"
"652","AT2G40110"
"653","AT2G40113"
"654","AT2G40140"
"655","AT2G40290"
"656","AT2G40430"
"657","AT2G40620"
"658","AT2G40660"
"659","AT2G40890"
"660","AT2G40970"
"661","AT2G41010"
"662","AT2G41070"
"663","AT2G41100"
"664","AT2G41160"
"665","AT2G41475"
"666","AT2G41800"
"667","AT2G41900"
"668","AT2G42390"
"669","AT2G42780"
"670","AT2G42810"
"671","AT2G42910"
"672","AT2G43160"
"673","AT2G43350"
"674","AT2G43360"
"675","AT2G43535"
"676","AT2G43640"
"677","AT2G43710"
"678","AT2G43750"
"679","AT2G43760"
"680","AT2G43780"
"681","AT2G43790"
"682","AT2G43920"
"683","AT2G43940"
"684","AT2G44010"
"685","AT2G44050"
"686","AT2G44065"
"687","AT2G44300"
"688","AT2G44350"
"689","AT2G44360"
"690","AT2G44370"
"691","AT2G44380"
"692","AT2G44500"
"693","AT2G45010"
"694","AT2G45050"
"695","AT2G45140"
"696","AT2G45200"
"697","AT2G45290"
"698","AT2G45430"
"699","AT2G45520"
"700","AT2G45710"
"701","AT2G45860"
"702","AT2G45980"
"703","AT2G46020"
"704","AT2G46140"
"705","AT2G46170"
"706","AT2G46370"
"707","AT2G46470"
"708","AT2G46490"
"709","AT2G46540"
"710","AT2G46630"
"711","AT2G46690"
"712","AT2G46900"
"713","AT2G47130"
"714","AT2G47160"
"715","AT2G47270"
"716","AT2G47320"
"717","AT2G47400"
"718","AT2G47420"
"719","AT2G47485"
"720","AT2G47540"
"721","AT2G47580"
"722","AT2G47640"
"723","AT2G47650"
"724","AT2G47710"
"725","AT2G47960"
"726","AT2G48100"
"727","AT3G01340"
"728","AT3G01345"
"729","AT3G01420"
"730","AT3G01520"
"731","AT3G01690"
"732","AT3G01770"
"733","AT3G01910"
"734","AT3G02260"
"735","AT3G02360"
"736","AT3G02420"
"737","AT3G02520"
"738","AT3G02530"
"739","AT3G02580"
"740","AT3G02700"
"741","AT3G02770"
"742","AT3G02790"
"743","AT3G03150"
"744","AT3G03170"
"745","AT3G03250"
"746","AT3G03270"
"747","AT3G03475"
"748","AT3G03780"
"749","AT3G04090"
"750","AT3G04570"
"751","AT3G04720"
"752","AT3G04780"
"753","AT3G04830"
"754","AT3G04880"
"755","AT3G05000"
"756","AT3G05165"
"757","AT3G05230"
"758","AT3G05280"
"759","AT3G05500"
"760","AT3G05760"
"761","AT3G05840"
"762","AT3G05905"
"763","AT3G05920"
"764","AT3G06035"
"765","AT3G06040"
"766","AT3G06050"
"767","AT3G06300"
"768","AT3G06310"
"769","AT3G06320"
"770","AT3G06350"
"771","AT3G06390"
"772","AT3G06420"
"773","AT3G06610"
"774","AT3G06650"
"775","AT3G06790"
"776","AT3G06850"
"777","AT3G07010"
"778","AT3G07050"
"779","AT3G07270"
"780","AT3G07350"
"781","AT3G07560"
"782","AT3G07568"
"783","AT3G07570"
"784","AT3G07720"
"785","AT3G07810"
"786","AT3G07950"
"787","AT3G07990"
"788","AT3G08530"
"789","AT3G08680"
"790","AT3G08690"
"791","AT3G08930"
"792","AT3G09270"
"793","AT3G09300"
"794","AT3G09900"
"795","AT3G09925"
"796","AT3G10250"
"797","AT3G10410"
"798","AT3G10740"
"799","AT3G10770"
"800","AT3G10850"
"801","AT3G11130"
"802","AT3G11200"
"803","AT3G11250"
"804","AT3G11320"
"805","AT3G11660"
"806","AT3G11710"
"807","AT3G11730"
"808","AT3G11780"
"809","AT3G11800"
"810","AT3G11830"
"811","AT3G12020"
"812","AT3G12110"
"813","AT3G12290"
"814","AT3G12600"
"815","AT3G12740"
"816","AT3G12760"
"817","AT3G12800"
"818","AT3G12920"
"819","AT3G13110"
"820","AT3G13300"
"821","AT3G13340"
"822","AT3G13440"
"823","AT3G13570"
"824","AT3G13700"
"825","AT3G13772"
"826","AT3G13790"
"827","AT3G13845"
"828","AT3G13870"
"829","AT3G13930"
"830","AT3G14010"
"831","AT3G14100"
"832","AT3G14230"
"833","AT3G14260"
"834","AT3G14362"
"835","AT3G14430"
"836","AT3G14440"
"837","AT3G14595"
"838","AT3G14940"
"839","AT3G15000"
"840","AT3G15210"
"841","AT3G15353"
"842","AT3G15480"
"843","AT3G15680"
"844","AT3G15710"
"845","AT3G15820"
"846","AT3G15950"
"847","AT3G16240"
"848","AT3G16310"
"849","AT3G16470"
"850","AT3G16480"
"851","AT3G16920"
"852","AT3G16950"
"853","AT3G17185"
"854","AT3G17240"
"855","AT3G17300"
"856","AT3G17440"
"857","AT3G17465"
"858","AT3G17780"
"859","AT3G17810"
"860","AT3G17940"
"861","AT3G18000"
"862","AT3G18035"
"863","AT3G18230"
"864","AT3G18430"
"865","AT3G18560"
"866","AT3G18600"
"867","AT3G18760"
"868","AT3G18830"
"869","AT3G18990"
"870","AT3G19130"
"871","AT3G19200"
"872","AT3G19260"
"873","AT3G19390"
"874","AT3G19450"
"875","AT3G19910"
"876","AT3G19930"
"877","AT3G19960"
"878","AT3G20060"
"879","AT3G20340"
"880","AT3G20670"
"881","AT3G21260"
"882","AT3G21350"
"883","AT3G21510"
"884","AT3G21710"
"885","AT3G21865"
"886","AT3G22290"
"887","AT3G22380"
"888","AT3G22600"
"889","AT3G22620"
"890","AT3G22660"
"891","AT3G22680"
"892","AT3G22850"
"893","AT3G22950"
"894","AT3G23030"
"895","AT3G23180"
"896","AT3G23470"
"897","AT3G23510"
"898","AT3G23560"
"899","AT3G23620"
"900","AT3G23730"
"901","AT3G23800"
"902","AT3G23940"
"903","AT3G23990"
"904","AT3G24080"
"905","AT3G24100"
"906","AT3G24240"
"907","AT3G24300"
"908","AT3G24450"
"909","AT3G24503"
"910","AT3G24550"
"911","AT3G24670"
"912","AT3G25140"
"913","AT3G25150"
"914","AT3G25230"
"915","AT3G25530"
"916","AT3G25780"
"917","AT3G25860"
"918","AT3G25910"
"919","AT3G26420"
"920","AT3G26430"
"921","AT3G26470"
"922","AT3G26610"
"923","AT3G26690"
"924","AT3G26760"
"925","AT3G26780"
"926","AT3G26810"
"927","AT3G27350"
"928","AT3G27740"
"929","AT3G27890"
"930","AT3G28340"
"931","AT3G28510"
"932","AT3G28715"
"933","AT3G28860"
"934","AT3G29034"
"935","AT3G29075"
"936","AT3G29180"
"937","AT3G29240"
"938","AT3G29350"
"939","AT3G29360"
"940","AT3G30775"
"941","AT3G43300"
"942","AT3G43800"
"943","AT3G44100"
"944","AT3G44190"
"945","AT3G44320"
"946","AT3G44330"
"947","AT3G44590"
"948","AT3G44750"
"949","AT3G45300"
"950","AT3G45600"
"951","AT3G45640"
"952","AT3G45700"
"953","AT3G45930"
"954","AT3G46320"
"955","AT3G46600"
"956","AT3G46640"
"957","AT3G46830"
"958","AT3G47160"
"959","AT3G47220"
"960","AT3G47800"
"961","AT3G47833"
"962","AT3G48560"
"963","AT3G48680"
"964","AT3G48750"
"965","AT3G48890"
"966","AT3G49601"
"967","AT3G49680"
"968","AT3G49720"
"969","AT3G49810"
"970","AT3G49845"
"971","AT3G50070"
"972","AT3G50260"
"973","AT3G50360"
"974","AT3G50370"
"975","AT3G50500"
"976","AT3G50670"
"977","AT3G50900"
"978","AT3G51160"
"979","AT3G51370"
"980","AT3G51520"
"981","AT3G51550"
"982","AT3G51670"
"983","AT3G51840"
"984","AT3G51880"
"985","AT3G51910"
"986","AT3G51920"
"987","AT3G51950"
"988","AT3G52060"
"989","AT3G52140"
"990","AT3G52220"
"991","AT3G52470"
"992","AT3G52850"
"993","AT3G52880"
"994","AT3G52920"
"995","AT3G52990"
"996","AT3G53110"
"997","AT3G53460"
"998","AT3G53500"
"999","AT3G53580"
"1000","AT3G53610"
"1001","AT3G53620"
"1002","AT3G53670"
"1003","AT3G53750"
"1004","AT3G54080"
"1005","AT3G54190"
"1006","AT3G54200"
"1007","AT3G54260"
"1008","AT3G54300"
"1009","AT3G54400"
"1010","AT3G54470"
"1011","AT3G54480"
"1012","AT3G54620"
"1013","AT3G54640"
"1014","AT3G54670"
"1015","AT3G54680"
"1016","AT3G54760"
"1017","AT3G54810"
"1018","AT3G54880"
"1019","AT3G54960"
"1020","AT3G55230"
"1021","AT3G55360"
"1022","AT3G55380"
"1023","AT3G55460"
"1024","AT3G55520"
"1025","AT3G55620"
"1026","AT3G55830"
"1027","AT3G56370"
"1028","AT3G56460"
"1029","AT3G56480"
"1030","AT3G56950"
"1031","AT3G56970"
"1032","AT3G56980"
"1033","AT3G57050"
"1034","AT3G57230"
"1035","AT3G57280"
"1036","AT3G57450"
"1037","AT3G57490"
"1038","AT3G57550"
"1039","AT3G57610"
"1040","AT3G57650"
"1041","AT3G57785"
"1042","AT3G58120"
"1043","AT3G58170"
"1044","AT3G58460"
"1045","AT3G58730"
"1046","AT3G58750"
"1047","AT3G59280"
"1048","AT3G59350"
"1049","AT3G59370"
"1050","AT3G59480"
"1051","AT3G59760"
"1052","AT3G59810"
"1053","AT3G59990"
"1054","AT3G60210"
"1055","AT3G60300"
"1056","AT3G61060"
"1057","AT3G61070"
"1058","AT3G61130"
"1059","AT3G61190"
"1060","AT3G61200"
"1061","AT3G61240"
"1062","AT3G61260"
"1063","AT3G61640"
"1064","AT3G61860"
"1065","AT3G62420"
"1066","AT3G62580"
"1067","AT3G62600"
"1068","AT3G62680"
"1069","AT3G62830"
"1070","AT3G62980"
"1071","AT3G63080"
"1072","AT3G63130"
"1073","AT3G63210"
"1074","AT3G63250"
"1075","AT3G63310"
"1076","AT3G63400"
"1077","AT3G63460"
"1078","AT3G66654"
"1079","AT4G00080"
"1080","AT4G00355"
"1081","AT4G00430"
"1082","AT4G00560"
"1083","AT4G00585"
"1084","AT4G00660"
"1085","AT4G00710"
"1086","AT4G00820"
"1087","AT4G00830"
"1088","AT4G01000"
"1089","AT4G01320"
"1090","AT4G01370"
"1091","AT4G01480"
"1092","AT4G01700"
"1093","AT4G02050"
"1094","AT4G02500"
"1095","AT4G02510"
"1096","AT4G02725"
"1097","AT4G02840"
"1098","AT4G03210"
"1099","AT4G04470"
"1100","AT4G04620"
"1101","AT4G04745"
"1102","AT4G04800"
"1103","AT4G04910"
"1104","AT4G05070"
"1105","AT4G05150"
"1106","AT4G06744"
"1107","AT4G07390"
"1108","AT4G08290"
"1109","AT4G08390"
"1110","AT4G08460"
"1111","AT4G08950"
"1112","AT4G08980"
"1113","AT4G09160"
"1114","AT4G09830"
"1115","AT4G10100"
"1116","AT4G10320"
"1117","AT4G10380"
"1118","AT4G10840"
"1119","AT4G10920"
"1120","AT4G11220"
"1121","AT4G11240"
"1122","AT4G11260"
"1123","AT4G11360"
"1124","AT4G11380"
"1125","AT4G11650"
"1126","AT4G11820"
"1127","AT4G12080"
"1128","AT4G12340"
"1129","AT4G12545"
"1130","AT4G12730"
"1131","AT4G12880"
"1132","AT4G13660"
"1133","AT4G13720"
"1134","AT4G13780"
"1135","AT4G14010"
"1136","AT4G14120"
"1137","AT4G14410"
"1138","AT4G14615"
"1139","AT4G14710"
"1140","AT4G14900"
"1141","AT4G15760"
"1142","AT4G15770"
"1143","AT4G15780"
"1144","AT4G16370"
"1145","AT4G16380"
"1146","AT4G16695"
"1147","AT4G16760"
"1148","AT4G16830"
"1149","AT4G17030"
"1150","AT4G17100"
"1151","AT4G17190"
"1152","AT4G17215"
"1153","AT4G17270"
"1154","AT4G17460"
"1155","AT4G17500"
"1156","AT4G17510"
"1157","AT4G17640"
"1158","AT4G17790"
"1159","AT4G17800"
"1160","AT4G17870"
"1161","AT4G17890"
"1162","AT4G17900"
"1163","AT4G18030"
"1164","AT4G18040"
"1165","AT4G19006"
"1166","AT4G19030"
"1167","AT4G19840"
"1168","AT4G20210"
"1169","AT4G20362"
"1170","AT4G20380"
"1171","AT4G20980"
"1172","AT4G21450"
"1173","AT4G21570"
"1174","AT4G21580"
"1175","AT4G21600"
"1176","AT4G21660"
"1177","AT4G21810"
"1178","AT4G21990"
"1179","AT4G22000"
"1180","AT4G22010"
"1181","AT4G22235"
"1182","AT4G22300"
"1183","AT4G22380"
"1184","AT4G22750"
"1185","AT4G22810"
"1186","AT4G22820"
"1187","AT4G22930"
"1188","AT4G23010"
"1189","AT4G23590"
"1190","AT4G23710"
"1191","AT4G23750"
"1192","AT4G23760"
"1193","AT4G23800"
"1194","AT4G23885"
"1195","AT4G24160"
"1196","AT4G24275"
"1197","AT4G24280"
"1198","AT4G24310"
"1199","AT4G24330"
"1200","AT4G24340"
"1201","AT4G24570"
"1202","AT4G24620"
"1203","AT4G24690"
"1204","AT4G24830"
"1205","AT4G24990"
"1206","AT4G25030"
"1207","AT4G25170"
"1208","AT4G25210"
"1209","AT4G25340"
"1210","AT4G25550"
"1211","AT4G25670"
"1212","AT4G25680"
"1213","AT4G25900"
"1214","AT4G26080"
"1215","AT4G26240"
"1216","AT4G26410"
"1217","AT4G26480"
"1218","AT4G26540"
"1219","AT4G26570"
"1220","AT4G26650"
"1221","AT4G26670"
"1222","AT4G26870"
"1223","AT4G26970"
"1224","AT4G27230"
"1225","AT4G27270"
"1226","AT4G27640"
"1227","AT4G27760"
"1228","AT4G28040"
"1229","AT4G28240"
"1230","AT4G28270"
"1231","AT4G28300"
"1232","AT4G28360"
"1233","AT4G28770"
"1234","AT4G28880"
"1235","AT4G28910"
"1236","AT4G29130"
"1237","AT4G29160"
"1238","AT4G29260"
"1239","AT4G29270"
"1240","AT4G29330"
"1241","AT4G29430"
"1242","AT4G29510"
"1243","AT4G29810"
"1244","AT4G29840"
"1245","AT4G30260"
"1246","AT4G30280"
