"","X","WS_GC_c1.which.mclass....2...1."
"1538",1538,"AT2G35150"
"603",603,"AT1G34510"
"2435",2435,"AT3G61028"
"3756",3756,"AT5G53895"
"1271",1271,"AT2G09665"
"2684",2684,"AT4G11393"
"1139",1139,"AT2G05505"
"173",173,"AT1G06520"
"2043",2043,"AT3G19613"
"533",533,"AT1G28450"
"3159",3159,"AT5G04175"
"1169",1169,"AT2G07632"
"2849",2849,"AT4G23280"
"2199",2199,"AT3G43630"
"1304",1304,"AT2G13950"
"2441",2441,"AT3G61250"
"550",550,"AT1G30455"
"1148",1148,"AT2G05895"
"1897",1897,"AT3G08985"
"2562",2562,"AT4G05285"
"221",221,"AT1G07743"
"1423",1423,"AT2G25409"
"2271",2271,"AT3G47740"
"247",247,"AT1G08323"
"1016",1016,"AT1G76530"
"2604",2604,"AT4G07160"
"3224",3224,"AT5G07190"
"894",894,"AT1G65800"
"3124",3124,"AT5G02905"
"3009",3009,"AT4G36170"
"3805",3805,"AT5G57260"
"3216",3216,"AT5G06990"
"1124",1124,"AT2G04715"
"2452",2452,"AT3G61970"
"2094",2094,"AT3G23450"
"943",943,"AT1G68935"
"2460",2460,"AT3G62510"
"1207",1207,"AT2G08330"
"3714",3714,"AT5G50130"
"3685",3685,"AT5G47470"
"587",587,"AT1G33100"
"930",930,"AT1G67980"
"3461",3461,"AT5G25130"
"2258",2258,"AT3G47030"
"1770",1770,"AT3G03530"
"1011",1011,"AT1G76190"
"1680",1680,"AT2G47770"
"3892",3892,"AT5G65730"
"2603",2603,"AT4G07150"
"2454",2454,"AT3G62320"
"1847",1847,"AT3G07265"
"1063",1063,"AT1G80970"
"1991",1991,"AT3G14463"
"744",744,"AT1G54470"
"773",773,"AT1G56242"
"1975",1975,"AT3G13437"
"2513",2513,"AT4G02780"
"447",447,"AT1G20923"
"828",828,"AT1G61710"
"1645",1645,"AT2G44460"
"3091",3091,"AT5G01330"
"2814",2814,"AT4G20160"
"884",884,"AT1G65150"
"3848",3848,"AT5G61070"
"3882",3882,"AT5G64870"
"2882",2882,"AT4G25490"
"1850",1850,"AT3G07490"
"933",933,"AT1G68110"
"2921",2921,"AT4G28405"
"227",227,"AT1G07887"
"3560",3560,"AT5G39471"
"1870",1870,"AT3G08215"
"674",674,"AT1G49530"
"1579",1579,"AT2G38920"
"2203",2203,"AT3G43930"
"1797",1797,"AT3G04355"
"3102",3102,"AT5G02155"
"2795",2795,"AT4G18660"
"1804",1804,"AT3G04755"
"2469",2469,"AT3G63093"
"2022",2022,"AT3G17040"
"1739",1739,"AT3G02455"
"945",945,"AT1G69240"
"305",305,"AT1G09527"
"2531",2531,"AT4G03915"
"3704",3704,"AT5G49140"
"546",546,"AT1G29780"
"3323",3323,"AT5G12420"
"3785",3785,"AT5G55370"
"2546",2546,"AT4G04485"
"949",949,"AT1G69630"
"3815",3815,"AT5G58310"
"1020",1020,"AT1G77090"
"3741",3741,"AT5G52480"
"3550",3550,"AT5G39000"
"2261",2261,"AT3G47150"
"3606",3606,"AT5G43120"
"3219",3219,"AT5G07060"
"1307",1307,"AT2G14160"
"3325",3325,"AT5G13170"
"3430",3430,"AT5G22810"
"464",464,"AT1G22480"
"1161",1161,"AT2G07042"
"2539",2539,"AT4G04260"
"83",83,"AT1G04800"
"194",194,"AT1G07017"
"1028",1028,"AT1G77790"
"2545",2545,"AT4G04475"
"2242",2242,"AT3G46490"
"2739",2739,"AT4G14860"
"3477",3477,"AT5G26620"
"2702",2702,"AT4G12382"
"3734",3734,"AT5G51950"
"2233",2233,"AT3G45860"
"2570",2570,"AT4G05755"
"3551",3551,"AT5G39030"
"3684",3684,"AT5G47350"
"1521",1521,"AT2G33300"
"1982",1982,"AT3G13898"
"478",478,"AT1G23950"
"3011",3011,"AT4G36450"
"2710",2710,"AT4G12870"
"2257",2257,"AT3G46910"
"2160",2160,"AT3G27865"
"684",684,"AT1G50520"
"3841",3841,"AT5G60260"
"3349",3349,"AT5G15250"
"3515",3515,"AT5G37150"
"2384",2384,"AT3G57587"
"2613",2613,"AT4G07868"
"1514",1514,"AT2G32860"
"264",264,"AT1G08823"
"1284",1284,"AT2G09965"
"2010",2010,"AT3G16040"
"3728",3728,"AT5G51330"
"2495",2495,"AT4G01520"
"1765",1765,"AT3G03430"
"3563",3563,"AT5G39610"
"978",978,"AT1G73040"
"3869",3869,"AT5G63450"
"1276",1276,"AT2G09710"
"3032",3032,"AT4G37750"
"3772",3772,"AT5G54630"
"1109",1109,"AT2G04220"
"2039",2039,"AT3G18950"
"2098",2098,"AT3G23860"
"2404",2404,"AT3G59400"
"3691",3691,"AT5G48350"
"65",65,"AT1G04500"
"3495",3495,"AT5G28380"
"1242",1242,"AT2G09000"
"2426",2426,"AT3G60700"
"2096",2096,"AT3G23635"
"3506",3506,"AT5G36000"
"2828",2828,"AT4G21903"
"976",976,"AT1G72760"
"1693",1693,"AT3G01085"
"1101",1101,"AT2G03821"
"26",26,"AT1G03390"
"3613",3613,"AT5G43490"
"2492",2492,"AT4G01360"
"3239",3239,"AT5G07895"
"73",73,"AT1G04587"
"1743",1743,"AT3G02525"
"68",68,"AT1G04533"
"1153",1153,"AT2G06365"
"3952",3952,"ATMG01240"
"3591",3591,"AT5G41750"
"785",785,"AT1G58150"
"1598",1598,"AT2G40670"
"3287",3287,"AT5G09325"
"135",135,"AT1G05913"
"2458",2458,"AT3G62460"
"3056",3056,"AT4G39403"
"2363",2363,"AT3G55900"
"2859",2859,"AT4G23990"
"2956",2956,"AT4G31710"
"1401",1401,"AT2G23540"
"2664",2664,"AT4G09855"
"3792",3792,"AT5G56200"
"3210",3210,"AT5G06730"
"392",392,"AT1G15680"
"1262",1262,"AT2G09495"
"564",564,"AT1G31580"
"1072",1072,"AT2G01610"
"2507",2507,"AT4G02160"
"136",136,"AT1G05917"
"2762",2762,"AT4G16820"
"1678",1678,"AT2G47530"
"1778",1778,"AT3G03820"
"1949",1949,"AT3G11325"
"718",718,"AT1G52790"
"48",48,"AT1G04227"
"2889",2889,"AT4G26120"
"306",306,"AT1G09537"
"3951",3951,"ATMG01170"
"754",754,"AT1G55207"
"931",931,"AT1G68010"
"2302",2302,"AT3G50390"
"3474",3474,"AT5G26220"
"2181",2181,"AT3G29110"
"3385",3385,"AT5G18300"
"2974",2974,"AT4G33467"
"3341",3341,"AT5G14400"
"3007",3007,"AT4G36110"
"3037",3037,"AT4G37970"
"3846",3846,"AT5G60830"
"713",713,"AT1G52560"
"3776",3776,"AT5G54790"
"35",35,"AT1G04013"
"1919",1919,"AT3G09620"
"1258",1258,"AT2G09425"
"2274",2274,"AT3G47870"
"3594",3594,"AT5G41908"
"182",182,"AT1G06717"
"33",33,"AT1G03746"
"1794",1794,"AT3G04255"
"986",986,"AT1G73700"
"3448",3448,"AT5G24316"
"102",102,"AT1G05247"
"1237",1237,"AT2G08870"
"55",55,"AT1G04357"
"3318",3318,"AT5G12043"
"1535",1535,"AT2G34960"
"3391",3391,"AT5G18890"
"2863",2863,"AT4G24140"
"1486",1486,"AT2G30760"
"3246",3246,"AT5G08050"
"3576",3576,"AT5G40395"
"459",459,"AT1G22080"
"2288",2288,"AT3G49155"
"3655",3655,"AT5G45630"
"2761",2761,"AT4G16810"
"632",632,"AT1G45163"
"2421",2421,"AT3G60270"
"897",897,"AT1G66060"
"782",782,"AT1G57570"
"1047",1047,"AT1G79100"
"3620",3620,"AT5G43840"
"3334",3334,"AT5G13940"
"1822",1822,"AT3G05625"
"1658",1658,"AT2G45930"
"356",356,"AT1G12130"
"2866",2866,"AT4G24260"
"3466",3466,"AT5G25290"
"2951",2951,"AT4G31405"
"727",727,"AT1G53540"
"3352",3352,"AT5G15500"
"2672",2672,"AT4G10160"
"620",620,"AT1G42550"
"69",69,"AT1G04563"
"2400",2400,"AT3G59030"
"17",17,"AT1G02580"
"3414",3414,"AT5G21100"
"3057",3057,"AT4G39510"
"2937",2937,"AT4G29658"
"3043",3043,"AT4G38420"
"2394",2394,"AT3G58060"
"2093",2093,"AT3G23420"
"3049",3049,"AT4G38840"
"8",8,"AT1G01560"
"1323",1323,"AT2G16910"
"2968",2968,"AT4G33020"
"2360",2360,"AT3G55630"
"3836",3836,"AT5G60130"
"1924",1924,"AT3G09655"
"2449",2449,"AT3G61900"
"954",954,"AT1G70260"
"1298",1298,"AT2G12461"
"1068",1068,"AT2G01360"
"3289",3289,"AT5G09385"
"3876",3876,"AT5G64110"
"3332",3332,"AT5G13730"
"1180",1180,"AT2G07673"
"1682",1682,"AT2G47844"
"2572",2572,"AT4G05790"
"1687",1687,"AT2G48121"
"3368",3368,"AT5G17040"
"3858",3858,"AT5G62250"
"1114",1114,"AT2G04380"
"3463",3463,"AT5G25180"
"783",783,"AT1G57770"
"3782",3782,"AT5G55270"
"664",664,"AT1G48720"
"1472",1472,"AT2G29620"
"2745",2745,"AT4G15396"
"745",745,"AT1G54560"
"286",286,"AT1G09253"
"3484",3484,"AT5G27093"
"472",472,"AT1G23201"
"3269",3269,"AT5G08975"
"1883",1883,"AT3G08585"
"195",195,"AT1G07023"
"962",962,"AT1G70910"
"2234",2234,"AT3G45960"
"2123",2123,"AT3G25620"
"1341",1341,"AT2G18025"
"2972",2972,"AT4G33450"
"3092",3092,"AT5G01505"
"742",742,"AT1G54260"
"159",159,"AT1G06217"
