"","X","WS_GC_c1.which.mclass....5...1."
"5077",5077,"AT5G54800"
"2276",2276,"AT3G03340"
"1352",1352,"AT1G79590"
"770",770,"AT1G44900"
"1756",1756,"AT2G27050"
"2970",2970,"AT3G48710"
"576",576,"AT1G25520"
"1638",1638,"AT2G21195"
"4902",4902,"AT5G46570"
"5267",5267,"AT5G62740"
"2973",2973,"AT3G48780"
"3435",3435,"AT4G08685"
"2061",2061,"AT2G41740"
"4192",4192,"AT5G04910"
"4903",4903,"AT5G46620"
"895",895,"AT1G53840"
"5278",5278,"AT5G63110"
"1853",1853,"AT2G31750"
"1609",1609,"AT2G19880"
"3852",3852,"AT4G30500"
"3604",3604,"AT4G17890"
"3041",3041,"AT3G52400"
"4147",4147,"AT5G02850"
"3647",3647,"AT4G20360"
"1142",1142,"AT1G70280"
"5139",5139,"AT5G57410"
"3736",3736,"AT4G25320"
"3539",3539,"AT4G15010"
"864",864,"AT1G52340"
"3953",3953,"AT4G34290"
"4550",4550,"AT5G20200"
"4949",4949,"AT5G48440"
"5349",5349,"AT5G65683"
"5395",5395,"AT5G67130"
"3915",3915,"AT4G32890"
"4934",4934,"AT5G47820"
"1632",1632,"AT2G20940"
"3873",3873,"AT4G31310"
"113",113,"AT1G05520"
"5096",5096,"AT5G55480"
"3204",3204,"AT3G59500"
"750",750,"AT1G42480"
"1611",1611,"AT2G19950"
"927",927,"AT1G55510"
"2802",2802,"AT3G24660"
"1025",1025,"AT1G63290"
"3446",3446,"AT4G09160"
"5255",5255,"AT5G62350"
"3549",3549,"AT4G15550"
"4682",4682,"AT5G27600"
"460",460,"AT1G19310"
"1217",1217,"AT1G73180"
"2762",2762,"AT3G22970"
"4537",4537,"AT5G19740"
"631",631,"AT1G28310"
"3184",3184,"AT3G58470"
"1988",1988,"AT2G38620"
"2065",2065,"AT2G41945"
"5130",5130,"AT5G57100"
"988",988,"AT1G61040"
"2955",2955,"AT3G47910"
"3927",3927,"AT4G33130"
"4853",4853,"AT5G43900"
"3749",3749,"AT4G25970"
"348",348,"AT1G14170"
"4444",4444,"AT5G16270"
"5135",5135,"AT5G57330"
"2457",2457,"AT3G10640"
"299",299,"AT1G12240"
"3453",3453,"AT4G09730"
"3553",3553,"AT4G15800"
"195",195,"AT1G08350"
"3353",3353,"AT4G02090"
"1086",1086,"AT1G67340"
"3073",3073,"AT3G54085"
"2697",2697,"AT3G19590"
"2986",2986,"AT3G49560"
"4246",4246,"AT5G07030"
"3515",3515,"AT4G13830"
"5005",5005,"AT5G51060"
"1315",1315,"AT1G77840"
"4753",4753,"AT5G38720"
"66",66,"AT1G03780"
"2734",2734,"AT3G21220"
"506",506,"AT1G21830"
"2787",2787,"AT3G24240"
"686",686,"AT1G31780"
"4957",4957,"AT5G48655"
"656",656,"AT1G29790"
"4367",4367,"AT5G12980"
"1252",1252,"AT1G75200"
"3062",3062,"AT3G53210"
"360",360,"AT1G14710"
"3140",3140,"AT3G56720"
"2167",2167,"AT2G46290"
"2952",2952,"AT3G47800"
"4725",4725,"AT5G36210"
"1068",1068,"AT1G66250"
"3766",3766,"AT4G26620"
"610",610,"AT1G27320"
"3545",3545,"AT4G15410"
"3287",3287,"AT3G63010"
"3180",3180,"AT3G58140"
"2471",2471,"AT3G11230"
"1165",1165,"AT1G71350"
"3897",3897,"AT4G32270"
"996",996,"AT1G61740"
"244",244,"AT1G10140"
"4378",4378,"AT5G13260"
"600",600,"AT1G26940"
"3474",3474,"AT4G11120"
"191",191,"AT1G08210"
"1161",1161,"AT1G71200"
"2985",2985,"AT3G49500"
"3997",3997,"AT4G36195"
"43",43,"AT1G02816"
"3355",3355,"AT4G02150"
"3966",3966,"AT4G34840"
"257",257,"AT1G10530"
"3132",3132,"AT3G56220"
"2081",2081,"AT2G42790"
"5385",5385,"AT5G66690"
"4731",4731,"AT5G37070"
"4947",4947,"AT5G48380"
"69",69,"AT1G03910"
"1657",1657,"AT2G22430"
"3663",3663,"AT4G21580"
"3741",3741,"AT4G25670"
"3569",3569,"AT4G16430"
"1045",1045,"AT1G64390"
"3424",3424,"AT4G07410"
"2366",2366,"AT3G07170"
"3186",3186,"AT3G58510"
"839",839,"AT1G50380"
"2526",2526,"AT3G12980"
"2863",2863,"AT3G27530"
"3244",3244,"AT3G61200"
"4969",4969,"AT5G49480"
"3759",3759,"AT4G26430"
"699",699,"AT1G32410"
"3291",3291,"AT3G63240"
"1782",1782,"AT2G28080"
"5223",5223,"AT5G60850"
"1661",1661,"AT2G22490"
"2257",2257,"AT3G02850"
"1167",1167,"AT1G71410"
"4528",4528,"AT5G19370"
"4697",4697,"AT5G28900"
"2024",2024,"AT2G39970"
"3581",3581,"AT4G17040"
"251",251,"AT1G10390"
"3621",3621,"AT4G18880"
"314",314,"AT1G12850"
"2003",2003,"AT2G39260"
"879",879,"AT1G53280"
"820",820,"AT1G49032"
"5192",5192,"AT5G59380"
"743",743,"AT1G36160"
"4319",4319,"AT5G10920"
"3587",3587,"AT4G17150"
"4168",4168,"AT5G03970"
"1643",1643,"AT2G21410"
"5234",5234,"AT5G61220"
"4128",4128,"AT5G01970"
"150",150,"AT1G06670"
"2423",2423,"AT3G09600"
"1380",1380,"AT1G80670"
"2625",2625,"AT3G16570"
"2739",2739,"AT3G21430"
"1372",1372,"AT1G80420"
"522",522,"AT1G22500"
"288",288,"AT1G11780"
"2494",2494,"AT3G12130"
"1003",1003,"AT1G62020"
"5145",5145,"AT5G57630"
"3095",3095,"AT3G54590"
"3358",3358,"AT4G02350"
"5307",5307,"AT5G63940"
"338",338,"AT1G13690"
"654",654,"AT1G29640"
"2108",2108,"AT2G44310"
"1942",1942,"AT2G36390"
"3142",3142,"AT3G56750"
"4698",4698,"AT5G30490"
"3243",3243,"AT3G61180"
"408",408,"AT1G16900"
"490",490,"AT1G20920"
"3614",3614,"AT4G18593"
"2700",2700,"AT3G19720"
"1401",1401,"AT2G01260"
"2072",2072,"AT2G42230"
"303",303,"AT1G12500"
"2643",2643,"AT3G17365"
"3149",3149,"AT3G56990"
"1533",1533,"AT2G16640"
"2432",2432,"AT3G09890"
"4786",4786,"AT5G40830"
"1933",1933,"AT2G36070"
"2117",2117,"AT2G44510"
"3507",3507,"AT4G13360"
"4242",4242,"AT5G06800"
"5122",5122,"AT5G56660"
"4924",4924,"AT5G47500"
"663",663,"AT1G30080"
"2287",2287,"AT3G03780"
"147",147,"AT1G06570"
"2119",2119,"AT2G44525"
"1295",1295,"AT1G76900"
"2006",2006,"AT2G39410"
"5370",5370,"AT5G66120"
"2486",2486,"AT3G11810"
"3321",3321,"AT4G00930"
"1144",1144,"AT1G70330"
"3294",3294,"AT3G63400"
"1578",1578,"AT2G18510"
"1995",1995,"AT2G38880"
"2099",2099,"AT2G43940"
"2360",2360,"AT3G06960"
"1716",1716,"AT2G25790"
"2223",2223,"AT3G01380"
"1672",1672,"AT2G22900"
"3818",3818,"AT4G28820"
"4261",4261,"AT5G08260"
"2490",2490,"AT3G12020"
"2606",2606,"AT3G15610"
"2876",2876,"AT3G28940"
"1608",1608,"AT2G19810"
"2019",2019,"AT2G39800"
"1519",1519,"AT2G15830"
"842",842,"AT1G50480"
"5240",5240,"AT5G61500"
"3448",3448,"AT4G09550"
"4240",4240,"AT5G06750"
"2310",2310,"AT3G04720"
"2240",2240,"AT3G02242"
"2450",2450,"AT3G10340"
"5301",5301,"AT5G63870"
"2553",2553,"AT3G13750"
"1388",1388,"AT1G80950"
"1359",1359,"AT1G79920"
"4307",4307,"AT5G10460"
"2301",2301,"AT3G04520"
"2027",2027,"AT2G40110"
"4843",4843,"AT5G43540"
"3050",3050,"AT3G52660"
"5388",5388,"AT5G66770"
"2904",2904,"AT3G43240"
"2996",2996,"AT3G50520"
"4020",4020,"AT4G36990"
"1203",1203,"AT1G72630"
"826",826,"AT1G49580"
"5404",5404,"AT5G67630"
"3179",3179,"AT3G58130"
"2557",2557,"AT3G13990"
"90",90,"AT1G04860"
"2245",2245,"AT3G02350"
"2229",2229,"AT3G01780"
"3402",3402,"AT4G04870"
"1634",1634,"AT2G21150"
"148",148,"AT1G06620"
"2327",2327,"AT3G05230"
"4418",4418,"AT5G14720"
"4845",4845,"AT5G43600"
"3690",3690,"AT4G23270"
"689",689,"AT1G31940"
"4989",4989,"AT5G50175"
"572",572,"AT1G25380"
"258",258,"AT1G10580"
"1570",1570,"AT2G18050"
"4515",4515,"AT5G19010"
"5261",5261,"AT5G62540"
"3757",3757,"AT4G26310"
"2756",2756,"AT3G22520"
"215",215,"AT1G08803"
"1441",1441,"AT2G03350"
"1787",1787,"AT2G28370"
"5366",5366,"AT5G66050"
"2452",2452,"AT3G10480"
"3659",3659,"AT4G21340"
"2740",2740,"AT3G21465"
"240",240,"AT1G09970"
"4778",4778,"AT5G40590"
"535",535,"AT1G22920"
"2621",2621,"AT3G16270"
"346",346,"AT1G14060"
"3372",3372,"AT4G02740"
"1505",1505,"AT2G14750"
"3401",3401,"AT4G04860"
"2964",2964,"AT3G48330"
"546",546,"AT1G23310"
"5238",5238,"AT5G61440"
"1732",1732,"AT2G26360"
"339",339,"AT1G13810"
"813",813,"AT1G48635"
"3359",3359,"AT4G02400"
"3597",3597,"AT4G17500"
"856",856,"AT1G51630"
"1641",1641,"AT2G21300"
"2059",2059,"AT2G41710"
"3571",3571,"AT4G16447"
"4469",4469,"AT5G17060"
"2825",2825,"AT3G26090"
"4670",4670,"AT5G27150"
"547",547,"AT1G23480"
"1000",1000,"AT1G61820"
"5421",5421,"ATMG00560"
"2246",2246,"AT3G02420"
"3171",3171,"AT3G57890"
"4091",4091,"AT4G39640"
"970",970,"AT1G59900"
"4303",4303,"AT5G10210"
"250",250,"AT1G10380"
"3316",3316,"AT4G00660"
"1339",1339,"AT1G79070"
"2601",2601,"AT3G15395"
"2285",2285,"AT3G03740"
"132",132,"AT1G06060"
"1405",1405,"AT2G01540"
"4503",4503,"AT5G18540"
"2357",2357,"AT3G06860"
"4539",4539,"AT5G19900"
"4337",4337,"AT5G11810"
"1430",1430,"AT2G02710"
"2507",2507,"AT3G12400"
"4432",4432,"AT5G15580"
"1746",1746,"AT2G26700"
"4043",4043,"AT4G37650"
