"","X","WS_GC_c1.which.mclass....1...1."
"3785",3785,"AT5G43820"
"1651",1651,"AT2G35300"
"715",715,"AT1G52220"
"4108",4108,"AT5G66335"
"3556",3556,"AT5G18470"
"3767",3767,"AT5G42780"
"1517",1517,"AT2G26330"
"1621",1621,"AT2G33855"
"205",205,"AT1G08087"
"1791",1791,"AT2G43870"
"633",633,"AT1G43040"
"345",345,"AT1G14260"
"3510",3510,"AT5G15537"
"2269",2269,"AT3G24630"
"1099",1099,"AT1G74420"
"1784",1784,"AT2G43530"
"4192",4192,"ATMG01380"
"1670",1670,"AT2G36000"
"1365",1365,"AT2G14095"
"3696",3696,"AT5G37980"
"142",142,"AT1G06080"
"263",263,"AT1G09833"
"1186",1186,"AT1G79900"
"244",244,"AT1G09480"
"293",293,"AT1G11180"
"1209",1209,"AT2G01740"
"697",697,"AT1G51220"
"1901",1901,"AT3G03125"
"1065",1065,"AT1G72645"
"959",959,"AT1G67000"
"4187",4187,"ATMG01275"
"1133",1133,"AT1G76100"
"2144",2144,"AT3G16280"
"1339",1339,"AT2G09325"
"401",401,"AT1G17232"
"194",194,"AT1G07813"
"1124",1124,"AT1G75600"
"3801",3801,"AT5G44700"
"3654",3654,"AT5G26080"
"1920",1920,"AT3G04060"
"1780",1780,"AT2G42980"
"2740",2740,"AT4G05525"
"1109",1109,"AT1G74850"
"1308",1308,"AT2G07825"
"1589",1589,"AT2G31990"
"2163",2163,"AT3G17717"
"2909",2909,"AT4G16233"
"2607",2607,"AT3G60580"
"2803",2803,"AT4G10020"
"3683",3683,"AT5G35960"
"3701",3701,"AT5G38300"
"350",350,"AT1G14490"
"3678",3678,"AT5G28530"
"2655",2655,"AT3G63360"
"3805",3805,"AT5G44870"
"2541",2541,"AT3G55970"
"2117",2117,"AT3G14460"
"1802",1802,"AT2G44690"
"534",534,"AT1G27890"
"990",990,"AT1G68540"
"3149",3149,"AT4G32800"
"285",285,"AT1G10790"
"3879",3879,"AT5G49170"
"1057",1057,"AT1G72120"
"726",726,"AT1G52510"
"1337",1337,"AT2G09200"
"2838",2838,"AT4G12740"
"1366",1366,"AT2G14290"
"1117",1117,"AT1G75125"
"2317",2317,"AT3G28030"
"2644",2644,"AT3G62540"
"748",748,"AT1G53340"
"777",777,"AT1G55280"
"2727",2727,"AT4G04515"
"1617",1617,"AT2G33260"
"1013",1013,"AT1G69480"
"3950",3950,"AT5G54770"
"4127",4127,"AT5G67310"
"3367",3367,"AT5G05365"
"661",661,"AT1G48690"
"2707",2707,"AT4G03440"
"3756",3756,"AT5G42040"
"3270",3270,"AT5G01175"
"3981",3981,"AT5G57390"
"365",365,"AT1G15165"
"455",455,"AT1G21230"
"1970",1970,"AT3G06370"
"4182",4182,"ATMG01100"
"1919",1919,"AT3G04040"
"2761",2761,"AT4G06985"
"1506",1506,"AT2G25090"
"2810",2810,"AT4G10895"
"1922",1922,"AT3G04110"
"2580",2580,"AT3G58780"
"1208",1208,"AT2G01730"
"4091",4091,"AT5G65080"
"2311",2311,"AT3G27540"
"3558",3558,"AT5G18570"
"1876",1876,"AT3G01795"
"2278",2278,"AT3G25590"
"3085",3085,"AT4G27390"
"468",468,"AT1G22220"
"3233",3233,"AT4G38070"
"2281",2281,"AT3G25855"
"3776",3776,"AT5G43450"
"1727",1727,"AT2G39950"
"233",233,"AT1G09220"
"3345",3345,"AT5G04000"
"1665",1665,"AT2G35820"
"3159",3159,"AT4G33590"
"2800",2800,"AT4G09920"
"126",126,"AT1G05557"
"3218",3218,"AT4G37370"
"1145",1145,"AT1G76820"
"2247",2247,"AT3G23110"
"2448",2448,"AT3G49370"
"3343",3343,"AT5G03885"
"339",339,"AT1G13780"
"3524",3524,"AT5G16340"
"197",197,"AT1G07902"
"2454",2454,"AT3G49760"
"3362",3362,"AT5G04960"
"3866",3866,"AT5G48390"
"1832",1832,"AT2G46790"
"2812",2812,"AT4G10950"
"826",826,"AT1G60160"
"420",420,"AT1G18420"
"1491",1491,"AT2G23960"
"1837",1837,"AT2G47220"
"4036",4036,"AT5G61412"
"1469",1469,"AT2G22510"
"2769",2769,"AT4G07400"
"319",319,"AT1G12370"
"979",979,"AT1G68170"
"2237",2237,"AT3G22690"
"924",924,"AT1G64625"
"3934",3934,"AT5G53150"
"3501",3501,"AT5G14760"
"2643",2643,"AT3G62500"
"3606",3606,"AT5G22796"
"1048",1048,"AT1G71480"
"3949",3949,"AT5G54570"
"3723",3723,"AT5G39720"
"817",817,"AT1G59780"
"1342",1342,"AT2G09420"
"3931",3931,"AT5G52930"
"533",533,"AT1G27720"
"3721",3721,"AT5G39680"
"3561",3561,"AT5G18710"
"3219",3219,"AT4G37483"
"2446",2446,"AT3G49120"
"2843",2843,"AT4G13280"
"3507",3507,"AT5G15410"
"2034",2034,"AT3G09120"
"361",361,"AT1G14790"
"2985",2985,"AT4G21210"
"1356",1356,"AT2G11225"
"462",462,"AT1G21695"
"1336",1336,"AT2G09190"
"1512",1512,"AT2G25530"
"326",326,"AT1G13143"
"2954",2954,"AT4G19090"
"394",394,"AT1G16905"
"3956",3956,"AT5G55490"
"2259",2259,"AT3G23840"
"4147",4147,"ATCG00840"
"1249",1249,"AT2G04050"
"621",621,"AT1G35625"
"3821",3821,"AT5G45740"
"953",953,"AT1G66780"
"2962",2962,"AT4G19510"
"1189",1189,"AT1G80080"
"3177",3177,"AT4G34881"
"308",308,"AT1G11730"
"1423",1423,"AT2G19400"
"3542",3542,"AT5G17580"
"3471",3471,"AT5G12380"
"3775",3775,"AT5G43440"
"901",901,"AT1G63670"
"2701",2701,"AT4G03175"
"2904",2904,"AT4G15810"
"3990",3990,"AT5G57800"
"2244",2244,"AT3G22940"
"3676",3676,"AT5G28400"
"4144",4144,"ATCG00630"
"2576",2576,"AT3G58370"
"2260",2260,"AT3G24065"
"1777",1777,"AT2G42860"
"1536",1536,"AT2G27650"
"37",37,"AT1G02705"
"1782",1782,"AT2G43310"
"3569",3569,"AT5G19060"
"2052",2052,"AT3G09790"
"58",58,"AT1G03990"
"942",942,"AT1G66020"
"3419",3419,"AT5G08835"
"4057",4057,"AT5G62940"
"2423",2423,"AT3G47710"
"1136",1136,"AT1G76430"
"1850",1850,"AT2G48150"
"1954",1954,"AT3G05345"
"1471",1471,"AT2G22790"
"4068",4068,"AT5G64040"
"3059",3059,"AT4G25820"
"3390",3390,"AT5G06720"
"714",714,"AT1G52130"
"3512",3512,"AT5G15720"
"3911",3911,"AT5G51870"
"4024",4024,"AT5G60142"
"123",123,"AT1G05453"
"43",43,"AT1G03240"
"864",864,"AT1G62400"
"2212",2212,"AT3G20900"
"1609",1609,"AT2G32890"
"2510",2510,"AT3G53720"
"222",222,"AT1G08723"
"2351",2351,"AT3G33528"
"2603",2603,"AT3G60290"
"2866",2866,"AT4G14090"
"1004",1004,"AT1G68945"
"3602",3602,"AT5G22560"
"1822",1822,"AT2G46250"
"1575",1575,"AT2G31141"
"608",608,"AT1G34315"
"478",478,"AT1G22810"
"3946",3946,"AT5G54470"
"3211",3211,"AT4G36950"
"3384",3384,"AT5G06540"
"993",993,"AT1G68585"
"531",531,"AT1G27610"
"563",563,"AT1G30040"
"267",267,"AT1G09897"
"3370",3370,"AT5G05635"
"1401",1401,"AT2G17940"
"3383",3383,"AT5G06510"
"2886",2886,"AT4G15150"
"3400",3400,"AT5G07285"
"1296",1296,"AT2G07721"
"1522",1522,"AT2G26520"
"1386",1386,"AT2G16575"
"1605",1605,"AT2G32795"
"2906",2906,"AT4G16130"
"1559",1559,"AT2G29600"
"438",438,"AT1G19940"
"1200",1200,"AT2G01300"
"2233",2233,"AT3G22450"
"304",304,"AT1G11500"
"1686",1686,"AT2G37000"
"874",874,"AT1G62780"
"3650",3650,"AT5G25930"
"764",764,"AT1G54050"
"2158",2158,"AT3G17655"
"148",148,"AT1G06213"
"2289",2289,"AT3G26130"
"3223",3223,"AT4G37690"
"3458",3458,"AT5G10970"
"1530",1530,"AT2G27313"
"1973",1973,"AT3G06470"
"3381",3381,"AT5G06400"
"946",946,"AT1G66420"
"3253",3253,"AT4G39700"
"4138",4138,"ATCG00300"
"2508",2508,"AT3G53600"
"2706",2706,"AT4G03295"
"3377",3377,"AT5G06165"
"3200",3200,"AT4G36240"
"4080",4080,"AT5G64700"
"3485",3485,"AT5G13700"
"1964",1964,"AT3G05820"
"4064",4064,"AT5G63630"
"2484",2484,"AT3G51490"
"1063",1063,"AT1G72540"
"4110",4110,"AT5G66480"
"931",931,"AT1G65120"
"902",902,"AT1G63730"
"4137",4137,"ATCG00270"
"2202",2202,"AT3G20460"
"647",647,"AT1G47510"
"2728",2728,"AT4G04565"
"70",70,"AT1G04220"
"1637",1637,"AT2G34510"
"3260",3260,"AT5G00780"
"2123",2123,"AT3G15130"
"6",6,"AT1G01340"
"3160",3160,"AT4G33660"
"63",63,"AT1G04067"
"2939",2939,"AT4G18197"
"925",925,"AT1G64670"
"3088",3088,"AT4G27510"
"1565",1565,"AT2G30380"
"2241",2241,"AT3G22840"
"3577",3577,"AT5G19600"
"3474",3474,"AT5G12960"
"3389",3389,"AT5G06695"
"3089",3089,"AT4G27520"
"2142",2142,"AT3G16140"
"2518",2518,"AT3G54390"
"2698",2698,"AT4G02770"
"3285",3285,"AT5G01555"
"2099",2099,"AT3G13210"
"2253",2253,"AT3G23360"
"1456",1456,"AT2G21710"
