Regulator	Symbol	CO	PD	PWM_num	PWM_source	PWM_name	rank	p-value	q-value	#hits	hits	PDtargets
AT2G28340	GATA13	0	na	PWM1548	CisBP	M0680_1.01	47	0.00014345459395634727	0.006768791762203438	59	AT1G01550,AT1G02840,AT1G03900,AT1G06040,AT1G07790,AT1G11840,AT1G21190,AT1G27130,AT1G30510,AT1G35580,AT1G54270,AT1G74690,AT1G74920,AT1G80920,AT2G04780,AT2G18160,AT2G18960,AT2G20990,AT2G21600,AT2G25490,AT2G26300,AT2G31083,AT2G34690,AT3G02180,AT3G05530,AT3G10985,AT3G11130,AT3G16240,AT3G17100,AT3G23000,AT3G23820,AT3G28860,AT3G48530,AT4G12420,AT4G17530,AT4G20870,AT4G23710,AT4G24520,AT4G27000,AT4G34490,AT4G38510,AT5G13420,AT5G19520,AT5G19990,AT5G27670,AT5G28540,AT5G38470,AT5G39320,AT5G42020,AT5G42080,AT5G42190,AT5G43970,AT5G48870,AT5G49720,AT5G58290,AT5G59890,AT5G60340,AT5G60920,AT5G63660	na
AT1G06180	ATMYB13	0	0	PWM3236	DAP-seq	MYB13_col	48	0.00014345459395634727	0.006768791762203438	59	AT1G03900,AT1G08650,AT1G13590,AT1G15950,AT1G20850,AT1G23820,AT1G30360,AT1G35580,AT1G47200,AT1G50370,AT1G53320,AT1G53850,AT1G54080,AT1G68000,AT1G74500,AT1G74690,AT1G77440,AT2G18160,AT2G21600,AT2G27960,AT2G31083,AT2G32720,AT2G34690,AT2G39570,AT2G40890,AT2G45430,AT2G46800,AT3G04730,AT3G20060,AT3G20770,AT3G23000,AT3G28860,AT3G49870,AT3G59970,AT3G61440,AT4G03520,AT4G13430,AT4G20850,AT4G20870,AT4G24220,AT4G27000,AT4G27320,AT4G35630,AT4G35830,AT4G37870,AT5G07470,AT5G11670,AT5G13420,AT5G19690,AT5G26880,AT5G28640,AT5G40370,AT5G42080,AT5G45130,AT5G50375,AT5G53250,AT5G54810,AT5G66760,ATMG00580	
AT2G03500	At2g03500	2	na	PWM906	CisBP	M1265_1.01	49	0.00014345459395634727	0.006768791762203438	59	AT1G02840,AT1G03900,AT1G07420,AT1G08650,AT1G14620,AT1G14900,AT1G26110,AT1G47200,AT1G49480,AT1G53320,AT1G54000,AT1G54690,AT1G79340,AT2G04630,AT2G17380,AT2G20990,AT2G34690,AT2G39570,AT3G01470,AT3G02580,AT3G10985,AT3G46440,AT3G46900,AT3G47833,AT3G48530,AT3G49870,AT3G50500,AT3G59970,AT4G03520,AT4G17870,AT4G20850,AT4G21790,AT4G22670,AT4G23400,AT4G26570,AT4G35630,AT4G35830,AT5G02770,AT5G11670,AT5G13740,AT5G19520,AT5G23290,AT5G23860,AT5G28540,AT5G37510,AT5G38470,AT5G39320,AT5G42020,AT5G45010,AT5G45550,AT5G46250,AT5G49720,AT5G53250,AT5G56950,AT5G59090,AT5G59890,AT5G60360,AT5G67260,AT5G67360	na
AT3G16870	GATA17	0	0	PWM1212	CisBP	M0682_1.01	50	0.00025961225972694735	0.009309695633808332	58	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G35635,AT2G38810,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	
AT5G26930	GATA23	18	0	PWM1215	CisBP	M0682_1.01	51	0.00025961225972694735	0.009309695633808332	58	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G35635,AT2G38810,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	
AT4G29940	PRHA	0	na	PWM255	AGRIS		52	0.00025961225972694735	0.009309695633808332	58	AT1G01550,AT1G01720,AT1G02130,AT1G02840,AT1G03860,AT1G03900,AT1G04250,AT1G04870,AT1G06040,AT1G06390,AT1G07420,AT1G07790,AT1G08650,AT1G08880,AT1G10030,AT1G11475,AT1G11650,AT1G11840,AT1G12910,AT1G13280,AT1G13560,AT1G13590,AT1G14620,AT1G14870,AT1G14900,AT1G15500,AT1G15950,AT1G16240,AT1G16470,AT1G16610,AT1G17170,AT1G20200,AT1G20260,AT1G20850,AT1G21190,AT1G23400,AT1G23820,AT1G24180,AT1G24880,AT1G26110,AT1G26670,AT1G69600,AT2G01490,AT2G04630,AT2G18160,AT2G44100,AT2G45430,AT3G09300,AT3G49870,AT3G56190,AT4G23100,AT4G27000,AT4G37910,AT5G19690,AT5G40370,AT5G56950,AT5G57490,AT5G67360	na
AT4G29940	PRHA	0	na	PWM256	AGRIS		53	0.00025961225972694735	0.009309695633808332	58	AT1G01550,AT1G01720,AT1G02130,AT1G02840,AT1G03860,AT1G03900,AT1G04250,AT1G04870,AT1G06040,AT1G06390,AT1G07420,AT1G07790,AT1G08650,AT1G08880,AT1G10030,AT1G11475,AT1G11650,AT1G11840,AT1G12910,AT1G13280,AT1G13560,AT1G13590,AT1G14620,AT1G14870,AT1G14900,AT1G15500,AT1G15950,AT1G16240,AT1G16470,AT1G16610,AT1G17170,AT1G20200,AT1G20260,AT1G20850,AT1G21190,AT1G23400,AT1G23820,AT1G24180,AT1G24880,AT1G26110,AT1G26670,AT1G69600,AT2G01490,AT2G04630,AT2G18160,AT2G44100,AT2G45430,AT3G09300,AT3G49870,AT3G56190,AT4G23100,AT4G27000,AT4G37910,AT5G19690,AT5G40370,AT5G56950,AT5G57490,AT5G67360	na
AT2G01930	ATBPC1	1	0	PWM2870	DAP-seq	BPC1_col	54	0.00025961225972694735	0.009309695633808332	58	AT1G06390,AT1G07420,AT1G13560,AT1G15500,AT1G16470,AT1G24880,AT1G26110,AT1G30120,AT1G30510,AT1G50370,AT1G54080,AT1G61250,AT1G74500,AT1G78870,AT2G18960,AT2G26300,AT2G30980,AT2G34690,AT2G41530,AT2G44100,AT3G12630,AT3G15000,AT3G17300,AT3G20060,AT3G27360,AT3G28860,AT3G49940,AT3G54110,AT3G54920,AT3G58680,AT4G03190,AT4G04830,AT4G13430,AT4G17530,AT4G17640,AT4G20870,AT4G21150,AT4G21790,AT4G21830,AT4G22670,AT4G23850,AT4G24520,AT4G27000,AT4G27230,AT4G27320,AT4G35490,AT4G35890,AT5G04430,AT5G08040,AT5G11670,AT5G23860,AT5G28640,AT5G42080,AT5G45130,AT5G45550,AT5G56950,AT5G67260,ATMG00580	
AT4G38170	FRS9	0	na	PWM3437	DAP-seq	FRS9_col	55	0.00025961225972694735	0.009309695633808332	58	AT1G06390,AT1G07420,AT1G11475,AT1G13560,AT1G15500,AT1G16470,AT1G23820,AT1G24880,AT1G26110,AT1G26670,AT1G30510,AT1G50370,AT1G54080,AT1G61250,AT1G72750,AT1G74690,AT2G18960,AT2G26300,AT2G30980,AT2G34690,AT2G44100,AT3G02180,AT3G04730,AT3G12630,AT3G15000,AT3G20060,AT3G28860,AT3G49870,AT3G49940,AT3G54110,AT3G54920,AT3G58680,AT4G02570,AT4G03190,AT4G17640,AT4G20870,AT4G21150,AT4G21790,AT4G21830,AT4G22670,AT4G23850,AT4G24520,AT4G27000,AT4G27230,AT4G27320,AT4G34490,AT4G35490,AT4G35890,AT5G04430,AT5G08040,AT5G11670,AT5G23860,AT5G28640,AT5G45130,AT5G45550,AT5G56950,AT5G67260,ATMG00580	na
AT3G06740	GATA15	0	0	PWM1211	CisBP	M0682_1.01	56	0.00046035523935799547	0.014739588288730105	57	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G35635,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	
AT3G06740	GATA15	0	0	PWM2613	JASPAR	MA1016.1	62	0.00046035523935799547	0.014739588288730105	57	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G38810,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	
AT4G16141	AT4G16141	0	na	PWM1213	CisBP	M0682_1.01	57	0.00046035523935799547	0.014739588288730105	57	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G35635,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	na
AT4G26150	CGA1	1	na	PWM1214	CisBP	M0682_1.01	58	0.00046035523935799547	0.014739588288730105	57	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G35635,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	na
AT5G49300	GATA16	1	0	PWM1216	CisBP	M0682_1.01	59	0.00046035523935799547	0.014739588288730105	57	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G35635,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	
AT5G56860	GATA21	2	na	PWM1217	CisBP	M0682_1.01	60	0.00046035523935799547	0.014739588288730105	57	AT1G02840,AT1G03860,AT1G03900,AT1G08880,AT1G11840,AT1G12910,AT1G24180,AT1G26110,AT1G31970,AT1G35580,AT1G43890,AT1G50430,AT1G58380,AT1G79340,AT1G80920,AT2G17380,AT2G21060,AT2G25490,AT2G27860,AT2G30410,AT2G35635,AT3G02180,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G17100,AT3G20770,AT3G28860,AT3G46440,AT3G50500,AT3G54110,AT3G59970,AT4G04830,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G26570,AT4G27320,AT5G07470,AT5G08040,AT5G19520,AT5G19690,AT5G20570,AT5G28540,AT5G39320,AT5G42020,AT5G42080,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G59090,AT5G60360,AT5G60920,AT5G66760	na
AT3G60390	HAT3	0	na	PWM1533	CisBP	M0764_1.01	61	0.00046035523935799547	0.014739588288730105	57	AT1G03900,AT1G06040,AT1G06390,AT1G11475,AT1G13280,AT1G14620,AT1G14870,AT1G15500,AT1G23820,AT1G24180,AT1G26670,AT1G30510,AT1G47200,AT1G50370,AT1G53320,AT1G65960,AT1G78870,AT1G80920,AT2G17380,AT2G30980,AT2G38810,AT2G43810,AT2G46800,AT3G02180,AT3G05530,AT3G17300,AT3G20060,AT3G27360,AT3G27380,AT3G59970,AT3G61440,AT4G17530,AT4G19210,AT4G21150,AT4G23100,AT4G23400,AT4G23710,AT5G02770,AT5G07470,AT5G10540,AT5G11670,AT5G13740,AT5G18110,AT5G20570,AT5G23290,AT5G24400,AT5G28540,AT5G35620,AT5G37510,AT5G40370,AT5G42020,AT5G45130,AT5G45550,AT5G50375,AT5G54160,AT5G60920,AT5G66760	na
AT1G01250	AT1G01250	3	na	PWM2735	DAP-seq	AT1G01250_col	63	0.00046035523935799547	0.014739588288730105	57	AT1G04870,AT1G07420,AT1G11840,AT1G13590,AT1G15950,AT1G20200,AT1G20850,AT1G26110,AT1G27650,AT1G35580,AT1G50430,AT1G63000,AT1G70410,AT1G70710,AT1G74690,AT1G77440,AT2G21060,AT2G26300,AT2G27860,AT2G31083,AT2G36060,AT2G45170,AT2G46800,AT2G47510,AT3G10985,AT3G11660,AT3G14310,AT3G49870,AT3G49940,AT3G54110,AT3G56980,AT4G12420,AT4G17530,AT4G19210,AT4G20870,AT4G21150,AT4G23100,AT4G26570,AT4G27320,AT4G28410,AT4G33580,AT4G35490,AT4G35890,AT5G19990,AT5G25460,AT5G28640,AT5G35620,AT5G38470,AT5G39320,AT5G40370,AT5G42020,AT5G45550,AT5G46250,AT5G49720,AT5G60920,AT5G63660,AT5G66760	na
AT2G23340	DEAR3	4	0	PWM2796	DAP-seq	DEAR3_col	64	0.00046035523935799547	0.014739588288730105	57	AT1G04250,AT1G04870,AT1G07420,AT1G13590,AT1G16610,AT1G20850,AT1G26110,AT1G27650,AT1G35580,AT1G50430,AT1G63000,AT1G65960,AT1G70410,AT1G70710,AT1G77440,AT2G30980,AT2G31083,AT2G36060,AT2G45170,AT2G46800,AT2G47510,AT3G04730,AT3G10985,AT3G11660,AT3G20770,AT3G49870,AT3G49940,AT3G54110,AT3G56980,AT3G60750,AT4G12420,AT4G17530,AT4G19210,AT4G19640,AT4G21830,AT4G23100,AT4G26570,AT4G27320,AT4G28410,AT4G33580,AT4G35490,AT5G19520,AT5G19990,AT5G24400,AT5G28640,AT5G35620,AT5G38470,AT5G39320,AT5G40370,AT5G42020,AT5G46250,AT5G49720,AT5G54160,AT5G54810,AT5G60920,AT5G63660,AT5G66760	
AT4G06746	DEAR5	2	na	PWM2798	DAP-seq	DEAR5_col	65	0.00046035523935799547	0.014739588288730105	57	AT1G04870,AT1G07420,AT1G11840,AT1G13590,AT1G20850,AT1G27650,AT1G35580,AT1G50430,AT1G63000,AT1G65960,AT1G70410,AT1G70710,AT1G77440,AT2G04630,AT2G25060,AT2G31083,AT2G36060,AT2G45170,AT2G46800,AT2G47510,AT3G04730,AT3G10985,AT3G11660,AT3G15660,AT3G20770,AT3G49870,AT3G49940,AT3G54110,AT3G56980,AT3G60750,AT4G12420,AT4G17530,AT4G19640,AT4G21830,AT4G23100,AT4G26570,AT4G27320,AT4G28410,AT4G33580,AT4G35490,AT5G08040,AT5G19520,AT5G19990,AT5G24400,AT5G28640,AT5G35620,AT5G38470,AT5G39320,AT5G40370,AT5G42020,AT5G46250,AT5G49720,AT5G54160,AT5G54810,AT5G60920,AT5G63660,AT5G66760	na
AT1G13300	HRS1	22	na	PWM1205	CisBP	M1217_1.01	66	0.0007997355448833004	0.02172614896932966	56	AT1G02840,AT1G07420,AT1G08650,AT1G10030,AT1G11475,AT1G14900,AT1G26110,AT1G26670,AT1G47200,AT1G54000,AT1G54270,AT1G54690,AT1G63000,AT1G65960,AT1G74500,AT1G78660,AT1G79340,AT2G17440,AT2G18960,AT2G21600,AT2G30410,AT2G39570,AT2G46800,AT3G10850,AT3G49870,AT3G50500,AT3G54110,AT4G03190,AT4G17640,AT4G23400,AT4G26570,AT4G27320,AT4G33580,AT4G35490,AT4G35630,AT4G35830,AT4G37870,AT5G02770,AT5G11200,AT5G13740,AT5G23290,AT5G38470,AT5G39320,AT5G42890,AT5G45010,AT5G45550,AT5G46290,AT5G50375,AT5G53250,AT5G56950,AT5G57490,AT5G59090,AT5G59890,AT5G60340,AT5G67260,ATMG00580	na
AT4G38910	ATBPC5	1	na	PWM2872	DAP-seq	BPC5_col	67	0.0007997355448833004	0.02172614896932966	56	AT1G01550,AT1G01720,AT1G02130,AT1G02840,AT1G03860,AT1G03900,AT1G04250,AT1G04870,AT1G06040,AT1G06390,AT1G07420,AT1G07790,AT1G08650,AT1G08880,AT1G10030,AT1G11475,AT1G11650,AT1G11840,AT1G12910,AT1G13280,AT1G13560,AT1G13590,AT1G14620,AT1G14870,AT1G14900,AT1G15500,AT1G15950,AT1G16240,AT1G16470,AT1G16610,AT1G17170,AT1G20200,AT1G20260,AT1G20850,AT1G21190,AT1G26110,AT1G30120,AT1G50370,AT1G61250,AT2G18960,AT2G30980,AT2G41530,AT3G12630,AT3G15000,AT3G20060,AT3G28860,AT3G49940,AT3G54920,AT4G17640,AT4G23850,AT4G24520,AT4G35490,AT5G23860,AT5G28640,AT5G45130,AT5G67260	na
AT1G72050	TFIIIA	0	na	PWM3058	DAP-seq	TF3A_col	68	0.0007997355448833004	0.02172614896932966	56	AT1G01720,AT1G04250,AT1G07420,AT1G10030,AT1G11840,AT1G13590,AT1G15500,AT1G15950,AT1G16610,AT1G26110,AT1G30510,AT1G31970,AT1G35580,AT1G54270,AT1G61250,AT1G64720,AT1G70410,AT1G74920,AT1G76860,AT1G77440,AT1G79340,AT2G04780,AT2G17440,AT2G21050,AT2G21060,AT2G45430,AT3G01470,AT3G09300,AT3G10985,AT3G12630,AT3G17100,AT3G20770,AT3G26780,AT3G27360,AT3G54920,AT3G56190,AT3G59970,AT3G61440,AT4G13430,AT4G19640,AT4G20850,AT4G22670,AT4G24520,AT4G27320,AT4G35830,AT4G35890,AT5G27670,AT5G28640,AT5G37510,AT5G42190,AT5G56950,AT5G60360,AT5G67260,AT5G67360,AT5G67380,ATMG00580	na
AT1G77640	AT1G77640	3	0	PWM2754	DAP-seq	AT1G77640_col	69	0.0013608626182857043	0.03536270542878649	55	AT1G04870,AT1G07420,AT1G13590,AT1G17170,AT1G20200,AT1G20850,AT1G27130,AT1G35580,AT1G50430,AT1G54080,AT1G63000,AT1G70410,AT1G70710,AT2G18160,AT2G18960,AT2G21060,AT2G27860,AT2G31083,AT2G34690,AT2G44100,AT2G45170,AT2G46800,AT2G47510,AT3G02580,AT3G10985,AT3G11130,AT3G49870,AT3G49940,AT3G54110,AT3G59970,AT4G12420,AT4G17530,AT4G20870,AT4G21830,AT4G26570,AT4G27320,AT4G28410,AT4G35490,AT4G35890,AT4G37910,AT5G04430,AT5G08530,AT5G11670,AT5G19990,AT5G28640,AT5G35620,AT5G38470,AT5G39320,AT5G40370,AT5G43970,AT5G46250,AT5G49720,AT5G60920,AT5G63660,AT5G66760	
AT5G48670	AGL80	0	0	PWM3210	DAP-seq	FEM111_col	70	0.0013608626182857043	0.03536270542878649	55	AT1G01720,AT1G07420,AT1G07790,AT1G11840,AT1G13590,AT1G15950,AT1G16240,AT1G16610,AT1G23820,AT1G29990,AT1G35580,AT1G50370,AT1G50430,AT1G65960,AT1G69600,AT1G70710,AT1G74920,AT2G04780,AT2G21050,AT2G25060,AT2G26300,AT2G27960,AT2G29420,AT2G35635,AT2G43810,AT2G44100,AT2G45170,AT2G46800,AT3G15000,AT3G27890,AT3G28860,AT3G47520,AT3G49870,AT3G54920,AT3G59970,AT4G03520,AT4G17870,AT4G18510,AT4G20850,AT4G21790,AT4G24220,AT4G35830,AT4G35890,AT5G19990,AT5G24400,AT5G26880,AT5G34850,AT5G37510,AT5G42080,AT5G42190,AT5G46290,AT5G50375,AT5G54810,AT5G59090,AT5G60360	
