"","X","col_FLT_c1.which.mclass....5...1."
"1857",1857,"AT3G18630"
"1197",1197,"AT2G21370"
"2338",2338,"AT4G04880"
"2622",2622,"AT4G26555"
"1653",1653,"AT3G04070"
"3463",3463,"AT5G54880"
"972",972,"AT1G77570"
"701",701,"AT1G61050"
"2289",2289,"AT4G01670"
"2833",2833,"AT5G01881"
"3059",3059,"AT5G17810"
"3490",3490,"AT5G57000"
"721",721,"AT1G61960"
"1403",1403,"AT2G35950"
"1614",1614,"AT3G01900"
"954",954,"AT1G76020"
"1891",1891,"AT3G21580"
"771",771,"AT1G64700"
"1890",1890,"AT3G21530"
"305",305,"AT1G17345"
"3256",3256,"AT5G41240"
"1212",1212,"AT2G22410"
"2405",2405,"AT4G11990"
"225",225,"AT1G12290"
"328",328,"AT1G18200"
"3347",3347,"AT5G47250"
"1572",1572,"AT2G46310"
"1081",1081,"AT2G05760"
"1336",1336,"AT2G32010"
"1733",1733,"AT3G09050"
"2513",2513,"AT4G18820"
"231",231,"AT1G12460"
"1194",1194,"AT2G20815"
"1965",1965,"AT3G28040"
"284",284,"AT1G16030"
"1972",1972,"AT3G28660"
"2319",2319,"AT4G03585"
"2012",2012,"AT3G45430"
"2675",2675,"AT4G30975"
"2647",2647,"AT4G28162"
"3314",3314,"AT5G44660"
"1914",1914,"AT3G24255"
"3615",3615,"AT5G65990"
"1402",1402,"AT2G35935"
"373",373,"AT1G21590"
"461",461,"AT1G29860"
"2543",2543,"AT4G21310"
"1363",1363,"AT2G33735"
"2662",2662,"AT4G29560"
"2631",2631,"AT4G27340"
"964",964,"AT1G77240"
"3283",3283,"AT5G42930"
"460",460,"AT1G29750"
"2956",2956,"AT5G09535"
"3602",3602,"AT5G64950"
"2744",2744,"AT4G36110"
"2072",2072,"AT3G49380"
"427",427,"AT1G27200"
"269",269,"AT1G14780"
"1821",1821,"AT3G15720"
"2575",2575,"AT4G23015"
"3148",3148,"AT5G24990"
"1107",1107,"AT2G09465"
"493",493,"AT1G33350"
"2659",2659,"AT4G29340"
"1338",1338,"AT2G32179"
"1798",1798,"AT3G14185"
"149",149,"AT1G08043"
"2009",2009,"AT3G45280"
"1246",1246,"AT2G24390"
"664",664,"AT1G58160"
"1708",1708,"AT3G07425"
"2290",2290,"AT4G01720"
"3377",3377,"AT5G49110"
"3051",3051,"AT5G17370"
"2877",2877,"AT5G03890"
"3551",3551,"AT5G60870"
"2483",2483,"AT4G16890"
"2163",2163,"AT3G56200"
"810",810,"AT1G67400"
"1553",1553,"AT2G44850"
"130",130,"AT1G07400"
"159",159,"AT1G08727"
"941",941,"AT1G74750"
"1775",1775,"AT3G12540"
"1204",1204,"AT2G21800"
"3245",3245,"AT5G40460"
"919",919,"AT1G73710"
"1097",1097,"AT2G07739"
"1399",1399,"AT2G35740"
"2044",2044,"AT3G47840"
"3573",3573,"AT5G62280"
"2428",2428,"AT4G13870"
"1793",1793,"AT3G13980"
"1265",1265,"AT2G26000"
"910",910,"AT1G73310"
"773",773,"AT1G64810"
"1984",1984,"AT3G42670"
"894",894,"AT1G72450"
"2916",2916,"AT5G06770"
"1722",1722,"AT3G08230"
"2104",2104,"AT3G51300"
"3600",3600,"AT5G64630"
"2608",2608,"AT4G25600"
"2826",2826,"AT5G01640"
"3282",3282,"AT5G42710"
"1819",1819,"AT3G15570"
"2986",2986,"AT5G11470"
"2397",2397,"AT4G11330"
"1597",1597,"AT3G01142"
"3487",3487,"AT5G56520"
"669",669,"AT1G58590"
"102",102,"AT1G05873"
"2929",2929,"AT5G07400"
"1352",1352,"AT2G33050"
"1074",1074,"AT2G05075"
"2029",2029,"AT3G46920"
"1440",1440,"AT2G37930"
"3411",3411,"AT5G51260"
"2938",2938,"AT5G07980"
"3181",3181,"AT5G28442"
"1910",1910,"AT3G23790"
"1540",1540,"AT2G43900"
"1220",1220,"AT2G22910"
"975",975,"AT1G77765"
"463",463,"AT1G30010"
"3052",3052,"AT5G17390"
"351",351,"AT1G19540"
"456",456,"AT1G29700"
"3222",3222,"AT5G38850"
"2458",2458,"AT4G15310"
"1644",1644,"AT3G03580"
"1126",1126,"AT2G15400"
"3540",3540,"AT5G60150"
"980",980,"AT1G78070"
"2803",2803,"AT4G39700"
"3391",3391,"AT5G50170"
"1757",1757,"AT3G10960"
"3483",3483,"AT5G56310"
"3246",3246,"AT5G40570"
"3091",3091,"AT5G20030"
"2525",2525,"AT4G19865"
"1087",1087,"AT2G07627"
"1065",1065,"AT2G04350"
"2915",2915,"AT5G06760"
"597",597,"AT1G52530"
"3120",3120,"AT5G23320"
"1947",1947,"AT3G26085"
"2493",2493,"AT4G17670"
"764",764,"AT1G64430"
"2410",2410,"AT4G12240"
"1478",1478,"AT2G40610"
"1758",1758,"AT3G11040"
"2999",2999,"AT5G13270"
"3597",3597,"AT5G64550"
"488",488,"AT1G32740"
"1604",1604,"AT3G01510"
"2617",2617,"AT4G26095"
"297",297,"AT1G16830"
"720",720,"AT1G61860"
"1273",1273,"AT2G27060"
"1101",1101,"AT2G08000"
"2694",2694,"AT4G32450"
"3660",3660,"ATCG00820"
"2418",2418,"AT4G12980"
"2978",2978,"AT5G11160"
"2300",2300,"AT4G02040"
"3156",3156,"AT5G25380"
"1250",1250,"AT2G24540"
"633",633,"AT1G55180"
"1749",1749,"AT3G10070"
"2849",2849,"AT5G02400"
"246",246,"AT1G13448"
"3101",3101,"AT5G21140"
"3614",3614,"AT5G65790"
"3482",3482,"AT5G56270"
"1219",1219,"AT2G22850"
"634",634,"AT1G55200"
"661",661,"AT1G57700"
"63",63,"AT1G04353"
"1867",1867,"AT3G19250"
"188",188,"AT1G09820"
"569",569,"AT1G50290"
"1702",1702,"AT3G06950"
"2385",2385,"AT4G10560"
"2196",2196,"AT3G58875"
"2751",2751,"AT4G36530"
"2485",2485,"AT4G16920"
"1177",1177,"AT2G19710"
"2065",2065,"AT3G48980"
"1011",1011,"AT1G80110"
"3240",3240,"AT5G40210"
"1263",1263,"AT2G25690"
"3233",3233,"AT5G39830"
"1270",1270,"AT2G26440"
"1779",1779,"AT3G12730"
"1995",1995,"AT3G44326"
"174",174,"AT1G09340"
"395",395,"AT1G23880"
"2517",2517,"AT4G19130"
"1812",1812,"AT3G15110"
"467",467,"AT1G30473"
"3112",3112,"AT5G22800"
"3302",3302,"AT5G44230"
"1405",1405,"AT2G36010"
"1549",1549,"AT2G44630"
"1083",1083,"AT2G06040"
"2312",2312,"AT4G03250"
"2993",2993,"AT5G12340"
"277",277,"AT1G15730"
"1362",1362,"AT2G33680"
"2860",2860,"AT5G02860"
"1397",1397,"AT2G35690"
"341",341,"AT1G19025"
"3132",3132,"AT5G23940"
"1051",1051,"AT2G03280"
"1180",1180,"AT2G20100"
"599",599,"AT1G52565"
"1279",1279,"AT2G27800"
"3018",3018,"AT5G15010"
"1428",1428,"AT2G37530"
"2154",2154,"AT3G55700"
"2557",2557,"AT4G21880"
"2843",2843,"AT5G02190"
"2211",2211,"AT3G60040"
"3605",3605,"AT5G65205"
"623",623,"AT1G54450"
"389",389,"AT1G23140"
"1966",1966,"AT3G28100"
"1561",1561,"AT2G45480"
"3362",3362,"AT5G48530"
"886",886,"AT1G71866"
"2123",2123,"AT3G52605"
"960",960,"AT1G76780"
"494",494,"AT1G33390"
"2590",2590,"AT4G24080"
"1570",1570,"AT2G46192"
"1027",1027,"AT2G01620"
"1232",1232,"AT2G23680"
"2398",2398,"AT4G11350"
"2825",2825,"AT5G01630"
"1308",1308,"AT2G30350"
"3092",3092,"AT5G20240"
"853",853,"AT1G69588"
"571",571,"AT1G50460"
"2341",2341,"AT4G05170"
"798",798,"AT1G66600"
"2878",2878,"AT5G03985"
"1422",1422,"AT2G37310"
"2234",2234,"AT3G61760"
"1797",1797,"AT3G14170"
"1838",1838,"AT3G17380"
"2336",2336,"AT4G04670"
"24",24,"AT1G02390"
"2136",2136,"AT3G53920"
"1136",1136,"AT2G16400"
"2669",2669,"AT4G30430"
"3467",3467,"AT5G55380"
"3547",3547,"AT5G60510"
"1209",1209,"AT2G22140"
"3044",3044,"AT5G16990"
"612",612,"AT1G53700"
"139",139,"AT1G07730"
"535",535,"AT1G47603"
"908",908,"AT1G73210"
"86",86,"AT1G05397"
"2857",2857,"AT5G02710"
"2195",2195,"AT3G58850"
"2423",2423,"AT4G13400"
"1417",1417,"AT2G37070"
"1014",1014,"AT1G80315"
"686",686,"AT1G60160"
"2150",2150,"AT3G55390"
"1842",1842,"AT3G17640"
"564",564,"AT1G49832"
"3599",3599,"AT5G64580"
"947",947,"AT1G75060"
"3402",3402,"AT5G50720"
"628",628,"AT1G54970"
"1475",1475,"AT2G40165"
"3198",3198,"AT5G37180"
"17",17,"AT1G02010"
"2229",2229,"AT3G61380"
"2186",2186,"AT3G58520"
"454",454,"AT1G29270"
"2873",2873,"AT5G03668"
"2292",2292,"AT4G01800"
"1975",1975,"AT3G28930"
"776",776,"AT1G64940"
"273",273,"AT1G15290"
"1713",1713,"AT3G07670"
"2134",2134,"AT3G53700"
"1689",1689,"AT3G06210"
"2580",2580,"AT4G23500"
"3370",3370,"AT5G48780"
"789",789,"AT1G66160"
"670",670,"AT1G58643"
"1356",1356,"AT2G33360"
"11",11,"AT1G01715"
"3353",3353,"AT5G48060"
"537",537,"AT1G47760"
"2831",2831,"AT5G01780"
"2966",2966,"AT5G10320"
"3130",3130,"AT5G23810"
"109",109,"AT1G06227"
"902",902,"AT1G72890"
"267",267,"AT1G14680"
"3454",3454,"AT5G54090"
"2258",2258,"AT4G00070"
"3568",3568,"AT5G61930"
"992",992,"AT1G78915"
"3193",3193,"AT5G35970"
"570",570,"AT1G50450"
"2275",2275,"AT4G00980"
"1971",1971,"AT3G28650"
"1484",1484,"AT2G41040"
"1990",1990,"AT3G43890"
"839",839,"AT1G68930"
"1881",1881,"AT3G20860"
"1552",1552,"AT2G44798"
"2520",2520,"AT4G19400"
"1638",1638,"AT3G03240"
"147",147,"AT1G07937"
"232",232,"AT1G12610"
"584",584,"AT1G51402"
"2912",2912,"AT5G06690"
"2193",2193,"AT3G58800"
"2724",2724,"AT4G34740"
"81",81,"AT1G05140"
"2039",2039,"AT3G47570"
"3383",3383,"AT5G49610"
"3679",3679,"ATMG00810"
"1260",1260,"AT2G25350"
"287",287,"AT1G16150"
"2317",2317,"AT4G03460"
"500",500,"AT1G34160"
"2651",2651,"AT4G28590"
"2344",2344,"AT4G05775"
"1600",1600,"AT3G01350"
"51",51,"AT1G04010"
"1048",1048,"AT2G03060"
"2815",2815,"AT5G01110"
"438",438,"AT1G27880"
"967",967,"AT1G77390"
"1015",1015,"AT1G80630"
"2017",2017,"AT3G45880"
"2657",2657,"AT4G28950"
"2970",2970,"AT5G10605"
"1694",1694,"AT3G06470"
"2133",2133,"AT3G53510"
"888",888,"AT1G72120"
"3202",3202,"AT5G37478"
"861",861,"AT1G70080"
"3334",3334,"AT5G46450"
"1642",1642,"AT3G03495"
"80",80,"AT1G05030"
"1551",1551,"AT2G44760"
"2471",2471,"AT4G15960"
"2345",2345,"AT4G05815"
"1513",1513,"AT2G42395"
"1026",1026,"AT2G01510"
"1878",1878,"AT3G20450"
"918",918,"AT1G73690"
"2636",2636,"AT4G27590"
"428",428,"AT1G27360"
"1172",1172,"AT2G19380"
"2917",2917,"AT5G06810"
"1962",1962,"AT3G27670"
"1575",1575,"AT2G46535"
"2343",2343,"AT4G05631"
"3567",3567,"AT5G61920"
"2537",2537,"AT4G21120"
"2925",2925,"AT5G07070"
"2413",2413,"AT4G12382"
"2135",2135,"AT3G53760"
"565",565,"AT1G49910"
"2655",2655,"AT4G28840"
"3326",3326,"AT5G45610"
"2444",2444,"AT4G14590"
"1612",1612,"AT3G01830"
"1950",1950,"AT3G26400"
"1969",1969,"AT3G28460"
"3470",3470,"AT5G55540"
"2502",2502,"AT4G18270"
"3576",3576,"AT5G62820"
"2093",2093,"AT3G50300"
"1577",1577,"AT2G46572"
"574",574,"AT1G50890"
"1061",1061,"AT2G04040"
"943",943,"AT1G74860"
"279",279,"AT1G15870"
"3504",3504,"AT5G57610"
"2284",2284,"AT4G01533"
"1310",1310,"AT2G30480"
"2511",2511,"AT4G18596"
"3286",3286,"AT5G43330"
"1729",1729,"AT3G08840"
"3675",3675,"ATMG00516"
"2323",2323,"AT4G03905"
"94",94,"AT1G05640"
"66",66,"AT1G04425"
"211",211,"AT1G11440"
"3146",3146,"AT5G24900"
"1898",1898,"AT3G22740"
"2762",2762,"AT4G37220"
"3322",3322,"AT5G45275"
"414",414,"AT1G26290"
"786",786,"AT1G65920"
"3247",3247,"AT5G40720"
"3620",3620,"AT5G66300"
"3230",3230,"AT5G39785"
"1637",1637,"AT3G03215"
"3420",3420,"AT5G51545"
"2381",2381,"AT4G10390"
"3519",3519,"AT5G58980"
"3642",3642,"AT5G67410"
"1113",1113,"AT2G12462"
"3520",3520,"AT5G59000"
"1294",1294,"AT2G28990"
"2363",2363,"AT4G08940"
"3273",3273,"AT5G42280"
"3417",3417,"AT5G51470"
"2879",2879,"AT5G03990"
"2797",2797,"AT4G39403"
"417",417,"AT1G26730"
"3680",3680,"ATMG00980"
"1640",1640,"AT3G03460"
"2083",2083,"AT3G49960"
"2048",2048,"AT3G48250"
"1556",1556,"AT2G44980"
"3145",3145,"AT5G24880"
"3443",3443,"AT5G53370"
"2680",2680,"AT4G31250"
"651",651,"AT1G56170"
"2996",2996,"AT5G12920"
"358",358,"AT1G20470"
"464",464,"AT1G30040"
"3078",3078,"AT5G19025"
"3376",3376,"AT5G48960"
"2331",2331,"AT4G04220"
"3187",3187,"AT5G35190"
"1655",1655,"AT3G04130"
"1041",1041,"AT2G02590"
"1816",1816,"AT3G15510"
"173",173,"AT1G09297"
"1678",1678,"AT3G05550"
"2800",2800,"AT4G39590"
"426",426,"AT1G27180"
"3496",3496,"AT5G57210"
"622",622,"AT1G54400"
"909",909,"AT1G73280"
"1777",1777,"AT3G12690"
"1998",1998,"AT3G44540"
"146",146,"AT1G07933"
"2703",2703,"AT4G33330"
"2653",2653,"AT4G28690"
"1421",1421,"AT2G37300"
"332",332,"AT1G18382"
"22",22,"AT1G02290"
"2396",2396,"AT4G11300"
"1019",1019,"AT1G80900"
"2461",2461,"AT4G15396"
"2156",2156,"AT3G55820"
"1893",1893,"AT3G21750"
"933",933,"AT1G74330"
"1659",1659,"AT3G04440"
"2983",2983,"AT5G11380"
"3182",3182,"AT5G28530"
"3255",3255,"AT5G41160"
"3655",3655,"ATCG00650"
"1398",1398,"AT2G35738"
"3421",3421,"AT5G51710"
"3270",3270,"AT5G42140"
"2706",2706,"AT4G33500"
"3203",3203,"AT5G37530"
"3138",3138,"AT5G24290"
"2487",2487,"AT4G16960"
"1882",1882,"AT3G20880"
"1823",1823,"AT3G15900"
"3134",3134,"AT5G24060"
"3062",3062,"AT5G18065"
"3264",3264,"AT5G41620"
"1527",1527,"AT2G43200"
"3058",3058,"AT5G17800"
"3123",3123,"AT5G23490"
"3229",3229,"AT5G39710"
"3201",3201,"AT5G37360"
"422",422,"AT1G27060"
"792",792,"AT1G66345"
"2652",2652,"AT4G28630"
"1221",1221,"AT2G22930"
"770",770,"AT1G64690"
"2828",2828,"AT5G01670"
"1021",1021,"AT2G01200"
"118",118,"AT1G06710"
"2735",2735,"AT4G35840"
"1537",1537,"AT2G43800"
"23",23,"AT1G02300"
"2448",2448,"AT4G14820"
"2422",2422,"AT4G13320"
"3304",3304,"AT5G44350"
"2058",2058,"AT3G48550"
"3369",3369,"AT5G48775"
"993",993,"AT1G78955"
"1431",1431,"AT2G37590"
"1766",1766,"AT3G11745"
"2220",2220,"AT3G60510"
"713",713,"AT1G61430"
"1896",1896,"AT3G22470"
"1189",1189,"AT2G20540"
"1283",1283,"AT2G28105"
"3094",3094,"AT5G20420"
"958",958,"AT1G76470"
"3144",3144,"AT5G24850"
"2297",2297,"AT4G01935"
"3267",3267,"AT5G41980"
"677",677,"AT1G59730"
"2057",2057,"AT3G48540"
"3442",3442,"AT5G53320"
"849",849,"AT1G69523"
"1301",1301,"AT2G29650"
"1974",1974,"AT3G28850"
"229",229,"AT1G12380"
"1928",1928,"AT3G25030"
"646",646,"AT1G55915"
"1076",1076,"AT2G05160"
"655",655,"AT1G56350"
"3436",3436,"AT5G53010"
"201",201,"AT1G10520"
"679",679,"AT1G59940"
"1676",1676,"AT3G05430"
"445",445,"AT1G28530"
"2551",2551,"AT4G21585"
"2624",2624,"AT4G26770"
"1425",1425,"AT2G37362"
"1522",1522,"AT2G42950"
"653",653,"AT1G56310"
"2201",2201,"AT3G59120"
"2109",2109,"AT3G51400"
"1692",1692,"AT3G06455"
"133",133,"AT1G07560"
"970",970,"AT1G77490"
"823",823,"AT1G68030"
"2503",2503,"AT4G18300"
"2283",2283,"AT4G01460"
"2082",2082,"AT3G49920"
"3155",3155,"AT5G25340"
"131",131,"AT1G07485"
"3560",3560,"AT5G61480"
"449",449,"AT1G28670"
"1545",1545,"AT2G44220"
"3047",3047,"AT5G17250"
"2141",2141,"AT3G54140"
"1008",1008,"AT1G80030"
"1997",1997,"AT3G44530"
"2992",2992,"AT5G12300"
"927",927,"AT1G74120"
"1719",1719,"AT3G08000"
"1742",1742,"AT3G09710"
"1697",1697,"AT3G06660"
"451",451,"AT1G28815"
"2392",2392,"AT4G11090"
"3509",3509,"AT5G57960"
"275",275,"AT1G15490"
"730",730,"AT1G62250"
"2232",2232,"AT3G61660"
"2335",2335,"AT4G04640"
"2574",2574,"AT4G22970"
"1589",1589,"AT2G47310"
"1907",1907,"AT3G23530"
"2443",2443,"AT4G14440"
"2008",2008,"AT3G45260"
"996",996,"AT1G79160"
"3278",3278,"AT5G42500"
"3117",3117,"AT5G23120"
"2159",2159,"AT3G56010"
"2425",2425,"AT4G13650"
"48",48,"AT1G03920"
"1999",1999,"AT3G44550"
"1050",1050,"AT2G03260"
"258",258,"AT1G14260"
"1584",1584,"AT2G46915"
"1369",1369,"AT2G34180"
"3310",3310,"AT5G44568"
"2763",2763,"AT4G37225"
"3331",3331,"AT5G45970"
"3003",3003,"AT5G13720"
"2932",2932,"AT5G07710"
"3565",3565,"AT5G61830"
"242",242,"AT1G13340"
"2490",2490,"AT4G17483"
"2748",2748,"AT4G36250"
"99",99,"AT1G05767"
"1627",1627,"AT3G02620"
"1683",1683,"AT3G05930"
"1207",1207,"AT2G21860"
"621",621,"AT1G54350"
"610",610,"AT1G53542"
"1871",1871,"AT3G19830"
"1643",1643,"AT3G03535"
"3607",3607,"AT5G65350"
"1461",1461,"AT2G39180"
"1869",1869,"AT3G19330"
"2952",2952,"AT5G09350"
"1205",1205,"AT2G21820"
"3050",3050,"AT5G17360"
"3154",3154,"AT5G25250"
"1987",1987,"AT3G43580"
"1394",1394,"AT2G35585"
"300",300,"AT1G17065"
"443",443,"AT1G28380"
"1808",1808,"AT3G14650"
"2965",2965,"AT5G10260"
"726",726,"AT1G62130"
"2936",2936,"AT5G07810"
"2324",2324,"AT4G03940"
"3450",3450,"AT5G53970"
"1856",1856,"AT3G18535"
"1354",1354,"AT2G33180"
"2035",2035,"AT3G47390"
"1185",1185,"AT2G20290"
"58",58,"AT1G04220"
"1977",1977,"AT3G29290"
"272",272,"AT1G15180"
"1948",1948,"AT3G26290"
"1810",1810,"AT3G14900"
"1847",1847,"AT3G17950"
"210",210,"AT1G11320"
"3499",3499,"AT5G57450"
"2301",2301,"AT4G02390"
"1186",1186,"AT2G20362"
"3505",3505,"AT5G57670"
"1872",1872,"AT3G19970"
"313",313,"AT1G17665"
"3103",3103,"AT5G21900"
"3133",3133,"AT5G24000"
"2829",2829,"AT5G01700"
"736",736,"AT1G62670"
"446",446,"AT1G28550"
"2641",2641,"AT4G27845"
"1353",1353,"AT2G33051"
"1516",1516,"AT2G42530"
"3601",3601,"AT5G64690"
"167",167,"AT1G09040"
"3510",3510,"AT5G58120"
"3623",3623,"AT5G66470"
"989",989,"AT1G78550"
"34",34,"AT1G03100"
"2601",2601,"AT4G25120"
"2893",2893,"AT5G05330"
"2052",2052,"AT3G48425"
"1193",1193,"AT2G20770"
"3053",3053,"AT5G17490"
"847",847,"AT1G69290"
"78",78,"AT1G04917"
"775",775,"AT1G64930"
"2070",2070,"AT3G49330"
"2200",2200,"AT3G59040"
"532",532,"AT1G47271"
"3513",3513,"AT5G58500"
"3408",3408,"AT5G51010"
"111",111,"AT1G06310"
"1156",1156,"AT2G18000"
"3171",3171,"AT5G26749"
"1747",1747,"AT3G09910"
"2743",2743,"AT4G36052"
"282",282,"AT1G15900"
"3244",3244,"AT5G40400"
"2192",2192,"AT3G58790"
"1734",1734,"AT3G09060"
"2549",2549,"AT4G21500"
"1894",1894,"AT3G22125"
"511",511,"AT1G36640"
"554",554,"AT1G49160"
"1930",1930,"AT3G25410"
"3452",3452,"AT5G54040"
"2111",2111,"AT3G51470"
"995",995,"AT1G79110"
"2087",2087,"AT3G50150"
"875",875,"AT1G71015"
"561",561,"AT1G49630"
"3272",3272,"AT5G42210"
"2101",2101,"AT3G50770"
"1524",1524,"AT2G43050"
"2359",2359,"AT4G08425"
"116",116,"AT1G06490"
"2698",2698,"AT4G32780"
"2067",2067,"AT3G49070"
"2223",2223,"AT3G60840"
"2501",2501,"AT4G18205"
"3186",3186,"AT5G35110"
"1921",1921,"AT3G24495"
"1529",1529,"AT2G43310"
"2046",2046,"AT3G48187"
"268",268,"AT1G14687"
"3143",3143,"AT5G24750"
"2419",2419,"AT4G13100"
"126",126,"AT1G07290"
"1712",1712,"AT3G07615"
"3054",3054,"AT5G17570"
"2927",2927,"AT5G07152"
"2250",2250,"AT3G63280"
"3645",3645,"AT5G67620"
"781",781,"AT1G65190"
"3147",3147,"AT5G24910"
"75",75,"AT1G04760"
"3586",3586,"AT5G63590"
"135",135,"AT1G07607"
"425",425,"AT1G27170"
"2947",2947,"AT5G08835"
"1245",1245,"AT2G24350"
"2563",2563,"AT4G22463"
"2499",2499,"AT4G18020"
"3572",3572,"AT5G62220"
"3271",3271,"AT5G42146"
"2990",2990,"AT5G11990"
"3466",3466,"AT5G55350"
"1765",1765,"AT3G11640"
"2492",2492,"AT4G17550"
"3263",3263,"AT5G41612"
"3644",3644,"AT5G67570"
"144",144,"AT1G07902"
"1978",1978,"AT3G29330"
"732",732,"AT1G62280"
"3100",3100,"AT5G20970"
"3681",3681,"ATMG01090"
"465",465,"AT1G30280"
"2266",2266,"AT4G00690"
"2578",2578,"AT4G23190"
"3109",3109,"AT5G22690"
"3631",3631,"AT5G66900"
"3082",3082,"AT5G19490"
"834",834,"AT1G68795"
"1525",1525,"AT2G43100"
"2217",2217,"AT3G60330"
"3553",3553,"AT5G61260"
"578",578,"AT1G51080"
"377",377,"AT1G22030"
"2588",2588,"AT4G24030"
"744",744,"AT1G62930"
"3639",3639,"AT5G67350"
"2656",2656,"AT4G28890"
"668",668,"AT1G58520"
"1234",1234,"AT2G23755"
"376",376,"AT1G21670"
"1063",1063,"AT2G04235"
"1005",1005,"AT1G79600"
"1723",1723,"AT3G08490"
"3014",3014,"AT5G14770"
"2066",2066,"AT3G49000"
"3449",3449,"AT5G53920"
"2937",2937,"AT5G07900"
"1704",1704,"AT3G07040"
"3215",3215,"AT5G38344"
"3414",3414,"AT5G51370"
"896",896,"AT1G72520"
"536",536,"AT1G47620"
"2370",2370,"AT4G09685"
"3471",3471,"AT5G55580"
"863",863,"AT1G70170"
"545",545,"AT1G48640"
"2059",2059,"AT3G48610"
"2717",2717,"AT4G34345"
"738",738,"AT1G62700"
"708",708,"AT1G61360"
"2901",2901,"AT5G05870"
"1636",1636,"AT3G03200"
"3685",3685,"ATMG01320"
"2975",2975,"AT5G10970"
"350",350,"AT1G19490"
"2547",2547,"AT4G21430"
"1927",1927,"AT3G24982"
"688",688,"AT1G60390"
"3277",3277,"AT5G42460"
"2953",2953,"AT5G09420"
"594",594,"AT1G52343"
"439",439,"AT1G27910"
"871",871,"AT1G70630"
"321",321,"AT1G18010"
"1863",1863,"AT3G18850"
"3070",3070,"AT5G18760"
"3",3,"AT1G01140"
"727",727,"AT1G62150"
"3673",3673,"ATMG00500"
"1912",1912,"AT3G24150"
"1602",1602,"AT3G01475"
"198",198,"AT1G10240"
"585",585,"AT1G51470"
"2817",2817,"AT5G01250"
"253",253,"AT1G13820"
"3043",3043,"AT5G16970"
"2519",2519,"AT4G19370"
"371",371,"AT1G21390"
"1357",1357,"AT2G33480"
"400",400,"AT1G24300"
"2071",2071,"AT3G49370"
"1922",1922,"AT3G24535"
"3521",3521,"AT5G59020"
"812",812,"AT1G67440"
"3299",3299,"AT5G44110"
"2526",2526,"AT4G19870"
"747",747,"AT1G62981"
"95",95,"AT1G05650"
"1242",1242,"AT2G24220"
"1116",1116,"AT2G13660"
"1253",1253,"AT2G24690"
"1009",1009,"AT1G80060"
"3418",3418,"AT5G51490"
"374",374,"AT1G21650"
"983",983,"AT1G78180"
"2281",2281,"AT4G01270"
"3609",3609,"AT5G65420"
"1010",1010,"AT1G80100"
"3684",3684,"ATMG01200"
"481",481,"AT1G31835"
"457",457,"AT1G29710"
"3500",3500,"AT5G57480"
"1298",1298,"AT2G29320"
"1695",1695,"AT3G06480"
"820",820,"AT1G67910"
"3512",3512,"AT5G58280"
"1594",1594,"AT2G47820"
"1424",1424,"AT2G37360"
"3200",3200,"AT5G37290"
"1952",1952,"AT3G26612"
"838",838,"AT1G68880"
"1148",1148,"AT2G17442"
"1900",1900,"AT3G22900"
"1511",1511,"AT2G42365"
"1372",1372,"AT2G34330"
"531",531,"AT1G45248"
"724",724,"AT1G62050"
"2147",2147,"AT3G55040"
"963",963,"AT1G77200"
"1814",1814,"AT3G15250"
"1042",1042,"AT2G02620"
"2792",2792,"AT4G38960"
"1558",1558,"AT2G45040"
"335",335,"AT1G18550"
"3563",3563,"AT5G61660"
"320",320,"AT1G17950"
"1388",1388,"AT2G35170"
"640",640,"AT1G55390"
"1996",1996,"AT3G44510"
"782",782,"AT1G65380"
"2060",2060,"AT3G48660"
"2209",2209,"AT3G59780"
"1442",1442,"AT2G37960"
"1585",1585,"AT2G46970"
"2494",2494,"AT4G17740"
"1591",1591,"AT2G47670"
"491",491,"AT1G32940"
"2725",2725,"AT4G34880"
"73",73,"AT1G04710"
"899",899,"AT1G72640"
"1393",1393,"AT2G35540"
"311",311,"AT1G17640"
"2140",2140,"AT3G54120"
"1370",1370,"AT2G34185"
"2075",2075,"AT3G49650"
"1085",1085,"AT2G06465"
"1036",1036,"AT2G02250"
"3172",3172,"AT5G26790"
"1770",1770,"AT3G12060"
"3444",3444,"AT5G53500"
"2207",2207,"AT3G59570"
"1908",1908,"AT3G23610"
"645",645,"AT1G55910"
"596",596,"AT1G52520"
"515",515,"AT1G43040"
"228",228,"AT1G12370"
"788",788,"AT1G66080"
"2368",2368,"AT4G09490"
"2981",2981,"AT5G11310"
"837",837,"AT1G68862"
"1619",1619,"AT3G02140"
"283",283,"AT1G16022"
"3311",3311,"AT5G44574"
"2689",2689,"AT4G32208"
"3306",3306,"AT5G44490"
"3333",3333,"AT5G46390"
"1304",1304,"AT2G30010"
"982",982,"AT1G78140"
"1675",1675,"AT3G05410"
"163",163,"AT1G08980"
"2723",2723,"AT4G34730"
"2913",2913,"AT5G06710"
"1223",1223,"AT2G23100"
"1598",1598,"AT3G01175"
"3480",3480,"AT5G56080"
"675",675,"AT1G59660"
"1350",1350,"AT2G32930"
"2775",2775,"AT4G37730"
"450",450,"AT1G28710"
"3292",3292,"AT5G43750"
"2718",2718,"AT4G34420"
"1986",1986,"AT3G43210"
"3387",3387,"AT5G49870"
"809",809,"AT1G67210"
"2527",2527,"AT4G19890"
"2225",2225,"AT3G61150"
"1935",1935,"AT3G25690"
"40",40,"AT1G03310"
