"","X","col_FLT_c1.which.mclass....6...1."
"4112",4112,"AT5G58730"
"2523",2523,"AT3G59090"
"613",613,"AT1G48070"
"1955",1955,"AT3G11550"
"3181",3181,"AT4G36670"
"766",766,"AT1G60810"
"2503",2503,"AT3G57860"
"934",934,"AT1G71430"
"2240",2240,"AT3G26720"
"2640",2640,"AT4G01860"
"2617",2617,"AT4G00630"
"1876",1876,"AT3G07020"
"686",686,"AT1G53570"
"373",373,"AT1G21370"
"2881",2881,"AT4G20000"
"4266",4266,"AT5G65880"
"1191",1191,"AT2G15292"
"1902",1902,"AT3G08740"
"3761",3761,"AT5G37480"
"3704",3704,"AT5G26680"
"3285",3285,"AT5G03200"
"3435",3435,"AT5G11010"
"3614",3614,"AT5G20600"
"3877",3877,"AT5G45360"
"3009",3009,"AT4G28180"
"1771",1771,"AT3G02030"
"3573",3573,"AT5G18620"
"3458",3458,"AT5G11980"
"3244",3244,"AT4G39820"
"1185",1185,"AT2G14825"
"1154",1154,"AT2G05230"
"1040",1040,"AT1G77420"
"4313",4313,"ATCG01280"
"1229",1229,"AT2G17640"
"2545",2545,"AT3G60370"
"1452",1452,"AT2G30710"
"435",435,"AT1G25150"
"2044",2044,"AT3G15290"
"1219",1219,"AT2G17320"
"568",568,"AT1G34350"
"2723",2723,"AT4G09630"
"214",214,"AT1G11905"
"2335",2335,"AT3G47890"
"4037",4037,"AT5G55120"
"3611",3611,"AT5G20490"
"2624",2624,"AT4G01040"
"1501",1501,"AT2G33845"
"1392",1392,"AT2G27010"
"1310",1310,"AT2G21950"
"148",148,"AT1G08350"
"258",258,"AT1G14360"
"2841",2841,"AT4G17098"
"1703",1703,"AT2G45360"
"380",380,"AT1G21710"
"1378",1378,"AT2G26570"
"3104",3104,"AT4G33110"
"965",965,"AT1G72770"
"1003",1003,"AT1G75580"
"2268",2268,"AT3G28670"
"3971",3971,"AT5G50960"
"580",580,"AT1G42440"
"1076",1076,"AT1G79820"
"1952",1952,"AT3G11520"
"310",310,"AT1G17285"
"2812",2812,"AT4G15550"
"2004",2004,"AT3G13490"
"789",789,"AT1G62440"
"1453",1453,"AT2G30740"
"3233",3233,"AT4G39150"
"2432",2432,"AT3G52890"
"1214",1214,"AT2G17240"
"1465",1465,"AT2G31440"
"3857",3857,"AT5G43960"
"813",813,"AT1G64200"
"2863",2863,"AT4G18760"
"878",878,"AT1G68720"
"2964",2964,"AT4G25820"
"1101",1101,"AT1G80720"
"3249",3249,"AT5G01230"
"791",791,"AT1G62570"
"3020",3020,"AT4G28706"
"2730",2730,"AT4G10140"
"3621",3621,"AT5G21990"
"2905",2905,"AT4G21680"
"2900",2900,"AT4G21470"
"1232",1232,"AT2G17840"
"3010",3010,"AT4G28190"
"495",495,"AT1G29260"
"4246",4246,"AT5G65010"
"4292",4292,"AT5G66880"
"75",75,"AT1G04980"
"1014",1014,"AT1G76260"
"2930",2930,"AT4G23740"
"3491",3491,"AT5G13570"
"801",801,"AT1G63420"
"1334",1334,"AT2G23370"
"2374",2374,"AT3G50520"
"2638",2638,"AT4G01770"
"630",630,"AT1G48650"
"67",67,"AT1G04770"
"2950",2950,"AT4G24750"
"3863",3863,"AT5G44180"
"458",458,"AT1G27050"
"510",510,"AT1G30000"
"3931",3931,"AT5G48545"
"1865",1865,"AT3G06590"
"3658",3658,"AT5G23700"
"2659",2659,"AT4G02640"
"1926",1926,"AT3G10330"
"2241",2241,"AT3G26730"
"1630",1630,"AT2G41130"
"3373",3373,"AT5G07290"
"1983",1983,"AT3G12780"
"2921",2921,"AT4G22740"
"3727",3727,"AT5G28630"
"4263",4263,"AT5G65780"
"4297",4297,"AT5G67250"
"1975",1975,"AT3G12400"
"3673",3673,"AT5G24710"
"369",369,"AT1G20930"
"3469",3469,"AT5G12390"
"215",215,"AT1G11930"
"3067",3067,"AT4G31430"
"235",235,"AT1G13160"
"3581",3581,"AT5G19010"
"244",244,"AT1G13640"
"563",563,"AT1G34110"
"3202",3202,"AT4G37630"
"3282",3282,"AT5G03150"
"3983",3983,"AT5G51590"
"1477",1477,"AT2G32190"
"1072",1072,"AT1G79529"
"2798",2798,"AT4G14910"
"2898",2898,"AT4G21410"
"348",348,"AT1G19580"
"2549",2549,"AT3G60630"
"1645",1645,"AT2G42120"
"3401",3401,"AT5G09390"
"3471",3471,"AT5G12850"
"2184",2184,"AT3G23050"
"3538",3538,"AT5G16450"
"1291",1291,"AT2G20920"
"3798",3798,"AT5G40870"
"2265",2265,"AT3G28200"
"3759",3759,"AT5G37370"
"4130",4130,"AT5G59730"
"2552",2552,"AT3G60830"
"2655",2655,"AT4G02405"
"3953",3953,"AT5G49820"
"2131",2131,"AT3G19615"
"437",437,"AT1G25211"
"3825",3825,"AT5G42380"
"3689",3689,"AT5G25560"
"921",921,"AT1G70670"
"940",940,"AT1G71830"
"3371",3371,"AT5G06970"
"2735",2735,"AT4G10360"
"1295",1295,"AT2G21130"
"3002",3002,"AT4G27860"
"4151",4151,"AT5G60990"
"1459",1459,"AT2G31085"
"1636",1636,"AT2G41630"
"4299",4299,"AT5G67330"
"3410",3410,"AT5G09850"
"3122",3122,"AT4G33700"
"2140",2140,"AT3G20130"
"1873",1873,"AT3G06868"
"3275",3275,"AT5G02580"
"1366",1366,"AT2G25950"
"678",678,"AT1G53170"
"655",655,"AT1G50510"
"1043",1043,"AT1G77550"
"355",355,"AT1G20110"
"3934",3934,"AT5G48610"
"179",179,"AT1G09830"
"337",337,"AT1G18950"
"2090",2090,"AT3G17510"
"1289",1289,"AT2G20790"
"2752",2752,"AT4G12230"
"2116",2116,"AT3G18940"
"986",986,"AT1G74210"
"4206",4206,"AT5G63570"
"2599",2599,"AT3G63260"
"3575",3575,"AT5G18690"
"3881",3881,"AT5G45600"
"916",916,"AT1G70420"
"3251",3251,"AT5G01340"
"3477",3477,"AT5G13090"
"375",375,"AT1G21450"
"182",182,"AT1G09927"
"3008",3008,"AT4G28100"
"3526",3526,"AT5G15460"
"1312",1312,"AT2G22000"
"3024",3024,"AT4G28980"
"959",959,"AT1G72470"
"2203",2203,"AT3G24180"
"3106",3106,"AT4G33140"
"2383",2383,"AT3G50870"
"3086",3086,"AT4G32551"
"1009",1009,"AT1G75860"
"1245",1245,"AT2G18360"
"1054",1054,"AT1G78610"
"411",411,"AT1G23390"
"3542",3542,"AT5G16600"
"3405",3405,"AT5G09450"
"1294",1294,"AT2G21120"
"2864",2864,"AT4G18800"
"1638",1638,"AT2G41740"
"3478",3478,"AT5G13100"
"2570",2570,"AT3G62240"
"4260",4260,"AT5G65750"
"2667",2667,"AT4G03110"
"47",47,"AT1G03530"
"4072",4072,"AT5G56890"
"809",809,"AT1G63900"
"3903",3903,"AT5G47455"
"3087",3087,"AT4G32570"
"2026",2026,"AT3G14400"
"3091",3091,"AT4G32650"
"3160",3160,"AT4G35580"
"2120",2120,"AT3G19120"
"1787",1787,"AT3G02880"
"1508",1508,"AT2G34357"
"2264",2264,"AT3G28180"
"3625",3625,"AT5G22100"
"2762",2762,"AT4G13200"
"3592",3592,"AT5G19400"
"991",991,"AT1G74950"
"3814",3814,"AT5G41790"
"2721",2721,"AT4G09580"
"1090",1090,"AT1G80420"
"1700",1700,"AT2G45300"
"619",619,"AT1G48315"
"293",293,"AT1G16040"
"1850",1850,"AT3G05990"
"2790",2790,"AT4G14550"
"3298",3298,"AT5G03760"
"418",418,"AT1G23900"
"4080",4080,"AT5G57280"
"1813",1813,"AT3G03890"
"2193",2193,"AT3G23640"
"1795",1795,"AT3G03280"
"1062",1062,"AT1G79060"
"2258",2258,"AT3G27820"
"4193",4193,"AT5G63130"
"481",481,"AT1G28310"
"1318",1318,"AT2G22420"
"3060",3060,"AT4G31080"
"334",334,"AT1G18840"
"2830",2830,"AT4G16444"
"3852",3852,"AT5G43745"
"2000",2000,"AT3G13330"
"840",840,"AT1G65840"
"93",93,"AT1G05560"
"2363",2363,"AT3G49490"
"2883",2883,"AT4G20110"
"2732",2732,"AT4G10280"
"2534",2534,"AT3G59800"
"1574",1574,"AT2G38640"
"3745",3745,"AT5G35690"
"1194",1194,"AT2G15830"
"2398",2398,"AT3G51390"
"3488",3488,"AT5G13470"
"4262",4262,"AT5G65770"
"3230",3230,"AT4G38710"
"1036",1036,"AT1G77130"
"894",894,"AT1G69450"
"3046",3046,"AT4G30420"
"724",724,"AT1G55860"
"922",922,"AT1G70690"
"4164",4164,"AT5G61670"
"1566",1566,"AT2G38360"
"3970",3970,"AT5G50760"
"2882",2882,"AT4G20020"
"851",851,"AT1G67105"
"4119",4119,"AT5G59030"
"3527",3527,"AT5G15470"
"1606",1606,"AT2G39805"
"246",246,"AT1G13750"
"3979",3979,"AT5G51410"
"2928",2928,"AT4G23620"
"77",77,"AT1G05010"
"3144",3144,"AT4G34890"
"3076",3076,"AT4G31890"
"2897",2897,"AT4G21215"
"3860",3860,"AT5G44100"
"3652",3652,"AT5G23405"
"69",69,"AT1G04810"
"3042",3042,"AT4G30290"
"2663",2663,"AT4G02860"
"392",392,"AT1G22510"
"2344",2344,"AT3G48180"
"647",647,"AT1G50110"
"3414",3414,"AT5G09960"
"4210",4210,"AT5G63760"
"267",267,"AT1G14920"
"1320",1320,"AT2G22475"
"1805",1805,"AT3G03690"
"429",429,"AT1G24610"
"2336",2336,"AT3G47910"
"3604",3604,"AT5G20000"
"1938",1938,"AT3G10915"
"2595",2595,"AT3G63150"
"219",219,"AT1G12400"
