$RNA_seq	FLT_Light_Rep1	FLT_Light_Rep2	FLT_Light_Rep3	FLT_Dark_Rep1	FLT_Dark_Rep2	FLT_Dark_Rep3	GC_Light_Rep1	GC_Light_Rep2	GC_Light_Rep3	GC_Dark_Rep1	GC_Dark_Rep2	GC_Dark_Rep3
AT3G57890	441.4756112	434.0977422	336.0765306	417.8511795	498.0529859	356.7543274	358.2468277	233.9991901	435.7399548	434.5191315	341.1905411	344.8240324
AT3G57930	428.842819	424.5043039	349.0441126	401.9637486	464.4647116	414.8076182	377.5333255	535.3539145	409.4980098	411.7103791	464.4964793	423.0647938
AT3G58030	481.1248959	380.0932634	329.8502903	397.1530718	435.2358752	282.000372	469.7529477	365.1242997	294.6476036	383.8942955	375.8822204	418.0669181
AT3G58040	238.1703622	295.5575247	243.1468724	250.2340137	221.2736672	179.5986432	283.7074488	254.6536462	234.298606	201.8488937	208.1177328	229.5397705
AT3G58110	436.2344303	403.156197	435.6172956	337.3216202	365.5308839	304.3950664	526.1551546	395.8379257	273.6532591	410.8219261	376.9649874	342.6960301
AT3G58220	269.9864561	263.4263956	247.4195929	256.4101797	355.761118	194.5854501	304.7825209	219.0525814	196.8298328	301.44047	340.4950255	253.7463112
AT3G58470	233.2985407	248.6490784	235.4978173	234.2419698	277.0493921	296.309874	264.9145182	311.4905389	237.2796225	292.8268659	379.4108699	238.377529
AT3G58550	22.76259284	0	50.95959882	0	0	712.2871256	0	0	0	0	328.9246221	0
AT3G58560	327.0934356	292.0371234	220.2769197	305.8746271	300.439453	214.4874065	222.3077252	195.9064313	198.2940016	325.253309	185.7978364	292.1756115
AT3G58600	303.7933633	300.2250976	319.7814179	362.3947143	242.0241172	279.014219	294.7617008	280.3427748	342.6546236	277.0534023	206.9426094	295.2086569
AT3G58640	282.56853	299.2626351	283.1892624	280.7125631	241.7710929	222.9024386	223.103257	269.5925464	216.3183209	215.5315428	296.0090009	276.511406
AT3G58710	143.079157	179.2791202	283.393285	243.4194384	128.4080066	198.83223	121.2047364	165.3500985	226.0930447	118.3548104	62.35916629	111.5514943
AT3G58840	254.7813363	241.3234029	262.4017019	206.0164323	205.5078905	270.4577767	241.8402146	315.1291889	233.6625289	262.0908164	286.9267325	177.5085719
AT3G59020	286.8409257	287.9804007	275.6262049	318.054076	334.7505564	241.5224196	378.9667081	115.5228618	166.259016	356.8329366	407.9221727	275.6789461
AT3G59210	166.6936128	143.5378069	252.6542467	161.1230051	122.2025507	204.9618283	177.8396681	162.1855126	204.1033098	123.6163305	124.6150761	170.7223298
AT3G59360	232.2396221	233.7816885	238.3771873	342.9030311	260.4194783	268.2244288	194.1184806	307.8781527	276.8539345	214.2714344	193.9431625	312.4782304
AT3G59380	380.4909456	396.2454127	326.213753	370.7175555	428.9596187	503.5833388	473.1034984	413.2202087	439.4900014	395.5195078	345.8993389	348.8512548
AT3G59500	293.8190586	213.8338078	242.793853	320.2835788	303.2196087	252.6186133	331.5054698	218.6324256	390.5814781	318.5957774	260.1935568	276.5607727
AT3G59600	293.9481679	289.5116717	323.7037597	281.7839404	382.6272317	693.3243086	399.6384005	343.5594089	456.5836982	386.9391873	553.9442849	352.919148
AT3G59650	328.0545034	342.4178778	304.9222586	322.049757	530.0787682	536.7579653	346.5313713	578.2177398	578.5786411	538.063726	558.0580928	309.4365885
AT3G59670	273.3321869	273.0076599	227.5476424	271.5461825	387.1671711	265.4609827	207.8628841	286.2001508	216.1816093	369.0560624	364.325218	196.1503277
AT3G59690	285.7631748	368.5262402	233.0345445	239.8197162	279.9349377	168.2090476	299.9463335	241.8729403	341.9928182	326.6410988	270.3511094	519.4438524
AT3G59840	144.2237055	202.4605853	177.9134693	176.0351042	219.3001581	355.6816875	184.4888035	312.1829933	409.2464261	289.4083226	310.8826177	198.0366447
AT3G59890	304.2039708	238.0691927	242.0266089	299.5039831	388.5382941	250.6977399	417.3445275	306.564045	270.3973048	340.93756	391.2953799	177.0262868
AT3G59980	246.6808104	217.9535273	190.21178	239.8953129	291.8121033	198.7546723	218.0245679	289.4696346	280.8835691	304.0019009	365.4169899	298.2653068
AT3G60140	296.0629207	152.0406019	311.2993059	142.5462609	13.14480249	154.5544155	107.7684555	19.60607619	63.24775122	25.52265211	18.06617301	85.33510512
AT3G60240	371.7155151	353.6618398	453.251987	373.2741134	383.3237	514.2476115	309.3628003	281.2636698	333.1314115	360.1804732	503.5900954	420.9889548
AT3G60250	392.378372	454.0797733	387.7138952	394.8557837	504.4614859	466.2052248	478.4672239	431.3762284	421.5871638	393.8679566	492.0710329	496.570849
AT3G60340	297.8405948	194.3890479	346.6539882	300.4043358	214.7008061	325.6349595	357.2589068	411.084365	393.8042618	269.7691916	268.9936735	241.4265186
AT3G60360	408.3774376	327.3659509	339.1250474	446.1844877	480.0944558	501.2080538	445.1257722	318.2573086	381.0419344	391.6284165	481.1743425	325.0868243
AT3G60630	321.208025	348.6660804	269.6770623	396.1667133	352.8653329	181.4113374	344.2782457	289.0083677	259.7953953	330.9178628	366.234955	389.2231584
AT3G60910	303.9158829	350.4606294	344.2185536	398.6714153	475.0077269	469.7927694	463.5277956	408.7022717	328.0387966	417.57628	321.7250944	306.2184776
AT3G61050	442.4070631	305.1334016	349.0049442	339.4193269	332.056461	272.423302	407.2385683	296.4579072	353.8668307	346.4304415	362.4970974	353.064385
AT3G61100	218.3391643	263.3825275	191.7109935	178.1912507	411.6374859	400.9822491	304.3929771	301.3302541	312.2051856	356.6087059	522.7842097	331.1479452
AT3G61140	397.827942	311.7953107	284.2250204	312.8265756	377.0918779	248.3893624	356.1057306	310.0275413	264.8747379	338.333657	303.5716507	198.2118468
AT3G61180	238.8973333	220.722927	289.0675419	308.602567	159.3128304	248.2965124	269.6968995	204.6359173	207.5688457	195.1089622	180.3143431	253.9497185
AT3G61270	346.5707615	309.4792393	318.8076457	387.0637001	188.521396	270.7426785	291.8470358	228.1712188	216.0763926	211.0136997	124.3918214	251.7507403
AT3G61540	269.187196	246.2149083	239.6724388	237.9211038	231.2407421	224.2514345	307.9057662	223.3328033	236.1418589	230.7399688	251.7142479	217.8171044
AT3G61600	424.2240403	434.3693674	354.1545946	450.0854521	337.0877288	254.5106264	615.1699649	281.0740197	364.1618791	405.3601322	370.3627363	406.5594198
AT3G61620	322.0619938	397.3469752	299.7936815	284.2391388	477.9726089	572.5441097	439.8982146	389.8646547	479.6276553	439.2505249	404.9132669	418.4339256
AT3G61790	248.2148729	264.8902278	318.9923053	270.7717664	228.5680627	166.0784372	265.8075667	301.1500925	310.0260335	211.385949	190.938099	240.5124059
AT3G61850	307.6527629	358.0943331	353.6017701	283.0968228	332.1372166	352.4981048	284.64944	281.6953641	382.6280114	346.3921835	319.0050754	431.1604521
AT3G62030	268.5483005	254.4131053	273.5470132	267.1371548	352.9619427	290.5846389	327.0630616	585.2360815	615.4908955	346.1338234	406.3479157	280.6863947
AT3G62190	147.0409561	172.3784612	215.2985818	129.1659321	169.6827002	241.7154738	319.2112937	330.7499424	322.0003254	154.3748784	181.446856	246.1385104
AT3G62270	459.8595298	306.6408186	449.4963315	381.5112305	165.3323614	210.5894616	184.0200654	302.1742935	271.6331668	151.2540459	116.1625784	165.1957176
AT3G62360	409.3147257	428.0443209	421.1904073	386.4667636	500.6612032	231.8059057	345.028425	398.9812159	363.1808355	477.8419201	505.971914	435.7305319
AT3G62370	279.3772556	291.3978693	284.9748701	365.902199	255.4667295	196.0329586	278.1653843	214.6437702	228.4684365	244.6335786	237.2881689	227.0862876
AT3G62450	196.4327456	214.8535859	244.2825213	204.7365445	232.054113	342.2161609	242.9110277	427.2538263	356.2791514	207.9738618	236.4701338	215.6026138
AT3G62560	314.0913228	222.257638	339.1153538	267.8396494	240.0514691	333.4131444	335.2929458	424.2325857	415.7847414	226.2423334	229.867883	268.3204119
AT3G62630	226.3145697	279.3834732	214.5601372	252.5965732	278.9786615	277.2119747	285.5921227	203.2176602	214.8714058	233.2153892	276.6442062	271.4875949
AT3G62650	253.9050284	249.9030802	279.8883603	266.2280928	258.3720094	388.4619489	272.6578201	394.5382889	358.0328178	249.4090945	140.4012029	279.5955256
AT3G62660	280.8726313	429.6130934	323.9245601	380.0476197	404.6305713	234.4728679	298.6072484	254.0015437	372.084639	354.4318771	280.4376027	353.0800244
AT3G62720	134.4955537	141.5039979	275.3489481	144.1755622	136.1615352	281.9849931	227.0782763	92.50534924	104.6589404	129.2458006	91.6512015	118.4929567
AT3G62810	213.2400862	239.154202	259.6857878	227.8279762	262.9523891	321.4314092	239.156612	383.9733058	367.9874683	243.6816871	218.7143428	237.2494528
AT3G62900	308.947752	248.8196009	307.3592609	289.197505	257.1091229	297.8395081	268.6892847	211.8782153	228.3612272	259.5114698	236.1513435	262.708117
AT3G62940	330.8932165	207.178444	222.1183306	216.1083697	300.5311454	300.0516866	252.6167151	274.5294709	240.3771804	234.3329322	278.1110954	192.8061729
AT3G63000	188.4497712	323.7573161	312.5329084	326.7719848	301.8320823	172.1455601	341.0837587	270.9887948	309.1060619	405.6792451	342.6995487	332.3943234
AT3G63120	284.2428546	331.6636155	281.6538902	290.9639133	485.2895146	330.2810233	506.2536965	322.4328949	388.8949568	353.6235667	431.4052269	318.9907275
AT3G63200	334.7839405	350.5212089	264.779017	395.3814131	260.1416402	352.446485	352.8875985	393.1749756	458.5976315	276.0557715	182.108069	202.3353574
AT3G63410	398.0881901	436.3510527	365.1004067	407.8413714	441.0358723	335.9145341	549.9160879	324.6669086	512.73708	533.9446994	404.8862403	326.1643965
AT3G63420	185.3568002	203.9575331	231.9314525	219.5177961	179.5885785	459.303105	226.9066161	280.4216553	293.5838787	272.8687223	215.6462417	228.5333707
AT3G63430	271.0451918	261.7098735	314.624161	291.8254102	414.148336	253.115659	401.2686591	159.7181557	287.1051115	409.9472768	403.1712102	359.6192826
AT3G63490	336.600725	245.9440464	309.3091499	306.4214275	213.7819921	384.1016632	278.2729141	218.4800844	405.0591255	276.2311456	388.9088614	235.3363322
AT3G63500	258.0527633	277.2075242	314.7750184	237.9515199	182.5302621	248.7427018	360.4190766	201.7411386	161.3008695	209.3830648	308.8266332	280.7373893
AT3G66658	362.2768189	277.4717244	293.8539458	314.8452648	279.4961579	240.4345948	261.1751745	240.3987215	216.2168496	311.3893808	378.5754398	194.0179081
AT4G00026	342.394881	289.4142122	265.5757625	333.0763738	343.506912	323.3038442	308.0359993	287.8037885	357.8412534	312.5427654	328.4401531	233.2975688
AT4G00090	349.1065592	269.4956867	285.0143828	368.7749003	310.5628937	268.291423	296.6545512	306.582867	321.9018567	250.9852462	199.9387685	336.5314322
AT4G00110	372.6410914	290.6114824	287.4497366	388.3805747	276.2755222	351.4329708	402.3418656	104.5831117	289.1268598	327.0636746	398.1293927	286.9848893
AT4G00150	354.0129172	341.9723924	221.0837757	374.4614955	243.3115088	331.7230589	246.5815224	141.5765516	220.5377532	156.162172	164.3499212	193.0613518
AT4G00300	249.8443552	194.0771582	251.0062239	245.6155943	174.7760451	234.2496961	212.5257348	133.601639	147.1818115	184.5977004	82.11664619	228.1389521
AT4G00570	507.0581198	360.8394258	427.5892621	480.8483444	381.7714858	229.4953117	379.8411208	261.8114472	332.918613	449.8819896	212.5801476	303.528998
AT4G00620	260.7553797	225.1914462	221.0561235	233.0333109	309.2101087	327.4355296	169.0489396	254.3928371	253.1481597	296.2839173	264.2459052	197.1749574
AT4G00740	434.7529325	386.8107117	356.448556	441.6237046	429.8812277	212.2797931	317.1342016	309.7310735	323.6778949	455.9226766	303.3144653	307.221009
AT4G00752	281.8089092	260.6234008	244.5293852	298.7986384	293.0853283	204.2218295	314.0027706	186.5314707	245.6619432	241.2696883	374.8851909	261.1731667
AT4G00895	137.3721934	79.41307963	175.5559564	134.8933577	39.0090058	232.0239185	94.8348458	177.4220161	276.7347651	51.96580157	37.36114684	79.4425948
AT4G00910	289.1523812	184.5119035	143.3617236	93.11124822	113.5761736	84.27222188	230.4397931	313.3720413	476.6662329	122.9141286	110.8316139	170.3647909
AT4G01040	318.2864435	325.4153275	282.3547766	329.7552568	334.2705941	396.8757615	419.8704714	242.3870371	262.5232007	263.0343696	338.941818	298.4155261
AT4G01120	207.808904	207.3106477	400.7794493	191.7196264	137.8094052	193.1390687	348.1287014	420.6009792	393.7334545	143.3338667	126.7172853	146.5820055
AT4G01250	155.7093905	94.12077308	385.3291444	167.1879486	41.01164977	321.8658835	91.3970452	41.21783589	77.15989326	85.08227799	48.15327924	80.50758427
AT4G01290	316.8432227	386.0131024	416.130772	342.0322821	332.8945032	321.4511151	416.8285545	183.6481643	316.5983299	291.1199364	366.3828237	458.0315478
AT4G01330	439.5034699	473.5669259	365.8837922	381.8374775	318.0743052	231.5655014	427.0601338	378.5765244	436.1292487	282.78253	323.0425646	283.3329198
AT4G01395	327.0897302	373.1088484	310.9805749	262.4799595	305.8153563	203.4686387	326.0854695	194.622088	199.361778	377.8374019	214.3863261	342.7653137
AT4G01450	321.9196023	449.7027575	263.5466987	151.5287665	242.8525418	240.4903951	201.7096412	278.6697855	284.3424154	316.9712619	327.7622522	796.0472445
AT4G01560	406.4632745	450.8821553	359.4494014	425.3571598	469.9311577	412.0127264	424.337518	290.0013092	310.9198783	514.4177488	490.5904103	332.3671086
AT4G01590	240.8289058	274.3905512	220.2408759	260.4578039	303.9066517	263.1262362	244.6049394	274.5733706	295.5972788	271.2627421	236.7691707	223.8526965
AT4G01710	135.5963107	159.146763	190.9900338	130.7580177	158.6971545	273.3820809	208.9258499	272.3404258	244.6817009	151.6802932	135.3826221	206.389037
AT4G01810	291.804859	387.9592534	329.7573084	380.9624393	309.2617718	200.6706478	278.1676145	151.5061958	198.5350232	353.5236279	253.8914141	247.886404
AT4G01860	232.0063422	307.942503	161.2021184	298.9220383	422.0088697	160.5511356	352.6629855	165.1699505	134.8658193	311.3194838	380.7986331	312.9260787
AT4G01870	380.3775903	427.0402663	325.7689278	303.2661606	155.3749233	317.8430034	109.1486839	176.5512297	195.1748047	114.1817543	105.4569241	389.48389
AT4G01897	248.8968258	292.3469106	256.3091749	221.3789062	250.9377145	390.0100408	311.5298762	560.8956674	420.2276577	284.7019543	323.0838324	268.1348445
AT4G01900	293.0742007	219.9681128	229.0320048	306.9777595	390.6849451	382.1966587	294.4866418	764.5265098	603.380772	356.0531349	301.0787766	181.6255134
AT4G01940	171.7753518	217.8592854	219.3361695	174.1350424	98.1712594	175.7099112	195.5382362	321.4390734	275.4668686	101.3570257	106.9227758	159.9621351
AT4G02010	261.4669025	283.2754753	210.5713739	248.5012371	307.1459759	103.2772106	278.2649409	162.3832715	270.5347098	313.8525171	343.1012897	275.6674292
AT4G02060	396.8696882	211.013413	260.7789688	269.4906815	355.5535138	187.4567949	320.8134117	140.3352664	201.5143044	423.9335607	400.224286	314.8985502
AT4G02220	276.7651456	228.4528906	241.2893002	268.7067603	363.6692317	278.2923727	201.2560584	263.3248799	155.649845	242.0841555	258.8434161	274.5921707
AT4G02270	33.71815637	235.8780649	163.4042522	316.5700841	38.33811186	317.4624116	29.89839714	362.8461598	236.5720417	21.11818734	122.7090925	145.4628181
AT4G02340	254.1906962	265.7354239	263.89933	277.01047	208.4212146	262.8739535	320.3715521	307.8176575	270.5678092	250.3936708	349.5430975	219.8462024
AT4G02440	337.4689145	328.9883724	312.4895784	244.15528	235.3041704	221.9849632	364.4224532	264.8299175	360.5822214	311.0979836	399.5830026	333.3959461
AT4G02480	367.2771922	326.9035916	490.045611	406.7786397	325.2579271	290.0367181	493.2772566	327.1337913	318.6171906	324.202756	307.5356091	490.4592751
AT4G02590	312.2045521	337.0334038	367.5695149	332.184993	343.6869482	410.3219727	357.1806328	393.123326	395.3927091	350.6869969	417.0277738	487.9566527
AT4G02610	182.780287	184.5047973	212.8296027	198.5698419	260.2443315	345.1094993	295.6862924	360.8128129	360.5571419	304.2243162	233.3089752	222.892259
AT4G02640	190.2108567	260.4522722	242.3857214	247.2261287	188.3482555	223.0859949	281.6410589	203.0306013	270.0005647	176.8362801	209.3826156	235.0480575
AT4G02715	359.4571435	444.1075563	336.4481374	375.5631054	302.7527201	345.7389447	351.6092295	371.276269	316.426054	330.0875697	450.5833309	302.6545433
AT4G02720	337.316014	337.1856108	364.3709808	295.306918	344.841605	300.3594019	337.3360451	375.7051042	363.2465189	320.5935497	387.4086336	336.5350714
AT4G02860	315.6374254	297.8359974	420.1322926	365.8472853	224.5577344	263.8657003	275.9910991	303.2968972	268.4445429	205.8285654	196.1684484	300.3523431
AT4G02940	301.8724926	288.6929477	316.6460885	274.3747101	258.096919	311.6948898	374.5873186	242.443205	277.8093225	253.2506808	223.3085883	359.2816302
AT4G03020	276.3121848	277.7982804	345.3786193	259.4231353	211.02778	258.074145	277.6516771	216.8746567	234.1960697	214.6953732	201.5939614	161.9881564
AT4G03110	392.889758	331.7289955	383.5611005	392.3628739	304.1042144	290.6205073	357.6389355	192.500417	288.1081692	345.4677346	293.4610954	329.4983049
AT4G03240	294.7850766	279.5819619	236.3057609	275.4943313	405.4886839	415.0189158	305.1570905	546.5259816	408.1039979	344.7472726	313.4968024	344.6657483
AT4G03260	272.5826543	260.6969127	287.4436012	277.0660155	290.1653205	205.5063756	228.94312	227.6379654	210.7720356	276.7583309	261.7237418	374.8628452
AT4G03430	250.3510674	297.9161696	277.1338902	234.0092096	250.1838363	263.3667442	302.199405	169.6719539	205.1324136	308.7680115	242.7331663	289.7562682
AT4G03510	190.481514	200.3305343	248.4753535	244.605654	66.12337094	361.9793809	151.8314354	196.1788531	283.1363155	81.05091873	84.2428402	207.9379477
AT4G03560	448.1088714	452.1298762	470.5460318	466.2023209	345.4552114	309.8316318	276.5365872	361.6424253	253.5599829	283.9232822	251.9650097	391.3032047
AT4G04210	353.3255219	339.329311	242.0966321	394.6574424	258.133062	359.3540994	370.4715611	424.6355649	386.4473041	261.5252221	182.0753786	221.9433748
AT4G04614	238.2089138	217.2961506	302.1429715	274.6066996	338.4051027	399.9259362	344.2311822	504.2766786	331.2171296	294.4231766	409.8344725	381.1620338
AT4G04630	243.3348304	236.6988303	220.9605153	118.1923356	92.79054158	280.5818952	280.1091757	199.3385939	206.9036861	158.1030934	89.11149411	187.8297602
AT4G04780	255.4482848	220.3588313	216.779894	202.639459	365.2334985	417.8150828	326.5342073	425.9643965	384.6477222	277.8425202	382.2596161	350.7403822
AT4G04860	281.9365346	328.9503092	329.484677	292.4194588	255.476083	265.952388	335.8076888	443.8888706	390.1382256	220.3746561	281.8286772	335.4564903
AT4G04950	375.1426643	284.0040222	297.9832214	346.405632	369.0329349	182.2539732	344.9821836	346.1095536	312.4869602	382.8887826	366.0310823	302.4744423
AT4G04955	345.2266925	275.0177311	323.7115983	402.1839458	286.171903	260.143852	430.4449765	499.3615267	368.2355178	263.1843257	165.2651942	262.6854638
AT4G04972	28.67464348	16.5074092	152.0387557	65.66606999	10.09036213	180.8474609	42.35641192	123.2389085	131.1935361	6.503051959	8.883341784	68.0762012
AT4G05160	311.1535716	254.1986431	299.6274263	369.5440104	210.38254	231.4520511	115.9980421	218.4339567	177.0182034	139.9975433	85.7354104	224.0289542
AT4G05390	457.8258646	304.5087797	269.7720196	342.3331428	375.2818513	376.2220647	275.3868056	354.0264291	364.5138911	351.5515595	318.9629307	272.7816128
AT4G05420	295.0251543	367.9512052	366.1041363	319.9454932	418.009005	205.685258	325.3001271	228.5883439	321.7093056	375.9983321	337.8794218	271.5536377
AT4G05460	256.6258743	250.490658	212.1228575	264.4766844	299.826442	249.1259619	321.3763847	266.9854012	247.607461	245.3975191	280.1674716	251.8679109
AT4G05530	484.7809076	460.7006601	386.9559707	566.6366857	379.8568464	371.8935983	440.313292	275.0523699	339.3450917	329.7713207	394.1764174	341.6457684
AT4G05590	88.09990119	61.55044778	201.0624858	124.2154387	57.75267231	173.7807131	57.42122839	210.6299125	199.2219906	42.47520014	40.49004542	85.80755673
AT4G07410	387.6477593	301.6969221	358.5188863	355.6877542	375.2106863	324.7282953	341.4489891	193.6145135	326.0250702	400.1631726	693.7174617	559.7697749
AT4G07825	323.9248322	433.4205164	397.5345511	322.5573776	343.5190492	477.2937278	295.2433896	221.2333852	430.7242912	357.1408479	583.5744287	440.7736864
AT4G07855	364.833038	269.0339714	370.6513948	287.3934034	252.0746362	310.6989648	275.8942912	231.4064562	206.6780581	296.1864132	376.3308204	312.907446
AT4G07950	250.2168211	227.448729	228.9916545	241.8856789	409.5551339	412.6830696	335.5242055	160.3626419	225.4478824	321.3665468	486.0182086	286.8509855
AT4G08035	289.4960959	343.8257075	325.1987088	248.7109158	410.1230399	556.4579907	368.9787288	334.9305985	353.9658549	405.5928179	606.2169171	573.3424257
AT4G08240	300.4225981	238.7119821	311.0177561	304.5128627	285.1798957	377.377739	365.4692107	282.5262707	373.5140791	213.1505087	257.6489953	228.7042986
AT4G08280	263.7893773	314.5918671	309.9082273	255.3746204	339.7605958	426.7579661	405.0990965	508.2347501	571.9360864	315.5651617	443.9707108	391.4992944
AT4G08310	366.7166823	300.6794834	327.9488625	289.0281844	340.7966952	417.6281094	364.8242411	458.5398899	360.2021835	332.6797009	419.6261626	343.7715615
AT4G08690	280.8478535	205.7873776	275.0338315	301.3096729	236.4911714	282.3358796	310.6088491	295.1146527	310.4900842	229.1674563	268.3489625	319.7338842
AT4G08850	180.8202522	228.9195806	225.2432317	318.6692675	116.2895198	271.4776949	90.02924096	100.6804021	120.9855306	100.6646205	83.03235444	239.0145595
AT4G08960	292.7474605	297.2137263	236.4314885	272.9059125	326.6969449	242.2569954	303.6118037	129.7281634	222.3596507	320.6179761	251.7045528	218.8481158
AT4G09035	211.5528768	295.4563977	319.0131962	229.6494164	451.6371132	704.6982685	429.6730954	111.4777877	293.5654016	509.2778116	450.6387503	487.5354304
AT4G09550	194.0751695	214.3720746	219.4987422	192.2815013	297.6332756	541.9931483	271.898802	415.5878057	354.0330948	324.3661798	349.5779002	338.937789
AT4G09695	282.6825836	268.2976491	263.1399074	371.5481073	213.0992949	216.1659309	233.5068528	211.6053272	258.2699891	231.5954568	187.4044916	248.7776787
AT4G09720	329.8447569	330.8006284	273.8893605	312.9027115	403.390462	306.7344818	313.0095664	420.8358576	332.141319	341.1453284	307.9756198	259.3974288
AT4G10080	243.9939536	174.0361458	272.0405824	228.0999286	168.734119	264.1667169	178.8762209	253.4889419	204.2539343	171.6852516	167.757022	194.0645971
AT4G10110	181.2137206	189.6513643	226.5134314	202.676492	223.9680075	356.4010476	145.8588002	451.3798677	379.7209822	207.8944194	113.8420827	245.5421491
AT4G10140	213.0719256	192.3240994	274.3506591	264.3195707	203.0764407	310.332421	261.3101199	386.0905336	348.0838601	189.7919331	188.8363435	228.0626223
AT4G10330	139.7309472	149.4438958	212.0840364	151.7891081	147.2426529	236.8372123	133.2621545	240.7721816	264.1607708	156.4126708	190.796629	177.5245455
AT4G10610	355.124935	329.006153	372.0116744	320.3080609	330.8183846	299.9135425	435.0975957	352.831634	359.431102	337.473216	347.5277353	314.5343112
AT4G10710	247.657226	339.1971883	247.5772512	219.6078634	246.0887942	273.5779172	421.1634053	171.9696584	175.51973	300.650114	354.7342067	247.310857
AT4G10810	157.6045813	174.2476736	169.8896979	148.1691876	205.8081178	280.7877574	173.9078855	222.2226381	420.8341977	214.3714508	213.4770606	215.6271162
AT4G10925	208.4275683	212.4357863	217.3689961	253.1235873	253.2649996	443.5813563	261.0016581	312.6128704	314.8312918	216.4240083	223.8360146	347.3670064
AT4G11547	69.66995796	115.3665162	214.824625	169.2776454	75.37521467	334.216262	137.2247772	257.7735468	252.5316941	98.18279853	71.02358449	99.20950493
AT4G11630	341.0490006	318.4264759	291.3595026	339.1628138	365.7961938	406.2453239	309.1677955	456.9497555	353.4814569	357.6278233	429.416253	381.8365432
AT4G11655	57.63229503	75.61075331	240.5343555	154.9704638	40.46107865	261.7452052	32.37843679	46.46499539	81.36255174	48.98352018	47.73948771	155.0686468
AT4G11830	194.1544381	465.0325051	346.0752706	274.6705445	373.5062345	223.9706028	382.5289121	272.7750232	193.463157	385.0550711	400.1214279	491.9103964
AT4G12050	447.3188332	394.2375206	312.6036076	441.6732343	468.4648067	284.6766328	427.210789	368.5931132	446.4826021	453.8713386	473.458654	310.7622621
AT4G12060	199.5605666	160.3580294	163.4911689	165.7440617	211.8072604	287.5334995	214.7287317	266.1625361	270.198918	218.1169278	194.2465938	214.6595262
AT4G12230	318.0396399	407.9090017	322.2359255	381.3282001	361.6712536	284.1640368	294.4011631	323.1247079	356.627659	358.7681722	280.1802882	267.353512
AT4G12550	91.95095798	281.4906036	682.4651983	407.1853292	51.80001254	57.58626948	50.39262941	260.8613258	738.1597846	602.6058775	312.52535	1508.854375
AT4G12560	398.5561623	332.8680409	372.4089384	282.8448674	263.6166845	359.9299085	311.496043	284.9522677	290.7510716	289.6989184	386.1510658	370.8689575
AT4G12720	244.3385983	287.0869309	329.6043649	481.6255005	231.3672497	430.0432823	114.167497	176.6275363	226.1574693	191.9971592	230.6194306	335.074145
AT4G12790	328.2015013	295.9886609	329.4564581	379.5423997	371.8793196	427.9346308	327.2500612	407.2302497	377.110427	369.6007948	386.4768382	444.6985448
AT4G13010	139.7122946	119.6021369	162.7152219	126.6181722	8.740089847	80.9749813	456.0008014	204.1890117	236.7950884	20.25647965	12.48504341	36.12560031
AT4G13020	254.6452816	243.1116645	266.3415184	221.7872017	165.6355936	211.6722437	130.20981	217.2832764	196.6099386	152.8141535	82.30978166	270.2691825
AT4G13030	210.0427158	182.0315269	286.1109831	176.5786013	68.44896752	127.0661421	140.3332849	165.8920103	174.9647658	88.88619791	77.28133081	154.6291564
AT4G13195	230.5682031	252.6256631	105.2468272	202.8915092	65.21106002	406.0790578	132.9896145	15.47041842	30.67497772	63.18257457	87.42344023	72.2549225
AT4G13200	217.4249191	195.2535884	254.8455183	204.7932687	172.8479384	293.807294	233.49556	259.4626077	198.9050283	204.5992599	236.6430373	229.0461336
AT4G13270	313.3023612	307.2443788	345.562949	353.1172572	351.6887472	484.9080998	349.6598362	386.6767706	448.2361071	278.2144436	327.7702423	351.8936379
AT4G13310	30.83464761	38.35468795	429.9255666	53.154213	17.84869625	56.84800527	32.12817524	71.04982694	101.4065696	7.160198909	3.508821677	17.69566357
AT4G13350	394.5116488	371.4938056	336.0067411	352.6081484	370.0453442	285.4588984	378.7455139	223.8900546	299.9820458	488.3191579	296.2149149	399.5466247
AT4G13360	184.2625507	162.9380874	174.8812124	179.8180964	139.1563788	242.1343141	195.4092584	195.4163155	197.8859691	131.1990412	64.2442366	173.418103
AT4G13510	142.9702362	94.33855511	237.2673383	214.160677	84.69217064	146.2638723	89.19374104	133.0994231	215.1393328	74.45583728	69.65340735	120.7880883
AT4G13530	224.9479814	228.3390409	370.3124438	254.2067426	65.1793277	218.8994413	267.5590946	313.7226704	274.31739	98.41074148	140.2240509	253.2349176
AT4G13580	436.381553	422.947706	402.1618902	626.4090304	227.9756363	153.5344844	267.0951974	427.9456323	407.7796463	296.1837869	113.9499814	608.795433
AT4G13620	297.8959353	423.2233298	321.4036678	308.5295352	182.8614435	244.0278527	223.4296088	161.7758534	265.4716371	278.6638244	142.7248022	332.3699256
AT4G14110	330.3261299	265.9135948	317.9611952	327.1261471	357.121778	402.4537292	357.085483	554.9753945	458.9683161	360.4417919	473.3520629	350.7996121
AT4G14160	503.3246959	435.6773076	452.347159	349.0947347	419.4581352	196.121468	368.5499466	242.7603304	311.2725415	422.9187	326.3305081	354.6021677
AT4G14342	245.6208811	235.6161918	219.3128268	225.0920724	313.7038101	320.5130439	293.3488317	431.7019792	410.5431015	330.6412438	366.9329379	278.6834854
AT4G14385	271.3805946	305.945903	227.6961469	306.4955523	333.0483415	399.424082	361.2989507	341.9650524	325.7189501	299.3055459	319.585553	334.616715
