"","X","phyD_GC_c1.which.mclass....6...1."
"55",55,"AT1G05830"
"469",469,"AT1G51540"
"2922",2922,"AT5G58620"
"531",531,"AT1G56145"
"2718",2718,"AT5G41960"
"339",339,"AT1G29060"
"1377",1377,"AT3G10140"
"1196",1196,"AT2G43255"
"2652",2652,"AT5G27680"
"289",289,"AT1G23380"
"294",294,"AT1G24040"
"2565",2565,"AT5G18960"
"2417",2417,"AT5G08170"
"1512",1512,"AT3G19440"
"1919",1919,"AT4G02730"
"312",312,"AT1G26650"
"453",453,"AT1G50120"
"127",127,"AT1G10522"
"1702",1702,"AT3G49850"
"709",709,"AT1G74460"
"2812",2812,"AT5G49680"
"2864",2864,"AT5G53540"
"749",749,"AT1G78050"
"2587",2587,"AT5G20610"
"29",29,"AT1G03475"
"853",853,"AT2G14110"
"569",569,"AT1G61640"
"644",644,"AT1G68872"
"2947",2947,"AT5G61000"
"2189",2189,"AT4G28706"
"656",656,"AT1G70080"
"548",548,"AT1G58350"
"1391",1391,"AT3G11030"
"620",620,"AT1G66820"
"1682",1682,"AT3G47960"
"873",873,"AT2G16770"
"1608",1608,"AT3G27000"
"1295",1295,"AT3G03790"
"1992",1992,"AT4G11080"
"2507",2507,"AT5G14610"
"1803",1803,"AT3G57570"
"1794",1794,"AT3G56870"
"2836",2836,"AT5G51100"
"923",923,"AT2G21385"
"2817",2817,"AT5G49950"
"1090",1090,"AT2G36200"
"2532",2532,"AT5G16270"
"331",331,"AT1G28320"
"630",630,"AT1G67720"
"154",154,"AT1G12470"
"1440",1440,"AT3G14120"
"843",843,"AT2G08635"
"919",919,"AT2G21090"
"2375",2375,"AT5G04970"
"2713",2713,"AT5G41220"
"107",107,"AT1G08710"
"423",423,"AT1G47820"
"566",566,"AT1G61170"
"849",849,"AT2G12462"
"673",673,"AT1G71230"
"554",554,"AT1G59750"
"996",996,"AT2G27460"
"1859",1859,"AT3G62210"
"558",558,"AT1G60220"
"1476",1476,"AT3G16620"
"1637",1637,"AT3G30300"
"567",567,"AT1G61240"
"582",582,"AT1G63100"
"2591",2591,"AT5G20910"
"2449",2449,"AT5G10190"
"2273",2273,"AT4G36080"
"272",272,"AT1G21700"
"893",893,"AT2G18465"
"2514",2514,"AT5G15170"
"1522",1522,"AT3G19840"
"1693",1693,"AT3G49500"
"1116",1116,"AT2G38440"
"1172",1172,"AT2G41680"
"2967",2967,"AT5G63010"
"1434",1434,"AT3G13672"
"1787",1787,"AT3G56408"
"651",651,"AT1G69520"
"983",983,"AT2G26780"
"918",918,"AT2G21070"
"1679",1679,"AT3G47480"
"868",868,"AT2G16570"
"1811",1811,"AT3G57910"
"1374",1374,"AT3G09800"
"1175",1175,"AT2G41770"
"1378",1378,"AT3G10160"
"386",386,"AT1G33420"
"1033",1033,"AT2G31240"
"36",36,"AT1G04230"
"724",724,"AT1G75785"
"1897",1897,"AT4G01430"
"2313",2313,"AT4G39370"
"3022",3022,"AT5G66870"
"405",405,"AT1G36990"
"37",37,"AT1G04290"
"2961",2961,"AT5G62630"
"38",38,"AT1G04610"
"2839",2839,"AT5G51200"
"1920",1920,"AT4G02760"
"941",941,"AT2G23560"
"1520",1520,"AT3G19720"
"1763",1763,"AT3G54440"
"2489",2489,"AT5G13530"
"115",115,"AT1G09490"
"2116",2116,"AT4G22120"
"771",771,"AT1G79570"
"2568",2568,"AT5G19280"
"2055",2055,"AT4G16700"
"283",283,"AT1G23000"
"687",687,"AT1G72690"
"1083",1083,"AT2G35620"
"1858",1858,"AT3G62140"
"1677",1677,"AT3G47120"
"2948",2948,"AT5G61330"
"525",525,"AT1G55820"
"2007",2007,"AT4G12750"
"2833",2833,"AT5G50860"
"616",616,"AT1G66510"
"263",263,"AT1G20930"
"2827",2827,"AT5G50520"
"1379",1379,"AT3G10270"
"2039",2039,"AT4G15420"
"2966",2966,"AT5G62980"
"821",821,"AT2G04480"
"1649",1649,"AT3G44370"
"130",130,"AT1G10750"
"143",143,"AT1G11660"
"1952",1952,"AT4G07285"
"2481",2481,"AT5G12950"
"175",175,"AT1G14310"
"2047",2047,"AT4G16110"
"1100",1100,"AT2G37090"
"1235",1235,"AT2G46630"
"1604",1604,"AT3G26920"
"385",385,"AT1G33415"
"399",399,"AT1G35340"
"2650",2650,"AT5G27650"
"1863",1863,"AT3G62390"
"374",374,"AT1G32500"
"787",787,"AT1G80770"
"1672",1672,"AT3G46580"
"2787",2787,"AT5G48250"
"1814",1814,"AT3G57990"
"751",751,"AT1G78120"
"2888",2888,"AT5G56090"
"1962",1962,"AT4G09040"
"2503",2503,"AT5G14260"
"580",580,"AT1G62920"
"2743",2743,"AT5G43920"
"2632",2632,"AT5G24960"
"439",439,"AT1G49230"
"1414",1414,"AT3G12810"
"15",15,"AT1G02260"
"1936",1936,"AT4G04455"
"242",242,"AT1G18950"
"63",63,"AT1G06180"
"3021",3021,"AT5G66815"
"2844",2844,"AT5G51660"
"1094",1094,"AT2G36360"
"1548",1548,"AT3G21300"
"380",380,"AT1G33080"
"1161",1161,"AT2G41050"
"195",195,"AT1G15780"
"2920",2920,"AT5G58530"
"1770",1770,"AT3G55060"
"1742",1742,"AT3G52950"
"1263",1263,"AT3G01610"
"692",692,"AT1G73100"
"1366",1366,"AT3G09000"
"1886",1886,"AT4G00340"
"452",452,"AT1G50110"
"2699",2699,"AT5G40030"
"2267",2267,"AT4G35530"
"2368",2368,"AT5G04520"
"869",869,"AT2G16580"
"1759",1759,"AT3G54180"
"1314",1314,"AT3G05270"
"2452",2452,"AT5G10278"
"2811",2811,"AT5G49665"
"2842",2842,"AT5G51460"
"2341",2341,"AT5G02470"
"1636",1636,"AT3G29760"
"2889",2889,"AT5G56120"
"1664",1664,"AT3G45630"
"97",97,"AT1G08220"
"1574",1574,"AT3G23810"
"73",73,"AT1G06790"
"2750",2750,"AT5G44730"
"2813",2813,"AT5G49880"
"721",721,"AT1G75390"
"100",100,"AT1G08390"
"1035",1035,"AT2G31320"
"1228",1228,"AT2G45780"
"2335",2335,"AT5G02010"
"2238",2238,"AT4G33400"
"2237",2237,"AT4G33350"
"1924",1924,"AT4G02830"
"2350",2350,"AT5G03100"
"1645",1645,"AT3G43720"
"1525",1525,"AT3G20070"
"1654",1654,"AT3G44710"
"1757",1757,"AT3G54020"
"1514",1514,"AT3G19510"
"1555",1555,"AT3G21740"
"2444",2444,"AT5G09870"
"999",999,"AT2G27950"
"236",236,"AT1G18650"
"232",232,"AT1G18580"
"1204",1204,"AT2G44090"
"581",581,"AT1G62970"
"2272",2272,"AT4G35987"
"1088",1088,"AT2G35859"
"2149",2149,"AT4G25240"
"830",830,"AT2G05320"
"814",814,"AT2G03800"
"1820",1820,"AT3G58570"
"1958",1958,"AT4G08500"
"2872",2872,"AT5G54850"
"2986",2986,"AT5G64390"
"2528",2528,"AT5G15980"
"879",879,"AT2G17300"
"1260",1260,"AT3G01410"
"2207",2207,"AT4G30520"
"978",978,"AT2G26470"
"2282",2282,"AT4G36960"
"191",191,"AT1G15630"
"3019",3019,"AT5G66800"
"848",848,"AT2G11520"
"760",760,"AT1G78810"
"1089",1089,"AT2G35860"
"2332",2332,"AT5G01930"
"1349",1349,"AT3G07410"
"958",958,"AT2G25190"
"1389",1389,"AT3G10700"
"1126",1126,"AT2G38960"
"153",153,"AT1G12240"
"1941",1941,"AT4G04940"
"333",333,"AT1G28410"
"1528",1528,"AT3G20120"
"246",246,"AT1G19370"
"1458",1458,"AT3G15220"
"1357",1357,"AT3G08365"
"1084",1084,"AT2G35650"
"1262",1262,"AT3G01450"
"2388",2388,"AT5G05970"
"2291",2291,"AT4G37490"
"1278",1278,"AT3G02555"
"2735",2735,"AT5G43190"
"1694",1694,"AT3G49530"
"429",429,"AT1G48315"
"407",407,"AT1G43020"
"2618",2618,"AT5G23690"
"932",932,"AT2G22640"
"314",314,"AT1G26840"
"1804",1804,"AT3G57590"
"2899",2899,"AT5G57480"
"856",856,"AT2G14530"
"2103",2103,"AT4G21270"
"2754",2754,"AT5G45030"
"685",685,"AT1G72470"
"2706",2706,"AT5G40740"
"2254",2254,"AT4G34340"
"2873",2873,"AT5G54860"
"1489",1489,"AT3G17670"
"1494",1494,"AT3G17970"
"2050",2050,"AT4G16310"
"1642",1642,"AT3G43540"
"2164",2164,"AT4G26810"
"1461",1461,"AT3G15770"
"157",157,"AT1G12845"
"1019",1019,"AT2G30280"
"1653",1653,"AT3G44680"
"473",473,"AT1G51940"
"456",456,"AT1G50410"
"2467",2467,"AT5G11480"
