"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
1.29716147878578e-15,78,489,"Cellular amino acid metabolic process ","AT1G09620 AT1G11860 AT1G14610 AT1G18640 AT1G29880 AT1G29900 AT1G50200 AT1G75330 AT2G02390 AT2G26080 AT2G26400 AT2G31810 AT2G43750 AT2G44160 AT3G02760 AT3G06300 AT3G11710 AT3G22200 AT3G23940 AT3G27740 AT3G53580 AT3G54640 AT3G57050 AT3G59760 AT3G59970 AT3G61440 AT3G62120 AT3G63250 AT4G10320 AT4G14710 AT4G14716 AT4G14880 AT4G24830 AT4G31180 AT4G34180 AT4G35630 AT5G08100 AT5G11880 AT5G26710 AT5G26780 AT5G26830 AT5G27470 AT5G54810 AT2G43820 AT3G48560 AT1G14810 AT1G15040 AT1G17290 AT1G22410 AT1G30820 AT1G31860 AT1G55920 AT1G63660 AT1G66200 AT2G30970 AT2G37040 AT3G06350 AT3G13110 AT3G17810 AT3G49680 AT3G56310 AT4G13430 AT4G28410 AT4G29840 AT4G30530 AT4G31990 AT4G33680 AT4G38220 AT5G07440 AT5G10330 AT5G11520 AT5G37510 AT5G56680 AT1G35580 AT2G26300 AT2G37250 AT4G31500 AT5G49450"
1.80528518949324e-14,112,899,"Amide biosynthetic process ","AT1G04170 AT1G07070 AT1G07830 AT1G09150 AT1G09620 AT1G14610 AT1G18070 AT1G29880 AT1G29900 AT1G50200 AT1G51730 AT1G80780 AT2G15910 AT2G21290 AT2G44065 AT3G01790 AT3G02760 AT3G11250 AT3G11710 AT3G11800 AT3G22200 AT3G27740 AT3G62120 AT4G10320 AT4G11420 AT4G19210 AT4G20980 AT4G23620 AT4G24830 AT4G31180 AT4G35490 AT4G39520 AT5G02050 AT5G10960 AT5G15610 AT5G25754 AT5G26710 AT5G26830 AT5G27470 AT5G27640 AT5G66860 ATCG00830 AT2G25900 AT4G23100 AT1G01090 AT1G06220 AT1G07210 AT1G15250 AT1G16740 AT1G23410 AT1G24180 AT1G26110 AT1G26740 AT1G29965 AT1G36730 AT1G48410 AT1G54270 AT1G58983 AT1G76810 AT2G16930 AT2G18110 AT2G18400 AT2G20060 AT2G34520 AT2G34750 AT2G38040 AT2G40290 AT2G43360 AT2G45710 AT3G06040 AT3G06320 AT3G16780 AT3G17465 AT3G18760 AT3G19030 AT3G49100 AT3G55620 AT3G56310 AT3G57490 AT3G59650 AT3G61240 AT4G18040 AT4G25890 AT4G28360 AT4G29430 AT4G30800 AT4G30930 AT4G31460 AT4G34620 AT4G36420 AT5G09770 AT5G15220 AT5G18790 AT5G20180 AT5G23535 AT5G35620 AT5G35680 AT5G36880 AT5G37475 AT5G47320 AT5G54160 AT5G54760 AT5G54940 AT5G56680 AT5G57870 AT1G43190 AT3G01470 AT5G18480 AT3G06650 AT3G16950 AT3G25860 AT5G49460"
2.47515441180777e-14,97,727,"Intracellular transport ","AT1G02130 AT1G06400 AT1G14010 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G36050 AT1G43890 AT1G48160 AT1G48440 AT1G49300 AT1G51160 AT1G51980 AT1G57620 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT1G80230 AT2G01470 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G22425 AT2G24765 AT2G30050 AT2G39960 AT2G43640 AT2G45790 AT3G01340 AT3G05000 AT3G07560 AT3G09740 AT3G16310 AT3G17440 AT3G17780 AT3G18820 AT3G22290 AT3G23990 AT3G25040 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G31480 AT4G31490 AT4G34450 AT4G35450 AT5G02280 AT5G02770 AT5G03520 AT5G20165 AT5G27430 AT5G40810 AT5G42570 AT5G45130 AT5G54750 AT5G58030 AT5G60460 AT2G45140 AT2G45980 AT4G18710 AT5G06140 AT1G47830 AT1G60780 AT1G80500 AT2G17380 AT2G20930 AT2G40430 AT3G08530 AT3G11130 AT3G11780 AT3G44100 AT4G11380 AT5G16880 AT5G41685 AT5G45010 AT2G04030 AT2G20990 AT3G47520 AT4G24280 AT5G23040 AT3G48870 AT5G42890"
3.26071299135003e-14,142,1284,"Macromolecule localization ","AT1G02130 AT1G06400 AT1G09330 AT1G14010 AT1G14670 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G43890 AT1G48160 AT1G48440 AT1G49300 AT1G51980 AT1G57620 AT1G61250 AT1G61570 AT1G64720 AT1G69460 AT1G72750 AT1G73030 AT2G01470 AT2G01970 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G21600 AT2G22425 AT2G23310 AT2G24765 AT2G30050 AT2G34690 AT2G39960 AT2G43640 AT2G45790 AT3G01340 AT3G07560 AT3G09740 AT3G13772 AT3G16310 AT3G17440 AT3G17780 AT3G18820 AT3G23990 AT3G25040 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G01480 AT4G02080 AT4G02510 AT4G12650 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G34450 AT4G35450 AT4G39220 AT5G02770 AT5G03520 AT5G10840 AT5G20165 AT5G27430 AT5G42570 AT5G45130 AT5G60460 AT1G06390 AT1G49480 AT2G30980 AT2G45140 AT4G18710 AT1G33040 AT1G47830 AT1G54320 AT1G60780 AT1G62040 AT2G04030 AT2G17380 AT2G19790 AT2G19830 AT2G20990 AT2G21190 AT2G33120 AT2G37870 AT2G40430 AT2G44100 AT2G44300 AT2G45170 AT2G45980 AT3G06420 AT3G08530 AT3G09300 AT3G11130 AT3G11780 AT3G15580 AT3G21865 AT3G22600 AT3G44100 AT3G51600 AT3G59920 AT3G61240 AT4G04620 AT4G11380 AT4G15780 AT4G16370 AT4G16520 AT4G21980 AT4G24280 AT4G31480 AT4G31490 AT4G32150 AT5G01870 AT5G02530 AT5G06140 AT5G08040 AT5G11170 AT5G16880 AT5G26850 AT5G41685 AT5G45010 AT5G58060 AT5G59950 AT1G22530 AT3G03250 AT3G51670 AT3G47520 AT3G54640 AT4G23100 AT4G31500 AT5G23040 AT5G60620 AT5G61130 AT3G48870 AT5G42890"
9.08428703163311e-14,110,898,"Peptide metabolic process ","AT1G04170 AT1G07070 AT1G07830 AT1G09150 AT1G09620 AT1G14610 AT1G18070 AT1G29880 AT1G49860 AT1G50200 AT1G51730 AT1G52600 AT1G63770 AT1G78340 AT1G80780 AT2G02390 AT2G15910 AT2G21290 AT2G22425 AT2G29420 AT2G29490 AT2G39960 AT2G44065 AT3G01790 AT3G02760 AT3G11250 AT3G11710 AT3G11800 AT3G43800 AT3G62120 AT4G02520 AT4G10320 AT4G11420 AT4G19210 AT4G20980 AT4G23620 AT4G31180 AT4G35490 AT4G39520 AT5G02050 AT5G10540 AT5G10960 AT5G15610 AT5G25754 AT5G26710 AT5G26830 AT5G27430 AT5G27470 AT5G27640 AT5G66860 ATCG00830 AT2G25900 AT4G23100 AT1G06220 AT1G07210 AT1G15250 AT1G16740 AT1G23410 AT1G26110 AT1G26740 AT1G29965 AT1G36730 AT1G48410 AT1G54270 AT1G58983 AT1G76810 AT2G16930 AT2G18110 AT2G18400 AT2G20060 AT2G34520 AT2G34750 AT2G40290 AT2G45710 AT3G06040 AT3G06320 AT3G16780 AT3G17465 AT3G18760 AT3G19030 AT3G49100 AT3G55620 AT3G56310 AT3G57490 AT3G59650 AT3G61240 AT4G18040 AT4G25890 AT4G28360 AT4G29430 AT4G30800 AT4G30930 AT4G31460 AT4G34620 AT4G36420 AT5G09770 AT5G15220 AT5G18790 AT5G20180 AT5G23535 AT5G35620 AT5G35680 AT5G37475 AT5G47320 AT5G54760 AT5G54940 AT5G56680 AT5G57870 AT1G43190 AT3G01470"
2.81304136797346e-13,119,1025,"Protein localization ","AT1G02130 AT1G06400 AT1G09330 AT1G14010 AT1G14670 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G43890 AT1G48160 AT1G48440 AT1G49300 AT1G51980 AT1G57620 AT1G61250 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT2G01470 AT2G01970 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G21600 AT2G22425 AT2G23310 AT2G24765 AT2G30050 AT2G39960 AT2G43640 AT2G45790 AT3G01340 AT3G07560 AT3G09740 AT3G13772 AT3G16310 AT3G17440 AT3G17780 AT3G18820 AT3G23990 AT3G25040 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G12650 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G34450 AT4G35450 AT4G39220 AT5G02770 AT5G03520 AT5G10840 AT5G20165 AT5G27430 AT5G42570 AT5G45130 AT5G60460 AT1G06390 AT1G49480 AT2G30980 AT2G45140 AT4G18710 AT1G33040 AT1G47830 AT1G60780 AT1G62040 AT2G04030 AT2G17380 AT2G19790 AT2G19830 AT2G21190 AT2G33120 AT2G40430 AT2G44100 AT2G45170 AT2G45980 AT3G06420 AT3G08530 AT3G11130 AT3G15580 AT3G21865 AT3G59920 AT4G04620 AT4G11380 AT4G15780 AT4G16370 AT4G16520 AT4G21980 AT4G24280 AT4G31480 AT4G31490 AT4G32150 AT5G06140 AT5G08040 AT5G16880 AT5G26850 AT5G41685 AT5G45010 AT5G58060 AT1G22530 AT3G51670 AT3G47520 AT5G23040 AT2G20990 AT3G48870"
1.02971486327603e-12,104,858,"Protein transport ","AT1G02130 AT1G06400 AT1G09330 AT1G14010 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G43890 AT1G48160 AT1G49300 AT1G51980 AT1G57620 AT1G61250 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT2G01470 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G22425 AT2G24765 AT2G39960 AT2G43640 AT2G45790 AT3G07560 AT3G09740 AT3G16310 AT3G17440 AT3G18820 AT3G23990 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G34450 AT4G35450 AT5G02770 AT5G03520 AT5G20165 AT5G27430 AT5G45130 AT5G60460 AT2G45140 AT4G18710 AT1G33040 AT1G47830 AT1G48440 AT1G60780 AT1G62040 AT2G04030 AT2G17380 AT2G19790 AT2G19830 AT2G30050 AT2G33120 AT2G40430 AT2G44100 AT2G45170 AT2G45980 AT3G01340 AT3G06420 AT3G08530 AT3G11130 AT3G15580 AT3G17780 AT3G21865 AT3G25040 AT3G59920 AT4G04620 AT4G11380 AT4G15780 AT4G16370 AT4G16520 AT4G21980 AT4G24280 AT4G31480 AT4G31490 AT4G32150 AT5G06140 AT5G08040 AT5G16880 AT5G41685 AT5G42570 AT5G45010 AT5G58060 AT3G47520 AT5G23040 AT2G20990 AT3G48870"
1.04812860745607e-12,31,109,"ER to Golgi vesicle-mediated transport ","AT1G02130 AT1G14010 AT1G21900 AT1G26670 AT1G36050 AT1G48440 AT1G51160 AT1G57620 AT1G69460 AT2G01470 AT2G21390 AT2G30050 AT3G01340 AT3G05000 AT3G17440 AT3G17780 AT3G22290 AT3G25040 AT3G63460 AT4G02080 AT4G17530 AT4G31480 AT4G31490 AT4G34450 AT5G02280 AT5G42570 AT5G54750 AT5G58030 AT1G80500 AT2G20930 AT4G17170"
1.69271055542141e-12,104,866,"Establishment of protein localization ","AT1G02130 AT1G06400 AT1G09330 AT1G14010 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G43890 AT1G48160 AT1G49300 AT1G51980 AT1G57620 AT1G61250 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT2G01470 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G22425 AT2G24765 AT2G39960 AT2G43640 AT2G45790 AT3G07560 AT3G09740 AT3G16310 AT3G17440 AT3G18820 AT3G23990 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G34450 AT4G35450 AT5G02770 AT5G03520 AT5G20165 AT5G27430 AT5G45130 AT5G60460 AT2G45140 AT4G18710 AT1G33040 AT1G47830 AT1G48440 AT1G60780 AT1G62040 AT2G04030 AT2G17380 AT2G19790 AT2G19830 AT2G30050 AT2G33120 AT2G40430 AT2G44100 AT2G45170 AT2G45980 AT3G01340 AT3G06420 AT3G08530 AT3G11130 AT3G15580 AT3G17780 AT3G21865 AT3G25040 AT3G59920 AT4G04620 AT4G11380 AT4G15780 AT4G16370 AT4G16520 AT4G21980 AT4G24280 AT4G31480 AT4G31490 AT4G32150 AT5G06140 AT5G08040 AT5G16880 AT5G41685 AT5G42570 AT5G45010 AT5G58060 AT3G47520 AT5G23040 AT2G20990 AT3G48870"
1.87756027369943e-12,97,783,"Establishment of localization in cell ","AT1G02130 AT1G06400 AT1G14010 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G36050 AT1G43890 AT1G48160 AT1G48440 AT1G49300 AT1G51160 AT1G51980 AT1G57620 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT1G80230 AT2G01470 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G22425 AT2G24765 AT2G30050 AT2G39960 AT2G43640 AT2G45790 AT3G01340 AT3G05000 AT3G07560 AT3G09740 AT3G16310 AT3G17440 AT3G17780 AT3G18820 AT3G22290 AT3G23990 AT3G25040 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G31480 AT4G31490 AT4G34450 AT4G35450 AT5G02280 AT5G02770 AT5G03520 AT5G20165 AT5G27430 AT5G40810 AT5G42570 AT5G45130 AT5G54750 AT5G58030 AT5G60460 AT2G45140 AT2G45980 AT4G18710 AT5G06140 AT1G47830 AT1G60780 AT1G80500 AT2G17380 AT2G20930 AT2G40430 AT3G08530 AT3G11130 AT3G11780 AT3G44100 AT4G11380 AT5G16880 AT5G41685 AT5G45010 AT2G04030 AT2G20990 AT3G47520 AT4G24280 AT5G23040 AT3G48870 AT5G42890"
2.24832993504548e-12,83,621,"Cellular protein-containing complex assembly ","AT1G04080 AT1G04170 AT1G04510 AT1G09150 AT1G16700 AT1G16740 AT1G20090 AT1G20960 AT1G21190 AT1G29150 AT1G29990 AT1G45000 AT1G48160 AT1G52930 AT1G53750 AT1G75840 AT1G76300 AT1G76860 AT1G80070 AT2G30050 AT2G33340 AT2G40430 AT2G45710 AT2G47640 AT3G01340 AT3G06320 AT3G11250 AT3G13570 AT3G21350 AT3G23620 AT3G27360 AT3G55620 AT3G63460 AT4G11420 AT4G19006 AT4G28360 AT4G35490 AT5G10390 AT5G18790 AT5G19990 AT5G38650 AT5G45620 AT5G47320 AT5G51040 AT5G52820 AT5G58290 AT5G65360 AT5G67490 AT1G20260 AT4G20260 AT4G34970 AT4G38510 AT5G44610 AT1G18800 AT2G28740 AT2G30410 AT3G08530 AT3G11130 AT3G11500 AT3G45930 AT3G46320 AT3G53730 AT4G02840 AT4G14615 AT4G15770 AT4G20980 AT5G15610 AT5G25754 AT5G27640 AT5G37475 AT5G40660 AT5G45010 AT5G56950 AT5G62290 ATMG00830 AT1G26110 AT4G25340 AT4G29040 AT5G56030 AT1G12270 AT2G18390 AT2G30260 AT2G37340"
2.95537761174666e-12,115,1013,"Cellular localization ","AT1G02130 AT1G06400 AT1G14010 AT1G14670 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G36050 AT1G43890 AT1G48160 AT1G48440 AT1G49300 AT1G51160 AT1G51980 AT1G57620 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT1G80230 AT2G01470 AT2G01970 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G21600 AT2G22425 AT2G23310 AT2G24765 AT2G30050 AT2G39960 AT2G43640 AT2G45790 AT3G01340 AT3G05000 AT3G07560 AT3G09740 AT3G13772 AT3G16310 AT3G17440 AT3G17780 AT3G18820 AT3G22290 AT3G23990 AT3G25040 AT3G25190 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G12650 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G31480 AT4G31490 AT4G34450 AT4G35450 AT4G39220 AT5G02280 AT5G02770 AT5G03520 AT5G10840 AT5G20165 AT5G27430 AT5G40810 AT5G42570 AT5G45130 AT5G54750 AT5G58030 AT5G60460 AT1G49480 AT2G45140 AT2G45980 AT4G18710 AT5G06140 AT1G47830 AT1G60780 AT1G80500 AT2G17380 AT2G20930 AT2G21190 AT2G40430 AT3G08530 AT3G11130 AT3G11780 AT3G44100 AT3G52140 AT4G11380 AT5G16880 AT5G26850 AT5G41685 AT5G45010 AT3G03250 AT2G04030 AT2G20990 AT3G47520 AT3G54640 AT4G23100 AT4G24280 AT4G31500 AT5G23040 AT5G61130 AT3G48870 AT5G42890"
6.0151558687871e-12,65,432,"MRNA processing ","AT1G02840 AT1G03330 AT1G04080 AT1G04510 AT1G06220 AT1G16610 AT1G20960 AT1G21190 AT1G23860 AT1G27650 AT1G76300 AT1G76860 AT1G80070 AT2G30260 AT2G33340 AT2G37340 AT2G47640 AT3G11500 AT3G13200 AT3G13570 AT3G50670 AT3G53500 AT3G55460 AT3G59810 AT3G61860 AT4G20440 AT4G22380 AT4G25550 AT4G31580 AT4G35785 AT5G42820 AT5G48870 AT5G52040 AT5G63150 AT5G64200 AT1G09760 AT1G09770 AT1G17370 AT1G19120 AT1G23400 AT1G26110 AT1G32580 AT1G43190 AT1G47490 AT1G54080 AT1G74230 AT1G74340 AT1G77180 AT2G03870 AT2G16940 AT2G33730 AT2G35240 AT3G13300 AT3G14100 AT3G15000 AT3G53460 AT3G61240 AT4G02840 AT4G27000 AT4G36690 AT5G11170 AT5G51120 AT5G54580 AT5G62290 AT5G07350"
6.34588263809344e-12,106,912,"Peptide transport ","AT1G02130 AT1G06400 AT1G09330 AT1G14010 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G43890 AT1G48160 AT1G49300 AT1G51980 AT1G57620 AT1G61250 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT2G01470 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G22425 AT2G24765 AT2G39960 AT2G43640 AT2G45790 AT3G07560 AT3G09740 AT3G16310 AT3G17440 AT3G18820 AT3G23990 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G34450 AT4G35450 AT5G02770 AT5G03520 AT5G20165 AT5G27430 AT5G45130 AT5G60460 AT2G45140 AT4G18710 AT1G33040 AT1G47830 AT1G48440 AT1G60780 AT1G62040 AT2G04030 AT2G17380 AT2G19790 AT2G19830 AT2G30050 AT2G30200 AT2G33120 AT2G40430 AT2G44100 AT2G45170 AT2G45980 AT3G01340 AT3G06420 AT3G08530 AT3G11130 AT3G15580 AT3G17780 AT3G21865 AT3G25040 AT3G59920 AT4G04620 AT4G11380 AT4G15780 AT4G16370 AT4G16520 AT4G21980 AT4G24280 AT4G31480 AT4G31490 AT4G32150 AT5G06140 AT5G08040 AT5G16880 AT5G41685 AT5G42570 AT5G45010 AT5G46290 AT5G58060 AT3G47520 AT5G23040 AT2G20990 AT3G48870"
9.89367521506689e-12,107,932,"Amide transport ","AT1G02130 AT1G06400 AT1G09330 AT1G14010 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G43890 AT1G48160 AT1G49300 AT1G51980 AT1G57620 AT1G61250 AT1G61570 AT1G69460 AT1G72750 AT1G73030 AT2G01470 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G22425 AT2G24765 AT2G34690 AT2G39960 AT2G43640 AT2G45790 AT3G07560 AT3G09740 AT3G16310 AT3G17440 AT3G18820 AT3G23990 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G34450 AT4G35450 AT5G02770 AT5G03520 AT5G20165 AT5G27430 AT5G45130 AT5G60460 AT2G45140 AT4G18710 AT1G33040 AT1G47830 AT1G48440 AT1G60780 AT1G62040 AT2G04030 AT2G17380 AT2G19790 AT2G19830 AT2G30050 AT2G30200 AT2G33120 AT2G40430 AT2G44100 AT2G45170 AT2G45980 AT3G01340 AT3G06420 AT3G08530 AT3G11130 AT3G15580 AT3G17780 AT3G21865 AT3G25040 AT3G59920 AT4G04620 AT4G11380 AT4G15780 AT4G16370 AT4G16520 AT4G21980 AT4G24280 AT4G31480 AT4G31490 AT4G32150 AT5G06140 AT5G08040 AT5G16880 AT5G41685 AT5G42570 AT5G45010 AT5G46290 AT5G58060 AT3G47520 AT5G23040 AT2G20990 AT3G48870"
9.89367521506689e-12,89,711,"Protein-containing complex assembly ","AT1G04080 AT1G04170 AT1G04510 AT1G09150 AT1G16700 AT1G16740 AT1G20090 AT1G20960 AT1G21190 AT1G29150 AT1G29990 AT1G45000 AT1G48160 AT1G52930 AT1G53750 AT1G75840 AT1G76300 AT1G76860 AT1G80070 AT2G01470 AT2G30050 AT2G33340 AT2G40430 AT2G45710 AT2G47640 AT3G01340 AT3G06320 AT3G11250 AT3G13570 AT3G21350 AT3G23620 AT3G27360 AT3G55620 AT3G63460 AT4G02080 AT4G11420 AT4G19006 AT4G28360 AT4G35490 AT5G10390 AT5G18790 AT5G19990 AT5G38650 AT5G45620 AT5G47320 AT5G51040 AT5G52820 AT5G58290 AT5G65360 AT5G67490 AT1G20260 AT1G53310 AT3G48870 AT4G20260 AT4G34970 AT4G38510 AT5G11670 AT5G23660 AT5G44610 AT1G18800 AT2G28740 AT2G30410 AT3G08530 AT3G11130 AT3G11500 AT3G45930 AT3G46320 AT3G53730 AT4G02840 AT4G14615 AT4G15770 AT4G20980 AT5G15610 AT5G25754 AT5G27640 AT5G37475 AT5G40660 AT5G45010 AT5G56950 AT5G62290 ATMG00830 AT1G26110 AT4G25340 AT4G29040 AT5G56030 AT1G12270 AT2G18390 AT2G30260 AT2G37340"
1.32585085099258e-11,96,800,"Cellular macromolecule localization ","AT1G02130 AT1G06400 AT1G14010 AT1G14670 AT1G15370 AT1G16240 AT1G21900 AT1G26670 AT1G43890 AT1G48160 AT1G48440 AT1G49300 AT1G51980 AT1G57620 AT1G61570 AT1G69460 AT1G72750 AT2G01970 AT2G02160 AT2G03820 AT2G17390 AT2G21390 AT2G21600 AT2G22425 AT2G23310 AT2G24765 AT2G30050 AT2G39960 AT2G43640 AT2G45790 AT3G01340 AT3G07560 AT3G09740 AT3G13772 AT3G16310 AT3G17440 AT3G17780 AT3G18820 AT3G23990 AT3G25040 AT3G46060 AT3G49100 AT3G53610 AT3G55620 AT3G56190 AT3G59280 AT3G63460 AT4G02080 AT4G02510 AT4G12650 AT4G17170 AT4G17530 AT4G19210 AT4G19640 AT4G26670 AT4G30600 AT4G35450 AT4G39220 AT5G02770 AT5G03520 AT5G10840 AT5G27430 AT5G42570 AT5G45130 AT5G60460 AT1G49480 AT2G45140 AT4G18710 AT1G47830 AT1G60780 AT2G17380 AT2G21190 AT2G40430 AT3G08530 AT3G11130 AT4G11380 AT4G31480 AT4G31490 AT4G34450 AT5G16880 AT5G26850 AT5G41685 AT5G45010 AT3G03250 AT2G04030 AT3G47520 AT3G54640 AT4G23100 AT4G24280 AT4G31500 AT5G06140 AT5G23040 AT5G61130 AT2G45980 AT2G20990 AT3G48870"
2.00269287649199e-11,82,638,"Organic acid biosynthetic process ","AT1G18640 AT1G29900 AT1G75330 AT2G30200 AT2G31810 AT2G36580 AT2G43750 AT2G44160 AT3G06350 AT3G22200 AT3G22960 AT3G23940 AT3G27740 AT3G52990 AT3G53580 AT3G54640 AT3G55360 AT3G57050 AT3G59760 AT3G59970 AT3G61440 AT3G63250 AT4G14880 AT4G24620 AT4G24830 AT4G35630 AT5G08570 AT5G11880 AT5G26780 AT5G46290 AT5G54810 AT3G29360 AT3G48560 AT5G15490 AT5G39320 AT1G01090 AT1G13280 AT1G14810 AT1G20950 AT1G22410 AT1G24180 AT1G30120 AT1G31860 AT1G55920 AT1G66200 AT1G67730 AT1G74030 AT2G22230 AT2G26400 AT2G34590 AT2G34770 AT2G37040 AT2G38040 AT2G43360 AT2G43710 AT3G13110 AT3G17810 AT3G25860 AT3G48530 AT3G49680 AT4G13430 AT4G14710 AT4G14716 AT4G20870 AT4G29840 AT4G30950 AT4G33680 AT5G10160 AT5G10330 AT4G30440 AT1G52670 AT2G26300 AT2G37250 AT2G39770 AT2G45790 AT3G23820 AT3G56130 AT4G31500 AT5G07350 AT5G40770 AT5G60620 AT3G44310"
2.00269287649199e-11,82,638,"Carboxylic acid biosynthetic process ","AT1G18640 AT1G29900 AT1G75330 AT2G30200 AT2G31810 AT2G36580 AT2G43750 AT2G44160 AT3G06350 AT3G22200 AT3G22960 AT3G23940 AT3G27740 AT3G52990 AT3G53580 AT3G54640 AT3G55360 AT3G57050 AT3G59760 AT3G59970 AT3G61440 AT3G63250 AT4G14880 AT4G24620 AT4G24830 AT4G35630 AT5G08570 AT5G11880 AT5G26780 AT5G46290 AT5G54810 AT3G29360 AT3G48560 AT5G15490 AT5G39320 AT1G01090 AT1G13280 AT1G14810 AT1G20950 AT1G22410 AT1G24180 AT1G30120 AT1G31860 AT1G55920 AT1G66200 AT1G67730 AT1G74030 AT2G22230 AT2G26400 AT2G34590 AT2G34770 AT2G37040 AT2G38040 AT2G43360 AT2G43710 AT3G13110 AT3G17810 AT3G25860 AT3G48530 AT3G49680 AT4G13430 AT4G14710 AT4G14716 AT4G20870 AT4G29840 AT4G30950 AT4G33680 AT5G10160 AT5G10330 AT4G30440 AT1G52670 AT2G26300 AT2G37250 AT2G39770 AT2G45790 AT3G23820 AT3G56130 AT4G31500 AT5G07350 AT5G40770 AT5G60620 AT3G44310"
