"","X","col_GC_c1.which.mclass....6...1."
"3058",3058,"AT5G22210"
"3298",3298,"AT5G49650"
"1803",1803,"AT3G17590"
"840",840,"AT1G73790"
"1755",1755,"AT3G14840"
"1610",1610,"AT3G06930"
"162",162,"AT1G09490"
"2044",2044,"AT3G50870"
"3299",3299,"AT5G49710"
"2570",2570,"AT4G29360"
"741",741,"AT1G66530"
"2779",2779,"AT5G02580"
"2957",2957,"AT5G14285"
"652",652,"AT1G57610"
"2289",2289,"AT4G03320"
"1505",1505,"AT2G48130"
"693",693,"AT1G62020"
"800",800,"AT1G70620"
"3042",3042,"AT5G20200"
"2468",2468,"AT4G21160"
"3227",3227,"AT5G43760"
"686",686,"AT1G61670"
"3544",3544,"AT5G64420"
"3482",3482,"AT5G61380"
"121",121,"AT1G07323"
"1842",1842,"AT3G20550"
"3508",3508,"AT5G63000"
"2147",2147,"AT3G57470"
"2041",2041,"AT3G50780"
"841",841,"AT1G73805"
"1888",1888,"AT3G23810"
"1754",1754,"AT3G14830"
"3348",3348,"AT5G53090"
"3424",3424,"AT5G57910"
"2139",2139,"AT3G56990"
"3046",3046,"AT5G20590"
"2418",2418,"AT4G16563"
"1913",1913,"AT3G25780"
"56",56,"AT1G04300"
"538",538,"AT1G47960"
"559",559,"AT1G49670"
"2229",2229,"AT3G63170"
"1760",1760,"AT3G15070"
"2964",2964,"AT5G14690"
"2845",2845,"AT5G06665"
"594",594,"AT1G53030"
"2084",2084,"AT3G53210"
"2085",2085,"AT3G53340"
"2717",2717,"AT4G37530"
"2663",2663,"AT4G34860"
"805",805,"AT1G71020"
"3605",3605,"AT5G67240"
"2895",2895,"AT5G10920"
"672",672,"AT1G60640"
"810",810,"AT1G71350"
"164",164,"AT1G09927"
"1470",1470,"AT2G45695"
"1430",1430,"AT2G42820"
"3542",3542,"AT5G64290"
"2559",2559,"AT4G28650"
"2491",2491,"AT4G24230"
"884",884,"AT1G76930"
"2248",2248,"AT4G00440"
"1400",1400,"AT2G40700"
"2394",2394,"AT4G15093"
"2297",2297,"AT4G04720"
"1912",1912,"AT3G25580"
"1334",1334,"AT2G37020"
"1838",1838,"AT3G20320"
"3479",3479,"AT5G61140"
"1130",1130,"AT2G21410"
"1545",1545,"AT3G03120"
"993",993,"AT2G04940"
"3450",3450,"AT5G59380"
"1393",1393,"AT2G40000"
"2714",2714,"AT4G37440"
"678",678,"AT1G60950"
"862",862,"AT1G75785"
"1922",1922,"AT3G26410"
"2539",2539,"AT4G27470"
"1615",1615,"AT3G07215"
"1830",1830,"AT3G19515"
"37",37,"AT1G03250"
"1565",1565,"AT3G04240"
"823",823,"AT1G72310"
"1906",1906,"AT3G24880"
"3403",3403,"AT5G56750"
"2650",2650,"AT4G34131"
"2334",2334,"AT4G09695"
"3603",3603,"AT5G67130"
"59",59,"AT1G04520"
"1073",1073,"AT2G18193"
"731",731,"AT1G65280"
"2546",2546,"AT4G27860"
"2187",2187,"AT3G60320"
"3083",3083,"AT5G23700"
"2824",2824,"AT5G05660"
"2094",2094,"AT3G54170"
"674",674,"AT1G60740"
"457",457,"AT1G31600"
"887",887,"AT1G77130"
"1468",1468,"AT2G45540"
"199",199,"AT1G12240"
"3610",3610,"AT5G67390"
"2905",2905,"AT5G11480"
"2990",2990,"AT5G16440"
"126",126,"AT1G07640"
"2122",2122,"AT3G55840"
"3283",3283,"AT5G48540"
"302",302,"AT1G19730"
"2919",2919,"AT5G12040"
"2701",2701,"AT4G36920"
"3495",3495,"AT5G62270"
"1224",1224,"AT2G28315"
"2627",2627,"AT4G32915"
"3512",3512,"AT5G63135"
"2911",2911,"AT5G11850"
"186",186,"AT1G10990"
"2335",2335,"AT4G10050"
"2457",2457,"AT4G20270"
"2883",2883,"AT5G09860"
"375",375,"AT1G25500"
"252",252,"AT1G15910"
"395",395,"AT1G27190"
"1454",1454,"AT2G44660"
"3329",3329,"AT5G51570"
"1186",1186,"AT2G26210"
"173",173,"AT1G10490"
"3243",3243,"AT5G44582"
"2928",2928,"AT5G12390"
"1496",1496,"AT2G47620"
"2812",2812,"AT5G04930"
"922",922,"AT1G79850"
"2240",2240,"AT4G00110"
"46",46,"AT1G03680"
"658",658,"AT1G58110"
"1950",1950,"AT3G28455"
"2287",2287,"AT4G03180"
"1163",1163,"AT2G24180"
"208",208,"AT1G12845"
"956",956,"AT2G01690"
"3001",3001,"AT5G17060"
"2225",2225,"AT3G62940"
"2736",2736,"AT4G38500"
"19",19,"AT1G02120"
"1816",1816,"AT3G18480"
"514",514,"AT1G44760"
"226",226,"AT1G14080"
"3586",3586,"AT5G66250"
"1658",1658,"AT3G09890"
"988",988,"AT2G04550"
"3473",3473,"AT5G60930"
"355",355,"AT1G23870"
"1857",1857,"AT3G21220"
"2321",2321,"AT4G08685"
"1295",1295,"AT2G33990"
"835",835,"AT1G73330"
"2275",2275,"AT4G02340"
"1116",1116,"AT2G20725"
"2292",2292,"AT4G03430"
"1530",1530,"AT3G02460"
"3027",3027,"AT5G19240"
"292",292,"AT1G19110"
"2831",2831,"AT5G06210"
"1589",1589,"AT3G05970"
"2730",2730,"AT4G38260"
"633",633,"AT1G55740"
"1469",1469,"AT2G45620"
"474",474,"AT1G32930"
"3020",3020,"AT5G18670"
"3459",3459,"AT5G59740"
"2379",2379,"AT4G14430"
"754",754,"AT1G67340"
"1294",1294,"AT2G33845"
"3043",3043,"AT5G20360"
"2408",2408,"AT4G16155"
"2209",2209,"AT3G62020"
"3620",3620,"ATCG00810"
"1080",1080,"AT2G18710"
"530",530,"AT1G47500"
"3558",3558,"AT5G65010"
"2925",2925,"AT5G12200"
"3576",3576,"AT5G65910"
"2267",2267,"AT4G01810"
"3411",3411,"AT5G57270"
"1228",1228,"AT2G28600"
"914",914,"AT1G79380"
"2640",2640,"AT4G33565"
"2800",2800,"AT5G04090"
"3275",3275,"AT5G47820"
"3324",3324,"AT5G51410"
"225",225,"AT1G14000"
"3068",3068,"AT5G22890"
"775",775,"AT1G68880"
"69",69,"AT1G04960"
"2711",2711,"AT4G37260"
"1249",1249,"AT2G30530"
"411",411,"AT1G27770"
"2733",2733,"AT4G38360"
"3096",3096,"AT5G24620"
"124",124,"AT1G07510"
"1125",1125,"AT2G21150"
"515",515,"AT1G44820"
"3135",3135,"AT5G28080"
"3241",3241,"AT5G44480"
"3146",3146,"AT5G35330"
"2340",2340,"AT4G10330"
"2038",2038,"AT3G50620"
"2761",2761,"AT5G01470"
"2518",2518,"AT4G26060"
"1403",1403,"AT2G40840"
"869",869,"AT1G76260"
"3505",3505,"AT5G62680"
"3250",3250,"AT5G45590"
"3279",3279,"AT5G48150"
"310",310,"AT1G20490"
"2324",2324,"AT4G08920"
"2649",2649,"AT4G34120"
"2942",2942,"AT5G13470"
"1344",1344,"AT2G37585"
"2256",2256,"AT4G00990"
"3582",3582,"AT5G66080"
"1489",1489,"AT2G47360"
"3128",3128,"AT5G27330"
"2762",2762,"AT5G01520"
"3456",3456,"AT5G59510"
"1471",1471,"AT2G45700"
"1452",1452,"AT2G44490"
"2986",2986,"AT5G16260"
"654",654,"AT1G58030"
"3276",3276,"AT5G47840"
"1330",1330,"AT2G36835"
"2029",2029,"AT3G49250"
"3455",3455,"AT5G59500"
"846",846,"AT1G74160"
"1245",1245,"AT2G30105"
"3185",3185,"AT5G40530"
"1583",1583,"AT3G05220"
"2735",2735,"AT4G38495"
"2931",2931,"AT5G12860"
"2312",2312,"AT4G06599"
"2829",2829,"AT5G06130"
"1543",1543,"AT3G03010"
"1578",1578,"AT3G05040"
"3093",3093,"AT5G24500"
"282",282,"AT1G18480"
"3590",3590,"AT5G66490"
"1843",1843,"AT3G20590"
"3078",3078,"AT5G23410"
"2487",2487,"AT4G23895"
"2648",2648,"AT4G34100"
"1139",1139,"AT2G22420"
"2112",2112,"AT3G55140"
"3320",3320,"AT5G51150"
"49",49,"AT1G03780"
"1970",1970,"AT3G43230"
"2092",2092,"AT3G54030"
"3196",3196,"AT5G41350"
"3368",3368,"AT5G54390"
"3104",3104,"AT5G25150"
"1987",1987,"AT3G45100"
"2954",2954,"AT5G14210"
"1007",1007,"AT2G09785"
"757",757,"AT1G67930"
"704",704,"AT1G63300"
"2947",2947,"AT5G13810"
"3024",3024,"AT5G19000"
"1467",1467,"AT2G45510"
"1404",1404,"AT2G40935"
"1379",1379,"AT2G39450"
"3100",3100,"AT5G24840"
"3229",3229,"AT5G43900"
"3563",3563,"AT5G65310"
"987",987,"AT2G04360"
"3113",3113,"AT5G25780"
"2214",2214,"AT3G62310"
"1420",1420,"AT2G42070"
"1855",1855,"AT3G21175"
"2294",2294,"AT4G03510"
"2135",2135,"AT3G56810"
"110",110,"AT1G06470"
"204",204,"AT1G12530"
"2727",2727,"AT4G38090"
"250",250,"AT1G15800"
"307",307,"AT1G20070"
"2563",2563,"AT4G28860"
"2658",2658,"AT4G34680"
