"","X","col_GC_c1.which.mclass....1...1."
"1523",1523,"AT2G42380"
"1856",1856,"AT3G16560"
"663",663,"AT1G57700"
"3741",3741,"AT5G65140"
"46",46,"AT1G03930"
"1027",1027,"AT1G80120"
"1070",1070,"AT2G03720"
"1977",1977,"AT3G26115"
"652",652,"AT1G55910"
"2908",2908,"AT5G00990"
"2250",2250,"AT3G57670"
"2927",2927,"AT5G01770"
"539",539,"AT1G48120"
"260",260,"AT1G14970"
"2882",2882,"AT4G38380"
"1072",1072,"AT2G04040"
"2058",2058,"AT3G45610"
"3584",3584,"AT5G54890"
"514",514,"AT1G43620"
"2498",2498,"AT4G12620"
"3090",3090,"AT5G11350"
"3146",3146,"AT5G17240"
"1125",1125,"AT2G13840"
"829",829,"AT1G68690"
"1637",1637,"AT3G01890"
"396",396,"AT1G26150"
"765",765,"AT1G64910"
"3242",3242,"AT5G24300"
"432",432,"AT1G28560"
"3768",3768,"AT5G67430"
"1360",1360,"AT2G32410"
"1907",1907,"AT3G19970"
"2580",2580,"AT4G18020"
"2698",2698,"AT4G25390"
"3372",3372,"AT5G41330"
"624",624,"AT1G54010"
"2739",2739,"AT4G27990"
"1396",1396,"AT2G34860"
"2437",2437,"AT4G08225"
"1076",1076,"AT2G04500"
"1598",1598,"AT2G46760"
"2220",2220,"AT3G55310"
"2190",2190,"AT3G53090"
"3769",3769,"AT5G67450"
"2705",2705,"AT4G25707"
"1321",1321,"AT2G30320"
"1068",1068,"AT2G03590"
"2062",2062,"AT3G46330"
"3452",3452,"AT5G46870"
"733",733,"AT1G62700"
"1139",1139,"AT2G15820"
"1470",1470,"AT2G38570"
"1704",1704,"AT3G05945"
"2316",2316,"AT3G61750"
"259",259,"AT1G14840"
"1415",1415,"AT2G35740"
"3127",3127,"AT5G15770"
"2959",2959,"AT5G02890"
"3701",3701,"AT5G62220"
"3058",3058,"AT5G09315"
"2243",2243,"AT3G56830"
"1461",1461,"AT2G38070"
"3562",3562,"AT5G53920"
"1620",1620,"AT2G48080"
"2564",2564,"AT4G16807"
"239",239,"AT1G13609"
"1559",1559,"AT2G44440"
"411",411,"AT1G27180"
"2748",2748,"AT4G28550"
"2732",2732,"AT4G27520"
"2659",2659,"AT4G22910"
"1618",1618,"AT2G47920"
"2301",2301,"AT3G60650"
"95",95,"AT1G05790"
"2166",2166,"AT3G51400"
"2191",2191,"AT3G53220"
"688",688,"AT1G60690"
"3385",3385,"AT5G42200"
"2554",2554,"AT4G16130"
"1367",1367,"AT2G33050"
"3379",3379,"AT5G41620"
"1751",1751,"AT3G08990"
"2333",2333,"AT3G62780"
"2714",2714,"AT4G26140"
"100",100,"AT1G06120"
"258",258,"AT1G14790"
"805",805,"AT1G67500"
"1272",1272,"AT2G26390"
"3173",3173,"AT5G18820"
"2954",2954,"AT5G02680"
"27",27,"AT1G02440"
"639",639,"AT1G55180"
"2012",2012,"AT3G28760"
"1642",1642,"AT3G02060"
"366",366,"AT1G22985"
"3516",3516,"AT5G51260"
"1080",1080,"AT2G04660"
"910",910,"AT1G72970"
"3128",3128,"AT5G15820"
"322",322,"AT1G18610"
"2444",2444,"AT4G09012"
"103",103,"AT1G06310"
"1675",1675,"AT3G04130"
"321",321,"AT1G18590"
"1607",1607,"AT2G47300"
"2730",2730,"AT4G27460"
"233",233,"AT1G12860"
"2619",2619,"AT4G20230"
"468",468,"AT1G31280"
"3029",3029,"AT5G07475"
"2951",2951,"AT5G02565"
"445",445,"AT1G29740"
"3780",3780,"ATCG00360"
"210",210,"AT1G11700"
"2876",2876,"AT4G37895"
"2973",2973,"AT5G03890"
"1693",1693,"AT3G05390"
"111",111,"AT1G06680"
"1011",1011,"AT1G78960"
"1121",1121,"AT2G13440"
"1156",1156,"AT2G18150"
"2636",2636,"AT4G21350"
"3200",3200,"AT5G20810"
"281",281,"AT1G16489"
"738",738,"AT1G62975"
"3365",3365,"AT5G41070"
"1516",1516,"AT2G42250"
"2598",2598,"AT4G19010"
"2140",2140,"AT3G50040"
"1939",1939,"AT3G23150"
"1958",1958,"AT3G24560"
"1477",1477,"AT2G39120"
"519",519,"AT1G44125"
"2374",2374,"AT4G01740"
"3223",3223,"AT5G22930"
"2123",2123,"AT3G49170"
"1015",1015,"AT1G79310"
"2134",2134,"AT3G49725"
"1358",1358,"AT2G32390"
"1859",1859,"AT3G16750"
"1085",1085,"AT2G05160"
"1854",1854,"AT3G16390"
"1330",1330,"AT2G30933"
"695",695,"AT1G61000"
"126",126,"AT1G07373"
"244",244,"AT1G13870"
"786",786,"AT1G66330"
"1539",1539,"AT2G43140"
"3436",3436,"AT5G45460"
"1165",1165,"AT2G18940"
"1562",1562,"AT2G44690"
"3666",3666,"AT5G60150"
"182",182,"AT1G09890"
"2467",2467,"AT4G11211"
"1026",1026,"AT1G80110"
"3773",3773,"AT5G67640"
"3246",3246,"AT5G24380"
"112",112,"AT1G06710"
"1041",1041,"AT2G01330"
"3582",3582,"AT5G54790"
"566",566,"AT1G49710"
"898",898,"AT1G72275"
"555",555,"AT1G48960"
"712",712,"AT1G61640"
"780",780,"AT1G65950"
"3296",3296,"AT5G35190"
"1746",1746,"AT3G08665"
"3107",3107,"AT5G13800"
"2534",2534,"AT4G15110"
"1766",1766,"AT3G09910"
"839",839,"AT1G69060"
"54",54,"AT1G04117"
"776",776,"AT1G65730"
"474",474,"AT1G31720"
"2430",2430,"AT4G06395"
"1826",1826,"AT3G14650"
"2387",2387,"AT4G02330"
"1910",1910,"AT3G20350"
"1203",1203,"AT2G21550"
"3235",3235,"AT5G23870"
"3750",3750,"AT5G65710"
"1273",1273,"AT2G26440"
"764",764,"AT1G64890"
"3032",3032,"AT5G07720"
"1069",1069,"AT2G03670"
"1634",1634,"AT3G01750"
"607",607,"AT1G52590"
"3382",3382,"AT5G41980"
"2831",2831,"AT4G34390"
"2839",2839,"AT4G35380"
"1184",1184,"AT2G20260"
"121",121,"AT1G07130"
"581",581,"AT1G51035"
"3141",3141,"AT5G16540"
"548",548,"AT1G48640"
"1097",1097,"AT2G07655"
"1149",1149,"AT2G17650"
"885",885,"AT1G71500"
"2755",2755,"AT4G29170"
"1577",1577,"AT2G45685"
"1018",1018,"AT1G79490"
"2201",2201,"AT3G53810"
"2983",2983,"AT5G04840"
"1889",1889,"AT3G18750"
"2001",2001,"AT3G27950"
"487",487,"AT1G33260"
"1472",1472,"AT2G38750"
"1053",1053,"AT2G02400"
"2082",2082,"AT3G47400"
"3519",3519,"AT5G51370"
"2559",2559,"AT4G16470"
"15",15,"AT1G01840"
"2306",2306,"AT3G60870"
"2382",2382,"AT4G01990"
"815",815,"AT1G67820"
"2438",2438,"AT4G08425"
"3661",3661,"AT5G59940"
"1813",1813,"AT3G14075"
"831",831,"AT1G68730"
"916",916,"AT1G73270"
"2691",2691,"AT4G24910"
"3122",3122,"AT5G15170"
"3009",3009,"AT5G06595"
"1672",1672,"AT3G04010"
"3045",3045,"AT5G08360"
"52",52,"AT1G04053"
"3561",3561,"AT5G53890"
"3399",3399,"AT5G43210"
"295",295,"AT1G17460"
"362",362,"AT1G22460"
"3280",3280,"AT5G27240"
"2821",2821,"AT4G33730"
"201",201,"AT1G10930"
"2813",2813,"AT4G33000"
"1160",1160,"AT2G18620"
"1044",1044,"AT2G01860"
"3285",3285,"AT5G27610"
"3007",3007,"AT5G06420"
"2633",2633,"AT4G21220"
"1202",1202,"AT2G21540"
"3767",3767,"AT5G67410"
"1831",1831,"AT3G15110"
"1950",1950,"AT3G24190"
"2472",2472,"AT4G11440"
"2561",2561,"AT4G16610"
"156",156,"AT1G08610"
"2480",2480,"AT4G11960"
"2435",2435,"AT4G07260"
"3178",3178,"AT5G19020"
"958",958,"AT1G75010"
"2007",2007,"AT3G28370"
"3210",3210,"AT5G21970"
"1058",1058,"AT2G02880"
"951",951,"AT1G74640"
"1495",1495,"AT2G40770"
"3640",3640,"AT5G58570"
"3227",3227,"AT5G23320"
"597",597,"AT1G51965"
"3314",3314,"AT5G37290"
"280",280,"AT1G16480"
"61",61,"AT1G04353"
"2373",2373,"AT4G01575"
"888",888,"AT1G71710"
"3432",3432,"AT5G45300"
"1626",1626,"AT3G01430"
"36",36,"AT1G03310"
"3064",3064,"AT5G09630"
"855",855,"AT1G69970"
"1337",1337,"AT2G31150"
"1814",1814,"AT3G14090"
"1904",1904,"AT3G19580"
"3442",3442,"AT5G45790"
"1178",1178,"AT2G20020"
"3048",3048,"AT5G08640"
"794",794,"AT1G66880"
"1402",1402,"AT2G35160"
"3241",3241,"AT5G24290"
"3231",3231,"AT5G23680"
"2097",2097,"AT3G48020"
"2318",2318,"AT3G61800"
"3457",3457,"AT5G47510"
"772",772,"AT1G65560"
"2307",2307,"AT3G61198"
"3647",3647,"AT5G59020"
"752",752,"AT1G64105"
"2234",2234,"AT3G56040"
"787",787,"AT1G66345"
"2969",2969,"AT5G03670"
"481",481,"AT1G32583"
"1858",1858,"AT3G16730"
"882",882,"AT1G71360"
"3407",3407,"AT5G43790"
"2662",2662,"AT4G23015"
