"","X","phyD_GC_c1.which.mclass....2...1."
"4230",4230,"AT5G01095"
"4313",4313,"AT5G03885"
"787",787,"AT1G48120"
"1281",1281,"AT1G72390"
"1561",1561,"AT2G07641"
"4398",4398,"AT5G07240"
"1124",1124,"AT1G65420"
"60",60,"AT1G03750"
"2605",2605,"AT3G13980"
"4727",4727,"AT5G24390"
"3246",3246,"AT3G57062"
"49",49,"AT1G03270"
"2417",2417,"AT3G05180"
"1627",1627,"AT2G17220"
"89",89,"AT1G04635"
"1857",1857,"AT2G28305"
"1172",1172,"AT1G67690"
"3130",3130,"AT3G51930"
"1154",1154,"AT1G66880"
"3128",3128,"AT3G51790"
"872",872,"AT1G52190"
"3963",3963,"AT4G28020"
"4899",4899,"AT5G40880"
"2761",2761,"AT3G20930"
"1074",1074,"AT1G62700"
"4292",4292,"AT5G03070"
"1359",1359,"AT1G75250"
"1344",1344,"AT1G74640"
"3849",3849,"AT4G22860"
"1640",1640,"AT2G17830"
"5071",5071,"AT5G48950"
"4139",4139,"AT4G36710"
"390",390,"AT1G16540"
"368",368,"AT1G15720"
"1206",1206,"AT1G68795"
"3685",3685,"AT4G15450"
"2649",2649,"AT3G15850"
"4162",4162,"AT4G37480"
"2096",2096,"AT2G39100"
"3432",3432,"AT4G02005"
"3914",3914,"AT4G25800"
"1249",1249,"AT1G70630"
"2608",2608,"AT3G14075"
"400",400,"AT1G16830"
"272",272,"AT1G11090"
"502",502,"AT1G21200"
"2911",2911,"AT3G29300"
"467",467,"AT1G19480"
"561",561,"AT1G24490"
"2315",2315,"AT3G01070"
"1335",1335,"AT1G74240"
"3306",3306,"AT3G59850"
"3487",3487,"AT4G04700"
"1839",1839,"AT2G27200"
"4116",4116,"AT4G35740"
"4291",4291,"AT5G02970"
"2513",2513,"AT3G09580"
"4343",4343,"AT5G05330"
"769",769,"AT1G45231"
"3552",3552,"AT4G10420"
"3236",3236,"AT3G56640"
"3870",3870,"AT4G23820"
"3357",3357,"AT3G62150"
"4332",4332,"AT5G04895"
"1128",1128,"AT1G65690"
"3990",3990,"AT4G29340"
"5313",5313,"AT5G59700"
"2519",2519,"AT3G09780"
"2664",2664,"AT3G16370"
"2472",2472,"AT3G07670"
"2326",2326,"AT3G01515"
"262",262,"AT1G10780"
"458",458,"AT1G19115"
"4557",4557,"AT5G16320"
"161",161,"AT1G06980"
"5377",5377,"AT5G62620"
"2452",2452,"AT3G06660"
"3809",3809,"AT4G21060"
"3567",3567,"AT4G11090"
"1785",1785,"AT2G24520"
"2465",2465,"AT3G07400"
"3519",3519,"AT4G08470"
"3546",3546,"AT4G10090"
"1918",1918,"AT2G31320"
"1907",1907,"AT2G30960"
"4716",4716,"AT5G24230"
"4085",4085,"AT4G33985"
"2050",2050,"AT2G37390"
"5436",5436,"AT5G64905"
"5197",5197,"AT5G54240"
"4172",4172,"AT4G37920"
"2653",2653,"AT3G16000"
"5234",5234,"AT5G55960"
"3471",3471,"AT4G03940"
"4814",4814,"AT5G35840"
"1453",1453,"AT1G80060"
"3784",3784,"AT4G19890"
"3619",3619,"AT4G13130"
"1227",1227,"AT1G69670"
"4742",4742,"AT5G25010"
"2193",2193,"AT2G43120"
"1417",1417,"AT1G78270"
"1067",1067,"AT1G62350"
"1288",1288,"AT1G72670"
"1702",1702,"AT2G20690"
"2918",2918,"AT3G29810"
"4106",4106,"AT4G35140"
"2212",2212,"AT2G43670"
"713",713,"AT1G33400"
"3631",3631,"AT4G13830"
"4702",4702,"AT5G23680"
"4985",4985,"AT5G44780"
"2947",2947,"AT3G44540"
"4688",4688,"AT5G23070"
"1683",1683,"AT2G20100"
"4941",4941,"AT5G42710"
"1441",1441,"AT1G79490"
"4047",4047,"AT4G32200"
"5122",5122,"AT5G51010"
"2823",2823,"AT3G24515"
"4722",4722,"AT5G24320"
"3260",3260,"AT3G57790"
"4254",4254,"AT5G01740"
"2727",2727,"AT3G19250"
"826",826,"AT1G49880"
"920",920,"AT1G54200"
"1097",1097,"AT1G63750"
"3760",3760,"AT4G18570"
"4997",4997,"AT5G45260"
"196",196,"AT1G08213"
"3818",3818,"AT4G21320"
"3191",3191,"AT3G54710"
"3925",3925,"AT4G26288"
"2852",2852,"AT3G26060"
"1931",1931,"AT2G31990"
"3584",3584,"AT4G11800"
"1653",1653,"AT2G18660"
"2259",2259,"AT2G45970"
"1532",1532,"AT2G04530"
"406",406,"AT1G17070"
"5009",5009,"AT5G45760"
"669",669,"AT1G30757"
"4598",4598,"AT5G18290"
"3829",3829,"AT4G21820"
"4835",4835,"AT5G37500"
"4192",4192,"AT4G38900"
"3654",3654,"AT4G14548"
"5397",5397,"AT5G63420"
"5204",5204,"AT5G54650"
"3981",3981,"AT4G28950"
"833",833,"AT1G50250"
"5143",5143,"AT5G51640"
"2685",2685,"AT3G17710"
"4176",4176,"AT4G38120"
"1383",1383,"AT1G77120"
"4992",4992,"AT5G45160"
"634",634,"AT1G28760"
"3934",3934,"AT4G26810"
"1914",1914,"AT2G31190"
"3150",3150,"AT3G52950"
"2861",2861,"AT3G26550"
"5339",5339,"AT5G60870"
"4680",4680,"AT5G22750"
"4294",4294,"AT5G03110"
"2087",2087,"AT2G38695"
"1163",1163,"AT1G67420"
"4699",4699,"AT5G23530"
"1629",1629,"AT2G17430"
"3202",3202,"AT3G55080"
"2927",2927,"AT3G43190"
"1064",1064,"AT1G62250"
"1531",1531,"AT2G04500"
"800",800,"AT1G48745"
"4596",4596,"AT5G18240"
"4863",4863,"AT5G39380"
"4140",4140,"AT4G36830"
"3658",3658,"AT4G14620"
"1901",1901,"AT2G30695"
"723",723,"AT1G34160"
"2375",2375,"AT3G03360"
"5371",5371,"AT5G62220"
"925",925,"AT1G54290"
"3022",3022,"AT3G48110"
"3892",3892,"AT4G24790"
"4419",4419,"AT5G08440"
"1799",1799,"AT2G24970"
"5486",5486,"AT5G67570"
"4926",4926,"AT5G41980"
"5018",5018,"AT5G46470"
"3885",3885,"AT4G24460"
"4194",4194,"AT4G38940"
"4330",4330,"AT5G04840"
"4133",4133,"AT4G36250"
"4883",4883,"AT5G40330"
"3369",3369,"AT3G63110"
"5209",5209,"AT5G54830"
"330",330,"AT1G13740"
"3700",3700,"AT4G16310"
"1567",1567,"AT2G07707"
"2379",2379,"AT3G03495"
"38",38,"AT1G02730"
"1038",1038,"AT1G61350"
"4594",4594,"AT5G18070"
"4388",4388,"AT5G07000"
"1434",1434,"AT1G79120"
"3335",3335,"AT3G61360"
"966",966,"AT1G55930"
"1694",1694,"AT2G20440"
"1391",1391,"AT1G77290"
"2916",2916,"AT3G29644"
"695",695,"AT1G32200"
"3265",3265,"AT3G57965"
"1482",1482,"AT2G01430"
"4787",4787,"AT5G27620"
"2433",2433,"AT3G05935"
"2744",2744,"AT3G20170"
"2950",2950,"AT3G44670"
"117",117,"AT1G05397"
"1915",1915,"AT2G31260"
"759",759,"AT1G44446"
"4801",4801,"AT5G28960"
"4289",4289,"AT5G02780"
"2314",2314,"AT2G48120"
"1959",1959,"AT2G33330"
"3589",3589,"AT4G11980"
"4892",4892,"AT5G40590"
"3638",3638,"AT4G14180"
"4656",4656,"AT5G20850"
"4346",4346,"AT5G05400"
"2896",2896,"AT3G28130"
"3190",3190,"AT3G54630"
"4897",4897,"AT5G40840"
"1782",1782,"AT2G24390"
"250",250,"AT1G10240"
"2847",2847,"AT3G25830"
"3791",3791,"AT4G19990"
"4621",4621,"AT5G19260"
"1354",1354,"AT1G75010"
"1327",1327,"AT1G73875"
"456",456,"AT1G19010"
"4960",4960,"AT5G43730"
"3162",3162,"AT3G53400"
"3111",3111,"AT3G51230"
"2061",2061,"AT2G37660"
"256",256,"AT1G10480"
"5030",5030,"AT5G47400"
"5402",5402,"AT5G63595"
"1250",1250,"AT1G70700"
"984",984,"AT1G58007"
"1858",1858,"AT2G28320"
"5304",5304,"AT5G59250"
"3689",3689,"AT4G15730"
"2046",2046,"AT2G37310"
"4115",4115,"AT4G35730"
"1162",1162,"AT1G67410"
"4996",4996,"AT5G45250"
"5190",5190,"AT5G53980"
"3398",3398,"AT4G00730"
"1606",1606,"AT2G15820"
"2862",2862,"AT3G26570"
"2280",2280,"AT2G46735"
"3595",3595,"AT4G12120"
"4306",4306,"AT5G03553"
"2541",2541,"AT3G10815"
"2003",2003,"AT2G35390"
"3226",3226,"AT3G56100"
"4739",4739,"AT5G24910"
"908",908,"AT1G53830"
"3697",3697,"AT4G16130"
"198",198,"AT1G08315"
"3821",3821,"AT4G21430"
"4802",4802,"AT5G33290"
"3955",3955,"AT4G27660"
"4632",4632,"AT5G19830"
"1588",1588,"AT2G13840"
"4893",4893,"AT5G40600"
"308",308,"AT1G12750"
"44",44,"AT1G03100"
"4067",4067,"AT4G32970"
"1364",1364,"AT1G75640"
"689",689,"AT1G31810"
"5081",5081,"AT5G49430"
"2264",2264,"AT2G46160"
"1975",1975,"AT2G34000"
"1091",1091,"AT1G63490"
"19",19,"AT1G01900"
"3423",3423,"AT4G01800"
"2825",2825,"AT3G24760"
"4295",4295,"AT5G03180"
"3576",3576,"AT4G11530"
"1376",1376,"AT1G76390"
"1754",1754,"AT2G23300"
"2474",2474,"AT3G07700"
"190",190,"AT1G08000"
"3181",3181,"AT3G54120"
"3998",3998,"AT4G29750"
"4360",4360,"AT5G05970"
"1956",1956,"AT2G33250"
"4065",4065,"AT4G32900"
"2347",2347,"AT3G02250"
"469",469,"AT1G19690"
"3800",3800,"AT4G20720"
"4500",4500,"AT5G12970"
"3787",3787,"AT4G19950"
"1149",1149,"AT1G66725"
"4494",4494,"AT5G12300"
"4102",4102,"AT4G34800"
"13",13,"AT1G01690"
"3173",3173,"AT3G53840"
"132",132,"AT1G05837"
"3155",3155,"AT3G53160"
"1954",1954,"AT2G33110"
"750",750,"AT1G43245"
"2997",2997,"AT3G47060"
"4576",4576,"AT5G17240"
"3812",3812,"AT4G21100"
"4813",4813,"AT5G35770"
"512",512,"AT1G21651"
"2535",2535,"AT3G10525"
"3626",3626,"AT4G13550"
"824",824,"AT1G49840"
"5212",5212,"AT5G54920"
"1009",1009,"AT1G60000"
"1243",1243,"AT1G70460"
"4452",4452,"AT5G09790"
"4575",4575,"AT5G17230"
