"","X","phyD_GC_c1.which.mclass....7...1."
"3247",3247,"AT5G51210"
"1739",1739,"AT3G13784"
"2502",2502,"AT4G24700"
"1431",1431,"AT2G40920"
"2250",2250,"AT4G06225"
"2269",2269,"AT4G08150"
"856",856,"AT1G72140"
"1649",1649,"AT3G07540"
"2588",2588,"AT4G31073"
"1880",1880,"AT3G25490"
"962",962,"AT1G78940"
"550",550,"AT1G44740"
"1848",1848,"AT3G22810"
"1449",1449,"AT2G41510"
"1783",1783,"AT3G17655"
"2337",2337,"AT4G13650"
"656",656,"AT1G56150"
"3043",3043,"AT5G35380"
"2436",2436,"AT4G20095"
"1269",1269,"AT2G28460"
"562",562,"AT1G48100"
"2826",2826,"AT5G08490"
"2645",2645,"AT4G36270"
"2889",2889,"AT5G13410"
"3178",3178,"AT5G45930"
"349",349,"AT1G17100"
"552",552,"AT1G44890"
"822",822,"AT1G70070"
"788",788,"AT1G68010"
"637",637,"AT1G55040"
"2006",2006,"AT3G48850"
"2646",2646,"AT4G36450"
"912",912,"AT1G75720"
"434",434,"AT1G24735"
"815",815,"AT1G69430"
"3113",3113,"AT5G41690"
"1075",1075,"AT2G07835"
"803",803,"AT1G68723"
"1031",1031,"AT2G04090"
"2229",2229,"AT4G04370"
"2574",2574,"AT4G29610"
"2162",2162,"AT3G63060"
"2981",2981,"AT5G22310"
"1775",1775,"AT3G16900"
"1664",1664,"AT3G08170"
"140",140,"AT1G06983"
"264",264,"AT1G11730"
"1368",1368,"AT2G35700"
"2228",2228,"AT4G04350"
"1087",1087,"AT2G08485"
"476",476,"AT1G29860"
"1733",1733,"AT3G13170"
"2585",2585,"AT4G30845"
"3104",3104,"AT5G40645"
"967",967,"AT1G79320"
"365",365,"AT1G18000"
"1186",1186,"AT2G20340"
"2639",2639,"AT4G35985"
"3198",3198,"AT5G47440"
"1913",1913,"AT3G27660"
"1826",1826,"AT3G20850"
"2966",2966,"AT5G20470"
"2744",2744,"AT5G03245"
"2829",2829,"AT5G08615"
"843",843,"AT1G71060"
"363",363,"AT1G17920"
"563",563,"AT1G48325"
"1299",1299,"AT2G31160"
"1942",1942,"AT3G43840"
"3138",3138,"AT5G43160"
"101",101,"AT1G05557"
"1591",1591,"AT3G04370"
"2360",2360,"AT4G15070"
"448",448,"AT1G26560"
"797",797,"AT1G68360"
"758",758,"AT1G65110"
"1533",1533,"AT3G01345"
"588",588,"AT1G51010"
"1950",1950,"AT3G44695"
"1726",1726,"AT3G12685"
"277",277,"AT1G12370"
"2259",2259,"AT4G06875"
"430",430,"AT1G24405"
"3182",3182,"AT5G46260"
"3030",3030,"AT5G27200"
"1279",1279,"AT2G29120"
"721",721,"AT1G62910"
"3222",3222,"AT5G49120"
"1155",1155,"AT2G17590"
"2283",2283,"AT4G09300"
"2147",2147,"AT3G61740"
"587",587,"AT1G50950"
"1724",1724,"AT3G12502"
"2656",2656,"AT4G37553"
"3275",3275,"AT5G53710"
"60",60,"AT1G04163"
"1511",1511,"AT2G47220"
"541",541,"AT1G42970"
"2471",2471,"AT4G22680"
"2527",2527,"AT4G25885"
"1173",1173,"AT2G19050"
"1776",1776,"AT3G16980"
"1213",1213,"AT2G23000"
"2924",2924,"AT5G16030"
"271",271,"AT1G12150"
"2929",2929,"AT5G16640"
"204",204,"AT1G09383"
"757",757,"AT1G65060"
"870",870,"AT1G73580"
"947",947,"AT1G78180"
"2144",2144,"AT3G61300"
"335",335,"AT1G16150"
"2433",2433,"AT4G20050"
"1415",1415,"AT2G39560"
"324",324,"AT1G15415"
"193",193,"AT1G08847"
"2904",2904,"AT5G14700"
"2801",2801,"AT5G06990"
"2029",2029,"AT3G51171"
"2226",2226,"AT4G04285"
"298",298,"AT1G13800"
"1987",1987,"AT3G47110"
"315",315,"AT1G14686"
"1632",1632,"AT3G06455"
"483",483,"AT1G30500"
"2474",2474,"AT4G22830"
"1573",1573,"AT3G03290"
"376",376,"AT1G19050"
"1060",1060,"AT2G07658"
"1674",1674,"AT3G08970"
"3126",3126,"AT5G42370"
"786",786,"AT1G67650"
"2772",2772,"AT5G04660"
"903",903,"AT1G75125"
"2513",2513,"AT4G25300"
"640",640,"AT1G55240"
"692",692,"AT1G61275"
"877",877,"AT1G74010"
"2046",2046,"AT3G52820"
"540",540,"AT1G42550"
"2466",2466,"AT4G22280"
"210",210,"AT1G09487"
"1329",1329,"AT2G32795"
"2918",2918,"AT5G15845"
"768",768,"AT1G66060"
"2991",2991,"AT5G23600"
"179",179,"AT1G08290"
"3201",3201,"AT5G47600"
"754",754,"AT1G64670"
"37",37,"AT1G03300"
"3167",3167,"AT5G44980"
"1678",1678,"AT3G09060"
"2964",2964,"AT5G20410"
"829",829,"AT1G70440"
"1012",1012,"AT2G03260"
"534",534,"AT1G35545"
"2518",2518,"AT4G25433"
"1324",1324,"AT2G32620"
"2743",2743,"AT5G03190"
"3264",3264,"AT5G52700"
"1644",1644,"AT3G07260"
"2500",2500,"AT4G24580"
"2557",2557,"AT4G28430"
"2828",2828,"AT5G08600"
"1274",1274,"AT2G28700"
"496",496,"AT1G31670"
"212",212,"AT1G09497"
"3183",3183,"AT5G46295"
"2264",2264,"AT4G07070"
"578",578,"AT1G49620"
"152",152,"AT1G07400"
"3016",3016,"AT5G25790"
"1931",1931,"AT3G29410"
"1576",1576,"AT3G03435"
"875",875,"AT1G73910"
"3432",3432,"ATCG00420"
"2359",2359,"AT4G14970"
"1727",1727,"AT3G12690"
"1341",1341,"AT2G33750"
"1182",1182,"AT2G19780"
"2374",2374,"AT4G15765"
"2130",2130,"AT3G60290"
"2587",2587,"AT4G31070"
"420",420,"AT1G23790"
"1729",1729,"AT3G12770"
"2579",2579,"AT4G29990"
"3208",3208,"AT5G48130"
"3035",3035,"AT5G27493"
"3406",3406,"AT5G66640"
"3206",3206,"AT5G48010"
"1922",1922,"AT3G28770"
"1093",1093,"AT2G08730"
"2569",2569,"AT4G29370"
"53",53,"AT1G04017"
"764",764,"AT1G65620"
"1107",1107,"AT2G09370"
"318",318,"AT1G14780"
"3073",3073,"AT5G38730"
"2437",2437,"AT4G20235"
"3324",3324,"AT5G58770"
"18",18,"AT1G02010"
"2210",2210,"AT4G02970"
"518",518,"AT1G34050"
"667",667,"AT1G58160"
"831",831,"AT1G70505"
"2812",2812,"AT5G07635"
"29",29,"AT1G02660"
"1905",1905,"AT3G27025"
"643",643,"AT1G55420"
"3370",3370,"AT5G63390"
"3451",3451,"ATMG00900"
"3008",3008,"AT5G24990"
"2068",2068,"AT3G55330"
"1696",1696,"AT3G09960"
"239",239,"AT1G10220"
"113",113,"AT1G05937"
"530",530,"AT1G35250"
"2603",2603,"AT4G33170"
"328",328,"AT1G15530"
"1500",1500,"AT2G46300"
"2563",2563,"AT4G28940"
"404",404,"AT1G21510"
"804",804,"AT1G68725"
"729",729,"AT1G63380"
"1172",1172,"AT2G18969"
"542",542,"AT1G43040"
"88",88,"AT1G05065"
"183",183,"AT1G08387"
"500",500,"AT1G31920"
"1327",1327,"AT2G32750"
"1121",1121,"AT2G12170"
"1579",1579,"AT3G03650"
"2622",2622,"AT4G34420"
"2201",2201,"AT4G01895"
"2219",2219,"AT4G03600"
"3380",3380,"AT5G64687"
"2443",2443,"AT4G21170"
"1593",1593,"AT3G04440"
"462",462,"AT1G28660"
"2669",2669,"AT4G38390"
"1010",1010,"AT2G03130"
"1949",1949,"AT3G44630"
"3398",3398,"AT5G66130"
"1728",1728,"AT3G12720"
"214",214,"AT1G09523"
"3165",3165,"AT5G44770"
"188",188,"AT1G08630"
"1054",1054,"AT2G07275"
"859",859,"AT1G72660"
"2941",2941,"AT5G17590"
"1361",1361,"AT2G35300"
"2668",2668,"AT4G38340"
"1375",1375,"AT2G36145"
"600",600,"AT1G51890"
"2805",2805,"AT5G07285"
"596",596,"AT1G51405"
"312",312,"AT1G14600"
"2523",2523,"AT4G25780"
"1938",1938,"AT3G32040"
"1158",1158,"AT2G17770"
"1389",1389,"AT2G37450"
"3130",3130,"AT5G42580"
"953",953,"AT1G78530"
"2786",2786,"AT5G05995"
"218",218,"AT1G09617"
"1790",1790,"AT3G18090"
"1964",1964,"AT3G45660"
"3012",3012,"AT5G25250"
"327",327,"AT1G15520"
"770",770,"AT1G66350"
"44",44,"AT1G03700"
"1400",1400,"AT2G38152"
"740",740,"AT1G64180"
"1264",1264,"AT2G28040"
"939",939,"AT1G77410"
"65",65,"AT1G04433"
"2879",2879,"AT5G12340"
"95",95,"AT1G05317"
"2037",2037,"AT3G51470"
"1165",1165,"AT2G18300"
"2054",2054,"AT3G53690"
"2031",2031,"AT3G51220"
"2090",2090,"AT3G57157"
"2627",2627,"AT4G35130"
"851",851,"AT1G71870"
"1810",1810,"AT3G19480"
