"","X","WS_c1.which.mclass....4...1."
"3003",3003,"AT3G27700"
"5208",5208,"AT5G49945"
"1599",1599,"AT2G16586"
"2095",2095,"AT2G39130"
"2260",2260,"AT2G45310"
"3012",3012,"AT3G28480"
"1733",1733,"AT2G22560"
"2945",2945,"AT3G24520"
"1276",1276,"AT1G72470"
"1270",1270,"AT1G72250"
"751",751,"AT1G34780"
"2769",2769,"AT3G17910"
"4481",4481,"AT5G07670"
"2083",2083,"AT2G38740"
"1674",1674,"AT2G19680"
"2040",2040,"AT2G36480"
"3839",3839,"AT4G20170"
"5299",5299,"AT5G54080"
"2681",2681,"AT3G13800"
"604",604,"AT1G27130"
"880",880,"AT1G51745"
"993",993,"AT1G57590"
"4768",4768,"AT5G19980"
"795",795,"AT1G47210"
"4045",4045,"AT4G29260"
"578",578,"AT1G25580"
"2514",2514,"AT3G07230"
"5438",5438,"AT5G59830"
"416",416,"AT1G17430"
"2251",2251,"AT2G44980"
"3624",3624,"AT4G10100"
"5597",5597,"AT5G66050"
"1876",1876,"AT2G29390"
"1032",1032,"AT1G60850"
"740",740,"AT1G34180"
"541",541,"AT1G23010"
"2522",2522,"AT3G07570"
"4175",4175,"AT4G34280"
"3785",3785,"AT4G17500"
"5375",5375,"AT5G57370"
"4121",4121,"AT4G32120"
"3819",3819,"AT4G18890"
"3935",3935,"AT4G24490"
"3434",3434,"AT3G62000"
"3416",3416,"AT3G61490"
"3400",3400,"AT3G60880"
"2585",2585,"AT3G10330"
"2555",2555,"AT3G09180"
"1457",1457,"AT1G80500"
"630",630,"AT1G27921"
"1804",1804,"AT2G25737"
"4376",4376,"AT5G03660"
"2274",2274,"AT2G45720"
"647",647,"AT1G28520"
"4088",4088,"AT4G30900"
"4575",4575,"AT5G11390"
"2183",2183,"AT2G41830"
"1241",1241,"AT1G71100"
"4010",4010,"AT4G27760"
"2959",2959,"AT3G25545"
"2829",2829,"AT3G20020"
"2993",2993,"AT3G27080"
"1791",1791,"AT2G25260"
"382",382,"AT1G16020"
"305",305,"AT1G13210"
"1714",1714,"AT2G21240"
"4368",4368,"AT5G03330"
"1230",1230,"AT1G70550"
"685",685,"AT1G30650"
"1995",1995,"AT2G34500"
"3386",3386,"AT3G60280"
"1985",1985,"AT2G33740"
"5634",5634,"AT5G67490"
"805",805,"AT1G47640"
"2923",2923,"AT3G23710"
"3073",3073,"AT3G46440"
"5538",5538,"AT5G63700"
"1097",1097,"AT1G64105"
"2646",2646,"AT3G12400"
"2632",2632,"AT3G11880"
"3268",3268,"AT3G55050"
"5046",5046,"AT5G42560"
"1993",1993,"AT2G34410"
"1836",1836,"AT2G27310"
"1393",1393,"AT1G77580"
"1748",1748,"AT2G23340"
"5026",5026,"AT5G41340"
"2084",2084,"AT2G38760"
"4235",4235,"AT4G36680"
"3412",3412,"AT3G61380"
"5599",5599,"AT5G66060"
"2288",2288,"AT2G46260"
"2328",2328,"AT2G47990"
"2708",2708,"AT3G15180"
"4854",4854,"AT5G24320"
"4730",4730,"AT5G18610"
"2089",2089,"AT2G38960"
"5199",5199,"AT5G49580"
"284",284,"AT1G12350"
"5175",5175,"AT5G48600"
"2151",2151,"AT2G40760"
"2270",2270,"AT2G45660"
"1916",1916,"AT2G31110"
"1359",1359,"AT1G76360"
"2295",2295,"AT2G46540"
"2335",2335,"AT3G01090"
"3537",3537,"AT4G02820"
"300",300,"AT1G12990"
"40",40,"AT1G02410"
"1326",1326,"AT1G74950"
"3789",3789,"AT4G17570"
"791",791,"AT1G45332"
"176",176,"AT1G08010"
"3585",3585,"AT4G07825"
"1356",1356,"AT1G76320"
"1765",1765,"AT2G24300"
"1753",1753,"AT2G23630"
"2338",2338,"AT3G01150"
"2871",2871,"AT3G21390"
"4380",4380,"AT5G04020"
"2193",2193,"AT2G42300"
"5396",5396,"AT5G58200"
"4687",4687,"AT5G16600"
"5335",5335,"AT5G55630"
"5467",5467,"AT5G61010"
"5346",5346,"AT5G56130"
"1730",1730,"AT2G22475"
"2241",2241,"AT2G44525"
"1500",1500,"AT2G02570"
"1841",1841,"AT2G27550"
"5465",5465,"AT5G60990"
"5349",5349,"AT5G56180"
"2483",2483,"AT3G06340"
"3219",3219,"AT3G53230"
"4052",4052,"AT4G29490"
"4519",4519,"AT5G09390"
"3059",3059,"AT3G45260"
"2831",2831,"AT3G20080"
"5369",5369,"AT5G57160"
"827",827,"AT1G48840"
"2972",2972,"AT3G26080"
"4156",4156,"AT4G33495"
"2883",2883,"AT3G21650"
"259",259,"AT1G11000"
"1900",1900,"AT2G30470"
"2107",2107,"AT2G39480"
"2054",2054,"AT2G37470"
"2130",2130,"AT2G40130"
"2515",2515,"AT3G07300"
"2318",2318,"AT2G47580"
"458",458,"AT1G19380"
"3871",3871,"AT4G21760"
"14",14,"AT1G01470"
"4286",4286,"AT4G38580"
"1622",1622,"AT2G17440"
"5096",5096,"AT5G45060"
"3318",3318,"AT3G57060"
"1513",1513,"AT2G03340"
"280",280,"AT1G11890"
"2548",2548,"AT3G08840"
"1837",1837,"AT2G27360"
"2931",2931,"AT3G24100"
"1902",1902,"AT2G30530"
"1710",1710,"AT2G21150"
"2866",2866,"AT3G21215"
"3616",3616,"AT4G09750"
"2898",2898,"AT3G22550"
"1697",1697,"AT2G20750"
"2432",2432,"AT3G04615"
"4151",4151,"AT4G33400"
"646",646,"AT1G28510"
"4423",4423,"AT5G05620"
"2417",2417,"AT3G03950"
"5626",5626,"AT5G67150"
"3925",3925,"AT4G24240"
"4708",4708,"AT5G17640"
"399",399,"AT1G16780"
"1092",1092,"AT1G63810"
"2811",2811,"AT3G19520"
"4327",4327,"AT5G01540"
"1654",1654,"AT2G18910"
"5171",5171,"AT5G48440"
"97",97,"AT1G04833"
"1868",1868,"AT2G28880"
"4952",4952,"AT5G36220"
"2504",2504,"AT3G06850"
"2626",2626,"AT3G11730"
"2620",2620,"AT3G11490"
"3907",3907,"AT4G23496"
"2816",2816,"AT3G19630"
"3726",3726,"AT4G15450"
"2046",2046,"AT2G36960"
"2286",2286,"AT2G46225"
"4510",4510,"AT5G08580"
"2955",2955,"AT3G24870"
"1615",1615,"AT2G17110"
"2048",2048,"AT2G37160"
"1494",1494,"AT2G02170"
"4076",4076,"AT4G30420"
"2822",2822,"AT3G19895"
"2873",2873,"AT3G21420"
"4200",4200,"AT4G35140"
"3817",3817,"AT4G18800"
"2425",2425,"AT3G04480"
"904",904,"AT1G53070"
"4782",4782,"AT5G20540"
"3102",3102,"AT3G47780"
"780",780,"AT1G44790"
"3904",3904,"AT4G23420"
"882",882,"AT1G51820"
"2743",2743,"AT3G16560"
"2208",2208,"AT2G43080"
"3255",3255,"AT3G54750"
"4583",4583,"AT5G11730"
"5511",5511,"AT5G62770"
"297",297,"AT1G12910"
"2071",2071,"AT2G38180"
"2727",2727,"AT3G15970"
"4242",4242,"AT4G36960"
"1931",1931,"AT2G31680"
"4710",4710,"AT5G17690"
"3345",3345,"AT3G58220"
"2902",2902,"AT3G22760"
"3025",3025,"AT3G29350"
"4914",4914,"AT5G27670"
"1113",1113,"AT1G64990"
"1096",1096,"AT1G64050"
"4678",4678,"AT5G16040"
"3103",3103,"AT3G47790"
"2072",2072,"AT2G38360"
"1969",1969,"AT2G33220"
"657",657,"AT1G29320"
"4160",4160,"AT4G33700"
"3075",3075,"AT3G46540"
"4631",4631,"AT5G14020"
"2375",2375,"AT3G02640"
"1026",1026,"AT1G60560"
"419",419,"AT1G17530"
"4072",4072,"AT4G30280"
"3860",3860,"AT4G21270"
"3972",3972,"AT4G26400"
"1739",1739,"AT2G22930"
"1940",1940,"AT2G32150"
"4277",4277,"AT4G38120"
"3769",3769,"AT4G17070"
"5267",5267,"AT5G52310"
"3894",3894,"AT4G22790"
"2387",2387,"AT3G02930"
"3046",3046,"AT3G44430"
"2428",2428,"AT3G04560"
"5608",5608,"AT5G66440"
"3841",3841,"AT4G20240"
"1464",1464,"AT1G80870"
"3549",3549,"AT4G03205"
"1384",1384,"AT1G77370"
"462",462,"AT1G19540"
"341",341,"AT1G14450"
"4108",4108,"AT4G31670"
"842",842,"AT1G49780"
"5331",5331,"AT5G55510"
"4534",4534,"AT5G10070"
"232",232,"AT1G10020"
"4484",4484,"AT5G07860"
"1549",1549,"AT2G07170"
"5250",5250,"AT5G51600"
"2943",2943,"AT3G24506"
"1568",1568,"AT2G14878"
"4451",4451,"AT5G06560"
"3254",3254,"AT3G54720"
"1547",1547,"AT2G06010"
"2682",2682,"AT3G13810"
"1894",1894,"AT2G30320"
"4887",4887,"AT5G26240"
"5170",5170,"AT5G48340"
"1179",1179,"AT1G68400"
"2075",2075,"AT2G38410"
"1878",1878,"AT2G29500"
"391",391,"AT1G16310"
"331",331,"AT1G14220"
"622",622,"AT1G27680"
"4139",4139,"AT4G32800"
"4784",4784,"AT5G20570"
"4650",4650,"AT5G14750"
"12",12,"AT1G01360"
"5165",5165,"AT5G48030"
"5195",5195,"AT5G49510"
"530",530,"AT1G22730"
"3804",3804,"AT4G18140"
"3037",3037,"AT3G43220"
"4874",4874,"AT5G25170"
"4385",4385,"AT5G04160"
"927",927,"AT1G53940"
"5400",5400,"AT5G58370"
"2858",2858,"AT3G21060"
"967",967,"AT1G55730"
"1459",1459,"AT1G80670"
"5336",5336,"AT5G55670"
"1343",1343,"AT1G75900"
"2554",2554,"AT3G09150"
"720",720,"AT1G32700"
"5275",5275,"AT5G53000"
"227",227,"AT1G09870"
"3",3,"AT1G01160"
"1890",1890,"AT2G30100"
"5209",5209,"AT5G49950"
"19",19,"AT1G01770"
"1851",1851,"AT2G28100"
"1491",1491,"AT2G01900"
"5262",5262,"AT5G52030"
"2047",2047,"AT2G37020"
"3263",3263,"AT3G54880"
"3593",3593,"AT4G08320"
"3796",3796,"AT4G17830"
"3579",3579,"AT4G06598"
"5547",5547,"AT5G63960"
"5021",5021,"AT5G41150"
"4760",4760,"AT5G19680"
"3617",3617,"AT4G09760"
"3277",3277,"AT3G55370"
"5429",5429,"AT5G59350"
"5352",5352,"AT5G56270"
"3078",3078,"AT3G46700"
"5347",5347,"AT5G56150"
"2934",2934,"AT3G24255"
"1066",1066,"AT1G62830"
"2735",2735,"AT3G16180"
"3083",3083,"AT3G46940"
"4279",4279,"AT4G38240"
"2341",2341,"AT3G01205"
"1183",1183,"AT1G68650"
"2141",2141,"AT2G40410"
"3879",3879,"AT4G22150"
"5147",5147,"AT5G47250"
"634",634,"AT1G28010"
"1605",1605,"AT2G16720"
"4620",4620,"AT5G13500"
"1829",1829,"AT2G26920"
"1220",1220,"AT1G70080"
"377",377,"AT1G15910"
"3850",3850,"AT4G20835"
"2068",2068,"AT2G38080"
"5236",5236,"AT5G51150"
"980",980,"AT1G56080"
"306",306,"AT1G13220"
"1208",1208,"AT1G69690"
"5451",5451,"AT5G60340"
"2799",2799,"AT3G19180"
"4786",4786,"AT5G20680"
"3498",3498,"AT4G00990"
"1571",1571,"AT2G15230"
"2039",2039,"AT2G36430"
"5525",5525,"AT5G63260"
"5154",5154,"AT5G47490"
"4340",4340,"AT5G01970"
"2433",2433,"AT3G04630"
"1543",1543,"AT2G05590"
"3662",3662,"AT4G12510"
"1575",1575,"AT2G15390"
"3495",3495,"AT4G00820"
"2285",2285,"AT2G46180"
"4920",4920,"AT5G27840"
"3474",3474,"AT4G00040"
"5539",5539,"AT5G63710"
"3821",3821,"AT4G18950"
"3788",3788,"AT4G17550"
"3698",3698,"AT4G14510"
"253",253,"AT1G10820"
"1782",1782,"AT2G24990"
"1431",1431,"AT1G79460"
"788",788,"AT1G45150"
"4318",4318,"AT5G01240"
"1047",1047,"AT1G61620"
"3554",3554,"AT4G04320"
"2662",2662,"AT3G13160"
"4465",4465,"AT5G06930"
"1387",1387,"AT1G77450"
"5230",5230,"AT5G50740"
"1449",1449,"AT1G80180"
"1129",1129,"AT1G66070"
"4415",4415,"AT5G05460"
"410",410,"AT1G17160"
"4479",4479,"AT5G07590"
"4723",4723,"AT5G18310"
"2324",2324,"AT2G47760"
"3591",3591,"AT4G08290"
"628",628,"AT1G27900"
"3783",3783,"AT4G17486"
"2161",2161,"AT2G40980"
"564",564,"AT1G24420"
"1949",1949,"AT2G32400"
"4826",4826,"AT5G23280"
"1411",1411,"AT1G78290"
"771",771,"AT1G43580"
"3502",3502,"AT4G01090"
"1118",1118,"AT1G65320"
"4682",4682,"AT5G16260"
"1554",1554,"AT2G07690"
"5573",5573,"AT5G65160"
"2810",2810,"AT3G19515"
"4961",4961,"AT5G37500"
"3204",3204,"AT3G52430"
"4652",4652,"AT5G15050"
"147",147,"AT1G07030"
"3747",3747,"AT4G16120"
"5001",5001,"AT5G40300"
"766",766,"AT1G38131"
"1422",1422,"AT1G79030"
"561",561,"AT1G24267"
"5063",5063,"AT5G43130"
"4401",4401,"AT5G04895"
"4258",4258,"AT4G37400"
"2273",2273,"AT2G45700"
"2408",2408,"AT3G03570"
"2142",2142,"AT2G40420"
"964",964,"AT1G55590"
"1348",1348,"AT1G76130"
"1787",1787,"AT2G25180"
"363",363,"AT1G15420"
"3247",3247,"AT3G54290"
"4291",4291,"AT4G38932"
"3759",3759,"AT4G16440"
"4062",4062,"AT4G29930"
"49",49,"AT1G02920"
"112",112,"AT1G05213"
"3511",3511,"AT4G01660"
"5135",5135,"AT5G46790"
"1167",1167,"AT1G67950"
"2739",2739,"AT3G16230"
"3547",3547,"AT4G03120"
"1576",1576,"AT2G15430"
"2852",2852,"AT3G20810"
"2528",2528,"AT3G07720"
"2372",2372,"AT3G02460"
"3207",3207,"AT3G52660"
"4613",4613,"AT5G13160"
"146",146,"AT1G07000"
"4288",4288,"AT4G38640"
"5088",5088,"AT5G44635"
"3177",3177,"AT3G51390"
"5602",5602,"AT5G66180"
"1715",1715,"AT2G21290"
"3582",3582,"AT4G06676"
"5041",5041,"AT5G42360"
"4533",4533,"AT5G10060"
"4198",4198,"AT4G35050"
"4293",4293,"AT4G39120"
"3027",3027,"AT3G29400"
"1572",1572,"AT2G15240"
"3234",3234,"AT3G53800"
"1229",1229,"AT1G70530"
"1248",1248,"AT1G71350"
"510",510,"AT1G21760"
"3889",3889,"AT4G22720"
"5519",5519,"AT5G63120"
"413",413,"AT1G17232"
"5192",5192,"AT5G49400"
"5030",5030,"AT5G41580"
"5437",5437,"AT5G59800"
"1265",1265,"AT1G72140"
"1156",1156,"AT1G67550"
"2971",2971,"AT3G26020"
"77",77,"AT1G04010"
"3508",3508,"AT4G01430"
"291",291,"AT1G12640"
"4997",4997,"AT5G40150"
"2414",2414,"AT3G03740"
"2579",2579,"AT3G10190"
"3304",3304,"AT3G56580"
"1432",1432,"AT1G79500"
"3945",3945,"AT4G24940"
"4772",4772,"AT5G20150"
"4059",4059,"AT4G29870"
"5189",5189,"AT5G49230"
"186",186,"AT1G08280"
"4781",4781,"AT5G20500"
"2482",2482,"AT3G06330"
"733",733,"AT1G33560"
"2162",2162,"AT2G41040"
"3288",3288,"AT3G55740"
"1111",1111,"AT1G64960"
"5013",5013,"AT5G40910"
"4094",4094,"AT4G31115"
"34",34,"AT1G02170"
"3709",3709,"AT4G14790"
"3701",3701,"AT4G14615"
"4394",4394,"AT5G04510"
"2386",2386,"AT3G02910"
"663",663,"AT1G29790"
"3194",3194,"AT3G52050"
"2755",2755,"AT3G17160"
"1488",1488,"AT2G01760"
"5588",5588,"AT5G65760"
"3781",3781,"AT4G17430"
"1024",1024,"AT1G60220"
"1149",1149,"AT1G67340"
"2821",2821,"AT3G19860"
"5543",5543,"AT5G63870"
"1321",1321,"AT1G74770"
"2986",2986,"AT3G26670"
"1082",1082,"AT1G63450"
"729",729,"AT1G33390"
"2330",2330,"AT2G48030"
"2998",2998,"AT3G27320"
"1507",1507,"AT2G02810"
"4971",4971,"AT5G38220"
"1525",1525,"AT2G04230"
"2703",2703,"AT3G14960"
"5268",5268,"AT5G52320"
"1891",1891,"AT2G30105"
"2757",2757,"AT3G17310"
"2067",2067,"AT2G38060"
"2374",2374,"AT3G02550"
"4084",4084,"AT4G30750"
"390",390,"AT1G16300"
"1695",1695,"AT2G20680"
"5426",5426,"AT5G59150"
"394",394,"AT1G16570"
"3563",3563,"AT4G04870"
"3970",3970,"AT4G26310"
"2759",2759,"AT3G17360"
"281",281,"AT1G11905"
"3795",3795,"AT4G17790"
"4189",4189,"AT4G34660"
"2622",2622,"AT3G11530"
"704",704,"AT1G31550"
"5585",5585,"AT5G65685"
"4419",4419,"AT5G05520"
"5110",5110,"AT5G45420"
"405",405,"AT1G16970"
"2849",2849,"AT3G20720"
"3463",3463,"AT3G63180"
"5186",5186,"AT5G49210"
"2794",2794,"AT3G18900"
"5433",5433,"AT5G59680"
"3758",3758,"AT4G16430"
"5387",5387,"AT5G57815"
"89",89,"AT1G04503"
"5205",5205,"AT5G49880"
"2499",2499,"AT3G06760"
"5577",5577,"AT5G65270"
"4630",4630,"AT5G14000"
"4699",4699,"AT5G17400"
"2137",2137,"AT2G40320"
"4392",4392,"AT5G04470"
"1004",1004,"AT1G58170"
"2352",2352,"AT3G01640"
"579",579,"AT1G25682"
"1482",1482,"AT2G01630"
"2922",2922,"AT3G23670"
"2783",2783,"AT3G18380"
"4009",4009,"AT4G27750"
"5586",5586,"AT5G65687"
"3932",3932,"AT4G24450"
"1899",1899,"AT2G30460"
"2190",2190,"AT2G42030"
"602",602,"AT1G27070"
"2960",2960,"AT3G25570"
"279",279,"AT1G11800"
"4284",4284,"AT4G38500"
"4236",4236,"AT4G36710"
"683",683,"AT1G30620"
"3580",3580,"AT4G06599"
"238",238,"AT1G10155"
"5612",5612,"AT5G66560"
"4229",4229,"AT4G36420"
"1195",1195,"AT1G69040"
"5439",5439,"AT5G59840"
"631",631,"AT1G27930"
"3729",3729,"AT4G15500"
"2719",2719,"AT3G15590"
"3840",3840,"AT4G20230"
"3725",3725,"AT4G15430"
"4050",4050,"AT4G29430"
"4555",4555,"AT5G10750"
"3421",3421,"AT3G61620"
"229",229,"AT1G09940"
"678",678,"AT1G30300"
"2361",2361,"AT3G01920"
"2214",2214,"AT2G43240"
"4330",4330,"AT5G01620"
"4508",4508,"AT5G08520"
"3936",3936,"AT4G24580"
"1637",1637,"AT2G18330"
"3494",3494,"AT4G00760"
"2661",2661,"AT3G13050"
"1591",1591,"AT2G16370"
"4953",4953,"AT5G36250"
"1875",1875,"AT2G29330"
"4264",4264,"AT4G37650"
"1018",1018,"AT1G59710"
"3735",3735,"AT4G15790"
"2556",2556,"AT3G09320"
"1566",1566,"AT2G14045"
"3085",3085,"AT3G47060"
"4608",4608,"AT5G12930"
"3432",3432,"AT3G61860"
"901",901,"AT1G52780"
"724",724,"AT1G33250"
"258",258,"AT1G10970"
"140",140,"AT1G06560"
"544",544,"AT1G23150"
"4700",4700,"AT5G17410"
"3379",3379,"AT3G59840"
"1655",1655,"AT2G18915"
"3440",3440,"AT3G62240"
"2342",2342,"AT3G01210"
"2502",2502,"AT3G06790"
"4903",4903,"AT5G27320"
"810",810,"AT1G48120"
"3022",3022,"AT3G29090"
"1355",1355,"AT1G76310"
"1797",1797,"AT2G25530"
"5270",5270,"AT5G52430"
"347",347,"AT1G14685"
"3797",3797,"AT4G17880"
"3033",3033,"AT3G42640"
"1019",1019,"AT1G59740"
"5550",5550,"AT5G64020"
"2628",2628,"AT3G11770"
"3017",3017,"AT3G28950"
"5094",5094,"AT5G45030"
"4679",4679,"AT5G16120"
"1644",1644,"AT2G18630"
"4143",4143,"AT4G32900"
"5430",5430,"AT5G59430"
"5334",5334,"AT5G55610"
"4337",4337,"AT5G01870"
"1573",1573,"AT2G15320"
"4163",4163,"AT4G33780"
"218",218,"AT1G09460"
"2869",2869,"AT3G21290"
"1675",1675,"AT2G19710"
"4736",4736,"AT5G18760"
"2143",2143,"AT2G40520"
"5359",5359,"AT5G56730"
"4404",4404,"AT5G05000"
"3076",3076,"AT3G46560"
"707",707,"AT1G31860"
"42",42,"AT1G02640"
"937",937,"AT1G54380"
"5255",5255,"AT5G51830"
"5313",5313,"AT5G54780"
"5144",5144,"AT5G47220"
"4670",4670,"AT5G15860"
"5222",5222,"AT5G50370"
"2563",2563,"AT3G09710"
"1862",1862,"AT2G28600"
"5575",5575,"AT5G65250"
"4178",4178,"AT4G34390"
"3713",3713,"AT4G14965"
"190",190,"AT1G08370"
"1191",1191,"AT1G68920"
"2461",2461,"AT3G05580"
"3217",3217,"AT3G53090"
"2485",2485,"AT3G06410"
"3105",3105,"AT3G47833"
"734",734,"AT1G33780"
"245",245,"AT1G10490"
"3241",3241,"AT3G54100"
"1896",1896,"AT2G30360"
"5505",5505,"AT5G62600"
"702",702,"AT1G31480"
"1496",1496,"AT2G02370"
"4193",4193,"AT4G34900"
"5213",5213,"AT5G50100"
"4866",4866,"AT5G24870"
"538",538,"AT1G22940"
"5397",5397,"AT5G58220"
"2832",2832,"AT3G20090"
"467",467,"AT1G19850"
"5367",5367,"AT5G57100"
"1983",1983,"AT2G33610"
"5532",5532,"AT5G63550"
"3702",3702,"AT4G14620"
"1035",1035,"AT1G60995"
"1845",1845,"AT2G27920"
"1211",1211,"AT1G69760"
"4981",4981,"AT5G38840"
"3128",3128,"AT3G49000"
"5327",5327,"AT5G55290"
"2435",2435,"AT3G04710"
"3722",3722,"AT4G15410"
"1664",1664,"AT2G19430"
"1887",1887,"AT2G29890"
"5150",5150,"AT5G47370"
"431",431,"AT1G18300"
"4281",4281,"AT4G38270"
"385",385,"AT1G16060"
"1910",1910,"AT2G30880"
"2264",2264,"AT2G45400"
"246",246,"AT1G10570"
"1982",1982,"AT2G33600"
"2746",2746,"AT3G16720"
"1904",1904,"AT2G30590"
"2121",2121,"AT2G39870"
"1333",1333,"AT1G75310"
"1682",1682,"AT2G20000"
"2367",2367,"AT3G02220"
