"","X","WS_FLT_c1.which.mclass....4...1."
"3155",3155,"AT5G52190"
"1644",1644,"AT3G10560"
"1028",1028,"AT2G08460"
"1718",1718,"AT3G17010"
"91",91,"AT1G05383"
"62",62,"AT1G04703"
"2298",2298,"AT4G12500"
"3154",3154,"AT5G52050"
"2291",2291,"AT4G11890"
"126",126,"AT1G06117"
"518",518,"AT1G42550"
"1423",1423,"AT3G01015"
"1177",1177,"AT2G21960"
"2876",2876,"AT5G20100"
"410",410,"AT1G24020"
"2891",2891,"AT5G22520"
"1989",1989,"AT3G53232"
"917",917,"AT2G03460"
"2055",2055,"AT3G60780"
"1988",1988,"AT3G52720"
"3018",3018,"AT5G40260"
"477",477,"AT1G31430"
"3046",3046,"AT5G43068"
"975",975,"AT2G07042"
"877",877,"AT1G79170"
"655",655,"AT1G58215"
"800",800,"AT1G70640"
"2387",2387,"AT4G20470"
"1161",1161,"AT2G20570"
"582",582,"AT1G51110"
"540",540,"AT1G47350"
"3151",3151,"AT5G51620"
"57",57,"AT1G04583"
"2178",2178,"AT4G05940"
"1591",1591,"AT3G08515"
"2474",2474,"AT4G28405"
"3344",3344,"ATMG01170"
"870",870,"AT1G78478"
"1790",1790,"AT3G24614"
"2591",2591,"AT4G39770"
"385",385,"AT1G21550"
"2734",2734,"AT5G07571"
"1665",1665,"AT3G12840"
"1751",1751,"AT3G20865"
"3249",3249,"AT5G61070"
"1464",1464,"AT3G02405"
"1038",1038,"AT2G08640"
"223",223,"AT1G08853"
"437",437,"AT1G26410"
"1212",1212,"AT2G25600"
"1549",1549,"AT3G06260"
"3192",3192,"AT5G54700"
"965",965,"AT2G06002"
"460",460,"AT1G29590"
"2425",2425,"AT4G24150"
"1596",1596,"AT3G08685"
"2719",2719,"AT5G07055"
"319",319,"AT1G13790"
"1855",1855,"AT3G28875"
"258",258,"AT1G09513"
"2828",2828,"AT5G14650"
"3205",3205,"AT5G55800"
"991",991,"AT2G07667"
"1307",1307,"AT2G36440"
"2444",2444,"AT4G25990"
"2372",2372,"AT4G19000"
"2354",2354,"AT4G17920"
"3316",3316,"ATMG00200"
"3210",3210,"AT5G56810"
"148",148,"AT1G06667"
"1098",1098,"AT2G10537"
"1703",1703,"AT3G15840"
"1192",1192,"AT2G23830"
"1707",1707,"AT3G16030"
"375",375,"AT1G20310"
"2160",2160,"AT4G04995"
"1861",1861,"AT3G29631"
"1448",1448,"AT3G01675"
"1766",1766,"AT3G22650"
"1359",1359,"AT2G42560"
"1566",1566,"AT3G07605"
"232",232,"AT1G09080"
"1656",1656,"AT3G11415"
"1769",1769,"AT3G22820"
"3303",3303,"ATCG00700"
"1246",1246,"AT2G30680"
"1872",1872,"AT3G42850"
"704",704,"AT1G62490"
"671",671,"AT1G60380"
"2011",2011,"AT3G55500"
"2965",2965,"AT5G36970"
"1957",1957,"AT3G49551"
"685",685,"AT1G61224"
"1273",1273,"AT2G32885"
"2881",2881,"AT5G20470"
"2960",2960,"AT5G36110"
"50",50,"AT1G04500"
"1257",1257,"AT2G31345"
"863",863,"AT1G78030"
"304",304,"AT1G11600"
"81",81,"AT1G05207"
"509",509,"AT1G35180"
"845",845,"AT1G75430"
"692",692,"AT1G61710"
"77",77,"AT1G05057"
"1624",1624,"AT3G09555"
"1709",1709,"AT3G16120"
"1587",1587,"AT3G08410"
"87",87,"AT1G05303"
"200",200,"AT1G08217"
"1043",1043,"AT2G08760"
"999",999,"AT2G07714"
"1611",1611,"AT3G09145"
"2243",2243,"AT4G08835"
"1138",1138,"AT2G17690"
"886",886,"AT2G01023"
"1545",1545,"AT3G05955"
"2013",2013,"AT3G55646"
"2153",2153,"AT4G04505"
"1341",1341,"AT2G40180"
"1014",1014,"AT2G08235"
"2647",2647,"AT5G03195"
"2543",2543,"AT4G35430"
"3332",3332,"ATMG00770"
"1999",1999,"AT3G54065"
"398",398,"AT1G23070"
"950",950,"AT2G05245"
"1714",1714,"AT3G16520"
"1171",1171,"AT2G21490"
"1225",1225,"AT2G27270"
"2056",2056,"AT3G60890"
"1575",1575,"AT3G08100"
"2802",2802,"AT5G11400"
"2649",2649,"AT5G03350"
"3043",3043,"AT5G42965"
"2589",2589,"AT4G39610"
"317",317,"AT1G13490"
"1825",1825,"AT3G27250"
"687",687,"AT1G61255"
"3135",3135,"AT5G49600"
"956",956,"AT2G05505"
"2116",2116,"AT4G02140"
"1051",1051,"AT2G08905"
"497",497,"AT1G33430"
"2688",2688,"AT5G05350"
"1049",1049,"AT2G08870"
"696",696,"AT1G62035"
"1879",1879,"AT3G44006"
"33",33,"AT1G04217"
"143",143,"AT1G06547"
"31",31,"AT1G04193"
"2844",2844,"AT5G16330"
"2839",2839,"AT5G15780"
"724",724,"AT1G64000"
"1127",1127,"AT2G15340"
"1730",1730,"AT3G18535"
"2886",2886,"AT5G21130"
"2527",2527,"AT4G33930"
"1298",1298,"AT2G35747"
"1186",1186,"AT2G23000"
"505",505,"AT1G34500"
"3146",3146,"AT5G51174"
"1006",1006,"AT2G07772"
"2753",2753,"AT5G08275"
"41",41,"AT1G04357"
"256",256,"AT1G09500"
"2874",2874,"AT5G19600"
"498",498,"AT1G33600"
"301",301,"AT1G11560"
"847",847,"AT1G75945"
"1628",1628,"AT3G09635"
"1087",1087,"AT2G09700"
"624",624,"AT1G53980"
"261",261,"AT1G09553"
"1470",1470,"AT3G02500"
"427",427,"AT1G25098"
"3173",3173,"AT5G53740"
"2106",2106,"AT4G01380"
"3338",3338,"ATMG01040"
"1901",1901,"AT3G45280"
"2662",2662,"AT5G04005"
"823",823,"AT1G73510"
"2085",2085,"AT3G63052"
"637",637,"AT1G55550"
"2332",2332,"AT4G15975"
"1242",1242,"AT2G30115"
"951",951,"AT2G05270"
"2934",2934,"AT5G26620"
"2373",2373,"AT4G19050"
"3014",3014,"AT5G40155"
"1459",1459,"AT3G02115"
"2889",2889,"AT5G22390"
"1775",1775,"AT3G23240"
"2907",2907,"AT5G24080"
"3001",3001,"AT5G39130"
"672",672,"AT1G60505"
"1763",1763,"AT3G22250"
"1994",1994,"AT3G53600"
"1833",1833,"AT3G27720"
"2255",2255,"AT4G09365"
"903",903,"AT2G02340"
"699",699,"AT1G62333"
"1831",1831,"AT3G27650"
"3145",3145,"AT5G51105"
"343",343,"AT1G16380"
"3123",3123,"AT5G48750"
"1017",1017,"AT2G08315"
"1865",1865,"AT3G29690"
"2822",2822,"AT5G14275"
"2301",2301,"AT4G12990"
"2418",2418,"AT4G23720"
"1254",1254,"AT2G31220"
"585",585,"AT1G51538"
"335",335,"AT1G15830"
"3300",3300,"ATCG00590"
"1719",1719,"AT3G17040"
"1415",1415,"AT2G47340"
"1421",1421,"AT2G48121"
"404",404,"AT1G23740"
"3288",3288,"AT5G66630"
"1711",1711,"AT3G16140"
"1308",1308,"AT2G36540"
"3248",3248,"AT5G60830"
"221",221,"AT1G08827"
"2521",2521,"AT4G33390"
"418",418,"AT1G24577"
"1169",1169,"AT2G21260"
"2497",2497,"AT4G30380"
"3237",3237,"AT5G60060"
"844",844,"AT1G75360"
"735",735,"AT1G64584"
"607",607,"AT1G52820"
"293",293,"AT1G10747"
"1391",1391,"AT2G45130"
"1337",1337,"AT2G40008"
"516",516,"AT1G35830"
"567",567,"AT1G49750"
"2718",2718,"AT5G07050"
"1726",1726,"AT3G18360"
"3087",3087,"AT5G45570"
"1572",1572,"AT3G07970"
"839",839,"AT1G74880"
"1817",1817,"AT3G26539"
"755",755,"AT1G66360"
"2434",2434,"AT4G24660"
"1190",1190,"AT2G23270"
"1417",1417,"AT2G47780"
"604",604,"AT1G52690"
"2899",2899,"AT5G22860"
"3130",3130,"AT5G49140"
"428",428,"AT1G25141"
"208",208,"AT1G08557"
"3009",3009,"AT5G39530"
"1371",1371,"AT2G43138"
"3279",3279,"AT5G65320"
"2584",2584,"AT4G38970"
"3267",3267,"AT5G63580"
"2796",2796,"AT5G10230"
"292",292,"AT1G10680"
"1645",1645,"AT3G10570"
"2627",2627,"AT5G02210"
"1554",1554,"AT3G06755"
"1634",1634,"AT3G09815"
"2182",2182,"AT4G06060"
"1724",1724,"AT3G18291"
"533",533,"AT1G45248"
"1857",1857,"AT3G28899"
"1715",1715,"AT3G16530"
"1716",1716,"AT3G16540"
"2455",2455,"AT4G26490"
"2772",2772,"AT5G09065"
"3182",3182,"AT5G54070"
"448",448,"AT1G28265"
"3042",3042,"AT5G42680"
"1502",1502,"AT3G03840"
"791",791,"AT1G68935"
"1320",1320,"AT2G37720"
"2065",2065,"AT3G61230"
"3094",3094,"AT5G46130"
"2971",2971,"AT5G37400"
"1815",1815,"AT3G26460"
"2588",2588,"AT4G39510"
"959",959,"AT2G05753"
"2986",2986,"AT5G38310"
"175",175,"AT1G07697"
"2006",2006,"AT3G54730"
"2824",2824,"AT5G14400"
