"","X","WS_c1.which.mclass....3...1."
"2752",2752,"AT5G40210"
"2532",2532,"AT5G09750"
"671",671,"AT1G68390"
"150",150,"AT1G08733"
"1849",1849,"AT3G59190"
"1695",1695,"AT3G44300"
"2491",2491,"AT5G07025"
"1520",1520,"AT3G16390"
"131",131,"AT1G07823"
"412",412,"AT1G32180"
"864",864,"AT2G05585"
"312",312,"AT1G22260"
"2933",2933,"AT5G55490"
"1963",1963,"AT4G05395"
"2271",2271,"AT4G30430"
"2224",2224,"AT4G26320"
"445",445,"AT1G47578"
"2211",2211,"AT4G25433"
"544",544,"AT1G56550"
"2207",2207,"AT4G25350"
"336",336,"AT1G24570"
"1191",1191,"AT2G37070"
"2219",2219,"AT4G26170"
"228",228,"AT1G13920"
"3111",3111,"ATMG01320"
"763",763,"AT1G75250"
"2818",2818,"AT5G46080"
"3068",3068,"AT5G67080"
"2617",2617,"AT5G19040"
"1092",1092,"AT2G30210"
"1456",1456,"AT3G11000"
"507",507,"AT1G53160"
"670",670,"AT1G68360"
"2208",2208,"AT4G25380"
"1979",1979,"AT4G07165"
"1361",1361,"AT3G03850"
"1037",1037,"AT2G25090"
"935",935,"AT2G14060"
"1593",1593,"AT3G23240"
"42",42,"AT1G03920"
"897",897,"AT2G08420"
"1111",1111,"AT2G31141"
"2880",2880,"AT5G50820"
"1167",1167,"AT2G35150"
"1890",1890,"AT3G62780"
"148",148,"AT1G08723"
"101",101,"AT1G06030"
"2283",2283,"AT4G31520"
"280",280,"AT1G19230"
"1749",1749,"AT3G49070"
"1649",1649,"AT3G27810"
"108",108,"AT1G06310"
"2825",2825,"AT5G46370"
"133",133,"AT1G07983"
"1760",1760,"AT3G49930"
"2952",2952,"AT5G57010"
"1177",1177,"AT2G35740"
"266",266,"AT1G17540"
"959",959,"AT2G18010"
"1041",1041,"AT2G25440"
"2185",2185,"AT4G23280"
"1570",1570,"AT3G21510"
"339",339,"AT1G24600"
"2548",2548,"AT5G11140"
"712",712,"AT1G70880"
"2306",2306,"AT4G33925"
"732",732,"AT1G72270"
"3015",3015,"AT5G62150"
"1063",1063,"AT2G27389"
"1702",1702,"AT3G44800"
"2073",2073,"AT4G14390"
"1119",1119,"AT2G32020"
"1058",1058,"AT2G27180"
"1313",1313,"AT3G01070"
"363",363,"AT1G27580"
"1633",1633,"AT3G26500"
"1120",1120,"AT2G32030"
"1559",1559,"AT3G20865"
"1035",1035,"AT2G24800"
"1086",1086,"AT2G29480"
"1984",1984,"AT4G08015"
"1802",1802,"AT3G54040"
"1758",1758,"AT3G49830"
"626",626,"AT1G65610"
"129",129,"AT1G07730"
"2577",2577,"AT5G14650"
"2903",2903,"AT5G52680"
"1805",1805,"AT3G54160"
"2951",2951,"AT5G56970"
"1744",1744,"AT3G48790"
"2086",2086,"AT4G15300"
"1108",1108,"AT2G30942"
"1775",1775,"AT3G50400"
"2237",2237,"AT4G27850"
"2790",2790,"AT5G43690"
"968",968,"AT2G18450"
"1776",1776,"AT3G50450"
"2460",2460,"AT5G05280"
"2451",2451,"AT5G04150"
"743",743,"AT1G73810"
"2513",2513,"AT5G08835"
"597",597,"AT1G63320"
"2034",2034,"AT4G11550"
"1153",1153,"AT2G34240"
"10",10,"AT1G01700"
"124",124,"AT1G07560"
"475",475,"AT1G50310"
"250",250,"AT1G15630"
"1666",1666,"AT3G28750"
"398",398,"AT1G30740"
"341",341,"AT1G24909"
"1252",1252,"AT2G42720"
"809",809,"AT1G79780"
"1441",1441,"AT3G09640"
"1569",1569,"AT3G21460"
"1599",1599,"AT3G24020"
"2833",2833,"AT5G46890"
"2871",2871,"AT5G49770"
"2498",2498,"AT5G07380"
"227",227,"AT1G13830"
"1795",1795,"AT3G53370"
"260",260,"AT1G16705"
"27",27,"AT1G02630"
"1612",1612,"AT3G24982"
"1853",1853,"AT3G59270"
"550",550,"AT1G58120"
"1464",1464,"AT3G11570"
"3064",3064,"AT5G66870"
"3036",3036,"AT5G64900"
"9",9,"AT1G01695"
"2887",2887,"AT5G51390"
"938",938,"AT2G14290"
"253",253,"AT1G15990"
"2094",2094,"AT4G15700"
"2108",2108,"AT4G16840"
"1286",1286,"AT2G46300"
"2702",2702,"AT5G28390"
"387",387,"AT1G30020"
"1672",1672,"AT3G28956"
"2329",2329,"AT4G36430"
"2174",2174,"AT4G22235"
"2608",2608,"AT5G18050"
"159",159,"AT1G09363"
"2581",2581,"AT5G14980"
"1759",1759,"AT3G49860"
"1519",1519,"AT3G16210"
"1434",1434,"AT3G09032"
"1790",1790,"AT3G52790"
"2850",2850,"AT5G48290"
"2169",2169,"AT4G21970"
"1062",1062,"AT2G27300"
"1479",1479,"AT3G12955"
"120",120,"AT1G07410"
"2057",2057,"AT4G13190"
"1557",1557,"AT3G20530"
"119",119,"AT1G07323"
"2426",2426,"AT5G03060"
"1814",1814,"AT3G55310"
"2971",2971,"AT5G58680"
"461",461,"AT1G49220"
"3033",3033,"AT5G64687"
"1880",1880,"AT3G61410"
"3016",3016,"AT5G62240"
"1507",1507,"AT3G15357"
"313",313,"AT1G22380"
"2724",2724,"AT5G37990"
"2396",2396,"AT5G01645"
"2262",2262,"AT4G29650"
"1833",1833,"AT3G57360"
"2794",2794,"AT5G43980"
"838",838,"AT2G02930"
"983",983,"AT2G19582"
"173",173,"AT1G09673"
"2960",2960,"AT5G57570"
"1998",1998,"AT4G09430"
"1545",1545,"AT3G19310"
"391",391,"AT1G30135"
"359",359,"AT1G27040"
"1745",1745,"AT3G48850"
"1716",1716,"AT3G45710"
"303",303,"AT1G21360"
"1291",1291,"AT2G46950"
"850",850,"AT2G03965"
"1542",1542,"AT3G19184"
"2602",2602,"AT5G17540"
"454",454,"AT1G48500"
"1892",1892,"AT3G62950"
"2535",2535,"AT5G09910"
"3099",3099,"ATMG00480"
"2646",2646,"AT5G22870"
"2886",2886,"AT5G51330"
"2761",2761,"AT5G41025"
"1339",1339,"AT3G02390"
"3060",3060,"AT5G66690"
"145",145,"AT1G08543"
"2965",2965,"AT5G57980"
"2810",2810,"AT5G45113"
"1991",1991,"AT4G08785"
"440",440,"AT1G47271"
"2917",2917,"AT5G54095"
"1047",1047,"AT2G25940"
"271",271,"AT1G18200"
"452",452,"AT1G48405"
"2116",2116,"AT4G17860"
"437",437,"AT1G44608"
"961",961,"AT2G18100"
"2078",2078,"AT4G14780"
"1809",1809,"AT3G54730"
"1137",1137,"AT2G33205"
"2735",2735,"AT5G38900"
"2060",2060,"AT4G13420"
"625",625,"AT1G65484"
"1489",1489,"AT3G13640"
"1957",1957,"AT4G05018"
"1806",1806,"AT3G54340"
"1940",1940,"AT4G03755"
"2508",2508,"AT5G07985"
"422",422,"AT1G33950"
"2494",2494,"AT5G07200"
"2323",2323,"AT4G35650"
"2167",2167,"AT4G21920"
"2101",2101,"AT4G16610"
"210",210,"AT1G12620"
"2132",2132,"AT4G18960"
"1908",1908,"AT4G00975"
"634",634,"AT1G66170"
"1765",1765,"AT3G50120"
"217",217,"AT1G13230"
"2551",2551,"AT5G11570"
"426",426,"AT1G35170"
"1251",1251,"AT2G42480"
"1499",1499,"AT3G14463"
"453",453,"AT1G48470"
"1708",1708,"AT3G45330"
"2500",2500,"AT5G07500"
"2235",2235,"AT4G27670"
"497",497,"AT1G52640"
"2118",2118,"AT4G17980"
"1261",1261,"AT2G43440"
"1023",1023,"AT2G23620"
"2836",2836,"AT5G47150"
"927",927,"AT2G10615"
"1657",1657,"AT3G28510"
"933",933,"AT2G13810"
"2975",2975,"AT5G59090"
"1326",1326,"AT3G01700"
"3001",3001,"AT5G60760"
"1401",1401,"AT3G06325"
"3082",3082,"ATCG00500"
"2269",2269,"AT4G30120"
"1039",1039,"AT2G25260"
"234",234,"AT1G14453"
"114",114,"AT1G07060"
"519",519,"AT1G54095"
"1932",1932,"AT4G02690"
"2202",2202,"AT4G25010"
"446",446,"AT1G47890"
"2478",2478,"AT5G06245"
"2092",2092,"AT4G15680"
"3105",3105,"ATMG00670"
"349",349,"AT1G26290"
"2124",2124,"AT4G18501"
"1283",1283,"AT2G45800"
"904",904,"AT2G08655"
"1966",1966,"AT4G05475"
"2828",2828,"AT5G46500"
"244",244,"AT1G15160"
"2394",2394,"AT5G01580"
"2448",2448,"AT5G03995"
"846",846,"AT2G03600"
"3006",3006,"AT5G61430"
"2349",2349,"AT4G37730"
"1424",1424,"AT3G08470"
"1315",1315,"AT3G01115"
"459",459,"AT1G48930"
"2316",2316,"AT4G34940"
"2542",2542,"AT5G10280"
"460",460,"AT1G49000"
"2442",2442,"AT5G03840"
"40",40,"AT1G03800"
"2165",2165,"AT4G21902"
"1396",1396,"AT3G05936"
"1044",1044,"AT2G25540"
"586",586,"AT1G62262"
"2457",2457,"AT5G04960"
"2253",2253,"AT4G28850"
"1319",1319,"AT3G01475"
"2925",2925,"AT5G54620"
"1865",1865,"AT3G60150"
"896",896,"AT2G08350"
"923",923,"AT2G09740"
"3029",3029,"AT5G63690"
"2718",2718,"AT5G37150"
"1845",1845,"AT3G58780"
"1297",1297,"AT2G47260"
"1891",1891,"AT3G62930"
"1430",1430,"AT3G08700"
"1462",1462,"AT3G11390"
"1347",1347,"AT3G03025"
"1835",1835,"AT3G57440"
"1059",1059,"AT2G27220"
"1325",1325,"AT3G01630"
"816",816,"AT1G80340"
"979",979,"AT2G19330"
"745",745,"AT1G73910"
"1100",1100,"AT2G30660"
"3091",3091,"ATCG01250"
"2074",2074,"AT4G14450"
"1958",1958,"AT4G05100"
"1638",1638,"AT3G26922"
"557",557,"AT1G59030"
"2339",2339,"AT4G37140"
"2665",2665,"AT5G24860"
"798",798,"AT1G78480"
"2533",2533,"AT5G09845"
"427",427,"AT1G35250"
"2634",2634,"AT5G20810"
"1463",1463,"AT3G11430"
"2363",2363,"AT4G39366"
"746",746,"AT1G73965"
"8",8,"AT1G01680"
"2514",2514,"AT5G08855"
"326",326,"AT1G23465"
"941",941,"AT2G14800"
"366",366,"AT1G27695"
"1129",1129,"AT2G32670"
"3110",3110,"ATMG01280"
"1236",1236,"AT2G40790"
"2760",2760,"AT5G40960"
"1589",1589,"AT3G22930"
"1344",1344,"AT3G02620"
"725",725,"AT1G71910"
"2105",2105,"AT4G16807"
"842",842,"AT2G03200"
"2183",2183,"AT4G23210"
"946",946,"AT2G15400"
"229",229,"AT1G13970"
"1422",1422,"AT3G08225"
"416",416,"AT1G32960"
"36",36,"AT1G03320"
"551",551,"AT1G58190"
"1238",1238,"AT2G41105"
"1878",1878,"AT3G61270"
"2052",2052,"AT4G12735"
"39",39,"AT1G03660"
"2541",2541,"AT5G10230"
"1458",1458,"AT3G11150"
"327",327,"AT1G23510"
"2840",2840,"AT5G47510"
"1933",1933,"AT4G02810"
"1003",1003,"AT2G21450"
"2699",2699,"AT5G28000"
"471",471,"AT1G49940"
"1033",1033,"AT2G24681"
"2705",2705,"AT5G35390"
"863",863,"AT2G05518"
"901",901,"AT2G08525"
"1808",1808,"AT3G54590"
"632",632,"AT1G66040"
"2121",2121,"AT4G18330"
"138",138,"AT1G08165"
"1024",1024,"AT2G23630"
"1006",1006,"AT2G21890"
"111",111,"AT1G06837"
"2341",2341,"AT4G37290"
"765",765,"AT1G75290"
"2218",2218,"AT4G26055"
"479",479,"AT1G51055"
"826",826,"AT2G01530"
"1669",1669,"AT3G28857"
"282",282,"AT1G19396"
"2659",2659,"AT5G24352"
"2012",2012,"AT4G10500"
"2138",2138,"AT4G19370"
"1209",1209,"AT2G38490"
"2968",2968,"AT5G58360"
"2029",2029,"AT4G11370"
"2249",2249,"AT4G28556"
"1665",1665,"AT3G28650"
"1837",1837,"AT3G57765"
"2440",2440,"AT5G03795"
"1655",1655,"AT3G28330"
"1178",1178,"AT2G35935"
"1856",1856,"AT3G59480"
"462",462,"AT1G49310"
"546",546,"AT1G57570"
"2155",2155,"AT4G20770"
"288",288,"AT1G19620"
"2849",2849,"AT5G48170"
"2228",2228,"AT4G26770"
"279",279,"AT1G19190"
"1195",1195,"AT2G37430"
"769",769,"AT1G75890"
"1748",1748,"AT3G49055"
"773",773,"AT1G76210"
"2767",2767,"AT5G41650"
"1107",1107,"AT2G30933"
"2225",2225,"AT4G26330"
"2674",2674,"AT5G25370"
"2129",2129,"AT4G18650"
"1390",1390,"AT3G05620"
"2590",2590,"AT5G15940"
"1449",1449,"AT3G10527"
"701",701,"AT1G70220"
"170",170,"AT1G09617"
"1504",1504,"AT3G15050"
"1581",1581,"AT3G22540"
"2829",2829,"AT5G46520"
"1535",1535,"AT3G18400"
"2046",2046,"AT4G12170"
"1322",1322,"AT3G01570"
"988",988,"AT2G20480"
"41",41,"AT1G03840"
"2483",2483,"AT5G06570"
"1483",1483,"AT3G13170"
"1341",1341,"AT3G02505"
"2405",2405,"AT5G02170"
"20",20,"AT1G02360"
"243",243,"AT1G15040"
"2282",2282,"AT4G31408"
"484",484,"AT1G51830"
"2911",2911,"AT5G53320"
"218",218,"AT1G13290"
"1461",1461,"AT3G11385"
"429",429,"AT1G35290"
"1232",1232,"AT2G40530"
"926",926,"AT2G10553"
"2770",2770,"AT5G41860"
"1151",1151,"AT2G34220"
"2626",2626,"AT5G19810"
"2466",2466,"AT5G05430"
"1440",1440,"AT3G09490"
"395",395,"AT1G30700"
"762",762,"AT1G75125"
"800",800,"AT1G78760"
"33",33,"AT1G03020"
"1126",1126,"AT2G32300"
"858",858,"AT2G04500"
"3051",3051,"AT5G65690"
"2618",2618,"AT5G19110"
"365",365,"AT1G27670"
"371",371,"AT1G28480"
"2043",2043,"AT4G11950"
"1134",1134,"AT2G33020"
"1240",1240,"AT2G41375"
"2901",2901,"AT5G52220"
"967",967,"AT2G18370"
"560",560,"AT1G59930"
"1012",1012,"AT2G22590"
"887",887,"AT2G07725"
"179",179,"AT1G09880"
"1043",1043,"AT2G25482"
"135",135,"AT1G08035"
"1150",1150,"AT2G34210"
"2949",2949,"AT5G56880"
"1973",1973,"AT4G06534"
"2266",2266,"AT4G29880"
"604",604,"AT1G63870"
"1282",1282,"AT2G45760"
"1513",1513,"AT3G15740"
"2326",2326,"AT4G36000"
"2637",2637,"AT5G20940"
"2773",2773,"AT5G42120"
"1222",1222,"AT2G40050"
"2213",2213,"AT4G25510"
"2600",2600,"AT5G17150"
"2443",2443,"AT5G03860"
"1773",1773,"AT3G50310"
"2815",2815,"AT5G45810"
"186",186,"AT1G10460"
"592",592,"AT1G62981"
"2058",2058,"AT4G13235"
"3097",3097,"ATMG00180"
"2422",2422,"AT5G02865"
"2834",2834,"AT5G46915"
"2392",2392,"AT5G01550"
"1181",1181,"AT2G36110"
"603",603,"AT1G63820"
"1435",1435,"AT3G09080"
"1826",1826,"AT3G56730"
"1710",1710,"AT3G45410"
"503",503,"AT1G52890"
"780",780,"AT1G77145"
"2480",2480,"AT5G06380"
"2709",2709,"AT5G35870"
"1187",1187,"AT2G36770"
"2177",2177,"AT4G22680"
"182",182,"AT1G09993"
"2261",2261,"AT4G29570"
"1960",1960,"AT4G05200"
"1851",1851,"AT3G59220"
"521",521,"AT1G54280"
"2352",2352,"AT4G38070"
"2109",2109,"AT4G16955"
"1067",1067,"AT2G27650"
"2230",2230,"AT4G27250"
"1986",1986,"AT4G08250"
"1692",1692,"AT3G43930"
"694",694,"AT1G69790"
"80",80,"AT1G05250"
"2456",2456,"AT5G04700"
"1476",1476,"AT3G12510"
"316",316,"AT1G22490"
"2516",2516,"AT5G08885"
"1873",1873,"AT3G60966"
"759",759,"AT1G74770"
"1668",1668,"AT3G28840"
"2220",2220,"AT4G26220"
"685",685,"AT1G69120"
"2584",2584,"AT5G15180"
"815",815,"AT1G80320"
"753",753,"AT1G74458"
"2855",2855,"AT5G48690"
"1725",1725,"AT3G46660"
"2486",2486,"AT5G06730"
"1619",1619,"AT3G25640"
"1127",1127,"AT2G32510"
"450",450,"AT1G48355"
"2299",2299,"AT4G33330"
"1832",1832,"AT3G57240"
"61",61,"AT1G04610"
"2869",2869,"AT5G49310"
"1019",1019,"AT2G23220"
"205",205,"AT1G12100"
"3067",3067,"AT5G67050"
"572",572,"AT1G61280"
"2289",2289,"AT4G32510"
"1602",1602,"AT3G24225"
"187",187,"AT1G10520"
"1769",1769,"AT3G50190"
"2986",2986,"AT5G59520"
"623",623,"AT1G65370"
"90",90,"AT1G05610"
"419",419,"AT1G33340"
"1512",1512,"AT3G15720"
"2175",2175,"AT4G22520"
"2251",2251,"AT4G28703"
"1320",1320,"AT3G01485"
"214",214,"AT1G12950"
"2053",2053,"AT4G12890"
"25",25,"AT1G02520"
"2452",2452,"AT5G04180"
"1149",1149,"AT2G34185"
"987",987,"AT2G20362"
"2414",2414,"AT5G02555"
"273",273,"AT1G18410"
"1193",1193,"AT2G37290"
"886",886,"AT2G07719"
"1455",1455,"AT3G10986"
"1015",1015,"AT2G22905"
"2958",2958,"AT5G57500"
"1829",1829,"AT3G56790"
"466",466,"AT1G49530"
"2924",2924,"AT5G54570"
"1040",1040,"AT2G25297"
"2793",2793,"AT5G43740"
"1595",1595,"AT3G23440"
"1937",1937,"AT4G03600"
"2953",2953,"AT5G57080"
"2870",2870,"AT5G49320"
"2386",2386,"AT5G01300"
"1045",1045,"AT2G25770"
"2487",2487,"AT5G06760"
"116",116,"AT1G07143"
"1013",1013,"AT2G22600"
"113",113,"AT1G06977"
"1084",1084,"AT2G29380"
"836",836,"AT2G02700"
"2035",2035,"AT4G11650"
"95",95,"AT1G05773"
"2153",2153,"AT4G20350"
"2813",2813,"AT5G45580"
"192",192,"AT1G10790"
"71",71,"AT1G05047"
"2940",2940,"AT5G55950"
"1918",1918,"AT4G01790"
"1975",1975,"AT4G06746"
"790",790,"AT1G77932"
"3102",3102,"ATMG00520"
"3046",3046,"AT5G65550"
"342",342,"AT1G25155"
"1645",1645,"AT3G27500"
"1987",1987,"AT4G08400"
"1179",1179,"AT2G35950"
"1740",1740,"AT3G48340"
"2291",2291,"AT4G32780"
"687",687,"AT1G69230"
"2088",2088,"AT4G15330"
"3009",3009,"AT5G61610"
"2286",2286,"AT4G31760"
"728",728,"AT1G72125"
"1947",1947,"AT4G04275"
"845",845,"AT2G03520"
"360",360,"AT1G27110"
"2822",2822,"AT5G46140"
"2644",2644,"AT5G22788"
"1794",1794,"AT3G53232"
"2325",2325,"AT4G35783"
"2309",2309,"AT4G34080"
"2304",2304,"AT4G33870"
"356",356,"AT1G26680"
"3080",3080,"ATCG00360"
"1793",1793,"AT3G53160"
"482",482,"AT1G51420"
"1117",1117,"AT2G31920"
"822",822,"AT2G01020"
"2293",2293,"AT4G32860"
"515",515,"AT1G53885"
"1846",1846,"AT3G58810"
"1900",1900,"AT4G00580"
"2747",2747,"AT5G39770"
"3096",3096,"ATMG00160"
"294",294,"AT1G20310"
"2070",2070,"AT4G14104"
"2104",2104,"AT4G16750"
"1082",1082,"AT2G29130"
"715",715,"AT1G71280"
"3063",3063,"AT5G66830"
"2381",2381,"AT5G01095"
"561",561,"AT1G60030"
"4",4,"AT1G01310"
"1936",1936,"AT4G03460"
"2955",2955,"AT5G57123"
"2008",2008,"AT4G10260"
"752",752,"AT1G74385"
"992",992,"AT2G20700"
"2445",2445,"AT5G03890"
"2294",2294,"AT4G32950"
"3018",3018,"AT5G62260"
"122",122,"AT1G07485"
"51",51,"AT1G04330"
"1208",1208,"AT2G38390"
"407",407,"AT1G31750"
"2883",2883,"AT5G51210"
"2503",2503,"AT5G07572"
"2979",2979,"AT5G59320"
"589",589,"AT1G62700"
"747",747,"AT1G74000"
"2117",2117,"AT4G17920"
"688",688,"AT1G69325"
"2606",2606,"AT5G17830"
"1152",1152,"AT2G34230"
"898",898,"AT2G08425"
"2371",2371,"AT4G40020"
"2367",2367,"AT4G39675"
"79",79,"AT1G05220"
"2861",2861,"AT5G49130"
"1525",1525,"AT3G16900"
"1828",1828,"AT3G56780"
"3106",3106,"ATMG00690"
"2011",2011,"AT4G10370"
"916",916,"AT2G09250"
"2496",2496,"AT5G07285"
"2754",2754,"AT5G40320"
"2432",2432,"AT5G03350"
"1541",1541,"AT3G19090"
"1517",1517,"AT3G16070"
"1307",1307,"AT2G48075"
"134",134,"AT1G07985"
"1777",1777,"AT3G50845"
"2694",2694,"AT5G27230"
"1398",1398,"AT3G06100"
"1218",1218,"AT2G39410"
"2465",2465,"AT5G05420"
"2160",2160,"AT4G21500"
"106",106,"AT1G06250"
"307",307,"AT1G21695"
"198",198,"AT1G11460"
"1135",1135,"AT2G33100"
"1895",1895,"AT4G00070"
"296",296,"AT1G20520"
"340",340,"AT1G24735"
"2820",2820,"AT5G46115"
"2544",2544,"AT5G10580"
"2919",2919,"AT5G54165"
"295",295,"AT1G20350"
"1912",1912,"AT4G01190"
"2145",2145,"AT4G19975"
"2736",2736,"AT5G38970"
"545",545,"AT1G56650"
"801",801,"AT1G78815"
"2481",2481,"AT5G06470"
"615",615,"AT1G64572"
"2765",2765,"AT5G41390"
"1123",1123,"AT2G32160"
"2018",2018,"AT4G10910"
"1887",1887,"AT3G62460"
"2847",2847,"AT5G48010"
"2166",2166,"AT4G21903"
"766",766,"AT1G75620"
"1927",1927,"AT4G02360"
"1953",1953,"AT4G04710"
"364",364,"AT1G27640"
"2864",2864,"AT5G49190"
"1493",1493,"AT3G13840"
"1377",1377,"AT3G04825"
"2625",2625,"AT5G19790"
"2809",2809,"AT5G45000"
"2082",2082,"AT4G15120"
"1351",1351,"AT3G03225"
"3074",3074,"AT5G67410"
"373",373,"AT1G28815"
"1637",1637,"AT3G26770"
"2662",2662,"AT5G24600"
"2297",2297,"AT4G33070"
"2923",2923,"AT5G54400"
"2",2,"AT1G01200"
"2778",2778,"AT5G42700"
"930",930,"AT2G13570"
"140",140,"AT1G08273"
"2948",2948,"AT5G56720"
"1066",1066,"AT2G27630"
"2279",2279,"AT4G31351"
"2657",2657,"AT5G24080"
"1211",1211,"AT2G38600"
"1051",1051,"AT2G26410"
"2203",2203,"AT4G25070"
"2176",2176,"AT4G22620"
"1293",1293,"AT2G47050"
"3057",3057,"AT5G66390"
"1244",1244,"AT2G41690"
"237",237,"AT1G14686"
"2910",2910,"AT5G53240"
"1180",1180,"AT2G36090"
"2467",2467,"AT5G05490"
"1203",1203,"AT2G37950"
"1367",1367,"AT3G04220"
"1675",1675,"AT3G29330"
"381",381,"AT1G29420"
"791",791,"AT1G78030"
"3022",3022,"AT5G62480"
"2784",2784,"AT5G43350"
"2178",2178,"AT4G22900"
"2601",2601,"AT5G17260"
"1613",1613,"AT3G25010"
"3070",3070,"AT5G67120"
"2983",2983,"AT5G59370"
"2669",2669,"AT5G25180"
"2241",2241,"AT4G28140"
"2966",2966,"AT5G58050"
"680",680,"AT1G68850"
"2510",2510,"AT5G08480"
"1700",1700,"AT3G44713"
"1481",1481,"AT3G13090"
"393",393,"AT1G30515"
"147",147,"AT1G08645"
"1823",1823,"AT3G56450"
"2033",2033,"AT4G11521"
"2004",2004,"AT4G09990"
"3007",3007,"AT5G61490"
"549",549,"AT1G58007"
"1368",1368,"AT3G04255"
"2192",2192,"AT4G23720"
"2957",2957,"AT5G57450"
"659",659,"AT1G67760"
"1575",1575,"AT3G21710"
"506",506,"AT1G53060"
"2199",2199,"AT4G24890"
"59",59,"AT1G04537"
"2867",2867,"AT5G49290"
"869",869,"AT2G06435"
"2477",2477,"AT5G06235"
"637",637,"AT1G66280"
"1648",1648,"AT3G27710"
"2345",2345,"AT4G37410"
"2799",2799,"AT5G44568"
"2258",2258,"AT4G29370"
"82",82,"AT1G05277"
"2858",2858,"AT5G48950"
"1859",1859,"AT3G59710"
"1685",1685,"AT3G36659"
"3066",3066,"AT5G66980"
"533",533,"AT1G55800"
"206",206,"AT1G12130"
"1375",1375,"AT3G04755"
"1939",1939,"AT4G03725"
"1385",1385,"AT3G05285"
"2332",2332,"AT4G36600"
"2558",2558,"AT5G12880"
"2136",2136,"AT4G19080"
"681",681,"AT1G68862"
"1792",1792,"AT3G53010"
"1734",1734,"AT3G47380"
"23",23,"AT1G02450"
"563",563,"AT1G60130"
"764",764,"AT1G75260"
"985",985,"AT2G19980"
"892",892,"AT2G07777"
"299",299,"AT1G20691"
"1285",1285,"AT2G46150"
"2549",2549,"AT5G11190"
"2526",2526,"AT5G09480"
"1404",1404,"AT3G06490"
"891",891,"AT2G07776"
"1691",1691,"AT3G43840"
"2193",2193,"AT4G24000"
"2973",2973,"AT5G58840"
"1352",1352,"AT3G03240"
"2775",2775,"AT5G42500"
"651",651,"AT1G67110"
"2015",2015,"AT4G10780"
"568",568,"AT1G61120"
"486",486,"AT1G51890"
"2816",2816,"AT5G45970"
"2168",2168,"AT4G21926"
"1741",1741,"AT3G48475"
"2921",2921,"AT5G54240"
"2651",2651,"AT5G23190"
"739",739,"AT1G73140"
"1726",1726,"AT3G46680"
"143",143,"AT1G08440"
"2796",2796,"AT5G44440"
"994",994,"AT2G20800"
"2195",2195,"AT4G24026"
"1354",1354,"AT3G03325"
"578",578,"AT1G61680"
"77",77,"AT1G05187"
"2628",2628,"AT5G20240"
"1206",1206,"AT2G38250"
"1941",1941,"AT4G03905"
"417",417,"AT1G33030"
"622",622,"AT1G65250"
"525",525,"AT1G54560"
"2346",2346,"AT4G37445"
"2284",2284,"AT4G31640"
"2589",2589,"AT5G15843"
"3032",3032,"AT5G64667"
"7",7,"AT1G01453"
"2557",2557,"AT5G12870"
"2908",2908,"AT5G53048"
